RNA-DMSO-1	RNA-DMSO-2	RNA-DMSO-3	RNA-TPG-1	RNA-TPG-2	RNA-TPG-3
SIGLEC7|ENSG00000168995.13|chr19	0	0	0	0	0	0
CD33|ENSG00000105383.15|chr19	0	0	0	0	0	0
SIGLECL1|ENSG00000179213.14|chr19	0	0	0	0	0	0
IGLON5|ENSG00000142549.10|chr19	0	0	0	0	0	0
VSIG10L|ENSG00000186806.6|chr19	8	15	4	0	1	0
ETFB|ENSG00000105379.10|chr19	98	58	57	103	76	96
CLDND2|ENSG00000160318.6|chr19	0	0	0	3	5	1
NKG7|ENSG00000105374.10|chr19	0	0	0	0	0	0
LIM2|ENSG00000105370.8|chr19	0	0	0	0	0	0
C19orf84|ENSG00000262874.2|chr19	0	0	0	0	0	0
SIGLEC10|ENSG00000142512.15|chr19	0	0	0	0	0	0
SIGLEC8|ENSG00000105366.15|chr19	0	0	0	0	0	0
CEACAM18|ENSG00000213822.7|chr19	0	0	0	0	0	0
SIGLEC12|ENSG00000254521.7|chr19	0	0	0	0	0	0
SIGLEC6|ENSG00000105492.16|chr19	0	0	0	0	0	0
ZNF175|ENSG00000105497.8|chr19	97	81	91	105	121	119
SIGLEC5|ENSG00000268500.7|chr19	0	0	0	0	0	0
SIGLEC14|ENSG00000254415.4|chr19	0	0	0	0	0	0
SPACA6|ENSG00000182310.15|chr19	33	16	9	24	8	12
HAS1|ENSG00000105509.11|chr19	0	0	0	0	0	0
FPR1|ENSG00000171051.10|chr19	0	0	0	0	0	0
FPR2|ENSG00000171049.9|chr19	0	0	0	0	0	0
FPR3|ENSG00000187474.5|chr19	0	0	0	0	0	0
ZNF577|ENSG00000161551.15|chr19	34	17	58	48	50	43
ZNF649|ENSG00000198093.11|chr19	32	23	42	70	81	72
ZNF613|ENSG00000176024.18|chr19	15	9	2	10	28	22
ZNF350|ENSG00000256683.7|chr19	24	21	31	34	15	48
ZNF615|ENSG00000197619.15|chr19	107	54	96	99	102	108
ZNF614|ENSG00000142556.19|chr19	128	65	73	163	119	121
ZNF432|ENSG00000256087.7|chr19	78	16	59	63	53	43
ZNF841|ENSG00000197608.12|chr19	20	9	12	25	3	33
ZNF616|ENSG00000204611.7|chr19	57	59	12	32	24	54
ZNF836|ENSG00000196267.14|chr19	2	0	12	13	1	6
PPP2R1A|ENSG00000105568.18|chr19	275	136	196	192	178	172
ZNF766|ENSG00000196214.11|chr19	146	115	119	212	167	215
ZNF480|ENSG00000198464.14|chr19	160	117	105	168	158	140
ZNF610|ENSG00000167554.15|chr19	4	0	8	11	0	4
ZNF880|ENSG00000221923.9|chr19	1	0	0	1	5	8
ZNF528|ENSG00000167555.14|chr19	18	9	27	4	25	24
ZNF534|ENSG00000198633.11|chr19	0	0	0	0	0	0
ZNF578|ENSG00000258405.11|chr19	0	0	0	0	0	0
ZNF808|ENSG00000198482.14|chr19	0	0	0	0	0	0
ZNF701|ENSG00000167562.14|chr19	64	50	80	65	28	49
ZNF83|ENSG00000167766.20|chr19	66	61	51	73	56	56
ENSG00000269825|ENSG00000269825.3|chr19	11	12	13	10	3	2
ZNF611|ENSG00000213020.10|chr19	57	66	74	79	74	123
ZNF600|ENSG00000189190.11|chr19	11	8	8	6	1	25
ZNF28|ENSG00000198538.11|chr19	98	30	57	74	101	88
ZNF468|ENSG00000204604.13|chr19	104	60	88	128	84	94
ZNF320|ENSG00000182986.15|chr19	0	0	0	0	0	0
ZNF888|ENSG00000213793.6|chr19	78	45	53	62	75	55
ZNF816-ZNF321P|ENSG00000221874.4|chr19	0	0	0	2	0	6
ZNF816|ENSG00000180257.14|chr19	13	8	2	29	16	36
ERVV-1|ENSG00000269526.2|chr19	0	0	0	0	0	0
ERVV-2|ENSG00000268964.3|chr19	0	0	0	0	0	0
ZNF160|ENSG00000170949.18|chr19	57	67	50	76	42	54
ZNF415|ENSG00000170954.12|chr19	0	0	0	0	0	0
ZNF347|ENSG00000197937.13|chr19	0	0	0	0	0	0
ZNF665|ENSG00000197497.11|chr19	0	0	0	0	0	0
ZNF677|ENSG00000197928.11|chr19	0	0	0	3	6	5
VN1R2|ENSG00000196131.6|chr19	0	0	0	0	0	0
VN1R4|ENSG00000228567.3|chr19	0	0	0	0	0	0
ZNF845|ENSG00000213799.13|chr19	84	87	54	70	56	63
ZNF525|ENSG00000203326.12|chr19	75	59	56	60	35	47
ZNF765|ENSG00000196417.13|chr19	51	43	71	61	119	74
ZNF761|ENSG00000160336.17|chr19	64	33	39	78	133	43
ZNF813|ENSG00000198346.11|chr19	93	52	40	37	38	41
ZNF331|ENSG00000130844.19|chr19	328	236	257	365	381	305
DPRX|ENSG00000204595.2|chr19	0	0	0	0	0	0
NLRP12|ENSG00000142405.23|chr19	0	0	0	0	0	0
MYADM|ENSG00000179820.16|chr19	180	232	226	185	121	191
PRKCG|ENSG00000126583.12|chr19	0	0	0	0	0	0
CACNG7|ENSG00000105605.8|chr19	0	0	0	0	0	0
CACNG8|ENSG00000142408.7|chr19	11	19	10	32	35	17
CACNG6|ENSG00000130433.8|chr19	5	0	0	0	10	0
VSTM1|ENSG00000189068.11|chr19	0	0	0	0	0	0
TARM1|ENSG00000248385.8|chr19	0	0	0	0	0	0
OSCAR|ENSG00000170909.14|chr19	0	0	0	0	0	0
NDUFA3|ENSG00000170906.16|chr19	0	0	0	0	0	0
TFPT|ENSG00000105619.14|chr19	0	0	0	0	0	0
PRPF31|ENSG00000105618.14|chr19	0	0	0	0	0	0
CNOT3|ENSG00000088038.20|chr19	0	0	0	0	0	0
LENG1|ENSG00000105617.4|chr19	0	0	0	0	0	0
TMC4|ENSG00000167608.12|chr19	0	0	0	0	0	0
MBOAT7|ENSG00000125505.17|chr19	11	12	29	0	6	8
TSEN34|ENSG00000170892.13|chr19	0	0	0	0	0	0
RPS9|ENSG00000170889.14|chr19	0	0	0	0	0	0
LILRB3|ENSG00000204577.12|chr19	0	0	0	0	0	0
LILRA6|ENSG00000244482.10|chr19	0	0	0	0	0	0
LILRB5|ENSG00000105609.17|chr19	0	0	0	0	0	0
LILRB2|ENSG00000131042.15|chr19	0	0	0	0	0	0
LILRA5|ENSG00000187116.14|chr19	0	0	0	0	0	0
LILRA4|ENSG00000239961.3|chr19	0	0	0	0	0	0
LAIR1|ENSG00000167613.16|chr19	0	0	0	0	0	0
LENG8|ENSG00000167615.17|chr19	0	0	0	0	0	0
LENG9|ENSG00000275183.2|chr19	0	0	0	0	0	0
CDC42EP5|ENSG00000167617.3|chr19	0	0	0	0	0	0
LAIR2|ENSG00000167618.10|chr19	0	0	0	0	0	0
LILRA2|ENSG00000239998.7|chr19	0	0	0	0	0	0
LILRA1|ENSG00000104974.12|chr19	0	0	0	0	0	0
LILRB1|ENSG00000104972.16|chr19	0	0	0	0	0	0
LILRB4|ENSG00000186818.13|chr19	0	0	0	0	0	0
KIR3DL3|ENSG00000242019.2|chr19	0	0	0	0	0	0
KIR2DL3|ENSG00000243772.8|chr19	0	0	0	0	0	0
KIR2DL1|ENSG00000125498.20|chr19	0	0	0	0	0	0
KIR2DL4|ENSG00000189013.16|chr19	0	0	0	0	0	0
KIR3DL1|ENSG00000167633.18|chr19	0	0	0	0	0	0
KIR2DS4|ENSG00000221957.8|chr19	0	0	0	0	0	0
KIR3DL2|ENSG00000240403.5|chr19	0	0	0	0	0	0
FCAR|ENSG00000186431.19|chr19	0	0	0	0	0	0
NCR1|ENSG00000189430.13|chr19	0	0	0	0	0	0
NLRP7|ENSG00000167634.12|chr19	0	0	0	0	0	0
NLRP2|ENSG00000022556.16|chr19	0	0	0	0	0	0
GP6|ENSG00000088053.11|chr19	0	0	0	0	0	0
RDH13|ENSG00000160439.16|chr19	0	0	0	0	0	0
EPS8L1|ENSG00000131037.15|chr19	0	0	0	0	0	0
PPP1R12C|ENSG00000125503.13|chr19	55	27	34	45	41	67
TNNT1|ENSG00000105048.18|chr19	0	3	1	2	12	0
TNNI3|ENSG00000129991.13|chr19	17	4	12	18	10	9
DNAAF3|ENSG00000167646.14|chr19	16	0	2	7	25	2
SYT5|ENSG00000129990.15|chr19	0	0	0	0	0	0
PTPRH|ENSG00000080031.10|chr19	0	0	0	0	0	2
TMEM86B|ENSG00000180089.6|chr19	14	3	12	7	0	2
PPP6R1|ENSG00000105063.19|chr19	75	75	35	49	33	44
HSPBP1|ENSG00000133265.11|chr19	33	24	38	25	9	25
BRSK1|ENSG00000160469.17|chr19	14	10	2	4	6	0
TMEM150B|ENSG00000180061.10|chr19	0	0	0	0	0	0
KMT5C|ENSG00000133247.14|chr19	59	54	45	110	52	102
IL11|ENSG00000095752.7|chr19	0	0	0	3	0	0
TMEM190|ENSG00000160472.5|chr19	0	0	0	0	0	0
RPL28|ENSG00000108107.15|chr19	258	162	204	181	157	106
UBE2S|ENSG00000108106.14|chr19	4	17	9	0	0	0
SHISA7|ENSG00000187902.13|chr19	0	0	0	0	0	0
ISOC2|ENSG00000063241.8|chr19	3	0	0	5	2	3
C19orf85|ENSG00000283567.2|chr19	0	0	0	0	0	0
ZNF628|ENSG00000197483.10|chr19	40	10	27	30	40	21
NAT14|ENSG00000090971.5|chr19	110	108	66	83	79	146
SSC5D|ENSG00000179954.16|chr19	0	0	0	0	0	0
SBK2|ENSG00000187550.9|chr19	1	0	0	0	0	0
SBK3|ENSG00000231274.5|chr19	0	0	0	0	0	0
ZNF579|ENSG00000218891.5|chr19	103	64	72	79	106	114
FIZ1|ENSG00000179943.8|chr19	48	95	18	63	99	61
ZNF524|ENSG00000171443.7|chr19	3	10	10	7	23	10
ZNF865|ENSG00000261221.4|chr19	9	0	0	6	5	4
ZNF784|ENSG00000179922.6|chr19	30	22	35	24	47	27
ZNF580|ENSG00000213015.9|chr19	60	43	56	61	130	73
ZNF581|ENSG00000171425.10|chr19	224	123	172	191	162	154
CCDC106|ENSG00000173581.8|chr19	28	41	34	55	30	45
U2AF2|ENSG00000063244.14|chr19	666	461	530	564	561	409
EPN1|ENSG00000063245.15|chr19	87	81	121	81	120	61
NLRP9|ENSG00000185792.10|chr19	0	0	0	0	0	0
RFPL4A|ENSG00000223638.4|chr19	0	0	0	0	4	0
RFPL4AL1|ENSG00000229292.2|chr19	6	0	0	0	0	0
NLRP11|ENSG00000179873.14|chr19	3	9	8	0	4	2
NLRP4|ENSG00000160505.16|chr19	0	0	0	0	0	0
NLRP8|ENSG00000179709.8|chr19	0	0	0	0	0	0
NLRP5|ENSG00000171487.16|chr19	0	0	0	0	0	0
ZNF787|ENSG00000142409.6|chr19	94	52	57	51	132	73
ZNF444|ENSG00000167685.15|chr19	88	65	68	64	60	41
GALP|ENSG00000197487.9|chr19	0	0	0	0	0	0
ZSCAN5B|ENSG00000197213.11|chr19	0	0	0	0	0	0
ZSCAN5C|ENSG00000204532.9|chr19	0	0	0	0	0	0
ZSCAN5A|ENSG00000131848.10|chr19	31	36	18	42	23	45
EDDM13|ENSG00000267710.9|chr19	0	0	0	0	0	0
ZNF582|ENSG00000018869.18|chr19	36	23	18	35	22	39
ZNF583|ENSG00000198440.9|chr19	66	38	30	72	67	70
ZNF667|ENSG00000198046.13|chr19	69	47	57	93	40	88
ZNF471|ENSG00000196263.8|chr19	41	21	46	24	3	13
ZFP28|ENSG00000196867.8|chr19	12	29	7	21	18	37
ZNF470|ENSG00000197016.12|chr19	61	42	25	57	63	53
ZNF71|ENSG00000197951.10|chr19	91	61	73	91	33	64
SMIM17|ENSG00000268182.6|chr19	2	1	2	2	0	0
ZNF835|ENSG00000127903.14|chr19	0	0	0	0	0	0
ZIM2|ENSG00000269699.7|chr19	0	0	0	0	0	0
PEG3|ENSG00000198300.14|chr19	0	0	0	0	0	0
USP29|ENSG00000131864.11|chr19	0	0	0	0	0	0
ZIM3|ENSG00000141946.1|chr19	0	0	0	0	0	0
DUXA|ENSG00000258873.3|chr19	0	0	0	0	0	0
ZNF264|ENSG00000083844.10|chr19	223	145	123	138	146	213
AURKC|ENSG00000105146.14|chr19	8	5	9	28	2	7
ZNF805|ENSG00000204524.7|chr19	198	242	162	233	325	267
ZNF460|ENSG00000197714.9|chr19	32	21	32	58	33	27
ZNF543|ENSG00000178229.8|chr19	51	31	45	96	138	76
ZNF304|ENSG00000131845.15|chr19	100	82	100	83	97	69
ZNF547|ENSG00000152433.15|chr19	36	8	13	12	31	20
TRAPPC2B|ENSG00000256060.3|chr19	69	79	65	44	90	114
ZNF548|ENSG00000188785.12|chr19	104	80	76	106	99	168
ENSG00000268533|ENSG00000268533.1|chr19	142	99	47	89	129	141
ZNF17|ENSG00000186272.13|chr19	67	33	29	92	82	58
ZNF749|ENSG00000186230.7|chr19	44	20	33	43	61	63
ENSG00000268163|ENSG00000268163.1|chr19	0	0	0	0	0	0
VN1R1|ENSG00000178201.5|chr19	0	4	0	10	0	9
ZNF772|ENSG00000197128.13|chr19	239	172	225	281	160	190
ZNF419|ENSG00000105136.22|chr19	134	138	137	183	193	233
ZNF773|ENSG00000152439.13|chr19	133	61	83	127	100	91
ZNF549|ENSG00000121406.9|chr19	97	54	61	94	71	65
ZNF550|ENSG00000251369.10|chr19	112	80	80	114	190	102
ZNF416|ENSG00000083817.9|chr19	34	35	43	63	32	33
ZIK1|ENSG00000171649.12|chr19	231	196	166	216	245	207
ZNF530|ENSG00000183647.11|chr19	153	134	160	233	230	189
ZNF134|ENSG00000213762.12|chr19	241	184	133	229	196	217
ZNF211|ENSG00000121417.14|chr19	69	77	91	131	85	85
ZSCAN4|ENSG00000180532.12|chr19	2	0	0	2	0	0
ZNF551|ENSG00000204519.11|chr19	218	192	260	272	248	249
ZNF154|ENSG00000179909.16|chr19	0	0	0	0	0	0
ZNF671|ENSG00000083814.13|chr19	4	11	7	9	0	2
ZNF776|ENSG00000152443.13|chr19	93	72	82	117	87	127
ZNF586|ENSG00000083828.16|chr19	32	29	16	63	18	15
ZNF552|ENSG00000178935.5|chr19	50	34	46	55	57	47
ENSG00000268750|ENSG00000268750.7|chr19	0	0	0	0	0	0
ZNF587B|ENSG00000269343.9|chr19	171	147	139	213	119	201
ZNF814|ENSG00000204514.11|chr19	13	12	7	25	15	21
ZNF587|ENSG00000198466.12|chr19	400	271	334	398	309	343
ZNF417|ENSG00000173480.11|chr19	38	30	22	70	25	25
ZNF256|ENSG00000152454.4|chr19	33	25	0	48	46	38
C19orf18|ENSG00000177025.3|chr19	1	2	9	10	0	0
ZNF606|ENSG00000166704.13|chr19	54	32	53	94	74	66
ZSCAN1|ENSG00000152467.10|chr19	0	0	0	0	0	0
ZNF135|ENSG00000176293.20|chr19	0	0	0	0	0	0
ZSCAN18|ENSG00000121413.13|chr19	136	129	138	163	219	156
ZNF329|ENSG00000181894.15|chr19	71	50	56	98	47	53
ZNF274|ENSG00000171606.18|chr19	236	257	121	276	308	277
ZNF544|ENSG00000198131.15|chr19	179	109	120	151	201	134
ZNF8|ENSG00000278129.2|chr19	217	126	116	194	123	179
ERVK3-1|ENSG00000142396.11|chr19	307	205	254	297	267	321
ZSCAN22|ENSG00000182318.6|chr19	41	38	59	68	17	56
A1BG|ENSG00000121410.12|chr19	33	35	13	28	12	23
ZNF497|ENSG00000174586.11|chr19	10	9	13	17	16	17
ZNF837|ENSG00000152475.7|chr19	19	5	6	14	14	5
RPS5|ENSG00000083845.9|chr19	725	591	530	555	724	558
ZNF584|ENSG00000171574.18|chr19	28	54	53	72	24	72
ZNF132|ENSG00000131849.13|chr19	0	0	0	0	0	0
ZNF324B|ENSG00000249471.8|chr19	35	45	13	63	40	30
ZNF324|ENSG00000083812.13|chr19	145	94	92	184	198	168
ZNF446|ENSG00000083838.17|chr19	60	73	79	49	84	69
SLC27A5|ENSG00000083807.10|chr19	0	3	1	8	8	2
ZBTB45|ENSG00000119574.13|chr19	25	26	56	59	49	26
TRIM28|ENSG00000130726.12|chr19	306	252	271	277	279	200
CHMP2A|ENSG00000130724.10|chr19	101	98	60	126	104	76
UBE2M|ENSG00000130725.8|chr19	184	182	167	210	201	189
MZF1|ENSG00000099326.9|chr19	10	16	16	14	21	19
DEFB125|ENSG00000178591.7|chr20	0	0	0	0	0	0
DEFB126|ENSG00000125788.6|chr20	0	2	0	0	0	0
DEFB127|ENSG00000088782.5|chr20	0	0	0	0	0	0
DEFB128|ENSG00000185982.7|chr20	0	0	0	0	0	0
DEFB129|ENSG00000125903.4|chr20	0	0	0	0	0	0
DEFB132|ENSG00000186458.5|chr20	0	0	0	0	0	0
C20orf96|ENSG00000196476.12|chr20	6	2	5	1	7	1
ZCCHC3|ENSG00000247315.4|chr20	876	682	773	799	644	680
SOX12|ENSG00000177732.9|chr20	676	478	390	519	514	440
NRSN2|ENSG00000125841.13|chr20	9	14	7	6	4	14
TRIB3|ENSG00000101255.12|chr20	196	94	144	793	695	712
RBCK1|ENSG00000125826.22|chr20	70	17	58	28	22	45
TBC1D20|ENSG00000125875.15|chr20	324	360	250	274	315	314
CSNK2A1|ENSG00000101266.19|chr20	928	621	785	712	492	633
TCF15|ENSG00000125878.7|chr20	0	0	0	0	0	0
SRXN1|ENSG00000271303.2|chr20	335	256	237	269	191	225
ENSG00000270299|ENSG00000270299.1|chr20	335	256	237	269	191	225
SCRT2|ENSG00000215397.4|chr20	0	0	0	0	0	0
SLC52A3|ENSG00000101276.18|chr20	0	0	0	0	0	0
FAM110A|ENSG00000125898.13|chr20	57	6	33	34	51	17
ANGPT4|ENSG00000101280.8|chr20	0	0	0	0	0	0
RSPO4|ENSG00000101282.9|chr20	7	2	0	3	7	0
PSMF1|ENSG00000125818.18|chr20	333	305	299	326	321	335
TMEM74B|ENSG00000125895.6|chr20	5	6	4	1	35	14
C20orf202|ENSG00000215595.3|chr20	0	0	0	4	0	0
RAD21L1|ENSG00000244588.6|chr20	6	0	0	0	0	0
SNPH|ENSG00000101298.15|chr20	2	22	10	8	27	5
SDCBP2|ENSG00000125775.15|chr20	0	4	5	17	0	0
NSFL1C|ENSG00000088833.18|chr20	321	272	266	332	305	297
SIRPB2|ENSG00000196209.13|chr20	0	0	0	0	0	0
SIRPD|ENSG00000125900.13|chr20	0	0	0	0	0	0
ENSG00000260861|ENSG00000260861.6|chr20	0	0	0	0	0	0
SIRPA|ENSG00000198053.12|chr20	55	60	45	53	11	14
PDYN|ENSG00000101327.9|chr20	0	0	0	0	0	0
ENSG00000286022|ENSG00000286022.1|chr20	0	0	0	0	0	0
TGM3|ENSG00000125780.12|chr20	0	0	0	0	0	0
TGM6|ENSG00000166948.10|chr20	0	0	0	0	0	0
SNRPB|ENSG00000125835.20|chr20	2391	1846	1715	2137	2080	1864
ZNF343|ENSG00000088876.13|chr20	132	99	119	195	100	187
TMC2|ENSG00000149488.14|chr20	0	0	0	0	0	0
NOP56|ENSG00000101361.17|chr20	929	718	873	857	817	810
IDH3B|ENSG00000101365.21|chr20	192	156	127	106	140	122
CPXM1|ENSG00000088882.8|chr20	0	0	4	0	0	0
ENSG00000241690|ENSG00000241690.3|chr20	0	0	0	0	0	0
C20orf141|ENSG00000258713.3|chr20	0	0	0	0	0	0
TMEM239|ENSG00000198326.10|chr20	0	0	0	0	0	0
PCED1A|ENSG00000132635.17|chr20	108	99	79	79	96	127
VPS16|ENSG00000215305.10|chr20	34	18	21	23	41	18
PTPRA|ENSG00000132670.21|chr20	95	49	142	98	52	32
GNRH2|ENSG00000125787.11|chr20	0	0	0	0	0	0
MRPS26|ENSG00000125901.6|chr20	485	382	453	457	416	337
OXT|ENSG00000101405.3|chr20	0	0	0	0	0	0
AVP|ENSG00000101200.5|chr20	0	0	0	0	0	0
UBOX5|ENSG00000185019.17|chr20	90	35	37	42	26	56
FASTKD5|ENSG00000215251.5|chr20	329	334	303	233	197	248
LZTS3|ENSG00000088899.16|chr20	27	77	65	42	45	42
DDRGK1|ENSG00000198171.13|chr20	95	85	53	81	86	106
ITPA|ENSG00000125877.13|chr20	301	257	240	355	345	257
SLC4A11|ENSG00000088836.14|chr20	18	3	8	13	8	10
DNAAF9|ENSG00000088854.13|chr20	43	16	49	42	33	57
ATRN|ENSG00000088812.18|chr20	44	58	44	59	41	45
GFRA4|ENSG00000125861.16|chr20	0	0	0	0	0	0
ADAM33|ENSG00000149451.19|chr20	0	0	0	0	0	0
SIGLEC1|ENSG00000088827.13|chr20	0	0	0	0	0	0
HSPA12B|ENSG00000132622.11|chr20	0	0	0	0	0	0
C20orf27|ENSG00000101220.18|chr20	79	53	79	73	65	33
SPEF1|ENSG00000101222.12|chr20	0	8	3	6	0	0
CENPB|ENSG00000125817.8|chr20	354	240	275	244	226	235
CDC25B|ENSG00000101224.18|chr20	115	157	154	131	176	110
AP5S1|ENSG00000125843.11|chr20	271	220	230	309	332	304
MAVS|ENSG00000088888.18|chr20	548	405	371	417	513	312
PANK2|ENSG00000125779.24|chr20	293	263	254	299	286	259
RNF24|ENSG00000101236.17|chr20	108	74	95	104	136	126
SMOX|ENSG00000088826.18|chr20	32	14	27	32	22	25
ADRA1D|ENSG00000171873.8|chr20	0	3	8	0	0	0
PRNP|ENSG00000171867.18|chr20	381	360	279	508	490	523
PRND|ENSG00000171864.5|chr20	0	0	0	0	0	0
RASSF2|ENSG00000101265.16|chr20	31	29	37	18	18	12
SLC23A2|ENSG00000089057.15|chr20	140	156	128	136	159	148
TMEM230|ENSG00000089063.15|chr20	170	160	178	231	175	227
PCNA|ENSG00000132646.11|chr20	1164	1058	1040	1725	1914	1946
CDS2|ENSG00000101290.14|chr20	133	106	89	104	88	113
PROKR2|ENSG00000101292.8|chr20	0	0	0	0	0	0
GPCPD1|ENSG00000125772.14|chr20	110	91	91	118	131	109
SHLD1|ENSG00000171984.15|chr20	15	20	8	3	2	19
CHGB|ENSG00000089199.10|chr20	4	0	0	13	0	5
TRMT6|ENSG00000089195.15|chr20	130	67	126	144	143	158
MCM8|ENSG00000125885.13|chr20	399	305	400	411	445	383
ENSG00000286235|ENSG00000286235.1|chr20	190	176	165	191	185	240
CRLS1|ENSG00000088766.12|chr20	207	192	174	201	192	249
LRRN4|ENSG00000125872.9|chr20	0	0	0	0	0	0
FERMT1|ENSG00000101311.17|chr20	35	36	35	31	13	28
BMP2|ENSG00000125845.7|chr20	31	4	4	12	4	7
HAO1|ENSG00000101323.5|chr20	0	0	0	0	0	0
TMX4|ENSG00000125827.9|chr20	207	162	174	205	266	200
PLCB1|ENSG00000182621.18|chr20	28	29	66	19	49	23
PLCB4|ENSG00000101333.19|chr20	35	8	35	44	15	49
LAMP5|ENSG00000125869.10|chr20	8	0	1	0	0	0
PAK5|ENSG00000101349.17|chr20	0	4	4	9	0	9
ANKEF1|ENSG00000132623.16|chr20	9	5	15	5	4	14
SNAP25|ENSG00000132639.14|chr20	8	0	12	18	12	2
MKKS|ENSG00000125863.20|chr20	42	33	26	73	66	66
MKKS|ENSG00000285508.1|chr20	135	95	101	105	124	67
SLX4IP|ENSG00000149346.15|chr20	24	12	15	36	32	25
JAG1|ENSG00000101384.12|chr20	160	136	165	199	174	209
BTBD3|ENSG00000132640.15|chr20	169	121	181	142	138	150
SPTLC3|ENSG00000172296.13|chr20	0	0	0	0	0	0
ISM1|ENSG00000101230.6|chr20	23	14	10	12	19	21
TASP1|ENSG00000089123.16|chr20	21	32	37	37	44	49
ESF1|ENSG00000089048.15|chr20	86	97	61	105	91	43
NDUFAF5|ENSG00000101247.18|chr20	38	64	59	51	38	84
SEL1L2|ENSG00000101251.13|chr20	0	0	0	0	0	0
MACROD2|ENSG00000172264.18|chr20	0	0	4	0	0	0
FLRT3|ENSG00000125848.10|chr20	64	42	49	30	55	28
KIF16B|ENSG00000089177.19|chr20	20	16	12	22	10	16
SNRPB2|ENSG00000125870.11|chr20	322	359	323	359	337	349
OTOR|ENSG00000125879.5|chr20	0	3	0	0	0	0
PCSK2|ENSG00000125851.10|chr20	0	0	0	0	0	0
BFSP1|ENSG00000125864.14|chr20	41	9	33	33	4	26
DSTN|ENSG00000125868.16|chr20	644	567	697	803	823	770
RRBP1|ENSG00000125844.17|chr20	20	30	32	44	29	23
BANF2|ENSG00000125888.15|chr20	0	0	0	0	0	0
SNX5|ENSG00000089006.17|chr20	492	413	409	617	588	520
OVOL2|ENSG00000125850.11|chr20	3	6	2	3	5	0
MGME1|ENSG00000125871.14|chr20	183	143	189	136	148	124
KAT14|ENSG00000149474.15|chr20	64	22	69	76	56	62
PET117|ENSG00000232838.4|chr20	182	83	129	121	134	128
ZNF133|ENSG00000125846.17|chr20	67	60	68	116	95	81
DZANK1|ENSG00000089091.17|chr20	48	13	28	23	29	44
POLR3F|ENSG00000132664.13|chr20	292	259	261	327	267	301
RBBP9|ENSG00000089050.16|chr20	165	129	186	165	203	180
SEC23B|ENSG00000101310.17|chr20	289	283	260	310	358	358
SMIM26|ENSG00000232388.5|chr20	620	565	489	642	698	483
SCP2D1|ENSG00000132631.6|chr20	0	0	0	0	0	0
SLC24A3|ENSG00000185052.13|chr20	0	0	0	0	0	0
RIN2|ENSG00000132669.14|chr20	0	0	0	0	2	0
NAA20|ENSG00000173418.12|chr20	734	679	732	791	986	700
CRNKL1|ENSG00000101343.15|chr20	234	155	127	162	231	158
CFAP61|ENSG00000089101.19|chr20	0	0	0	0	0	0
INSM1|ENSG00000173404.5|chr20	102	44	98	160	167	143
KIZ|ENSG00000088970.16|chr20	30	40	25	41	78	86
XRN2|ENSG00000088930.8|chr20	229	168	150	264	263	220
NKX2-4|ENSG00000125816.5|chr20	34	23	12	28	13	18
NKX2-2|ENSG00000125820.6|chr20	76	100	65	70	105	100
PAX1|ENSG00000125813.15|chr20	29	16	13	8	18	18
FOXA2|ENSG00000125798.15|chr20	89	95	109	46	32	64
SSTR4|ENSG00000132671.6|chr20	0	0	0	0	0	0
THBD|ENSG00000178726.7|chr20	10	9	23	19	0	4
CD93|ENSG00000125810.10|chr20	0	0	0	0	0	0
NXT1|ENSG00000132661.4|chr20	539	398	363	561	804	728
GZF1|ENSG00000125812.16|chr20	219	131	149	370	340	393
NAPB|ENSG00000125814.17|chr20	81	34	104	78	132	116
CSTL1|ENSG00000125823.13|chr20	0	0	0	0	0	0
CST11|ENSG00000125831.10|chr20	0	0	0	0	0	0
CST8|ENSG00000125815.9|chr20	0	0	0	0	0	0
CST9L|ENSG00000101435.5|chr20	0	0	0	0	0	0
CST9|ENSG00000173335.5|chr20	0	0	0	0	0	0
CST3|ENSG00000101439.9|chr20	72	64	47	53	77	58
CST4|ENSG00000101441.5|chr20	0	0	0	0	0	0
CST1|ENSG00000170373.9|chr20	0	0	0	0	0	0
CST2|ENSG00000170369.4|chr20	0	0	0	0	0	0
CST5|ENSG00000170367.5|chr20	0	0	0	0	0	0
GGTLC1|ENSG00000149435.12|chr20	0	0	0	0	0	0
SYNDIG1|ENSG00000101463.6|chr20	28	21	10	12	2	32
CST7|ENSG00000077984.6|chr20	0	0	0	0	0	0
APMAP|ENSG00000101474.12|chr20	186	170	245	144	166	218
ACSS1|ENSG00000154930.15|chr20	47	50	44	41	56	36
VSX1|ENSG00000100987.15|chr20	3	0	0	0	5	0
ENTPD6|ENSG00000197586.13|chr20	52	45	38	49	32	20
PYGB|ENSG00000100994.12|chr20	64	90	41	88	58	77
ABHD12|ENSG00000100997.20|chr20	48	36	66	58	69	68
GINS1|ENSG00000101003.12|chr20	479	359	338	491	411	499
NINL|ENSG00000101004.15|chr20	58	48	46	85	75	51
NANP|ENSG00000170191.5|chr20	164	181	126	187	160	182
ZNF337|ENSG00000130684.14|chr20	263	177	171	213	226	144
DEFB118|ENSG00000131068.4|chr20	0	0	0	0	0	0
DEFB119|ENSG00000180483.7|chr20	0	0	0	0	0	0
DEFB121|ENSG00000204548.4|chr20	0	0	0	0	0	0
DEFB123|ENSG00000180424.7|chr20	0	0	0	0	0	0
DEFB124|ENSG00000180383.4|chr20	0	0	0	0	0	0
