Gene name,Gene stable ID
IFNA21,ENSG00000137080
IFNA17,ENSG00000234829
IFNA14,ENSG00000228083
IFNA5,ENSG00000147873
IFNA2,ENSG00000188379
IFNA8,ENSG00000120242
IFNA1,ENSG00000197919
IFNA6,ENSG00000120235
IFNA13,ENSG00000233816
IFNA4,ENSG00000236637
IFNAR1,ENSG00000142166
IFNAR2,ENSG00000159110
IFNB1,ENSG00000171855
IFNE,ENSG00000184995
IFNG,ENSG00000111537
IFNGR1,ENSG00000027697
IFNGR2,ENSG00000159128
IFNK,ENSG00000147896
IFNL2,ENSG00000183709
IFNL3,ENSG00000197110
IFNL2,ENSG00000183709
IFNL3,ENSG00000197110
IFNLR1,ENSG00000185436
IGDCC3,ENSG00000174498
IGDCC4,ENSG00000103742
IGF1,ENSG00000017427
IGF1R,ENSG00000140443
IGF2,ENSG00000167244
IGF2R,ENSG00000197081
IGFALS,ENSG00000099769
IGFBP1,ENSG00000146678
IGFBP2,ENSG00000115457
IGFBP3,ENSG00000146674
IGFBP4,ENSG00000141753
IGFBP5,ENSG00000115461
IGFBP6,ENSG00000167779
IGFBP7,ENSG00000163453
IGFBPL1,ENSG00000137142
IGFL4,ENSG00000204869
IGFLR1,ENSG00000126246
IGLON5,ENSG00000142549
IGSF1,ENSG00000147255
IGSF10,ENSG00000152580
IGSF11,ENSG00000144847
IGSF21,ENSG00000117154
IGSF23,ENSG00000216588
IGSF3,ENSG00000143061
IGSF6,ENSG00000140749
IGSF8,ENSG00000162729
IGSF9,ENSG00000085552
IGSF9B,ENSG00000080854
IL10,ENSG00000136634
IL10RA,ENSG00000110324
IL10RB,ENSG00000243646
IL11,ENSG00000095752
IL11RA,ENSG00000137070
IL11RA,ENSG00000137070
IL12A,ENSG00000168811
IL12B,ENSG00000113302
IL12RB1,ENSG00000096996
IL12RB2,ENSG00000081985
IL13,ENSG00000169194
IL13RA1,ENSG00000131724
IL13RA2,ENSG00000123496
IL15,ENSG00000164136
IL15RA,ENSG00000134470
IL17A,ENSG00000112115
IL17B,ENSG00000127743
IL17C,ENSG00000124391
IL17D,ENSG00000172458
IL17F,ENSG00000112116
IL17RA,ENSG00000177663
IL17RB,ENSG00000056736
IL17RC,ENSG00000163702
IL17RD,ENSG00000144730
IL17RE,ENSG00000163701
IL18BP,ENSG00000137496
IL18R1,ENSG00000115604
IL18RAP,ENSG00000115607
IL19,ENSG00000142224
IL1R1,ENSG00000115594
IL1R2,ENSG00000115590
IL1RAP,ENSG00000196083
IL1RAPL1,ENSG00000169306
IL1RAPL2,ENSG00000189108
IL1RL1,ENSG00000115602
IL1RL2,ENSG00000115598
IL1RN,ENSG00000136689
IL2,ENSG00000109471
IL20RA,ENSG00000016402
IL20RB,ENSG00000174564
IL21,ENSG00000138684
IL21R,ENSG00000103522
IL22,ENSG00000127318
IL22RA1,ENSG00000142677
IL22RA2,ENSG00000164485
IL23A,ENSG00000110944
IL23R,ENSG00000162594
IL25,ENSG00000166090
IL27,ENSG00000197272
IL27RA,ENSG00000104998
IL2RA,ENSG00000134460
IL2RB,ENSG00000100385
IL2RG,ENSG00000147168
IL3,ENSG00000164399
IL31,ENSG00000204671
IL31RA,ENSG00000164509
IL34,ENSG00000157368
IL4,ENSG00000113520
IL4I1,ENSG00000104951
IL4R,ENSG00000077238
IL5,ENSG00000113525
IL5RA,ENSG00000091181
IL6,ENSG00000136244
IL6R,ENSG00000160712
IL6ST,ENSG00000134352
IL7,ENSG00000104432
IL7R,ENSG00000168685
IL9,ENSG00000145839
IL9R,ENSG00000124334
ILDR1,ENSG00000145103
ILDR2,ENSG00000143195
ILVBL,ENSG00000105135
IMPG1,ENSG00000112706
IMPG2,ENSG00000081148
INHA,ENSG00000123999
INHBA,ENSG00000122641
INHBB,ENSG00000163083
INHBC,ENSG00000175189
INHBE,ENSG00000139269
INO80E,ENSG00000169592
INPP4A,ENSG00000040933
INPP4B,ENSG00000109452
INS,ENSG00000254647
INS,ENSG00000254647
INSIG1,ENSG00000186480
INSIG2,ENSG00000125629
INSL3,ENSG00000248099
INSL5,ENSG00000172410
INSL6,ENSG00000120210
INSR,ENSG00000171105
INSRR,ENSG00000027644
IRAK3,ENSG00000090376
ISLR,ENSG00000129009
ISLR2,ENSG00000167178
ISM1,ENSG00000101230
ISOC1,ENSG00000066583
ITFG1,ENSG00000129636
ITGA1,ENSG00000213949
ITGA10,ENSG00000143127
ITGA11,ENSG00000137809
ITGA2,ENSG00000164171
ITGA2B,ENSG00000005961
ITGA3,ENSG00000005884
ITGA4,ENSG00000115232
ITGA5,ENSG00000161638
ITGA6,ENSG00000091409
ITGA7,ENSG00000135424
ITGA8,ENSG00000077943
ITGA9,ENSG00000144668
ITGAD,ENSG00000156886
ITGAE,ENSG00000083457
ITGAL,ENSG00000005844
ITGAM,ENSG00000169896
ITGAV,ENSG00000138448
ITGAX,ENSG00000140678
ITGB1,ENSG00000150093
ITGB2,ENSG00000160255
ITGB2,ENSG00000160255
ITGB3,ENSG00000259207
ITGB4,ENSG00000132470
ITGB5,ENSG00000082781
ITGB6,ENSG00000115221
ITGB7,ENSG00000139626
ITGB8,ENSG00000105855
ITGBL1,ENSG00000198542
ITIH1,ENSG00000055957
ITIH2,ENSG00000151655
ITIH3,ENSG00000162267
ITIH4,ENSG00000055955
ITIH5,ENSG00000123243
ITLN1,ENSG00000179914
ITM2A,ENSG00000078596
ITM2B,ENSG00000136156
ITM2C,ENSG00000135916
ITPR1,ENSG00000150995
ITPR2,ENSG00000123104
ITPR3,ENSG00000096433
ITPRIP,ENSG00000148841
ITPRIPL1,ENSG00000198885
ITPRIPL2,ENSG00000205730
IYD,ENSG00000009765
IZUMO1,ENSG00000182264
IZUMO2,ENSG00000161652
IZUMO3,ENSG00000205442
IZUMO4,ENSG00000099840
JAG1,ENSG00000101384
JAG2,ENSG00000184916
JAGN1,ENSG00000171135
JAM2,ENSG00000154721
JAM3,ENSG00000166086
JKAMP,ENSG00000050130
JMJD8,ENSG00000161999
JPH1,ENSG00000104369
JPH2,ENSG00000149596
JPH3,ENSG00000154118
JTB,ENSG00000143543
KAZALD1,ENSG00000107821
KCNA1,ENSG00000111262
KCNA10,ENSG00000143105
KCNA2,ENSG00000177301
KCNA3,ENSG00000177272
KCNA4,ENSG00000182255
KCNA5,ENSG00000130037
KCNA6,ENSG00000151079
KCNA7,ENSG00000104848
KCNB1,ENSG00000158445
KCNC1,ENSG00000129159
KCNC2,ENSG00000166006
KCNC3,ENSG00000131398
KCNC4,ENSG00000116396
KCND1,ENSG00000102057
KCND2,ENSG00000184408
KCND3,ENSG00000171385
KCNE1,ENSG00000180509
KCNE5,ENSG00000176076
KCNE2,ENSG00000159197
KCNE3,ENSG00000175538
KCNE4,ENSG00000152049
KCNF1,ENSG00000162975
KCNG1,ENSG00000026559
KCNG2,ENSG00000178342
KCNG3,ENSG00000171126
KCNG4,ENSG00000168418
KCNH1,ENSG00000143473
KCNH2,ENSG00000055118
KCNH3,ENSG00000135519
KCNH4,ENSG00000089558
KCNH5,ENSG00000140015
KCNH6,ENSG00000173826
KCNH7,ENSG00000184611
KCNH8,ENSG00000183960
KCNIP3,ENSG00000115041
KCNJ1,ENSG00000151704
KCNJ10,ENSG00000177807
KCNJ11,ENSG00000187486
KCNJ12,ENSG00000184185
KCNJ18,ENSG00000260458
KCNJ13,ENSG00000115474
KCNJ14,ENSG00000182324
KCNJ15,ENSG00000157551
KCNJ16,ENSG00000153822
KCNJ2,ENSG00000123700
KCNJ3,ENSG00000162989
KCNJ4,ENSG00000168135
KCNJ5,ENSG00000120457
KCNJ6,ENSG00000157542
KCNJ8,ENSG00000121361
KCNJ9,ENSG00000162728
KCNK1,ENSG00000135750
KCNK10,ENSG00000100433
KCNK12,ENSG00000184261
KCNK13,ENSG00000152315
KCNK15,ENSG00000124249
KCNK16,ENSG00000095981
KCNK18,ENSG00000186795
KCNK2,ENSG00000082482
KCNK3,ENSG00000171303
KCNK4,ENSG00000182450
KCNK5,ENSG00000164626
KCNK6,ENSG00000099337
KCNK7,ENSG00000173338
KCNK9,ENSG00000169427
KCNMA1,ENSG00000156113
KCNMB1,ENSG00000145936
KCNMB2,ENSG00000197584
KCNMB3,ENSG00000171121
KCNMB4,ENSG00000135643
KCNN1,ENSG00000105642
KCNN2,ENSG00000080709
KCNN3,ENSG00000143603
KCNN4,ENSG00000104783
KCNQ1,ENSG00000053918
KCNQ2,ENSG00000075043
KCNQ3,ENSG00000184156
KCNQ4,ENSG00000117013
KCNQ5,ENSG00000185760
KCNS1,ENSG00000124134
KCNS2,ENSG00000156486
KCNS3,ENSG00000170745
KCNT1,ENSG00000107147
KCNT2,ENSG00000162687
KCNU1,ENSG00000215262
KCNV1,ENSG00000164794
KCNV2,ENSG00000168263
KCP,ENSG00000135253
KDELR1,ENSG00000105438
KDELR2,ENSG00000136240
KDELR3,ENSG00000100196
KDR,ENSG00000128052
KDSR,ENSG00000119537
KEL,ENSG00000197993
KERA,ENSG00000139330
KHDC1L,ENSG00000256980
KHDC1,ENSG00000135314
KIDINS220,ENSG00000134313
KIFC2,ENSG00000167702
KIR3DL3,ENSG00000242019
KIR2DL3,ENSG00000243772
KIR2DL1,ENSG00000125498
KIR3DL1,ENSG00000167633
KIR3DL2,ENSG00000240403
KIR2DL4,ENSG00000189013
KIR2DS4,ENSG00000221957
KIR3DL3,ENSG00000242019
KIR2DL3,ENSG00000243772
KIR2DL1,ENSG00000125498
KIR3DL1,ENSG00000167633
KIR3DL2,ENSG00000240403
KIR2DL4,ENSG00000189013
KIR2DS4,ENSG00000221957
KIRREL1,ENSG00000183853
KIRREL2,ENSG00000126259
KIRREL3,ENSG00000149571
KISS1,ENSG00000170498
KISS1R,ENSG00000116014
KIT,ENSG00000157404
KITLG,ENSG00000049130
KL,ENSG00000133116
KLB,ENSG00000134962
KLHL31,ENSG00000124743
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK10,ENSG00000129451
KLK11,ENSG00000167757
KLK12,ENSG00000186474
KLK13,ENSG00000167759
KLK14,ENSG00000129437
KLK15,ENSG00000174562
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK2,ENSG00000167751
KLK3,ENSG00000142515
KLK4,ENSG00000167749
KLK5,ENSG00000167754
KLK6,ENSG00000167755
KLK7,ENSG00000169035
KLK8,ENSG00000129455
KLK9,ENSG00000213022
KLKB1,ENSG00000164344
KLRB1,ENSG00000111796
KLRB1,ENSG00000111796
KLRB1,ENSG00000111796
KLRB1,ENSG00000111796
KLRC1,ENSG00000134545
KLRC1,ENSG00000134545
KLRC1,ENSG00000134545
KLRD1,ENSG00000134539
KLRC3,ENSG00000205810
KLRC1,ENSG00000134545
KLRC2,ENSG00000205809
KLRC4,ENSG00000183542
KLRG1,ENSG00000139187
KLRG2,ENSG00000188883
KLRC3,ENSG00000205810
KLRC1,ENSG00000134545
KLRC2,ENSG00000205809
KLRC4,ENSG00000183542
KLRC3,ENSG00000205810
KLRC1,ENSG00000134545
KLRC2,ENSG00000205809
KLRC4,ENSG00000183542
KLRK1,ENSG00000213809
KMO,ENSG00000117009
KNCN,ENSG00000162456
KNG1,ENSG00000113889
KNG1,ENSG00000113889
KREMEN1,ENSG00000183762
KREMEN2,ENSG00000131650
KRTAP16-1,ENSG00000212657
KRTAP8-1,ENSG00000183640
KRTCAP2,ENSG00000163463
KRTCAP3,ENSG00000157992
KRTDAP,ENSG00000188508
KTN1,ENSG00000126777
L1CAM,ENSG00000198910
LACTB,ENSG00000103642
LACTBL1,ENSG00000215906
LAG3,ENSG00000089692
LAIR1,ENSG00000167613
LALBA,ENSG00000167531
LAMA1,ENSG00000101680
LAMA2,ENSG00000196569
LAMA3,ENSG00000053747
LAMA4,ENSG00000112769
LAMA5,ENSG00000130702
LAMB2,ENSG00000172037
LAMB3,ENSG00000196878
LAMC1,ENSG00000135862
LAMC2,ENSG00000058085
LAMC3,ENSG00000050555
LAMP1,ENSG00000185896
LAMP2,ENSG00000005893
LAMP5,ENSG00000125869
LANCL3,ENSG00000147036
LAPTM4A,ENSG00000068697
LAPTM4B,ENSG00000104341
LAPTM5,ENSG00000162511
LAT,ENSG00000213658
LAT2,ENSG00000086730
LAX1,ENSG00000122188
LAYN,ENSG00000204381
LBP,ENSG00000129988
LBR,ENSG00000143815
LCAT,ENSG00000213398
LCLAT1,ENSG00000172954
LCN10,ENSG00000187922
LCN12,ENSG00000184925
LCN2,ENSG00000148346
OBP2B,ENSG00000171102
OBP2A,ENSG00000122136
LCN6,ENSG00000267206
LCN8,ENSG00000204001
LCN9,ENSG00000148386
LCT,ENSG00000115850
LCTL,ENSG00000188501
LDLR,ENSG00000130164
LDLRAD1,ENSG00000203985
LDLRAD2,ENSG00000187942
LDLRAD3,ENSG00000179241
LDLRAD4,ENSG00000168675
LEAP2,ENSG00000164406
LECT2,ENSG00000145826
LEFTY1,ENSG00000243709
LEFTY2,ENSG00000143768
LEFTY1,ENSG00000243709
LEFTY2,ENSG00000143768
LEMD2,ENSG00000161904
LEMD3,ENSG00000174106
LEP,ENSG00000174697
LEPR,ENSG00000116678
LEPROT,ENSG00000213625
LEPROTL1,ENSG00000104660
LETM1,ENSG00000168924
LETM2,ENSG00000165046
LETMD1,ENSG00000050426
LFNG,ENSG00000106003
LGALS3BP,ENSG00000108679
LGI1,ENSG00000108231
LGI2,ENSG00000153012
LGI3,ENSG00000168481
LGI4,ENSG00000153902
LGMN,ENSG00000100600
LGR4,ENSG00000205213
LGR5,ENSG00000139292
LGR6,ENSG00000133067
LHCGR,ENSG00000138039
LHFPL6,ENSG00000183722
LHFPL1,ENSG00000182508
LHFPL2,ENSG00000145685
LHFPL3,ENSG00000187416
LHFPL4,ENSG00000156959
LHFPL5,ENSG00000197753
LILRA6,ENSG00000244482
LILRB5,ENSG00000105609
LILRB2,ENSG00000131042
LILRB3,ENSG00000204577
LILRA5,ENSG00000187116
LILRA4,ENSG00000239961
LILRA2,ENSG00000239998
LILRA1,ENSG00000104974
LILRB1,ENSG00000104972
LILRB4,ENSG00000186818
LILRA6,ENSG00000244482
LILRB5,ENSG00000105609
LILRB2,ENSG00000131042
LILRB3,ENSG00000204577
LILRA5,ENSG00000187116
LILRA4,ENSG00000239961
LILRA2,ENSG00000239998
LILRA1,ENSG00000104974
LILRB1,ENSG00000104972
LILRB4,ENSG00000186818
LIM2,ENSG00000105370
LIME1,ENSG00000203896
LINGO1,ENSG00000169783
LINGO2,ENSG00000174482
LINGO3,ENSG00000220008
LINGO4,ENSG00000213171
LIPA,ENSG00000107798
LIPC,ENSG00000166035
LIPF,ENSG00000182333
LIPG,ENSG00000101670
LIPH,ENSG00000163898
LIPK,ENSG00000204021
LIPN,ENSG00000204020
LMAN1,ENSG00000074695
LMAN1L,ENSG00000140506
LMAN2,ENSG00000169223
LMAN2L,ENSG00000114988
LMBR1,ENSG00000105983
LMBR1L,ENSG00000139636
LMBRD1,ENSG00000168216
LMBRD2,ENSG00000164187
LMF1,ENSG00000103227
LMF2,ENSG00000100258
LMLN,ENSG00000185621
LMTK2,ENSG00000164715
LMTK3,ENSG00000142235
LNPEP,ENSG00000113441
LNX1,ENSG00000072201
LOX,ENSG00000113083
LOXL1,ENSG00000129038
LOXL2,ENSG00000134013
LOXL3,ENSG00000115318
LOXL4,ENSG00000138131
LPAR1,ENSG00000198121
LPAR2,ENSG00000064547
LPAR3,ENSG00000171517
LPAR4,ENSG00000147145
LPAR5,ENSG00000184574
LPAR6,ENSG00000139679
LPCAT1,ENSG00000153395
LPCAT2,ENSG00000087253
LPCAT3,ENSG00000111684
LPCAT4,ENSG00000176454
LPGAT1,ENSG00000123684
LPL,ENSG00000175445
LPO,ENSG00000167419
LRAT,ENSG00000121207
LRCH4,ENSG00000077454
LRFN1,ENSG00000128011
LRFN2,ENSG00000156564
LRFN3,ENSG00000126243
LRFN4,ENSG00000173621
LRFN5,ENSG00000165379
LRG1,ENSG00000171236
LRIG1,ENSG00000144749
LRIG2,ENSG00000198799
LRIG3,ENSG00000139263
LRIT1,ENSG00000148602
LRIT2,ENSG00000204033
LRIT3,ENSG00000183423
LRP1,ENSG00000123384
LRP10,ENSG00000197324
LRP11,ENSG00000120256
LRP12,ENSG00000147650
LRP1B,ENSG00000168702
LRP2,ENSG00000081479
LRP3,ENSG00000130881
LRP4,ENSG00000134569
LRP5,ENSG00000162337
LRP6,ENSG00000070018
LRP8,ENSG00000157193
LRPAP1,ENSG00000163956
LRPPRC,ENSG00000138095
LRRC15,ENSG00000172061
LRRC17,ENSG00000128606
LRRC19,ENSG00000184434
LRRC24,ENSG00000254402
LRRC25,ENSG00000175489
LRRC26,ENSG00000184709
LRRC3,ENSG00000160233
LRRC32,ENSG00000137507
LRRC37A3,ENSG00000176809
LRRC37B,ENSG00000185158
LRRC37A,ENSG00000176681
LRRC37A2,ENSG00000238083
LRRC38,ENSG00000162494
LRRC3B,ENSG00000179796
LRRC4,ENSG00000128594
LRRC4B,ENSG00000131409
LRRC4C,ENSG00000148948
LRRC52,ENSG00000162763
LRRC55,ENSG00000183908
LRRC59,ENSG00000108829
LRRC66,ENSG00000188993
LRRC8A,ENSG00000136802
LRRC8B,ENSG00000197147
LRRC8C,ENSG00000171488
LRRC8D,ENSG00000171492
LRRC8E,ENSG00000171017
LRRN1,ENSG00000175928
LRRN2,ENSG00000170382
LRRN3,ENSG00000173114
LRRN4,ENSG00000125872
LRRN4CL,ENSG00000177363
LRRTM1,ENSG00000162951
LRRTM2,ENSG00000146006
LRRTM3,ENSG00000198739
LRRTM4,ENSG00000176204
LRTM1,ENSG00000144771
LRTM2,ENSG00000166159
LSAMP,ENSG00000185565
LSMEM1,ENSG00000181016
LSR,ENSG00000105699
LST1,ENSG00000204482
LTA,ENSG00000226979
LTB,ENSG00000227507
LTB4R2,ENSG00000213906
LTBP1,ENSG00000049323
LTBP3,ENSG00000168056
LTBP4,ENSG00000090006
LTBR,ENSG00000111321
LTF,ENSG00000012223
LTK,ENSG00000062524
LUM,ENSG00000139329
LUZP2,ENSG00000187398
LY6D,ENSG00000167656
LY6E,ENSG00000160932
LY6G5B,ENSG00000240053
LY6G6C,ENSG00000204421
LY6G6D,ENSG00000244355
LY6G6F,ENSG00000204424
LY6H,ENSG00000176956
LY6K,ENSG00000160886
LY75,ENSG00000054219
LY86,ENSG00000112799
LY9,ENSG00000122224
LY96,ENSG00000154589
LYG1,ENSG00000144214
LYG2,ENSG00000185674
LYNX1,ENSG00000180155
LYPD1,ENSG00000150551
LYPD2,ENSG00000197353
LYPD3,ENSG00000124466
LYPD4,ENSG00000273111
LYPD5,ENSG00000159871
LYPD6,ENSG00000187123
LYPD6B,ENSG00000150556
LYPD8,ENSG00000259823
LYSMD3,ENSG00000176018
LYSMD4,ENSG00000183060
LYVE1,ENSG00000133800
LYZ,ENSG00000090382
LYZ,ENSG00000090382
LYZL1,ENSG00000120563
LYZL2,ENSG00000151033
LYZL4,ENSG00000157093
LYZL6,ENSG00000275722
M6PR,ENSG00000003056
MADCAM1,ENSG00000099866
MAG,ENSG00000105695
MAGEH1,ENSG00000187601
MAGT1,ENSG00000102158
MAL,ENSG00000172005
MAL2,ENSG00000147676
MALL,ENSG00000144063
MAMDC2,ENSG00000165072
MAMDC4,ENSG00000177943
MAN1A1,ENSG00000111885
MAN1A2,ENSG00000198162
MAN1B1,ENSG00000177239
MAN1C1,ENSG00000117643
MAN2A1,ENSG00000112893
MAN2A2,ENSG00000196547
MAN2B1,ENSG00000104774
MAN2B2,ENSG00000013288
MANBA,ENSG00000109323
MANBAL,ENSG00000101363
MANEA,ENSG00000172469
MANEAL,ENSG00000185090
MANF,ENSG00000145050
MANSC1,ENSG00000111261
MANSC4,ENSG00000205693
MARCO,ENSG00000019169
MARVELD1,ENSG00000155254
MARVELD3,ENSG00000140832
MAS1,ENSG00000130368
MASP1,ENSG00000127241
MASP2,ENSG00000009724
MATN1,ENSG00000162510
MATN2,ENSG00000132561
MATN3,ENSG00000132031
MATN4,ENSG00000124159
MAVS,ENSG00000088888
MBL2,ENSG00000165471
MBOAT1,ENSG00000172197
MBOAT2,ENSG00000143797
MBOAT4,ENSG00000177669
MBOAT7,ENSG00000125505
MBTPS1,ENSG00000140943
MBTPS2,ENSG00000012174
MC1R,ENSG00000258839
MC2R,ENSG00000185231
MC3R,ENSG00000124089
MC4R,ENSG00000166603
MC5R,ENSG00000176136
MCAM,ENSG00000076706
MCFD2,ENSG00000180398
MCHR1,ENSG00000128285
MCL1,ENSG00000143384
MCOLN1,ENSG00000090674
MCOLN2,ENSG00000153898
MCOLN3,ENSG00000055732
MCTP1,ENSG00000175471
MCTP2,ENSG00000140563
MCU,ENSG00000156026
MCUR1,ENSG00000050393
MDFI,ENSG00000112559
MDGA1,ENSG00000112139
MDGA2,ENSG00000139915
MDK,ENSG00000110492
MEGF10,ENSG00000145794
MEGF11,ENSG00000157890
MEGF6,ENSG00000162591
MEGF8,ENSG00000105429
MEGF9,ENSG00000106780
MEP1B,ENSG00000141434
MEPE,ENSG00000152595
MERTK,ENSG00000153208
MEST,ENSG00000106484
MET,ENSG00000105976
METRN,ENSG00000103260
METRNL,ENSG00000176845
METTL24,ENSG00000053328
METTL7A,ENSG00000185432
METTL7A,ENSG00000185432
METTL7A,ENSG00000185432
METTL7B,ENSG00000170439
METTL9,ENSG00000197006
MEX3C,ENSG00000176624
MFAP2,ENSG00000117122
MFAP3,ENSG00000037749
MFAP3L,ENSG00000198948
MFAP4,ENSG00000166482
MFAP5,ENSG00000197614
MFF,ENSG00000168958
MFGE8,ENSG00000140545
MFN2,ENSG00000116688
MFNG,ENSG00000100060
MFRP,ENSG00000235718
MFSD1,ENSG00000118855
MFSD10,ENSG00000109736
MFSD11,ENSG00000092931
MFSD12,ENSG00000161091
MFSD2A,ENSG00000168389
MFSD2B,ENSG00000205639
MFSD3,ENSG00000167700
MFSD5,ENSG00000182544
MFSD6,ENSG00000151690
MFSD6L,ENSG00000185156
SLC49A3,ENSG00000169026
MFSD8,ENSG00000164073
MFSD9,ENSG00000135953
MGAM,ENSG00000257335
MGARP,ENSG00000137463
MGAT1,ENSG00000131446
MGAT2,ENSG00000168282
MGAT3,ENSG00000128268
MGAT4A,ENSG00000071073
MGAT4B,ENSG00000161013
MGAT4C,ENSG00000182050
MGAT5,ENSG00000152127
MGAT5B,ENSG00000167889
CLEC10A,ENSG00000132514
MGP,ENSG00000111341
MGST1,ENSG00000008394
MGST2,ENSG00000085871
MGST3,ENSG00000143198
MIA,ENSG00000261857
CTAGE1,ENSG00000212710
CTAGE9,ENSG00000236761
MIA2,ENSG00000150527
CTAGE6,ENSG00000271321
CTAGE15,ENSG00000271079
CTAGE8,ENSG00000289604
CTAGE4,ENSG00000288784
MIA3,ENSG00000154305
MIER1,ENSG00000198160
MICB,ENSG00000204516
MICA,ENSG00000204520
MICB,ENSG00000204516
MICA,ENSG00000204520
MILR1,ENSG00000271605
MINPP1,ENSG00000107789
MIP,ENSG00000135517
MLANA,ENSG00000120215
MLC1,ENSG00000100427
MLEC,ENSG00000110917
MMD,ENSG00000108960
MMD2,ENSG00000136297
MME,ENSG00000196549
MMEL1,ENSG00000142606
MMGT1,ENSG00000169446
MMP11,ENSG00000099953
MMP12,ENSG00000262406
MMP13,ENSG00000137745
MMP14,ENSG00000157227
MMP15,ENSG00000102996
MMP16,ENSG00000156103
MMP17,ENSG00000198598
MMP1,ENSG00000196611
MMP1,ENSG00000196611
MMP2,ENSG00000087245
MMP20,ENSG00000137674
MMP21,ENSG00000154485
MMP24,ENSG00000125966
MMP28,ENSG00000271447
MMP3,ENSG00000149968
MMP7,ENSG00000137673
MMP8,ENSG00000118113
MMP9,ENSG00000100985
MMRN1,ENSG00000138722
MMRN2,ENSG00000173269
MOG,ENSG00000204655
MOGAT1,ENSG00000124003
MOGAT2,ENSG00000166391
MOGS,ENSG00000115275
MOSPD1,ENSG00000101928
MOSPD2,ENSG00000130150
MOSPD3,ENSG00000106330
MOXD1,ENSG00000079931
MPDU1,ENSG00000129255
MPEG1,ENSG00000197629
MPL,ENSG00000117400
MPO,ENSG00000005381
MPPE1,ENSG00000154889
MPV17,ENSG00000115204
MPZ,ENSG00000158887
MPZL1,ENSG00000197965
MPZL2,ENSG00000149573
MPZL3,ENSG00000160588
MR1,ENSG00000153029
MRAP,ENSG00000170262
MRAP2,ENSG00000135324
MRC1,ENSG00000260314
MRC2,ENSG00000011028
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRD,ENSG00000172938
MRGPRE,ENSG00000184350
MRGPRF,ENSG00000172935
MRGPRG,ENSG00000182170
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRGPRX4,ENSG00000179817
MRGPRX3,ENSG00000179826
MRGPRX2,ENSG00000183695
MRGPRX1,ENSG00000170255
MRPL2,ENSG00000112651
MRPL32,ENSG00000106591
MRPL55,ENSG00000162910
MRPS7,ENSG00000125445
MRPS9,ENSG00000135972
MRS2,ENSG00000124532
MS4A1,ENSG00000156738
MS4A10,ENSG00000172689
MS4A13,ENSG00000204979
MS4A14,ENSG00000166928
MS4A15,ENSG00000166961
MS4A18,ENSG00000214782
MS4A2,ENSG00000149534
MS4A3,ENSG00000149516
MS4A4A,ENSG00000110079
MS4A4E,ENSG00000214787
MS4A4A,ENSG00000110079
MS4A4E,ENSG00000214787
