Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
WWOX|ENSG00000186153.18|chr16	37	55	68	55	31	18
MAF|ENSG00000178573.7|chr16	35	36	13	33	5	0
DYNLRB2|ENSG00000168589.15|chr16	26	15	0	0	33	0
CDYL2|ENSG00000166446.15|chr16	12	0	0	25	14	0
ENSG00000286221|ENSG00000286221.1|chr16	0	0	0	0	0	0
CMC2|ENSG00000103121.9|chr16	448	711	503	543	436	423
CENPN|ENSG00000166451.14|chr16	164	134	165	135	125	104
ATMIN|ENSG00000166454.10|chr16	20	74	57	53	23	29
C16orf46|ENSG00000166455.14|chr16	0	0	0	0	0	0
GCSH|ENSG00000140905.11|chr16	49	39	75	34	73	91
BCO1|ENSG00000135697.10|chr16	0	0	0	0	0	0
GAN|ENSG00000261609.8|chr16	110	77	124	81	227	170
CMIP|ENSG00000153815.18|chr16	166	215	154	253	214	94
PLCG2|ENSG00000197943.12|chr16	48	21	12	28	17	33
SDR42E1|ENSG00000184860.10|chr16	0	0	0	0	0	0
HSD17B2|ENSG00000086696.11|chr16	0	0	0	0	0	0
MPHOSPH6|ENSG00000135698.10|chr16	539	576	404	516	495	425
CDH13|ENSG00000140945.17|chr16	0	1	0	0	0	0
MLYCD|ENSG00000103150.7|chr16	22	55	40	37	64	10
OSGIN1|ENSG00000140961.14|chr16	0	3	0	14	0	34
NECAB2|ENSG00000103154.10|chr16	9	7	13	11	33	1
SLC38A8|ENSG00000166558.11|chr16	0	0	0	0	0	0
MBTPS1|ENSG00000140943.18|chr16	337	545	357	289	304	304
HSDL1|ENSG00000103160.12|chr16	90	128	103	115	122	30
DNAAF1|ENSG00000154099.18|chr16	0	0	0	0	0	0
TAF1C|ENSG00000103168.17|chr16	123	166	93	207	207	163
ADAD2|ENSG00000140955.11|chr16	0	0	0	0	0	0
KCNG4|ENSG00000168418.8|chr16	0	0	0	0	0	0
ATP2C2|ENSG00000064270.13|chr16	0	0	0	0	0	0
MEAK7|ENSG00000140950.16|chr16	66	62	47	9	117	35
COTL1|ENSG00000103187.8|chr16	554	957	633	685	530	362
KLHL36|ENSG00000135686.13|chr16	72	67	52	121	71	82
USP10|ENSG00000103194.16|chr16	209	206	261	222	174	190
CRISPLD2|ENSG00000103196.12|chr16	0	0	0	0	0	0
ZDHHC7|ENSG00000153786.13|chr16	113	200	200	399	325	243
KIAA0513|ENSG00000135709.14|chr16	14	9	0	31	0	0
CIBAR2|ENSG00000153789.13|chr16	0	0	0	0	0	0
GSE1|ENSG00000131149.19|chr16	148	309	139	207	193	246
GINS2|ENSG00000131153.9|chr16	1166	1223	1128	874	1171	670
C16orf74|ENSG00000154102.11|chr16	88	51	39	106	60	10
EMC8|ENSG00000131148.9|chr16	767	941	701	848	870	625
COX4I1|ENSG00000131143.10|chr16	9541	11838	8743	9703	9235	7730
IRF8|ENSG00000140968.12|chr16	0	0	0	0	0	23
FOXF1|ENSG00000103241.7|chr16	0	7	6	0	11	13
MTHFSD|ENSG00000103248.19|chr16	18	31	43	48	38	27
FOXC2|ENSG00000176692.8|chr16	3	10	0	17	0	28
FOXL1|ENSG00000176678.6|chr16	0	4	0	0	0	0
C16orf95|ENSG00000260456.7|chr16	36	58	47	39	17	30
FBXO31|ENSG00000103264.18|chr16	47	26	12	49	12	75
MAP1LC3B|ENSG00000140941.14|chr16	1106	1258	845	813	679	671
ZCCHC14|ENSG00000140948.13|chr16	13	35	25	55	81	67
JPH3|ENSG00000154118.13|chr16	45	69	77	44	38	16
SLC7A5|ENSG00000103257.9|chr16	116	145	100	69	54	76
CA5A|ENSG00000174990.8|chr16	0	0	0	0	0	0
BANP|ENSG00000172530.22|chr16	61	108	84	146	80	106
ZNF469|ENSG00000225614.4|chr16	0	0	0	0	0	0
ZFPM1|ENSG00000179588.9|chr16	3	13	31	14	6	8
ZC3H18|ENSG00000158545.16|chr16	191	235	155	246	251	226
IL17C|ENSG00000124391.5|chr16	0	0	0	0	0	0
CYBA|ENSG00000051523.12|chr16	200	320	229	319	314	227
MVD|ENSG00000167508.12|chr16	41	67	73	77	84	61
SNAI3|ENSG00000185669.6|chr16	0	0	14	0	1	0
RNF166|ENSG00000158717.11|chr16	236	380	195	463	449	357
CTU2|ENSG00000174177.13|chr16	266	345	271	251	160	341
PIEZO1|ENSG00000103335.22|chr16	408	482	408	97	61	28
CDT1|ENSG00000167513.9|chr16	405	631	453	1063	710	656
APRT|ENSG00000198931.11|chr16	6929	8502	5948	5481	4909	4232
GALNS|ENSG00000141012.13|chr16	69	129	96	63	87	15
TRAPPC2L|ENSG00000167515.11|chr16	1232	1455	1299	1085	1119	850
PABPN1L|ENSG00000205022.9|chr16	0	0	0	0	0	0
CBFA2T3|ENSG00000129993.15|chr16	0	5	13	0	0	0
ACSF3|ENSG00000176715.17|chr16	69	97	76	62	113	84
CDH15|ENSG00000129910.8|chr16	0	0	0	0	0	24
SLC22A31|ENSG00000259803.8|chr16	0	6	13	17	0	0
ZNF778|ENSG00000170100.14|chr16	60	17	12	73	110	74
ANKRD11|ENSG00000167522.17|chr16	22	18	13	51	3	3
SPG7|ENSG00000197912.16|chr16	88	109	115	81	111	40
RPL13|ENSG00000167526.14|chr16	6026	7541	5656	7874	6654	5524
CPNE7|ENSG00000178773.15|chr16	0	0	0	0	0	0
DPEP1|ENSG00000015413.10|chr16	0	9	5	0	0	0
CHMP1A|ENSG00000131165.16|chr16	451	512	548	609	404	412
SPATA33|ENSG00000167523.15|chr16	40	50	47	30	57	17
CDK10|ENSG00000185324.22|chr16	93	74	31	33	77	0
SPATA2L|ENSG00000158792.16|chr16	2	3	2	4	9	0
VPS9D1|ENSG00000075399.14|chr16	24	82	23	46	14	63
ZNF276|ENSG00000158805.12|chr16	120	198	74	140	106	232
FANCA|ENSG00000187741.16|chr16	40	171	95	119	116	79
SPIRE2|ENSG00000204991.11|chr16	57	48	27	10	31	62
TCF25|ENSG00000141002.20|chr16	780	817	663	854	721	524
MC1R|ENSG00000258839.4|chr16	0	2	1	1	0	2
ENSG00000198211|ENSG00000198211.8|chr16	114	139	57	160	68	39
TUBB3|ENSG00000258947.8|chr16	114	139	57	160	68	39
DEF8|ENSG00000140995.17|chr16	15	17	57	30	25	0
DBNDD1|ENSG00000003249.15|chr16	187	239	212	214	98	156
GAS8|ENSG00000141013.17|chr16	61	81	65	103	59	48
PRDM7|ENSG00000126856.16|chr16	0	0	0	0	0	0
SCGB1C2|ENSG00000268320.4|chr17	0	0	0	0	0	0
DOC2B|ENSG00000272636.5|chr17	0	0	0	0	0	0
RPH3AL|ENSG00000181031.16|chr17	0	0	0	0	0	0
C17orf97|ENSG00000187624.9|chr17	0	0	0	0	0	0
RFLNB|ENSG00000183688.4|chr17	0	0	0	0	0	0
VPS53|ENSG00000141252.21|chr17	0	0	0	1	21	0
TLCD3A|ENSG00000167695.15|chr17	151	289	172	228	157	84
GEMIN4|ENSG00000179409.11|chr17	94	83	82	81	157	98
GLOD4|ENSG00000167699.14|chr17	531	700	572	620	458	508
MRM3|ENSG00000171861.11|chr17	116	117	81	158	218	147
NXN|ENSG00000167693.17|chr17	476	638	483	385	512	289
TIMM22|ENSG00000177370.5|chr17	0	4	0	1	12	0
ABR|ENSG00000159842.16|chr17	0	0	0	0	0	0
BHLHA9|ENSG00000205899.4|chr17	0	0	0	0	0	0
TRARG1|ENSG00000184811.4|chr17	0	0	0	0	0	0
YWHAE|ENSG00000108953.17|chr17	15	10	26	42	31	32
CRK|ENSG00000167193.8|chr17	0	0	0	0	0	0
MYO1C|ENSG00000197879.17|chr17	993	991	716	780	558	709
INPP5K|ENSG00000132376.20|chr17	254	278	121	189	193	122
SLC43A2|ENSG00000167703.15|chr17	20	4	6	13	20	0
SCARF1|ENSG00000074660.17|chr17	0	0	0	0	0	0
RILP|ENSG00000167705.12|chr17	0	0	0	0	0	0
PRPF8|ENSG00000174231.17|chr17	0	0	0	0	0	0
TLCD2|ENSG00000185561.10|chr17	0	0	0	0	0	0
WDR81|ENSG00000167716.19|chr17	41	33	39	20	39	21
SERPINF2|ENSG00000167711.14|chr17	0	0	0	0	0	0
SERPINF1|ENSG00000132386.11|chr17	28	65	84	24	16	85
SMYD4|ENSG00000186532.12|chr17	112	88	74	338	178	204
RPA1|ENSG00000132383.12|chr17	374	609	562	588	504	290
RTN4RL1|ENSG00000185924.7|chr17	4	9	30	0	5	0
OVCA2|ENSG00000262664.3|chr17	768	918	781	902	807	950
HIC1|ENSG00000177374.13|chr17	5	0	2	15	0	0
SMG6|ENSG00000070366.14|chr17	91	79	63	133	110	117
SRR|ENSG00000167720.13|chr17	61	43	55	10	1	23
TSR1|ENSG00000167721.11|chr17	1510	1643	1389	1981	1423	1151
SGSM2|ENSG00000141258.13|chr17	130	242	141	90	49	67
MNT|ENSG00000070444.15|chr17	65	64	29	15	61	50
METTL16|ENSG00000127804.13|chr17	153	167	114	202	261	98
PAFAH1B1|ENSG00000007168.14|chr17	276	333	263	390	410	314
CLUH|ENSG00000132361.18|chr17	1496	1687	1616	1589	1667	1066
CCDC92B|ENSG00000277200.2|chr17	0	0	0	0	28	0
OR1D2|ENSG00000184166.3|chr17	0	0	0	0	0	0
OR1A1|ENSG00000172146.4|chr17	0	0	0	0	0	0
OR3A2|ENSG00000221882.4|chr17	0	0	0	0	0	0
OR3A1|ENSG00000180090.5|chr17	0	0	0	0	0	0
OR1E1|ENSG00000180016.2|chr17	0	0	0	0	0	0
OR3A3|ENSG00000159961.3|chr17	0	0	0	0	0	0
SPATA22|ENSG00000141255.13|chr17	0	0	0	0	0	0
ASPA|ENSG00000108381.11|chr17	0	0	0	0	0	0
TRPV3|ENSG00000167723.15|chr17	0	0	6	0	0	0
TRPV1|ENSG00000196689.13|chr17	3	14	6	0	0	11
SHPK|ENSG00000197417.9|chr17	65	62	72	120	92	30
CTNS|ENSG00000040531.16|chr17	191	157	131	167	116	85
TAX1BP3|ENSG00000213977.8|chr17	735	862	719	446	472	397
EMC6|ENSG00000127774.7|chr17	3175	4191	2987	3293	3051	2237
P2RX5|ENSG00000083454.23|chr17	90	99	116	144	82	31
ITGAE|ENSG00000083457.12|chr17	1220	1185	1089	804	575	615
HASPIN|ENSG00000177602.5|chr17	10	33	46	17	22	16
NCBP3|ENSG00000074356.17|chr17	176	180	135	237	201	194
CAMKK1|ENSG00000004660.15|chr17	55	42	72	68	25	30
P2RX1|ENSG00000108405.4|chr17	0	0	0	0	5	0
ATP2A3|ENSG00000074370.18|chr17	1	15	7	10	5	0
ZZEF1|ENSG00000074755.15|chr17	17	78	21	30	36	30
CYB5D2|ENSG00000167740.10|chr17	342	504	286	405	274	151
ANKFY1|ENSG00000185722.18|chr17	123	126	105	136	174	163
SPNS3|ENSG00000182557.8|chr17	0	0	0	0	0	0
MYBBP1A|ENSG00000132382.15|chr17	570	617	459	738	778	358
GGT6|ENSG00000167741.11|chr17	0	0	0	0	0	4
SMTNL2|ENSG00000188176.12|chr17	16	16	6	25	14	0
ALOX15|ENSG00000161905.13|chr17	0	0	0	0	0	0
PELP1|ENSG00000141456.16|chr17	554	880	662	914	1091	608
ARRB2|ENSG00000141480.18|chr17	2211	2766	2244	2603	2536	1905
MED11|ENSG00000161920.11|chr17	602	657	642	335	262	358
ZMYND15|ENSG00000141497.14|chr17	2	12	0	0	0	0
TM4SF5|ENSG00000142484.7|chr17	0	0	0	0	0	0
VMO1|ENSG00000182853.12|chr17	0	0	0	0	0	0
GLTPD2|ENSG00000182327.8|chr17	0	0	0	0	21	0
PSMB6|ENSG00000142507.10|chr17	6555	8284	6100	6912	6611	4990
C17orf114|ENSG00000262165.2|chr17	0	0	0	0	0	21
PLD2|ENSG00000129219.14|chr17	20	11	9	0	16	17
MINK1|ENSG00000141503.17|chr17	8	12	6	1	1	0
CHRNE|ENSG00000108556.10|chr17	0	0	0	0	0	0
C17orf107|ENSG00000205710.4|chr17	0	0	0	0	0	0
GP1BA|ENSG00000185245.9|chr17	0	0	0	0	0	0
SLC25A11|ENSG00000108528.14|chr17	1328	1587	1230	1518	1328	897
RNF167|ENSG00000108523.16|chr17	355	633	481	280	271	289
PFN1|ENSG00000108518.8|chr17	10020	14346	10049	9038	7594	6413
ENO3|ENSG00000108515.18|chr17	6	1	6	9	0	0
SPAG7|ENSG00000091640.8|chr17	1497	1956	1573	1841	1967	1271
CAMTA2|ENSG00000108509.21|chr17	69	96	149	95	8	40
INCA1|ENSG00000196388.9|chr17	4	4	0	10	15	0
KIF1C|ENSG00000129250.12|chr17	799	1389	1348	764	744	640
SLC52A1|ENSG00000132517.15|chr17	0	0	0	0	0	0
ZFP3|ENSG00000180787.6|chr17	0	0	0	0	0	0
ZNF232|ENSG00000167840.14|chr17	11	22	5	50	89	46
USP6|ENSG00000129204.17|chr17	0	0	0	0	0	0
ZNF594|ENSG00000180626.10|chr17	46	13	8	51	67	25
SCIMP|ENSG00000161929.15|chr17	0	0	0	0	0	0
RABEP1|ENSG00000029725.17|chr17	284	186	201	210	229	256
NUP88|ENSG00000108559.13|chr17	766	923	761	760	786	971
RPAIN|ENSG00000129197.15|chr17	1888	2260	1571	1726	1549	1718
C1QBP|ENSG00000108561.8|chr17	9027	11524	8842	9550	7788	6565
DHX33|ENSG00000005100.13|chr17	415	536	465	553	633	409
DERL2|ENSG00000072849.11|chr17	246	315	243	261	349	282
MIS12|ENSG00000167842.16|chr17	25	38	70	97	119	98
NLRP1|ENSG00000091592.17|chr17	0	0	13	0	0	0
WSCD1|ENSG00000179314.16|chr17	88	179	66	130	37	38
AIPL1|ENSG00000129221.16|chr17	0	0	0	0	0	0
PITPNM3|ENSG00000091622.16|chr17	1	1	7	0	0	0
KIAA0753|ENSG00000198920.11|chr17	10	13	13	44	27	26
TXNDC17|ENSG00000129235.11|chr17	1975	2481	1765	1759	1492	1388
MED31|ENSG00000108590.11|chr17	204	216	145	127	255	155
C17orf100|ENSG00000256806.6|chr17	11	28	0	19	21	58
SLC13A5|ENSG00000141485.17|chr17	0	0	0	0	0	0
XAF1|ENSG00000132530.17|chr17	0	0	0	0	0	0
FBXO39|ENSG00000177294.7|chr17	0	0	0	0	0	0
TEKT1|ENSG00000167858.13|chr17	0	0	0	0	0	0
ALOX12|ENSG00000108839.12|chr17	0	0	0	0	0	0
RNASEK|ENSG00000219200.12|chr17	4210	5660	3826	3744	3257	2613
RNASEK-C17orf49|ENSG00000161939.19|chr17	1140	1484	1157	1284	741	932
C17orf49|ENSG00000258315.5|chr17	1140	1484	1157	1284	741	932
BCL6B|ENSG00000161940.11|chr17	0	0	0	0	0	0
SLC16A13|ENSG00000174327.7|chr17	1	4	0	0	14	6
SLC16A11|ENSG00000174326.15|chr17	0	7	3	0	0	0
CLEC10A|ENSG00000132514.14|chr17	0	0	0	0	0	0
ASGR2|ENSG00000161944.17|chr17	0	0	0	0	0	0
ASGR1|ENSG00000141505.12|chr17	6	8	9	8	0	30
DLG4|ENSG00000132535.22|chr17	5	4	0	15	5	0
ACADVL|ENSG00000072778.20|chr17	459	641	351	591	407	284
DVL2|ENSG00000004975.12|chr17	462	503	381	590	544	455
PHF23|ENSG00000040633.13|chr17	65	59	65	121	3	55
GABARAP|ENSG00000170296.10|chr17	2117	2954	2229	2000	1602	1222
CTDNEP1|ENSG00000175826.12|chr17	1647	2535	1869	1839	1676	1184
ELP5|ENSG00000170291.16|chr17	0	0	0	0	0	0
CLDN7|ENSG00000181885.18|chr17	0	0	0	0	0	0
SLC2A4|ENSG00000181856.15|chr17	0	0	0	0	0	0
GPS2|ENSG00000132522.16|chr17	0	3	0	0	0	0
NEURL4|ENSG00000215041.10|chr17	0	0	0	0	0	0
ACAP1|ENSG00000072818.12|chr17	0	0	0	0	0	0
KCTD11|ENSG00000213859.8|chr17	0	0	0	0	0	0
TMEM95|ENSG00000182896.13|chr17	0	0	0	0	0	0
TNK1|ENSG00000174292.13|chr17	0	0	0	0	0	0
PLSCR3|ENSG00000187838.17|chr17	0	0	0	0	0	0
TMEM256|ENSG00000205544.4|chr17	22	21	13	27	33	29
NLGN2|ENSG00000169992.10|chr17	0	0	0	0	0	0
SPEM1|ENSG00000181323.8|chr17	0	0	0	0	0	0
SPEM2|ENSG00000184560.8|chr17	0	0	0	0	0	0
SPEM3|ENSG00000283439.4|chr17	0	0	0	0	0	0
TMEM102|ENSG00000181284.3|chr17	0	0	0	0	0	0
FGF11|ENSG00000161958.11|chr17	0	0	0	0	0	0
CHRNB1|ENSG00000170175.11|chr17	0	0	0	0	0	0
ZBTB4|ENSG00000174282.12|chr17	0	0	0	0	0	0
SLC35G6|ENSG00000259224.3|chr17	0	0	0	0	0	0
TNFSF12|ENSG00000239697.12|chr17	7	3	6	0	0	0
TNFSF12-TNFSF13|ENSG00000248871.1|chr17	0	0	1	0	0	0
TNFSF13|ENSG00000161955.17|chr17	0	0	1	0	0	0
SENP3|ENSG00000161956.13|chr17	14	18	36	24	48	14
EIF4A1|ENSG00000161960.16|chr17	8777	11835	8510	9461	9052	7244
CD68|ENSG00000129226.14|chr17	20	30	30	20	1	19
MPDU1|ENSG00000129255.16|chr17	410	523	440	456	417	363
SOX15|ENSG00000129194.8|chr17	0	0	0	0	0	0
FXR2|ENSG00000129245.12|chr17	232	274	200	436	442	220
SHBG|ENSG00000129214.15|chr17	0	0	0	0	0	0
SAT2|ENSG00000141504.12|chr17	625	619	429	480	509	374
ATP1B2|ENSG00000129244.9|chr17	43	47	112	92	9	88
TP53|ENSG00000141510.18|chr17	1092	1462	1116	1450	1074	880
WRAP53|ENSG00000141499.18|chr17	26	42	34	58	27	60
EFNB3|ENSG00000108947.5|chr17	133	232	298	96	153	83
DNAH2|ENSG00000183914.15|chr17	0	2	0	0	0	0
KDM6B|ENSG00000132510.11|chr17	13	18	12	1	24	5
TMEM88|ENSG00000167874.7|chr17	0	0	0	0	0	0
NAA38|ENSG00000183011.14|chr17	2727	3032	2257	1972	1573	1620
CYB5D1|ENSG00000182224.12|chr17	98	75	93	167	56	146
CHD3|ENSG00000170004.19|chr17	306	484	318	397	418	290
RNF227|ENSG00000179859.10|chr17	0	13	0	14	14	43
KCNAB3|ENSG00000170049.10|chr17	3	8	0	0	0	0
TRAPPC1|ENSG00000170043.12|chr17	1640	2259	1704	1447	1076	1249
CNTROB|ENSG00000170037.14|chr17	146	179	119	254	162	217
ALOX15B|ENSG00000179593.16|chr17	9	0	0	0	35	0
ALOX12B|ENSG00000179477.11|chr17	83	107	70	87	59	80
ALOXE3|ENSG00000179148.10|chr17	7	10	3	4	0	0
HES7|ENSG00000179111.9|chr17	0	10	0	16	10	29
PER1|ENSG00000179094.16|chr17	71	76	45	110	102	155
VAMP2|ENSG00000220205.9|chr17	124	135	146	84	166	99
TMEM107|ENSG00000179029.15|chr17	275	297	159	161	240	150
BORCS6|ENSG00000196544.8|chr17	25	46	31	38	142	17
AURKB|ENSG00000178999.13|chr17	2004	2517	1861	3416	2543	1763
CTC1|ENSG00000178971.17|chr17	4	18	56	94	117	96
PFAS|ENSG00000178921.14|chr17	694	1021	781	674	511	535
SLC25A35|ENSG00000125434.11|chr17	25	17	23	30	2	25
RANGRF|ENSG00000108961.14|chr17	1765	2429	2120	1732	1687	1507
ARHGEF15|ENSG00000198844.12|chr17	0	0	0	0	0	0
ODF4|ENSG00000184650.11|chr17	0	0	0	0	0	0
KRBA2|ENSG00000184619.8|chr17	0	21	29	0	26	0
RPL26|ENSG00000161970.15|chr17	15268	18685	14326	19942	16881	15269
RNF222|ENSG00000189051.6|chr17	0	0	0	0	0	0
NDEL1|ENSG00000166579.16|chr17	48	93	54	148	79	56
MYH10|ENSG00000133026.14|chr17	515	508	534	554	680	458
CCDC42|ENSG00000161973.11|chr17	0	0	0	7	0	0
MFSD6L|ENSG00000185156.6|chr17	0	0	0	0	0	0
PIK3R6|ENSG00000276231.5|chr17	0	0	0	0	0	0
PIK3R5|ENSG00000141506.15|chr17	0	0	0	0	0	0
NTN1|ENSG00000065320.9|chr17	129	71	106	119	50	45
STX8|ENSG00000170310.15|chr17	379	360	339	371	213	125
CFAP52|ENSG00000166596.15|chr17	0	0	0	0	0	0
USP43|ENSG00000154914.17|chr17	20	0	10	52	15	0
DHRS7C|ENSG00000184544.12|chr17	0	0	0	0	0	0
GSG1L2|ENSG00000214978.8|chr17	0	0	0	0	0	0
GLP2R|ENSG00000065325.13|chr17	0	0	0	0	0	0
RCVRN|ENSG00000109047.8|chr17	0	0	0	0	0	0
GAS7|ENSG00000007237.19|chr17	46	44	59	16	0	15
MYH13|ENSG00000006788.14|chr17	0	0	0	0	0	0
MYH8|ENSG00000133020.4|chr17	0	0	0	0	0	0
MYH4|ENSG00000264424.1|chr17	0	0	0	0	0	0
MYH1|ENSG00000109061.10|chr17	0	0	0	0	0	0
MYH2|ENSG00000125414.19|chr17	0	0	0	0	0	0
MYH3|ENSG00000109063.15|chr17	0	5	0	0	0	0
SCO1|ENSG00000133028.12|chr17	570	785	566	602	624	402
ADPRM|ENSG00000170222.12|chr17	5	17	11	54	8	61
TMEM220|ENSG00000187824.9|chr17	20	20	12	29	37	0
PIRT|ENSG00000233670.7|chr17	0	0	0	0	0	0
SHISA6|ENSG00000188803.15|chr17	0	0	0	0	0	0
DNAH9|ENSG00000007174.18|chr17	0	0	0	0	0	0
ZNF18|ENSG00000154957.14|chr17	18	4	21	9	11	1
MAP2K4|ENSG00000065559.15|chr17	152	109	140	38	180	62
MYOCD|ENSG00000141052.18|chr17	0	0	0	0	0	0
ARHGAP44|ENSG00000006740.18|chr17	13	18	15	9	3	0
ELAC2|ENSG00000006744.19|chr17	767	943	817	960	953	765
HS3ST3A1|ENSG00000153976.3|chr17	66	141	113	195	200	167
COX10|ENSG00000006695.12|chr17	115	90	89	142	227	126
CDRT15|ENSG00000223510.7|chr17	0	0	0	0	0	0
HS3ST3B1|ENSG00000125430.9|chr17	13	6	12	2	36	45
PMP22|ENSG00000109099.16|chr17	153	249	174	69	106	87
TEKT3|ENSG00000125409.13|chr17	0	0	0	0	0	0
CDRT4|ENSG00000239704.12|chr17	34	26	6	46	43	39
TVP23C|ENSG00000175106.17|chr17	12	0	0	0	0	0
FBXW10B|ENSG00000241322.11|chr17	0	0	0	0	0	0
ENSG00000251537|ENSG00000251537.4|chr17	0	0	0	0	0	0
TRIM16|ENSG00000221926.13|chr17	59	89	122	110	54	127
ZNF286A|ENSG00000187607.16|chr17	18	16	14	39	18	20
TBC1D26|ENSG00000214946.15|chr17	0	0	0	0	0	0
ADORA2B|ENSG00000170425.4|chr17	37	64	25	22	29	36
ZSWIM7|ENSG00000214941.8|chr17	258	380	222	293	246	231
TTC19|ENSG00000011295.16|chr17	696	750	866	682	599	572
NCOR1|ENSG00000141027.22|chr17	202	280	153	213	242	149
PIGL|ENSG00000108474.17|chr17	127	143	156	130	130	87
CENPV|ENSG00000166582.11|chr17	6130	7432	5727	4602	4519	3082
UBB|ENSG00000170315.14|chr17	13624	16759	14527	16242	14053	12114
TRPV2|ENSG00000187688.15|chr17	6	20	8	0	0	0
LRRC75A|ENSG00000181350.12|chr17	17	8	3	5	11	20
ZNF287|ENSG00000141040.15|chr17	26	2	15	30	0	11
ZNF624|ENSG00000197566.10|chr17	0	0	0	6	15	0
CCDC144A|ENSG00000170160.19|chr17	0	0	0	0	0	0
TNFRSF13B|ENSG00000240505.9|chr17	0	0	0	0	0	0
MPRIP|ENSG00000133030.22|chr17	798	1174	867	497	617	415
PLD6|ENSG00000179598.6|chr17	37	98	138	265	123	117
FLCN|ENSG00000154803.13|chr17	8	33	29	67	20	15
COPS3|ENSG00000141030.13|chr17	1708	2066	1668	2322	2144	1503
NT5M|ENSG00000205309.14|chr17	18	62	21	1	25	14
MED9|ENSG00000141026.6|chr17	46	76	29	27	13	16
RASD1|ENSG00000108551.5|chr17	0	0	0	0	0	0
PEMT|ENSG00000133027.18|chr17	486	662	581	403	278	389
RAI1|ENSG00000108557.20|chr17	50	38	57	24	16	3
SREBF1|ENSG00000072310.18|chr17	17	40	62	98	27	43
TOM1L2|ENSG00000175662.18|chr17	102	66	94	66	61	91
DRC3|ENSG00000171962.18|chr17	8	13	2	0	0	0
ATPAF2|ENSG00000171953.16|chr17	185	220	111	137	162	158
GID4|ENSG00000141034.10|chr17	93	87	41	61	57	51
DRG2|ENSG00000108591.10|chr17	415	555	369	490	435	493
MYO15A|ENSG00000091536.20|chr17	0	0	0	0	0	0
ALKBH5|ENSG00000091542.9|chr17	775	1070	598	791	552	459
FLII|ENSG00000177731.16|chr17	0	0	0	0	0	0
MIEF2|ENSG00000177427.13|chr17	0	0	0	0	0	0
TOP3A|ENSG00000177302.15|chr17	7	0	0	0	5	0
SMCR8|ENSG00000176994.11|chr17	0	0	0	0	0	24
SHMT1|ENSG00000176974.21|chr17	2	0	0	0	10	0
LGALS9C|ENSG00000171916.17|chr17	0	0	0	0	0	0
TBC1D28|ENSG00000189375.12|chr17	0	0	0	0	0	0
FOXO3B|ENSG00000240445.6|chr17	44	29	54	105	73	4
FBXW10|ENSG00000171931.13|chr17	0	0	5	0	0	0
TVP23B|ENSG00000171928.14|chr17	11	2	5	0	0	0
PRPSAP2|ENSG00000141127.15|chr17	460	506	347	611	591	349
SLC5A10|ENSG00000154025.16|chr17	0	0	0	9	8	0
FAM83G|ENSG00000188522.15|chr17	29	31	16	119	33	39
GRAP|ENSG00000154016.14|chr17	0	10	0	0	0	0
GRAPL|ENSG00000189152.11|chr17	0	0	0	0	0	0
EPN2|ENSG00000072134.16|chr17	32	16	18	21	34	46
B9D1|ENSG00000108641.20|chr17	104	155	144	120	117	57
MAPK7|ENSG00000166484.20|chr17	14	20	30	134	0	47
MFAP4|ENSG00000166482.12|chr17	5	0	16	0	0	0
RNF112|ENSG00000128482.16|chr17	6	0	0	0	0	0
SLC47A1|ENSG00000142494.13|chr17	121	165	123	129	75	139
ALDH3A2|ENSG00000072210.19|chr17	1037	1212	934	963	833	479
SLC47A2|ENSG00000180638.19|chr17	0	0	0	0	0	0
ALDH3A1|ENSG00000108602.18|chr17	15	1	12	1	8	0
ULK2|ENSG00000083290.20|chr17	7	9	5	2	0	19
AKAP10|ENSG00000108599.15|chr17	13	5	16	42	36	38
SPECC1|ENSG00000128487.19|chr17	3	16	15	40	29	80
LGALS9B|ENSG00000170298.16|chr17	0	0	0	0	0	0
CDRT15L2|ENSG00000214819.2|chr17	0	0	0	0	0	0
USP22|ENSG00000124422.12|chr17	1948	2241	1885	1749	1636	1471
DHRS7B|ENSG00000109016.18|chr17	312	308	224	215	247	232
TMEM11|ENSG00000178307.10|chr17	201	261	233	373	310	176
NATD1|ENSG00000274180.1|chr17	11	45	5	26	17	25
MAP2K3|ENSG00000034152.19|chr17	391	487	346	348	368	369
KCNJ12|ENSG00000184185.10|chr17	0	1	3	0	0	31
KCNJ18|ENSG00000260458.3|chr17	0	0	0	0	0	0
WSB1|ENSG00000109046.15|chr17	716	834	655	827	935	866
KSR1|ENSG00000141068.15|chr17	44	65	76	98	42	59
LGALS9|ENSG00000168961.17|chr17	1	17	0	0	0	0
NOS2|ENSG00000007171.19|chr17	33	27	2	2	11	0
ENSG00000266202|ENSG00000266202.1|chr17	0	0	0	0	0	0
LYRM9|ENSG00000232859.10|chr17	30	35	20	42	19	1
NLK|ENSG00000087095.13|chr17	92	86	148	115	126	105
TMEM97|ENSG00000109084.14|chr17	854	1093	895	810	733	578
IFT20|ENSG00000109083.14|chr17	361	494	326	323	319	269
TNFAIP1|ENSG00000109079.10|chr17	175	153	126	108	121	223
POLDIP2|ENSG00000004142.12|chr17	2471	2718	2159	1725	1957	1589
TMEM199|ENSG00000244045.13|chr17	352	394	305	446	282	393
