Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
WFIKKN2|ENSG00000173714.8|chr17	0	0	0	0	0	0
TOB1|ENSG00000141232.5|chr17	313	322	145	117	228	115
SPAG9|ENSG00000008294.22|chr17	145	157	59	249	124	226
NME1|ENSG00000239672.8|chr17	795	908	682	867	901	558
NME1-NME2|ENSG00000011052.21|chr17	1211	1609	944	1002	999	705
NME2|ENSG00000243678.12|chr17	1211	1609	944	1002	999	705
MBTD1|ENSG00000011258.16|chr17	14	16	16	6	13	0
CA10|ENSG00000154975.14|chr17	0	0	0	0	0	0
KIF2B|ENSG00000141200.8|chr17	0	0	0	0	0	0
COX11|ENSG00000166260.13|chr17	221	170	108	37	79	75
STXBP4|ENSG00000166263.13|chr17	14	30	37	10	22	0
HLF|ENSG00000108924.14|chr17	8	15	0	19	0	1
MMD|ENSG00000108960.9|chr17	13	38	36	6	17	1
TMEM100|ENSG00000166292.12|chr17	18	16	15	68	0	4
PCTP|ENSG00000141179.14|chr17	39	71	60	128	64	53
ANKFN1|ENSG00000153930.13|chr17	0	0	0	0	0	0
NOG|ENSG00000183691.6|chr17	59	56	47	96	66	84
DGKE|ENSG00000153933.10|chr17	68	104	97	86	25	0
TRIM25|ENSG00000121060.19|chr17	271	305	201	214	182	104
COIL|ENSG00000121058.5|chr17	308	311	270	202	238	204
SCPEP1|ENSG00000121064.13|chr17	37	35	35	73	48	64
AKAP1|ENSG00000121057.13|chr17	319	399	352	301	238	221
CCDC182|ENSG00000166329.3|chr17	0	0	0	0	0	0
MRPS23|ENSG00000181610.13|chr17	766	832	607	551	677	498
VEZF1|ENSG00000136451.9|chr17	404	555	217	251	341	168
SRSF1|ENSG00000136450.13|chr17	1022	1276	1037	920	1013	697
DYNLL2|ENSG00000264364.3|chr17	811	1047	766	642	735	413
OR4D1|ENSG00000141194.7|chr17	10	27	1	0	3	38
OR4D2|ENSG00000255713.2|chr17	0	0	0	0	0	0
MKS1|ENSG00000011143.19|chr17	35	41	42	22	30	63
LPO|ENSG00000167419.11|chr17	0	0	0	0	0	0
MPO|ENSG00000005381.9|chr17	0	0	0	0	0	0
SUPT4H1|ENSG00000213246.7|chr17	653	861	429	769	647	400
RNF43|ENSG00000108375.13|chr17	80	81	128	30	36	2
HSF5|ENSG00000176160.11|chr17	0	0	0	0	0	0
MTMR4|ENSG00000108389.10|chr17	216	203	182	155	246	54
SEPTIN4|ENSG00000108387.16|chr17	0	0	0	0	0	0
TEX14|ENSG00000121101.16|chr17	0	3	0	1	0	0
IGBP1P2|ENSG00000266826.3|chr17	0	0	0	0	0	0
RAD51C|ENSG00000108384.16|chr17	232	157	121	150	238	129
PPM1E|ENSG00000175175.6|chr17	23	48	18	17	3	2
TRIM37|ENSG00000108395.14|chr17	101	87	49	129	38	7
SKA2|ENSG00000182628.13|chr17	469	446	389	406	444	240
PRR11|ENSG00000068489.13|chr17	413	520	306	142	208	190
ENSG00000265303|ENSG00000265303.1|chr17	248	479	523	300	356	331
SMG8|ENSG00000167447.13|chr17	248	479	523	300	356	331
GDPD1|ENSG00000153982.11|chr17	70	120	80	119	111	53
YPEL2|ENSG00000175155.11|chr17	6	33	14	49	42	119
DHX40|ENSG00000108406.10|chr17	230	289	276	240	268	240
CLTC|ENSG00000141367.13|chr17	542	577	449	363	467	328
PTRH2|ENSG00000141378.15|chr17	569	513	435	681	552	561
VMP1|ENSG00000062716.13|chr17	136	201	117	123	117	126
TUBD1|ENSG00000108423.15|chr17	253	261	233	133	54	138
RPS6KB1|ENSG00000108443.14|chr17	74	156	113	145	78	34
RNFT1|ENSG00000189050.16|chr17	56	40	30	11	30	8
HEATR6|ENSG00000068097.16|chr17	248	238	179	249	203	73
CA4|ENSG00000167434.10|chr17	0	0	0	0	0	0
USP32|ENSG00000170832.13|chr17	94	46	31	48	34	0
C17orf64|ENSG00000141371.13|chr17	0	0	0	0	0	0
APPBP2|ENSG00000062725.10|chr17	93	98	140	47	83	78
PPM1D|ENSG00000170836.13|chr17	284	523	284	480	380	303
BCAS3|ENSG00000141376.23|chr17	29	24	36	8	32	0
TBX2|ENSG00000121068.14|chr17	81	102	70	68	104	121
TBX4|ENSG00000121075.11|chr17	0	0	0	0	0	0
NACA2|ENSG00000253506.3|chr17	1558	1659	1343	1638	1327	950
BRIP1|ENSG00000136492.10|chr17	55	87	53	45	51	0
INTS2|ENSG00000108506.13|chr17	39	58	36	4	33	2
MED13|ENSG00000108510.10|chr17	243	381	289	135	157	53
EFCAB3|ENSG00000172421.10|chr17	0	0	0	0	0	0
METTL2A|ENSG00000087995.16|chr17	226	270	199	368	232	93
TLK2|ENSG00000146872.19|chr17	175	201	210	306	195	122
MRC2|ENSG00000011028.14|chr17	2	6	3	3	0	0
MARCHF10|ENSG00000173838.12|chr17	0	0	0	0	0	0
TANC2|ENSG00000170921.16|chr17	110	61	68	12	46	0
CYB561|ENSG00000008283.16|chr17	41	18	36	11	31	14
ACE|ENSG00000159640.17|chr17	4	2	0	0	0	0
KCNH6|ENSG00000173826.15|chr17	0	0	0	0	0	0
DCAF7|ENSG00000136485.16|chr17	600	717	368	453	467	430
TACO1|ENSG00000136463.9|chr17	223	383	264	273	268	161
MAP3K3|ENSG00000198909.8|chr17	219	245	174	173	116	93
STRADA|ENSG00000266173.7|chr17	68	93	89	118	17	90
LIMD2|ENSG00000136490.9|chr17	48	46	25	19	58	17
CCDC47|ENSG00000108588.15|chr17	245	344	175	338	192	161
DDX42|ENSG00000198231.14|chr17	368	497	423	467	411	379
FTSJ3|ENSG00000108592.17|chr17	95	95	51	94	123	74
PSMC5|ENSG00000087191.13|chr17	231	262	166	321	217	211
SMARCD2|ENSG00000108604.18|chr17	149	159	118	115	56	107
CSH2|ENSG00000213218.11|chr17	0	0	0	0	0	0
GH2|ENSG00000136487.18|chr17	0	0	0	0	0	0
CSH1|ENSG00000136488.15|chr17	0	0	0	0	0	0
CSHL1|ENSG00000204414.14|chr17	0	0	0	0	0	0
GH1|ENSG00000259384.7|chr17	0	0	0	0	0	0
ENSG00000285947|ENSG00000285947.1|chr17	0	0	0	0	0	0
CD79B|ENSG00000007312.14|chr17	0	0	0	0	0	0
SCN4A|ENSG00000007314.12|chr17	0	0	0	0	0	0
PRR29|ENSG00000224383.8|chr17	0	0	0	0	0	0
ICAM2|ENSG00000108622.11|chr17	0	0	0	0	0	0
ERN1|ENSG00000178607.17|chr17	0	26	0	9	9	0
TEX2|ENSG00000136478.9|chr17	88	87	65	96	11	5
PECAM1|ENSG00000261371.6|chr17	0	0	0	0	0	0
POLG2|ENSG00000256525.8|chr17	36	33	69	79	101	96
DDX5|ENSG00000108654.16|chr17	525	626	481	345	323	265
CEP95|ENSG00000258890.8|chr17	23	67	19	60	56	26
SMURF2|ENSG00000108854.16|chr17	97	191	97	85	17	0
LRRC37A3|ENSG00000176809.11|chr17	0	0	0	0	0	0
GNA13|ENSG00000120063.10|chr17	139	157	232	102	183	125
RGS9|ENSG00000108370.17|chr17	0	0	0	0	0	0
AXIN2|ENSG00000168646.14|chr17	66	33	35	38	1	0
CEP112|ENSG00000154240.17|chr17	24	10	5	2	0	5
APOH|ENSG00000091583.11|chr17	0	0	0	0	0	0
PRKCA|ENSG00000154229.12|chr17	29	52	46	50	43	1
CACNG5|ENSG00000075429.9|chr17	0	0	0	0	0	0
CACNG4|ENSG00000075461.6|chr17	0	5	0	1	0	0
CACNG1|ENSG00000108878.5|chr17	0	0	0	0	0	0
HELZ|ENSG00000198265.12|chr17	155	217	188	125	43	117
PSMD12|ENSG00000197170.10|chr17	730	675	591	526	633	612
PITPNC1|ENSG00000154217.16|chr17	50	87	26	24	50	14
NOL11|ENSG00000130935.10|chr17	433	498	477	666	446	367
BPTF|ENSG00000171634.19|chr17	200	235	178	135	107	124
C17orf58|ENSG00000186665.10|chr17	314	342	283	368	317	239
KPNA2|ENSG00000182481.10|chr17	1587	1822	1758	1338	1111	967
AMZ2|ENSG00000196704.14|chr17	207	170	131	76	103	112
ARSG|ENSG00000141337.13|chr17	0	0	0	0	0	0
SLC16A6|ENSG00000108932.13|chr17	22	11	41	60	0	0
WIPI1|ENSG00000070540.13|chr17	14	11	4	1	0	0
PRKAR1A|ENSG00000108946.16|chr17	279	433	327	446	288	390
FAM20A|ENSG00000108950.12|chr17	0	0	0	0	0	0
ABCA8|ENSG00000141338.15|chr17	0	0	0	0	0	0
ABCA9|ENSG00000154258.17|chr17	0	0	0	0	0	0
ABCA6|ENSG00000154262.13|chr17	0	0	0	0	0	0
ABCA10|ENSG00000154263.18|chr17	0	0	0	0	0	0
ABCA5|ENSG00000154265.16|chr17	0	18	7	14	0	0
MAP2K6|ENSG00000108984.15|chr17	25	25	24	4	10	0
KCNJ16|ENSG00000153822.15|chr17	0	0	0	0	0	0
KCNJ2|ENSG00000123700.5|chr17	0	0	0	4	0	0
SOX9|ENSG00000125398.8|chr17	158	232	169	193	155	34
SLC39A11|ENSG00000133195.12|chr17	23	44	4	68	69	31
SSTR2|ENSG00000180616.9|chr17	15	38	48	4	62	19
COG1|ENSG00000166685.13|chr17	188	155	137	138	54	63
FAM104A|ENSG00000133193.13|chr17	339	385	294	220	291	178
C17orf80|ENSG00000141219.16|chr17	242	280	131	117	127	103
CPSF4L|ENSG00000187959.9|chr17	0	0	0	0	0	0
CDC42EP4|ENSG00000179604.10|chr17	283	367	193	193	193	139
SDK2|ENSG00000069188.17|chr17	23	17	20	45	0	3
RPL38|ENSG00000172809.13|chr17	6203	7171	4754	5029	4299	3411
TTYH2|ENSG00000141540.11|chr17	0	8	0	0	0	0
KIF19|ENSG00000196169.15|chr17	0	0	0	0	0	0
BTBD17|ENSG00000204347.4|chr17	0	0	0	0	0	0
GPRC5C|ENSG00000170412.18|chr17	87	110	123	168	40	9
CD300A|ENSG00000167851.15|chr17	0	0	0	0	0	0
CD300LB|ENSG00000178789.9|chr17	0	0	0	0	0	0
CD300C|ENSG00000167850.4|chr17	0	0	0	0	0	0
CD300LD|ENSG00000204345.1|chr17	0	0	0	0	0	0
CD300E|ENSG00000186407.7|chr17	0	0	0	0	0	0
RAB37|ENSG00000172794.20|chr17	0	0	0	0	0	0
CD300LF|ENSG00000186074.19|chr17	0	0	0	0	0	0
SLC9A3R1|ENSG00000109062.12|chr17	155	265	126	98	84	55
NAT9|ENSG00000109065.12|chr17	74	70	73	143	91	57
TMEM104|ENSG00000109066.14|chr17	39	35	28	14	1	2
GRIN2C|ENSG00000161509.14|chr17	0	0	0	0	0	0
FDXR|ENSG00000161513.12|chr17	70	6	14	21	0	19
FADS6|ENSG00000172782.13|chr17	0	0	0	0	0	0
USH1G|ENSG00000182040.9|chr17	0	4	8	0	0	47
OTOP2|ENSG00000183034.13|chr17	0	0	0	0	0	0
OTOP3|ENSG00000182938.7|chr17	0	0	0	0	0	0
HID1|ENSG00000167861.16|chr17	0	3	0	0	0	0
CDR2L|ENSG00000109089.7|chr17	172	332	199	130	136	123
MRPL58|ENSG00000167862.10|chr17	223	282	233	286	119	169
KCTD2|ENSG00000180901.11|chr17	187	224	183	155	135	70
ATP5PD|ENSG00000167863.12|chr17	416	434	274	368	266	284
SLC16A5|ENSG00000170190.16|chr17	2	0	0	0	0	0
ARMC7|ENSG00000125449.7|chr17	26	48	62	64	20	28
NT5C|ENSG00000125458.7|chr17	138	123	175	191	213	159
JPT1|ENSG00000189159.16|chr17	2274	2499	1902	1621	1555	1265
SUMO2|ENSG00000188612.12|chr17	4580	5489	3788	3098	2805	2082
NUP85|ENSG00000125450.11|chr17	275	168	148	165	144	194
GGA3|ENSG00000125447.18|chr17	113	143	55	100	126	4
MRPS7|ENSG00000125445.11|chr17	683	642	567	518	446	410
MIF4GD|ENSG00000125457.15|chr17	333	360	298	276	284	258
SLC25A19|ENSG00000125454.12|chr17	291	279	284	337	297	200
GRB2|ENSG00000177885.15|chr17	817	1111	718	638	810	223
TMEM94|ENSG00000177728.17|chr17	45	26	32	13	49	24
CASKIN2|ENSG00000177303.10|chr17	72	17	35	64	54	28
TSEN54|ENSG00000182173.14|chr17	138	126	156	86	114	95
LLGL2|ENSG00000073350.14|chr17	0	9	32	0	0	0
MYO15B|ENSG00000266714.10|chr17	0	0	0	0	0	0
RECQL5|ENSG00000108469.15|chr17	7	4	3	27	23	2
SMIM5|ENSG00000204323.5|chr17	0	0	0	0	0	0
SMIM6|ENSG00000259120.3|chr17	0	0	0	0	0	0
SAP30BP|ENSG00000161526.15|chr17	223	249	278	200	177	99
ITGB4|ENSG00000132470.14|chr17	0	1	0	0	0	0
GALK1|ENSG00000108479.13|chr17	4	34	25	41	51	14
H3-3B|ENSG00000132475.10|chr17	6795	8208	6294	7474	6807	5347
UNK|ENSG00000132478.10|chr17	84	102	75	147	136	81
UNC13D|ENSG00000092929.13|chr17	0	0	0	0	0	0
WBP2|ENSG00000132471.12|chr17	295	280	140	254	152	111
TRIM47|ENSG00000132481.7|chr17	14	51	0	5	0	0
TRIM65|ENSG00000141569.12|chr17	232	278	233	386	339	224
MRPL38|ENSG00000204316.13|chr17	93	128	104	132	91	24
FBF1|ENSG00000188878.20|chr17	1	3	0	5	0	0
ACOX1|ENSG00000161533.12|chr17	58	171	73	99	134	39
TEN1|ENSG00000257949.7|chr17	38	7	30	11	1	0
CDK3|ENSG00000250506.9|chr17	28	11	0	0	1	0
EVPL|ENSG00000167880.8|chr17	0	0	0	0	0	0
SRP68|ENSG00000167881.15|chr17	596	701	378	651	498	459
ZACN|ENSG00000186919.13|chr17	0	0	0	0	0	0
GALR2|ENSG00000182687.4|chr17	0	0	4	2	16	0
EXOC7|ENSG00000182473.22|chr17	87	106	119	64	92	64
FOXJ1|ENSG00000129654.8|chr17	0	0	0	0	0	0
RNF157|ENSG00000141576.16|chr17	14	35	26	0	0	1
UBALD2|ENSG00000185262.9|chr17	629	678	516	592	498	649
QRICH2|ENSG00000129646.16|chr17	0	0	0	0	0	0
PRPSAP1|ENSG00000161542.17|chr17	55	137	54	57	53	0
SPHK1|ENSG00000176170.14|chr17	29	9	16	4	6	26
UBE2O|ENSG00000175931.13|chr17	390	608	246	393	365	284
AANAT|ENSG00000129673.10|chr17	0	0	0	0	0	0
RHBDF2|ENSG00000129667.13|chr17	13	23	38	27	41	62
CYGB|ENSG00000161544.10|chr17	0	0	7	0	0	0
ST6GALNAC2|ENSG00000070731.11|chr17	0	0	0	0	0	0
ST6GALNAC1|ENSG00000070526.15|chr17	0	0	0	0	0	0
MXRA7|ENSG00000182534.14|chr17	5	4	10	19	3	1
JMJD6|ENSG00000070495.15|chr17	331	302	168	213	145	103
METTL23|ENSG00000181038.14|chr17	294	343	314	228	216	179
ENSG00000267168|ENSG00000267168.1|chr17	45	18	22	23	34	8
MFSD11|ENSG00000092931.12|chr17	37	73	43	58	52	61
MGAT5B|ENSG00000167889.13|chr17	5	8	0	0	0	0
SEC14L1|ENSG00000129657.16|chr17	62	91	101	63	21	97
SEPTIN9|ENSG00000184640.20|chr17	305	286	216	160	227	90
TNRC6C|ENSG00000078687.18|chr17	426	524	373	357	262	144
TMC6|ENSG00000141524.19|chr17	9	4	11	0	1	0
TMC8|ENSG00000167895.16|chr17	0	0	0	0	0	0
C17orf99|ENSG00000187997.12|chr17	0	0	0	0	0	0
SYNGR2|ENSG00000108639.8|chr17	183	254	200	155	120	112
TK1|ENSG00000167900.12|chr17	103	173	177	280	165	268
AFMID|ENSG00000183077.16|chr17	192	243	268	221	142	233
BIRC5|ENSG00000089685.15|chr17	802	1110	758	482	562	379
TMEM235|ENSG00000204278.14|chr17	0	0	0	0	0	0
SOCS3|ENSG00000184557.4|chr17	4	28	8	19	2	0
DNAH17|ENSG00000187775.17|chr17	9	0	0	0	0	0
CYTH1|ENSG00000108669.17|chr17	147	103	100	57	106	38
TIMP2|ENSG00000035862.12|chr17	82	60	87	37	29	3
CEP295NL|ENSG00000178404.10|chr17	0	0	0	0	0	0
LGALS3BP|ENSG00000108679.13|chr17	316	385	249	306	219	85
CANT1|ENSG00000171302.17|chr17	236	365	262	143	149	66
C1QTNF1|ENSG00000173918.15|chr17	0	12	6	0	16	2
ENGASE|ENSG00000167280.17|chr17	17	11	22	16	32	0
RBFOX3|ENSG00000167281.20|chr17	37	16	17	4	33	0
CBX2|ENSG00000173894.11|chr17	362	522	493	337	245	108
CBX8|ENSG00000141570.11|chr17	68	128	30	70	89	139
CBX4|ENSG00000141582.15|chr17	857	1188	963	2190	1788	1339
TBC1D16|ENSG00000167291.16|chr17	30	117	76	48	27	86
CCDC40|ENSG00000141519.15|chr17	0	0	0	0	0	0
GAA|ENSG00000171298.13|chr17	14	1	0	1	0	10
EIF4A3|ENSG00000141543.12|chr17	1506	1790	1119	1272	1268	962
CARD14|ENSG00000141527.18|chr17	0	0	0	0	0	0
SGSH|ENSG00000181523.13|chr17	49	46	131	65	114	92
SLC26A11|ENSG00000181045.15|chr17	43	21	33	44	59	33
RNF213|ENSG00000173821.20|chr17	25	15	15	4	19	17
ENDOV|ENSG00000173818.17|chr17	2	4	0	3	0	0
NPTX1|ENSG00000171246.7|chr17	435	402	297	183	187	89
RPTOR|ENSG00000141564.16|chr17	20	57	36	28	94	6
CHMP6|ENSG00000176108.9|chr17	37	78	53	54	51	32
BAIAP2|ENSG00000175866.16|chr17	26	35	40	0	18	0
AATK|ENSG00000181409.14|chr17	20	0	24	6	0	17
PVALEF|ENSG00000225180.8|chr17	0	0	0	0	0	0
CEP131|ENSG00000141577.14|chr17	12	25	35	21	11	30
TEPSIN|ENSG00000167302.11|chr17	56	78	57	60	72	3
NDUFAF8|ENSG00000224877.4|chr17	666	865	624	521	543	524
SLC38A10|ENSG00000157637.13|chr17	8	42	21	7	34	0
BAHCC1|ENSG00000266074.11|chr17	48	51	39	23	36	50
ACTG1|ENSG00000184009.13|chr17	14296	17037	13124	16427	14897	10915
FSCN2|ENSG00000186765.12|chr17	0	0	0	0	0	0
FAAP100|ENSG00000185504.17|chr17	2	23	0	38	0	0
NPLOC4|ENSG00000182446.14|chr17	246	381	230	327	204	229
TSPAN10|ENSG00000182612.11|chr17	0	7	0	13	0	0
PDE6G|ENSG00000185527.12|chr17	0	0	0	0	0	0
OXLD1|ENSG00000204237.5|chr17	372	471	319	526	419	616
CCDC137|ENSG00000185298.13|chr17	583	618	535	492	478	403
ARL16|ENSG00000214087.9|chr17	179	126	117	119	87	125
HGS|ENSG00000185359.14|chr17	62	37	32	68	65	14
MRPL12|ENSG00000262814.8|chr17	109	231	218	157	183	137
ENSG00000262660|ENSG00000262660.1|chr17	0	0	0	0	0	0
SLC25A10|ENSG00000183048.12|chr17	56	103	44	22	39	58
GCGR|ENSG00000215644.10|chr17	0	0	0	0	0	0
MCRIP1|ENSG00000225663.8|chr17	0	0	0	0	0	0
PPP1R27|ENSG00000182676.5|chr17	0	0	0	0	0	0
P4HB|ENSG00000185624.16|chr17	539	726	454	1182	1072	807
ARHGDIA|ENSG00000141522.12|chr17	342	373	327	199	192	290
ALYREF|ENSG00000183684.8|chr17	259	491	298	348	325	272
ANAPC11|ENSG00000141552.18|chr17	391	403	270	319	215	320
NPB|ENSG00000183979.8|chr17	0	0	0	0	0	7
PCYT2|ENSG00000185813.11|chr17	47	62	43	79	70	59
SIRT7|ENSG00000187531.14|chr17	132	156	119	129	104	150
MAFG|ENSG00000197063.11|chr17	569	572	489	432	444	431
PYCR1|ENSG00000183010.17|chr17	192	155	199	257	111	99
MYADML2|ENSG00000185105.5|chr17	0	0	0	0	0	0
NOTUM|ENSG00000185269.12|chr17	0	2	0	0	0	1
ASPSCR1|ENSG00000169696.16|chr17	26	25	49	2	1	71
CENPX|ENSG00000169689.15|chr17	558	550	431	510	472	193
LRRC45|ENSG00000169683.8|chr17	22	24	0	21	35	0
RAC3|ENSG00000169750.9|chr17	16	14	12	24	0	17
DCXR|ENSG00000169738.8|chr17	65	122	77	140	81	85
RFNG|ENSG00000169733.12|chr17	135	66	41	49	58	79
GPS1|ENSG00000169727.13|chr17	42	111	148	67	82	92
DUS1L|ENSG00000169718.18|chr17	216	293	219	109	259	47
FASN|ENSG00000169710.9|chr17	222	374	253	355	190	286
CCDC57|ENSG00000176155.21|chr17	0	18	0	11	8	0
SLC16A3|ENSG00000141526.18|chr17	0	0	0	0	0	0
CSNK1D|ENSG00000141551.15|chr17	451	606	417	614	612	398
CD7|ENSG00000173762.8|chr17	0	0	0	0	0	0
SECTM1|ENSG00000141574.8|chr17	4	6	0	0	0	0
TEX19|ENSG00000182459.5|chr17	3	3	38	3	11	0
UTS2R|ENSG00000181408.5|chr17	0	0	0	0	0	0
OGFOD3|ENSG00000181396.13|chr17	86	84	88	77	30	22
HEXD|ENSG00000169660.17|chr17	0	7	37	18	4	9
CYBC1|ENSG00000178927.19|chr17	26	54	112	32	7	56
NARF|ENSG00000141562.19|chr17	44	59	38	68	45	57
FOXK2|ENSG00000141568.21|chr17	413	583	453	386	342	246
WDR45B|ENSG00000141580.16|chr17	475	423	448	387	330	160
RAB40B|ENSG00000141542.11|chr17	42	57	54	19	69	31
FN3KRP|ENSG00000141560.15|chr17	209	251	290	256	211	335
FN3K|ENSG00000167363.14|chr17	0	0	0	0	0	0
TBCD|ENSG00000141556.22|chr17	4	6	10	13	0	0
ZNF750|ENSG00000141579.7|chr17	0	0	0	0	8	0
METRNL|ENSG00000176845.13|chr17	0	0	0	0	0	0
TUBB8B|ENSG00000173213.10|chr18	0	0	0	0	0	0
USP14|ENSG00000101557.15|chr18	458	712	491	587	687	510
THOC1|ENSG00000079134.13|chr18	35	20	26	1	1	51
COLEC12|ENSG00000158270.12|chr18	58	87	25	84	4	0
CETN1|ENSG00000177143.5|chr18	0	0	0	0	0	0
CLUL1|ENSG00000079101.18|chr18	0	0	0	0	0	0
TYMS|ENSG00000176890.16|chr18	469	764	682	534	532	573
ENOSF1|ENSG00000132199.20|chr18	36	26	7	35	1	31
YES1|ENSG00000176105.14|chr18	54	182	63	37	31	30
ADCYAP1|ENSG00000141433.13|chr18	0	0	0	0	0	0
METTL4|ENSG00000101574.15|chr18	3	29	6	1	1	0
NDC80|ENSG00000080986.13|chr18	16	57	40	47	38	14
SMCHD1|ENSG00000101596.17|chr18	10	15	36	44	65	0
EMILIN2|ENSG00000132205.11|chr18	42	33	0	34	30	72
LPIN2|ENSG00000101577.11|chr18	0	44	29	27	68	0
MYOM1|ENSG00000101605.14|chr18	0	0	0	0	0	0
MYL12A|ENSG00000101608.13|chr18	753	715	750	937	874	652
MYL12B|ENSG00000118680.14|chr18	417	477	329	433	523	253
TGIF1|ENSG00000177426.22|chr18	29	59	36	79	46	32
DLGAP1|ENSG00000170579.17|chr18	0	0	0	0	0	0
AKAIN1|ENSG00000231824.4|chr18	0	0	0	0	0	0
ZBTB14|ENSG00000198081.11|chr18	25	68	38	60	89	0
TMEM200C|ENSG00000206432.4|chr18	55	57	38	72	20	0
L3MBTL4|ENSG00000154655.16|chr18	3	9	9	1	0	0
ARHGAP28|ENSG00000088756.13|chr18	16	35	32	6	2	0
LAMA1|ENSG00000101680.16|chr18	3	14	10	9	14	0
PTPRM|ENSG00000173482.17|chr18	18	21	2	0	7	0
RAB12|ENSG00000206418.5|chr18	407	421	295	147	187	129
MTCL1|ENSG00000168502.18|chr18	20	23	16	1	9	0
NDUFV2|ENSG00000178127.13|chr18	244	172	187	172	190	99
ANKRD12|ENSG00000101745.17|chr18	24	22	11	9	0	17
TWSG1|ENSG00000128791.12|chr18	56	90	18	17	0	47
RALBP1|ENSG00000017797.13|chr18	54	27	29	35	12	12
PPP4R1|ENSG00000154845.16|chr18	107	124	74	97	80	8
RAB31|ENSG00000168461.13|chr18	524	746	612	283	468	345
TXNDC2|ENSG00000168454.13|chr18	0	0	0	0	0	0
VAPA|ENSG00000101558.14|chr18	826	913	651	702	644	464
APCDD1|ENSG00000154856.13|chr18	1	25	0	0	0	0
NAPG|ENSG00000134265.13|chr18	30	97	87	46	155	71
PIEZO2|ENSG00000154864.14|chr18	0	0	0	0	0	0
GNAL|ENSG00000141404.17|chr18	64	82	61	56	13	1
CHMP1B|ENSG00000255112.3|chr18	191	258	121	228	201	160
MPPE1|ENSG00000154889.17|chr18	9	2	8	4	1	10
IMPA2|ENSG00000141401.12|chr18	35	56	20	2	15	16
ANKRD62|ENSG00000181626.12|chr18	0	0	0	0	0	0
CIDEA|ENSG00000176194.18|chr18	0	0	0	0	0	0
TUBB6|ENSG00000176014.13|chr18	476	423	361	354	376	189
AFG3L2|ENSG00000141385.12|chr18	270	379	210	424	304	248
SPIRE1|ENSG00000134278.16|chr18	118	133	99	94	73	86
PSMG2|ENSG00000128789.22|chr18	501	459	436	462	324	447
CEP76|ENSG00000101624.11|chr18	33	16	0	4	28	0
PTPN2|ENSG00000175354.20|chr18	65	85	57	23	67	87
SEH1L|ENSG00000085415.16|chr18	103	142	103	90	112	127
CEP192|ENSG00000101639.19|chr18	1	2	20	18	23	0
LDLRAD4|ENSG00000168675.19|chr18	4	31	12	0	24	21
FAM210A|ENSG00000177150.13|chr18	175	185	108	152	133	129
RNMT|ENSG00000101654.18|chr18	127	124	93	108	108	149
MC5R|ENSG00000176136.6|chr18	0	0	0	0	0	0
MC2R|ENSG00000185231.5|chr18	0	0	0	0	0	0
ZNF519|ENSG00000175322.12|chr18	17	15	4	0	21	0
POTEC|ENSG00000183206.18|chr18	0	0	0	0	0	0
ROCK1|ENSG00000067900.8|chr18	69	63	30	17	53	26
GREB1L|ENSG00000141449.16|chr18	3	8	10	1	1	0
ESCO1|ENSG00000141446.11|chr18	71	94	56	55	94	36
SNRPD1|ENSG00000167088.11|chr18	1487	1791	1311	1264	1325	1114
ABHD3|ENSG00000158201.10|chr18	34	15	10	4	9	0
MIB1|ENSG00000101752.13|chr18	227	165	92	89	75	70
GATA6|ENSG00000141448.11|chr18	126	203	200	181	120	87
CTAGE1|ENSG00000212710.5|chr18	0	0	0	0	0	0
RBBP8|ENSG00000101773.19|chr18	60	122	79	65	83	97
CABLES1|ENSG00000134508.13|chr18	139	199	116	177	144	12
TMEM241|ENSG00000134490.14|chr18	3	30	16	5	27	1
RIOK3|ENSG00000101782.15|chr18	60	121	69	65	71	22
RMC1|ENSG00000141452.10|chr18	167	129	73	143	142	210
NPC1|ENSG00000141458.13|chr18	92	65	33	147	87	44
ANKRD29|ENSG00000154065.17|chr18	3	6	2	0	0	0
LAMA3|ENSG00000053747.17|chr18	0	7	0	0	0	0
TTC39C|ENSG00000168234.13|chr18	30	24	6	3	6	1
CABYR|ENSG00000154040.21|chr18	36	12	31	12	0	0
OSBPL1A|ENSG00000141447.19|chr18	95	102	44	52	49	46
IMPACT|ENSG00000154059.11|chr18	82	81	69	64	49	38
HRH4|ENSG00000134489.7|chr18	0	0	0	0	0	0
ZNF521|ENSG00000198795.11|chr18	35	31	43	35	76	4
SS18|ENSG00000141380.14|chr18	56	114	58	108	40	122
PSMA8|ENSG00000154611.15|chr18	0	0	0	0	0	0
TAF4B|ENSG00000141384.13|chr18	65	139	92	55	104	39
KCTD1|ENSG00000134504.14|chr18	79	139	113	40	74	54
AQP4|ENSG00000171885.18|chr18	0	0	8	0	1	0
CHST9|ENSG00000154080.14|chr18	8	6	12	0	0	0
CDH2|ENSG00000170558.10|chr18	125	152	146	184	77	107
DSC3|ENSG00000134762.17|chr18	79	77	39	132	103	58
DSC2|ENSG00000134755.18|chr18	18	47	68	30	0	34
DSC1|ENSG00000134765.10|chr18	0	0	0	0	0	0
DSG1|ENSG00000134760.6|chr18	0	0	0	0	0	0
DSG4|ENSG00000175065.12|chr18	0	0	0	0	0	0
DSG3|ENSG00000134757.5|chr18	0	0	0	0	0	0
