Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3
C17orf100|ENSG00000256806.6|chr17	85	83	35	97	85	91
SLC13A5|ENSG00000141485.17|chr17	0	0	0	0	0	0
XAF1|ENSG00000132530.17|chr17	0	0	0	0	0	0
FBXO39|ENSG00000177294.7|chr17	0	0	0	0	0	0
TEKT1|ENSG00000167858.13|chr17	0	0	0	0	0	0
ALOX12|ENSG00000108839.12|chr17	0	0	0	0	0	0
RNASEK|ENSG00000219200.12|chr17	415	638	445	473	110	297
RNASEK-C17orf49|ENSG00000161939.19|chr17	90	208	187	166	88	207
C17orf49|ENSG00000258315.5|chr17	90	208	187	166	88	207
BCL6B|ENSG00000161940.11|chr17	0	0	0	0	0	0
SLC16A13|ENSG00000174327.7|chr17	8	11	9	7	0	10
SLC16A11|ENSG00000174326.15|chr17	0	0	0	0	0	0
CLEC10A|ENSG00000132514.14|chr17	0	0	0	0	0	0
ASGR2|ENSG00000161944.17|chr17	0	0	0	0	0	0
ASGR1|ENSG00000141505.12|chr17	0	6	0	3	6	9
DLG4|ENSG00000132535.22|chr17	18	5	5	10	5	11
ACADVL|ENSG00000072778.20|chr17	3	17	6	12	14	11
DVL2|ENSG00000004975.12|chr17	162	153	64	131	62	114
PHF23|ENSG00000040633.13|chr17	344	318	331	427	338	521
GABARAP|ENSG00000170296.10|chr17	314	383	303	367	168	404
CTDNEP1|ENSG00000175826.12|chr17	948	1154	667	1228	583	1087
ELP5|ENSG00000170291.16|chr17	0	0	0	0	0	0
CLDN7|ENSG00000181885.18|chr17	0	0	0	0	0	0
SLC2A4|ENSG00000181856.15|chr17	0	0	0	0	0	0
GPS2|ENSG00000132522.16|chr17	0	0	0	0	0	0
NEURL4|ENSG00000215041.10|chr17	0	0	0	0	0	0
ACAP1|ENSG00000072818.12|chr17	0	0	0	0	0	0
KCTD11|ENSG00000213859.8|chr17	0	0	0	0	0	2
TMEM95|ENSG00000182896.13|chr17	0	0	0	0	0	0
TNK1|ENSG00000174292.13|chr17	0	0	0	0	0	0
PLSCR3|ENSG00000187838.17|chr17	0	0	0	0	0	0
TMEM256|ENSG00000205544.4|chr17	8	11	6	1	5	7
NLGN2|ENSG00000169992.10|chr17	0	0	0	0	0	0
SPEM1|ENSG00000181323.8|chr17	0	0	0	0	0	0
SPEM2|ENSG00000184560.8|chr17	0	0	0	0	0	0
SPEM3|ENSG00000283439.4|chr17	0	0	0	0	0	0
TMEM102|ENSG00000181284.3|chr17	0	0	0	0	0	0
FGF11|ENSG00000161958.11|chr17	0	0	0	0	0	0
CHRNB1|ENSG00000170175.11|chr17	0	0	0	0	0	0
ZBTB4|ENSG00000174282.12|chr17	0	0	0	0	1	5
SLC35G6|ENSG00000259224.3|chr17	0	0	0	0	0	0
TNFSF12|ENSG00000239697.12|chr17	0	0	1	6	3	5
TNFSF12-TNFSF13|ENSG00000248871.1|chr17	0	0	0	0	0	0
TNFSF13|ENSG00000161955.17|chr17	0	0	0	0	0	0
SENP3|ENSG00000161956.13|chr17	25	36	17	13	9	12
EIF4A1|ENSG00000161960.16|chr17	4097	5121	3804	5596	3992	5204
CD68|ENSG00000129226.14|chr17	4	4	7	0	0	4
MPDU1|ENSG00000129255.16|chr17	130	155	92	170	210	126
SOX15|ENSG00000129194.8|chr17	0	5	0	0	0	3
FXR2|ENSG00000129245.12|chr17	312	403	305	353	360	339
SHBG|ENSG00000129214.15|chr17	0	0	0	0	0	0
SAT2|ENSG00000141504.12|chr17	109	197	89	212	101	251
ATP1B2|ENSG00000129244.9|chr17	1	6	18	19	1	9
TP53|ENSG00000141510.18|chr17	153	266	155	245	107	227
WRAP53|ENSG00000141499.18|chr17	25	6	3	9	12	13
EFNB3|ENSG00000108947.5|chr17	44	31	30	24	10	36
DNAH2|ENSG00000183914.15|chr17	0	0	0	1	0	0
KDM6B|ENSG00000132510.11|chr17	29	38	25	31	35	53
TMEM88|ENSG00000167874.7|chr17	2	0	1	0	0	0
NAA38|ENSG00000183011.14|chr17	385	385	339	358	201	309
CYB5D1|ENSG00000182224.12|chr17	129	159	132	210	247	266
CHD3|ENSG00000170004.19|chr17	70	91	52	108	44	104
RNF227|ENSG00000179859.10|chr17	33	55	25	18	15	24
KCNAB3|ENSG00000170049.10|chr17	0	2	0	3	0	0
TRAPPC1|ENSG00000170043.12|chr17	134	141	127	141	49	83
CNTROB|ENSG00000170037.14|chr17	63	25	71	72	15	65
ALOX15B|ENSG00000179593.16|chr17	0	0	0	0	0	0
ALOX12B|ENSG00000179477.11|chr17	0	13	20	2	8	9
ALOXE3|ENSG00000179148.10|chr17	1	5	0	0	0	0
HES7|ENSG00000179111.9|chr17	0	9	4	2	0	2
PER1|ENSG00000179094.16|chr17	160	170	116	215	115	167
VAMP2|ENSG00000220205.9|chr17	58	114	107	82	54	80
TMEM107|ENSG00000179029.15|chr17	103	111	127	217	122	211
BORCS6|ENSG00000196544.8|chr17	135	322	153	195	164	204
AURKB|ENSG00000178999.13|chr17	1214	1892	1334	1771	913	1701
CTC1|ENSG00000178971.17|chr17	0	3	1	19	0	11
PFAS|ENSG00000178921.14|chr17	91	104	50	220	101	87
SLC25A35|ENSG00000125434.11|chr17	2	17	4	2	3	1
RANGRF|ENSG00000108961.14|chr17	434	463	419	463	363	500
ARHGEF15|ENSG00000198844.12|chr17	0	0	0	0	0	0
ODF4|ENSG00000184650.11|chr17	0	0	0	0	0	0
KRBA2|ENSG00000184619.8|chr17	6	3	11	29	16	32
RPL26|ENSG00000161970.15|chr17	1888	1868	1614	1983	2266	2058
RNF222|ENSG00000189051.6|chr17	0	1	0	24	103	46
NDEL1|ENSG00000166579.16|chr17	279	220	176	331	243	314
MYH10|ENSG00000133026.14|chr17	214	202	160	203	172	212
CCDC42|ENSG00000161973.11|chr17	0	6	0	0	0	0
MFSD6L|ENSG00000185156.6|chr17	0	0	0	0	0	0
PIK3R6|ENSG00000276231.5|chr17	0	0	0	0	0	0
PIK3R5|ENSG00000141506.15|chr17	2	0	0	7	10	3
NTN1|ENSG00000065320.9|chr17	82	82	86	85	72	168
STX8|ENSG00000170310.15|chr17	43	44	24	21	15	42
CFAP52|ENSG00000166596.15|chr17	0	0	0	0	0	0
USP43|ENSG00000154914.17|chr17	32	32	13	53	17	59
DHRS7C|ENSG00000184544.12|chr17	0	0	0	0	0	0
GSG1L2|ENSG00000214978.8|chr17	0	0	0	0	0	0
GLP2R|ENSG00000065325.13|chr17	0	0	0	0	0	0
RCVRN|ENSG00000109047.8|chr17	0	0	0	0	0	0
GAS7|ENSG00000007237.19|chr17	9	38	29	21	13	40
MYH13|ENSG00000006788.14|chr17	0	0	0	0	0	0
MYH8|ENSG00000133020.4|chr17	0	0	0	0	0	0
MYH4|ENSG00000264424.1|chr17	0	0	0	0	0	0
MYH1|ENSG00000109061.10|chr17	0	0	0	0	0	0
MYH2|ENSG00000125414.19|chr17	0	0	0	0	0	0
MYH3|ENSG00000109063.15|chr17	0	0	0	0	0	0
SCO1|ENSG00000133028.12|chr17	307	514	330	577	536	524
ADPRM|ENSG00000170222.12|chr17	92	37	43	51	56	38
TMEM220|ENSG00000187824.9|chr17	14	4	8	14	9	16
PIRT|ENSG00000233670.7|chr17	0	0	0	0	0	0
SHISA6|ENSG00000188803.15|chr17	0	0	0	0	0	0
DNAH9|ENSG00000007174.18|chr17	0	0	0	0	0	0
ZNF18|ENSG00000154957.14|chr17	22	59	25	76	67	51
MAP2K4|ENSG00000065559.15|chr17	172	176	145	246	193	248
MYOCD|ENSG00000141052.18|chr17	0	0	0	0	0	0
ARHGAP44|ENSG00000006740.18|chr17	0	0	19	9	5	2
ELAC2|ENSG00000006744.19|chr17	152	222	198	140	131	200
HS3ST3A1|ENSG00000153976.3|chr17	682	745	482	608	541	661
COX10|ENSG00000006695.12|chr17	202	207	179	181	171	269
CDRT15|ENSG00000223510.7|chr17	0	0	0	0	0	0
HS3ST3B1|ENSG00000125430.9|chr17	76	148	89	200	129	179
PMP22|ENSG00000109099.16|chr17	200	245	173	288	227	249
TEKT3|ENSG00000125409.13|chr17	0	0	0	0	0	0
CDRT4|ENSG00000239704.12|chr17	36	8	6	28	34	23
TVP23C|ENSG00000175106.17|chr17	0	0	0	3	2	0
FBXW10B|ENSG00000241322.11|chr17	0	0	0	0	0	0
ENSG00000251537|ENSG00000251537.4|chr17	0	0	0	0	0	0
TRIM16|ENSG00000221926.13|chr17	164	84	78	90	83	76
ZNF286A|ENSG00000187607.16|chr17	45	89	47	79	81	86
TBC1D26|ENSG00000214946.15|chr17	0	0	0	0	0	0
ADORA2B|ENSG00000170425.4|chr17	135	101	102	104	64	111
ZSWIM7|ENSG00000214941.8|chr17	76	96	53	170	108	169
TTC19|ENSG00000011295.16|chr17	173	265	215	267	220	299
NCOR1|ENSG00000141027.22|chr17	133	99	47	142	74	155
PIGL|ENSG00000108474.17|chr17	11	18	20	24	12	3
CENPV|ENSG00000166582.11|chr17	1632	2216	1635	2319	955	2145
UBB|ENSG00000170315.14|chr17	3927	4406	3146	4128	3486	4375
TRPV2|ENSG00000187688.15|chr17	0	0	8	12	14	0
LRRC75A|ENSG00000181350.12|chr17	29	18	11	12	13	13
ZNF287|ENSG00000141040.15|chr17	62	71	49	36	70	76
ZNF624|ENSG00000197566.10|chr17	11	12	23	13	14	7
CCDC144A|ENSG00000170160.19|chr17	0	0	0	0	0	0
TNFRSF13B|ENSG00000240505.9|chr17	0	0	0	0	0	0
MPRIP|ENSG00000133030.22|chr17	170	269	138	310	236	185
PLD6|ENSG00000179598.6|chr17	293	525	310	463	302	555
FLCN|ENSG00000154803.13|chr17	89	144	123	155	154	146
COPS3|ENSG00000141030.13|chr17	755	815	571	703	609	723
NT5M|ENSG00000205309.14|chr17	1	12	1	13	13	4
MED9|ENSG00000141026.6|chr17	160	146	117	229	249	284
RASD1|ENSG00000108551.5|chr17	0	3	0	3	1	0
PEMT|ENSG00000133027.18|chr17	61	81	17	41	7	62
RAI1|ENSG00000108557.20|chr17	206	274	235	417	217	355
SREBF1|ENSG00000072310.18|chr17	16	30	21	57	27	46
TOM1L2|ENSG00000175662.18|chr17	64	69	88	72	15	76
DRC3|ENSG00000171962.18|chr17	0	0	0	0	0	0
ATPAF2|ENSG00000171953.16|chr17	61	10	13	20	13	65
GID4|ENSG00000141034.10|chr17	47	39	35	72	68	88
DRG2|ENSG00000108591.10|chr17	21	46	59	72	12	42
MYO15A|ENSG00000091536.20|chr17	0	0	0	0	0	0
ALKBH5|ENSG00000091542.9|chr17	735	1015	778	1096	661	1066
FLII|ENSG00000177731.16|chr17	0	0	0	0	0	0
MIEF2|ENSG00000177427.13|chr17	0	0	0	0	0	0
TOP3A|ENSG00000177302.15|chr17	2	2	8	0	0	2
SMCR8|ENSG00000176994.11|chr17	0	0	2	2	0	5
SHMT1|ENSG00000176974.21|chr17	0	0	0	0	0	0
LGALS9C|ENSG00000171916.17|chr17	0	0	0	0	0	0
TBC1D28|ENSG00000189375.12|chr17	0	0	0	0	0	0
FOXO3B|ENSG00000240445.6|chr17	120	171	128	142	162	133
FBXW10|ENSG00000171931.13|chr17	0	0	0	0	0	0
TVP23B|ENSG00000171928.14|chr17	0	7	29	12	10	54
PRPSAP2|ENSG00000141127.15|chr17	171	240	176	383	284	272
SLC5A10|ENSG00000154025.16|chr17	0	0	0	0	0	0
FAM83G|ENSG00000188522.15|chr17	103	96	49	88	12	59
GRAP|ENSG00000154016.14|chr17	0	0	0	0	0	0
GRAPL|ENSG00000189152.11|chr17	0	0	0	0	0	0
EPN2|ENSG00000072134.16|chr17	41	58	59	82	54	50
B9D1|ENSG00000108641.20|chr17	11	10	9	12	3	11
MAPK7|ENSG00000166484.20|chr17	108	195	147	229	68	189
MFAP4|ENSG00000166482.12|chr17	0	0	0	0	0	0
RNF112|ENSG00000128482.16|chr17	0	0	0	0	0	0
SLC47A1|ENSG00000142494.13|chr17	66	12	18	32	11	36
ALDH3A2|ENSG00000072210.19|chr17	358	300	225	250	253	219
SLC47A2|ENSG00000180638.19|chr17	0	0	0	0	0	0
ALDH3A1|ENSG00000108602.18|chr17	0	0	7	0	1	5
ULK2|ENSG00000083290.20|chr17	0	0	0	9	5	6
AKAP10|ENSG00000108599.15|chr17	123	184	121	228	212	187
SPECC1|ENSG00000128487.19|chr17	5	0	15	9	6	20
LGALS9B|ENSG00000170298.16|chr17	0	0	0	0	0	0
CDRT15L2|ENSG00000214819.2|chr17	0	0	0	0	0	0
USP22|ENSG00000124422.12|chr17	1251	1526	1089	1545	1024	1703
DHRS7B|ENSG00000109016.18|chr17	156	187	138	174	160	175
TMEM11|ENSG00000178307.10|chr17	514	611	529	672	561	665
NATD1|ENSG00000274180.1|chr17	48	43	44	87	54	31
MAP2K3|ENSG00000034152.19|chr17	602	774	465	779	422	676
KCNJ12|ENSG00000184185.10|chr17	19	15	32	47	22	10
KCNJ18|ENSG00000260458.3|chr17	0	0	0	0	1	0
WSB1|ENSG00000109046.15|chr17	426	655	430	735	675	764
KSR1|ENSG00000141068.15|chr17	26	98	45	108	92	109
LGALS9|ENSG00000168961.17|chr17	3	0	0	1	0	0
NOS2|ENSG00000007171.19|chr17	10	22	6	1	5	16
ENSG00000266202|ENSG00000266202.1|chr17	0	0	0	0	0	0
LYRM9|ENSG00000232859.10|chr17	0	9	0	23	10	18
NLK|ENSG00000087095.13|chr17	177	140	113	105	163	143
TMEM97|ENSG00000109084.14|chr17	507	679	644	777	708	793
IFT20|ENSG00000109083.14|chr17	149	121	110	178	102	161
TNFAIP1|ENSG00000109079.10|chr17	253	354	223	445	323	321
POLDIP2|ENSG00000004142.12|chr17	560	587	407	485	467	458
TMEM199|ENSG00000244045.13|chr17	232	298	236	403	319	400
SEBOX|ENSG00000274529.6|chr17	0	0	0	0	0	0
SARM1|ENSG00000004139.14|chr17	8	34	72	101	50	71
VTN|ENSG00000109072.14|chr17	0	0	0	0	0	0
SLC46A1|ENSG00000076351.13|chr17	89	171	160	203	128	179
RSKR|ENSG00000167524.17|chr17	0	0	3	6	20	14
SLC13A2|ENSG00000007216.16|chr17	0	0	0	0	0	0
FOXN1|ENSG00000109101.8|chr17	0	0	0	0	0	0
UNC119|ENSG00000109103.12|chr17	50	147	67	59	33	69
PIGS|ENSG00000087111.21|chr17	481	474	321	692	488	680
ALDOC|ENSG00000109107.14|chr17	3	10	10	7	4	0
SPAG5|ENSG00000076382.17|chr17	122	125	126	168	103	163
KIAA0100|ENSG00000007202.15|chr17	73	75	64	115	51	130
SDF2|ENSG00000132581.10|chr17	218	282	197	178	142	289
SUPT6H|ENSG00000109111.15|chr17	40	89	38	95	32	63
PROCA1|ENSG00000167525.15|chr17	0	0	0	2	4	4
RAB34|ENSG00000109113.20|chr17	303	428	210	291	128	323
RPL23A|ENSG00000198242.14|chr17	114	179	102	213	95	206
TLCD1|ENSG00000160606.11|chr17	169	192	201	133	107	213
NEK8|ENSG00000160602.14|chr17	37	19	17	46	29	19
TRAF4|ENSG00000076604.16|chr17	547	517	410	707	483	836
FAM222B|ENSG00000173065.14|chr17	300	483	360	509	397	530
ERAL1|ENSG00000132591.12|chr17	131	194	120	185	34	134
FLOT2|ENSG00000132589.16|chr17	55	83	93	71	15	97
DHRS13|ENSG00000167536.14|chr17	42	29	30	36	48	70
PHF12|ENSG00000109118.14|chr17	89	84	138	122	84	118
PIPOX|ENSG00000179761.12|chr17	0	0	0	0	0	0
SEZ6|ENSG00000063015.21|chr17	0	0	0	0	0	0
MYO18A|ENSG00000196535.19|chr17	8	16	0	34	8	17
CRYBA1|ENSG00000108255.8|chr17	0	0	0	0	0	0
NUFIP2|ENSG00000108256.9|chr17	887	1101	863	1136	862	1457
TAOK1|ENSG00000160551.12|chr17	497	645	404	684	550	719
ABHD15|ENSG00000168792.5|chr17	60	50	90	93	66	112
TP53I13|ENSG00000167543.16|chr17	129	81	89	101	73	128
GIT1|ENSG00000108262.16|chr17	27	110	49	103	32	72
ANKRD13B|ENSG00000198720.13|chr17	31	56	36	53	21	45
CORO6|ENSG00000167549.19|chr17	0	0	0	0	8	9
SSH2|ENSG00000141298.19|chr17	27	40	18	60	25	49
EFCAB5|ENSG00000176927.16|chr17	0	0	0	0	9	0
NSRP1|ENSG00000126653.18|chr17	93	116	100	135	98	139
SLC6A4|ENSG00000108576.10|chr17	0	0	0	0	0	0
BLMH|ENSG00000108578.15|chr17	372	456	305	412	325	368
TMIGD1|ENSG00000182271.13|chr17	0	0	0	0	0	0
CPD|ENSG00000108582.12|chr17	130	163	44	175	126	131
GOSR1|ENSG00000108587.16|chr17	464	748	691	827	697	800
CRLF3|ENSG00000176390.12|chr17	162	151	155	129	108	179
ATAD5|ENSG00000176208.9|chr17	52	46	21	17	46	50
TEFM|ENSG00000172171.11|chr17	96	94	110	170	143	107
ADAP2|ENSG00000184060.11|chr17	97	80	59	126	71	87
RNF135|ENSG00000181481.14|chr17	13	50	47	60	35	32
NF1|ENSG00000196712.20|chr17	33	23	59	23	60	56
OMG|ENSG00000126861.5|chr17	0	0	0	0	0	0
EVI2B|ENSG00000185862.7|chr17	0	0	0	0	0	0
EVI2A|ENSG00000126860.12|chr17	0	0	0	0	0	0
RAB11FIP4|ENSG00000131242.18|chr17	97	69	76	74	74	79
COPRS|ENSG00000172301.11|chr17	977	1196	820	1000	629	1000
UTP6|ENSG00000108651.10|chr17	224	209	143	284	206	291
SUZ12|ENSG00000178691.11|chr17	763	1094	700	1169	835	957
LRRC37B|ENSG00000185158.13|chr17	0	20	2	22	8	6
RHOT1|ENSG00000126858.19|chr17	90	68	64	185	99	123
RHBDL3|ENSG00000141314.13|chr17	20	23	5	13	6	15
C17orf75|ENSG00000108666.10|chr17	44	80	100	120	84	187
ZNF207|ENSG00000010244.19|chr17	1344	1214	870	1460	1172	1454
PSMD11|ENSG00000108671.11|chr17	1568	2007	1253	1951	1410	2081
CDK5R1|ENSG00000176749.9|chr17	225	194	179	274	227	255
MYO1D|ENSG00000176658.17|chr17	24	32	30	42	58	42
TMEM98|ENSG00000006042.12|chr17	186	265	180	212	163	278
SPACA3|ENSG00000141316.13|chr17	0	0	0	0	0	8
ASIC2|ENSG00000108684.15|chr17	0	0	0	0	0	0
CCL2|ENSG00000108691.10|chr17	0	0	17	0	0	5
CCL7|ENSG00000108688.11|chr17	0	0	0	0	0	0
CCL11|ENSG00000172156.4|chr17	0	0	0	0	0	0
CCL8|ENSG00000108700.5|chr17	0	0	0	0	0	0
CCL13|ENSG00000181374.8|chr17	0	0	0	0	0	0
CCL1|ENSG00000108702.4|chr17	0	0	0	0	0	0
TMEM132E|ENSG00000181291.8|chr17	82	63	76	18	23	36
CCT6B|ENSG00000132141.14|chr17	0	0	4	1	2	11
ZNF830|ENSG00000198783.6|chr17	210	249	141	329	187	328
LIG3|ENSG00000005156.12|chr17	156	242	123	229	158	219
RFFL|ENSG00000092871.17|chr17	77	116	26	108	101	194
ENSG00000267618|ENSG00000267618.5|chr17	8	11	5	10	10	34
RAD51D|ENSG00000185379.21|chr17	158	83	112	202	94	225
FNDC8|ENSG00000073598.6|chr17	0	4	0	0	0	0
NLE1|ENSG00000073536.18|chr17	245	239	168	270	115	220
UNC45B|ENSG00000141161.12|chr17	0	0	0	0	0	0
SLC35G3|ENSG00000164729.8|chr17	0	0	0	0	0	0
SLFN5|ENSG00000166750.10|chr17	11	7	1	33	21	24
SLFN11|ENSG00000172716.17|chr17	522	627	400	752	635	682
SLFN12|ENSG00000172123.13|chr17	0	12	0	0	0	8
SLFN13|ENSG00000154760.14|chr17	0	0	0	0	0	0
SLFN12L|ENSG00000205045.12|chr17	0	0	0	0	0	0
SLFN14|ENSG00000236320.4|chr17	0	0	0	0	0	0
PEX12|ENSG00000108733.11|chr17	62	44	50	154	56	127
AP2B1|ENSG00000006125.18|chr17	40	60	21	35	34	54
RASL10B|ENSG00000270885.2|chr17	78	64	46	114	68	142
GAS2L2|ENSG00000270765.7|chr17	0	0	0	0	0	0
MMP28|ENSG00000271447.6|chr17	0	0	0	0	0	0
C17orf50|ENSG00000270806.2|chr17	0	2	0	4	1	5
TAF15|ENSG00000270647.7|chr17	0	0	0	0	0	0
HEATR9|ENSG00000270379.6|chr17	0	0	0	0	0	0
CCL5|ENSG00000271503.6|chr17	0	0	0	0	0	0
RDM1|ENSG00000278023.7|chr17	0	0	0	0	0	0
LYZL6|ENSG00000275722.5|chr17	0	0	0	0	0	0
CCL16|ENSG00000275152.5|chr17	0	0	0	0	0	0
CCL14|ENSG00000276409.5|chr17	0	0	0	0	0	0
CCL15|ENSG00000275718.2|chr17	0	0	0	0	0	0
CCL23|ENSG00000274736.5|chr17	0	0	0	0	0	0
CCL18|ENSG00000275385.2|chr17	0	0	0	0	0	0
CCL3|ENSG00000277632.2|chr17	0	0	0	0	0	0
CCL4|ENSG00000275302.2|chr17	0	0	0	0	0	0
TBC1D3B|ENSG00000274808.6|chr17	0	0	0	0	0	0
CCL3L1|ENSG00000276085.1|chr17	0	0	0	0	0	0
CCL4L2|ENSG00000276070.5|chr17	0	0	0	0	0	0
TBC1D3I|ENSG00000274933.6|chr17	0	0	0	0	0	0
TBC1D3G|ENSG00000260287.4|chr17	0	0	0	0	0	0
TBC1D3H|ENSG00000274226.6|chr17	0	0	0	0	0	0
TBC1D3F|ENSG00000275954.5|chr17	0	0	0	0	0	0
ZNHIT3|ENSG00000273611.5|chr17	0	0	0	0	0	0
MYO19|ENSG00000278259.5|chr17	0	0	0	0	0	0
PIGW|ENSG00000277161.2|chr17	0	0	0	0	0	0
GGNBP2|ENSG00000278311.5|chr17	0	0	0	0	0	0
DHRS11|ENSG00000278535.5|chr17	0	0	0	0	0	0
MRM1|ENSG00000278619.5|chr17	0	2	11	0	0	2
LHX1|ENSG00000273706.5|chr17	7	4	3	4	4	1
AATF|ENSG00000275700.6|chr17	0	5	0	0	0	0
ACACA|ENSG00000278540.5|chr17	0	0	0	0	0	0
C17orf78|ENSG00000278505.5|chr17	0	0	0	0	0	0
TADA2A|ENSG00000276234.5|chr17	0	0	0	0	2	4
DUSP14|ENSG00000276023.5|chr17	14	5	0	0	0	21
SYNRG|ENSG00000275066.5|chr17	0	0	0	0	0	0
DDX52|ENSG00000278053.5|chr17	0	12	21	5	16	27
HNF1B|ENSG00000275410.6|chr17	0	0	0	0	0	0
TBC1D3K|ENSG00000273513.2|chr17	0	0	0	0	0	0
TBC1D3L|ENSG00000274512.6|chr17	0	0	0	0	0	0
TBC1D3D|ENSG00000274419.7|chr17	0	0	0	0	0	0
TBC1D3C|ENSG00000278299.6|chr17	0	0	0	0	0	0
TBC1D3E|ENSG00000278599.6|chr17	0	0	0	0	0	0
TBC1D3|ENSG00000274611.4|chr17	0	0	0	0	0	0
MRPL45|ENSG00000278845.5|chr17	0	8	0	0	0	7
GPR179|ENSG00000277399.6|chr17	0	0	0	0	0	0
ARHGAP23|ENSG00000275832.5|chr17	0	0	0	0	0	0
SRCIN1|ENSG00000277363.5|chr17	0	0	0	0	0	0
EPOP|ENSG00000273604.2|chr17	0	0	0	0	0	0
MLLT6|ENSG00000275023.5|chr17	0	0	0	0	0	0
CISD3|ENSG00000277972.2|chr17	0	0	0	0	0	0
PCGF2|ENSG00000277258.5|chr17	0	0	0	0	0	10
PSMB3|ENSG00000277791.5|chr17	0	0	0	9	0	5
PIP4K2B|ENSG00000276293.5|chr17	0	4	0	1	0	0
CWC25|ENSG00000273559.5|chr17	0	7	0	0	0	0
C17orf98|ENSG00000275489.2|chr17	0	0	0	0	0	0
RPL23|ENSG00000125691.14|chr17	8906	10430	7248	11774	10358	10477
LASP1|ENSG00000002834.18|chr17	302	301	254	330	191	471
FBXO47|ENSG00000204952.3|chr17	0	0	0	0	0	0
PLXDC1|ENSG00000161381.14|chr17	0	0	0	0	0	0
CACNB1|ENSG00000067191.16|chr17	0	8	0	4	0	3
RPL19|ENSG00000108298.12|chr17	1790	2263	1488	2129	1968	2050
STAC2|ENSG00000141750.7|chr17	0	0	0	0	0	0
FBXL20|ENSG00000108306.13|chr17	94	150	190	243	170	239
MED1|ENSG00000125686.12|chr17	461	461	379	727	503	621
CDK12|ENSG00000167258.15|chr17	910	1028	757	971	681	855
NEUROD2|ENSG00000171532.5|chr17	12	0	2	0	7	0
PPP1R1B|ENSG00000131771.14|chr17	0	0	0	0	0	0
STARD3|ENSG00000131748.16|chr17	228	319	193	177	129	215
TCAP|ENSG00000173991.6|chr17	0	0	0	0	0	0
PNMT|ENSG00000141744.4|chr17	0	3	0	0	0	11
PGAP3|ENSG00000161395.14|chr17	15	27	8	7	16	24
ERBB2|ENSG00000141736.14|chr17	25	51	14	16	32	17
MIEN1|ENSG00000141741.12|chr17	542	603	437	882	407	774
GRB7|ENSG00000141738.14|chr17	0	0	2	1	14	0
IKZF3|ENSG00000161405.17|chr17	9	35	18	23	18	65
ZPBP2|ENSG00000186075.13|chr17	0	0	0	0	0	0
GSDMB|ENSG00000073605.19|chr17	0	0	0	0	0	4
ORMDL3|ENSG00000172057.10|chr17	221	232	127	282	180	331
LRRC3C|ENSG00000204913.7|chr17	0	0	0	0	0	0
GSDMA|ENSG00000167914.12|chr17	0	0	0	0	0	0
PSMD3|ENSG00000108344.15|chr17	243	298	233	190	247	232
CSF3|ENSG00000108342.13|chr17	0	0	0	0	0	0
MED24|ENSG00000008838.21|chr17	106	155	107	197	161	134
THRA|ENSG00000126351.13|chr17	77	153	123	163	134	197
NR1D1|ENSG00000126368.6|chr17	10	39	9	31	4	27
MSL1|ENSG00000188895.12|chr17	364	434	366	489	373	540
RAPGEFL1|ENSG00000108352.13|chr17	0	0	0	9	0	25
WIPF2|ENSG00000171475.14|chr17	385	442	335	524	448	620
CDC6|ENSG00000094804.12|chr17	310	398	206	373	266	474
RARA|ENSG00000131759.18|chr17	76	84	44	160	69	132
GJD3|ENSG00000183153.7|chr17	0	0	0	0	0	0
TOP2A|ENSG00000131747.15|chr17	495	457	336	438	314	502
IGFBP4|ENSG00000141753.7|chr17	0	0	1	0	0	8
TNS4|ENSG00000131746.13|chr17	0	0	0	0	0	0
CCR7|ENSG00000126353.3|chr17	0	0	0	0	5	0
SMARCE1|ENSG00000073584.20|chr17	364	511	341	459	463	616
KRT222|ENSG00000213424.9|chr17	19	17	3	19	5	19
KRT24|ENSG00000167916.5|chr17	0	0	0	0	0	0
KRT25|ENSG00000204897.7|chr17	0	0	0	0	0	0
KRT26|ENSG00000186393.6|chr17	0	0	0	0	0	0
KRT27|ENSG00000171446.7|chr17	0	0	0	0	0	0
KRT28|ENSG00000173908.9|chr17	0	0	0	0	0	0
KRT10|ENSG00000186395.9|chr17	817	899	537	1049	954	1041
KRT12|ENSG00000187242.6|chr17	0	0	0	0	0	0
KRT20|ENSG00000171431.4|chr17	0	0	0	0	0	0
KRT23|ENSG00000108244.17|chr17	0	0	0	0	0	0
KRT39|ENSG00000196859.8|chr17	0	0	0	0	0	0
KRT40|ENSG00000204889.11|chr17	0	0	0	0	0	0
KRTAP3-3|ENSG00000212899.3|chr17	0	0	0	0	0	0
KRTAP3-2|ENSG00000212900.3|chr17	0	0	0	0	0	0
KRTAP3-1|ENSG00000212901.4|chr17	0	0	0	0	0	0
KRTAP1-5|ENSG00000221852.5|chr17	0	0	0	0	0	0
KRTAP1-4|ENSG00000204887.5|chr17	0	0	0	0	0	0
KRTAP1-3|ENSG00000221880.4|chr17	0	0	0	0	0	0
KRTAP1-1|ENSG00000188581.9|chr17	0	0	0	0	0	0
KRTAP2-1|ENSG00000212725.4|chr17	0	0	0	0	0	0
KRTAP2-2|ENSG00000214518.4|chr17	0	0	0	0	0	0
KRTAP2-3|ENSG00000212724.3|chr17	0	0	0	0	0	0
