Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3
RSAD1|ENSG00000136444.10|chr17	224	313	212	246	128	275
MYCBPAP|ENSG00000136449.15|chr17	0	0	0	0	0	0
EPN3|ENSG00000049283.19|chr17	0	0	0	0	0	6
SPATA20|ENSG00000006282.21|chr17	54	195	114	151	50	82
CACNA1G|ENSG00000006283.18|chr17	7	0	0	5	5	2
ABCC3|ENSG00000108846.16|chr17	0	0	0	0	0	0
ANKRD40|ENSG00000154945.7|chr17	450	475	364	644	492	604
LUC7L3|ENSG00000108848.16|chr17	1482	1876	1757	2066	1940	1985
ANKRD40CL|ENSG00000167117.10|chr17	0	0	0	0	0	0
WFIKKN2|ENSG00000173714.8|chr17	0	0	0	0	0	0
TOB1|ENSG00000141232.5|chr17	359	343	151	375	234	371
SPAG9|ENSG00000008294.22|chr17	361	412	363	520	474	546
NME1|ENSG00000239672.8|chr17	7091	8606	6664	8611	6395	8796
NME1-NME2|ENSG00000011052.21|chr17	15829	18181	13127	19104	16520	19311
NME2|ENSG00000243678.12|chr17	15829	18181	13127	19104	16520	19311
MBTD1|ENSG00000011258.16|chr17	18	43	23	112	89	79
CA10|ENSG00000154975.14|chr17	0	0	0	0	0	0
KIF2B|ENSG00000141200.8|chr17	0	0	0	0	0	0
COX11|ENSG00000166260.13|chr17	904	1042	785	1391	1000	1252
STXBP4|ENSG00000166263.13|chr17	100	128	90	193	112	154
HLF|ENSG00000108924.14|chr17	21	37	21	37	31	32
MMD|ENSG00000108960.9|chr17	24	40	40	69	66	100
TMEM100|ENSG00000166292.12|chr17	18	27	15	19	28	25
PCTP|ENSG00000141179.14|chr17	79	116	109	145	152	154
ANKFN1|ENSG00000153930.13|chr17	0	0	0	0	0	0
NOG|ENSG00000183691.6|chr17	62	65	50	87	41	89
DGKE|ENSG00000153933.10|chr17	259	243	185	417	371	388
TRIM25|ENSG00000121060.19|chr17	543	732	455	987	678	766
COIL|ENSG00000121058.5|chr17	383	351	340	406	402	548
SCPEP1|ENSG00000121064.13|chr17	309	348	278	298	224	280
AKAP1|ENSG00000121057.13|chr17	593	665	560	796	519	702
CCDC182|ENSG00000166329.3|chr17	0	0	0	0	0	0
MRPS23|ENSG00000181610.13|chr17	1970	2436	1965	2327	1928	2366
VEZF1|ENSG00000136451.9|chr17	474	637	254	610	538	624
SRSF1|ENSG00000136450.13|chr17	3604	4841	4017	5258	4367	5905
DYNLL2|ENSG00000264364.3|chr17	1600	2047	1613	2450	1333	2277
OR4D1|ENSG00000141194.7|chr17	13	30	15	21	10	28
OR4D2|ENSG00000255713.2|chr17	0	0	0	0	0	0
MKS1|ENSG00000011143.19|chr17	150	204	166	180	124	216
LPO|ENSG00000167419.11|chr17	0	0	0	0	0	0
MPO|ENSG00000005381.9|chr17	0	0	0	0	0	0
SUPT4H1|ENSG00000213246.7|chr17	2559	3324	2237	3540	2252	3539
RNF43|ENSG00000108375.13|chr17	102	107	136	115	81	99
HSF5|ENSG00000176160.11|chr17	0	0	0	0	0	0
MTMR4|ENSG00000108389.10|chr17	344	437	357	380	410	549
SEPTIN4|ENSG00000108387.16|chr17	6	5	20	11	8	34
TEX14|ENSG00000121101.16|chr17	5	9	0	6	4	3
IGBP1P2|ENSG00000266826.3|chr17	0	0	0	0	0	0
RAD51C|ENSG00000108384.16|chr17	842	958	789	856	1037	922
PPM1E|ENSG00000175175.6|chr17	74	114	80	74	57	115
TRIM37|ENSG00000108395.14|chr17	326	199	202	416	246	362
SKA2|ENSG00000182628.13|chr17	1553	1921	1352	2320	1803	2457
PRR11|ENSG00000068489.13|chr17	1700	2374	1526	2566	2549	2581
ENSG00000265303|ENSG00000265303.1|chr17	301	506	541	506	427	493
SMG8|ENSG00000167447.13|chr17	301	506	541	506	427	493
GDPD1|ENSG00000153982.11|chr17	211	215	180	289	199	341
YPEL2|ENSG00000175155.11|chr17	15	36	20	31	59	33
DHX40|ENSG00000108406.10|chr17	1120	1393	1072	1665	1041	1456
CLTC|ENSG00000141367.13|chr17	2365	2813	2525	3376	2978	3603
PTRH2|ENSG00000141378.15|chr17	787	775	668	620	541	822
VMP1|ENSG00000062716.13|chr17	764	1108	726	1099	808	1100
TUBD1|ENSG00000108423.15|chr17	354	404	414	377	375	414
RPS6KB1|ENSG00000108443.14|chr17	309	402	229	486	405	506
RNFT1|ENSG00000189050.16|chr17	73	114	68	106	61	99
HEATR6|ENSG00000068097.16|chr17	337	347	277	371	354	458
CA4|ENSG00000167434.10|chr17	0	0	9	0	0	0
USP32|ENSG00000170832.13|chr17	134	93	52	132	120	132
C17orf64|ENSG00000141371.13|chr17	0	0	0	0	0	0
APPBP2|ENSG00000062725.10|chr17	250	273	204	358	246	295
PPM1D|ENSG00000170836.13|chr17	327	565	353	352	315	471
BCAS3|ENSG00000141376.23|chr17	179	192	177	202	122	195
TBX2|ENSG00000121068.14|chr17	147	203	109	235	106	206
TBX4|ENSG00000121075.11|chr17	0	0	0	0	3	0
NACA2|ENSG00000253506.3|chr17	9681	11596	9400	12951	14682	13951
BRIP1|ENSG00000136492.10|chr17	71	137	72	153	132	175
INTS2|ENSG00000108506.13|chr17	54	78	67	129	96	124
MED13|ENSG00000108510.10|chr17	348	492	406	669	454	602
EFCAB3|ENSG00000172421.10|chr17	0	0	0	0	0	0
METTL2A|ENSG00000087995.16|chr17	662	735	528	824	757	893
TLK2|ENSG00000146872.19|chr17	256	305	259	479	390	419
MRC2|ENSG00000011028.14|chr17	55	76	34	94	13	61
MARCHF10|ENSG00000173838.12|chr17	15	8	5	25	0	11
TANC2|ENSG00000170921.16|chr17	141	84	95	118	118	77
CYB561|ENSG00000008283.16|chr17	146	101	121	234	186	223
ACE|ENSG00000159640.17|chr17	9	9	10	22	16	45
KCNH6|ENSG00000173826.15|chr17	0	0	0	0	0	0
DCAF7|ENSG00000136485.16|chr17	1595	2178	1624	2410	1837	2397
TACO1|ENSG00000136463.9|chr17	565	776	699	750	461	905
MAP3K3|ENSG00000198909.8|chr17	455	536	366	645	375	696
STRADA|ENSG00000266173.7|chr17	283	293	302	409	125	282
LIMD2|ENSG00000136490.9|chr17	217	400	218	305	136	277
CCDC47|ENSG00000108588.15|chr17	655	905	514	989	779	929
DDX42|ENSG00000198231.14|chr17	642	862	709	972	746	857
FTSJ3|ENSG00000108592.17|chr17	366	479	370	487	358	586
PSMC5|ENSG00000087191.13|chr17	2176	2803	1937	2577	2500	2228
SMARCD2|ENSG00000108604.18|chr17	383	565	335	427	446	593
CSH2|ENSG00000213218.11|chr17	0	0	0	0	0	0
GH2|ENSG00000136487.18|chr17	0	0	0	0	0	0
CSH1|ENSG00000136488.15|chr17	0	0	0	0	0	0
CSHL1|ENSG00000204414.14|chr17	0	0	0	0	0	0
GH1|ENSG00000259384.7|chr17	0	0	0	0	0	0
ENSG00000285947|ENSG00000285947.1|chr17	0	0	0	0	0	0
CD79B|ENSG00000007312.14|chr17	0	0	4	0	0	0
SCN4A|ENSG00000007314.12|chr17	0	0	0	0	0	0
PRR29|ENSG00000224383.8|chr17	11	0	0	4	6	0
ICAM2|ENSG00000108622.11|chr17	0	0	0	0	0	0
ERN1|ENSG00000178607.17|chr17	0	28	0	14	22	8
TEX2|ENSG00000136478.9|chr17	125	139	136	205	74	170
PECAM1|ENSG00000261371.6|chr17	0	0	0	0	0	0
POLG2|ENSG00000256525.8|chr17	36	34	77	93	44	77
DDX5|ENSG00000108654.16|chr17	1925	2480	2112	2968	2675	2825
CEP95|ENSG00000258890.8|chr17	59	97	38	160	157	133
SMURF2|ENSG00000108854.16|chr17	195	246	170	263	190	204
LRRC37A3|ENSG00000176809.11|chr17	0	6	0	12	19	6
GNA13|ENSG00000120063.10|chr17	198	194	272	376	381	564
RGS9|ENSG00000108370.17|chr17	0	0	0	0	0	0
AXIN2|ENSG00000168646.14|chr17	72	33	37	63	23	51
CEP112|ENSG00000154240.17|chr17	68	57	26	60	29	20
APOH|ENSG00000091583.11|chr17	0	0	0	0	0	0
PRKCA|ENSG00000154229.12|chr17	116	203	169	238	107	335
CACNG5|ENSG00000075429.9|chr17	1	1	0	11	0	0
CACNG4|ENSG00000075461.6|chr17	2	5	0	4	0	0
CACNG1|ENSG00000108878.5|chr17	0	0	0	0	0	0
HELZ|ENSG00000198265.12|chr17	299	351	386	442	424	446
PSMD12|ENSG00000197170.10|chr17	1384	1697	1362	1725	1443	1941
PITPNC1|ENSG00000154217.16|chr17	149	198	136	188	80	195
NOL11|ENSG00000130935.10|chr17	853	1045	896	1230	1031	1129
BPTF|ENSG00000171634.19|chr17	252	406	279	424	247	486
C17orf58|ENSG00000186665.10|chr17	460	639	601	847	697	707
KPNA2|ENSG00000182481.10|chr17	3322	3704	3162	3863	3182	3820
AMZ2|ENSG00000196704.14|chr17	872	853	686	1077	855	1204
ARSG|ENSG00000141337.13|chr17	0	5	15	4	1	1
SLC16A6|ENSG00000108932.13|chr17	22	19	53	24	9	48
WIPI1|ENSG00000070540.13|chr17	41	35	20	46	38	89
PRKAR1A|ENSG00000108946.16|chr17	1441	1601	1466	2004	1560	1770
FAM20A|ENSG00000108950.12|chr17	0	0	0	0	3	0
ABCA8|ENSG00000141338.15|chr17	0	0	0	0	0	0
ABCA9|ENSG00000154258.17|chr17	0	0	0	0	0	0
ABCA6|ENSG00000154262.13|chr17	0	0	0	0	0	0
ABCA10|ENSG00000154263.18|chr17	0	0	0	0	0	0
ABCA5|ENSG00000154265.16|chr17	33	33	19	18	22	47
MAP2K6|ENSG00000108984.15|chr17	156	129	149	264	178	231
KCNJ16|ENSG00000153822.15|chr17	0	0	0	0	0	0
KCNJ2|ENSG00000123700.5|chr17	0	0	0	1	0	0
SOX9|ENSG00000125398.8|chr17	170	267	179	163	174	227
SLC39A11|ENSG00000133195.12|chr17	63	180	49	65	118	80
SSTR2|ENSG00000180616.9|chr17	54	59	84	87	92	114
COG1|ENSG00000166685.13|chr17	292	348	269	247	158	298
FAM104A|ENSG00000133193.13|chr17	435	502	469	625	512	560
C17orf80|ENSG00000141219.16|chr17	282	316	175	297	249	374
CPSF4L|ENSG00000187959.9|chr17	0	0	0	0	0	0
CDC42EP4|ENSG00000179604.10|chr17	386	474	269	377	231	405
SDK2|ENSG00000069188.17|chr17	116	65	48	45	27	37
RPL38|ENSG00000172809.13|chr17	14503	17423	11605	17613	12146	14345
TTYH2|ENSG00000141540.11|chr17	13	18	0	12	6	12
KIF19|ENSG00000196169.15|chr17	0	0	0	0	0	0
BTBD17|ENSG00000204347.4|chr17	2	0	0	12	14	0
GPRC5C|ENSG00000170412.18|chr17	137	195	175	145	81	221
CD300A|ENSG00000167851.15|chr17	0	0	0	0	0	0
CD300LB|ENSG00000178789.9|chr17	0	0	0	0	0	0
CD300C|ENSG00000167850.4|chr17	0	0	0	0	0	0
CD300LD|ENSG00000204345.1|chr17	0	0	0	0	0	0
CD300E|ENSG00000186407.7|chr17	0	0	0	0	0	0
RAB37|ENSG00000172794.20|chr17	0	0	0	3	0	0
CD300LF|ENSG00000186074.19|chr17	0	0	0	0	0	0
SLC9A3R1|ENSG00000109062.12|chr17	667	1006	599	750	459	681
NAT9|ENSG00000109065.12|chr17	207	212	139	304	200	208
TMEM104|ENSG00000109066.14|chr17	148	105	109	266	100	197
GRIN2C|ENSG00000161509.14|chr17	0	0	0	13	0	0
FDXR|ENSG00000161513.12|chr17	317	344	264	356	117	299
FADS6|ENSG00000172782.13|chr17	0	0	0	0	0	0
USH1G|ENSG00000182040.9|chr17	6	8	8	23	0	12
OTOP2|ENSG00000183034.13|chr17	0	0	1	1	0	4
OTOP3|ENSG00000182938.7|chr17	0	0	0	0	0	0
HID1|ENSG00000167861.16|chr17	34	25	28	18	6	15
CDR2L|ENSG00000109089.7|chr17	342	464	361	431	363	517
MRPL58|ENSG00000167862.10|chr17	760	874	861	957	917	978
KCTD2|ENSG00000180901.11|chr17	272	304	210	432	226	414
ATP5PD|ENSG00000167863.12|chr17	2723	3066	2573	3358	2615	3240
SLC16A5|ENSG00000170190.16|chr17	2	2	0	4	1	21
ARMC7|ENSG00000125449.7|chr17	65	82	87	102	51	113
NT5C|ENSG00000125458.7|chr17	684	766	659	759	446	834
JPT1|ENSG00000189159.16|chr17	5766	6917	5035	6091	3965	6035
SUMO2|ENSG00000188612.12|chr17	22678	27402	20053	29273	18686	25269
NUP85|ENSG00000125450.11|chr17	675	530	438	565	592	760
GGA3|ENSG00000125447.18|chr17	185	239	75	261	153	136
MRPS7|ENSG00000125445.11|chr17	2573	2878	2356	3388	3160	3198
MIF4GD|ENSG00000125457.15|chr17	1097	895	869	1195	960	1122
SLC25A19|ENSG00000125454.12|chr17	520	485	501	722	433	651
GRB2|ENSG00000177885.15|chr17	1951	2783	2046	2980	2040	2639
TMEM94|ENSG00000177728.17|chr17	237	255	149	189	136	248
CASKIN2|ENSG00000177303.10|chr17	92	65	54	64	67	89
TSEN54|ENSG00000182173.14|chr17	424	574	525	711	429	646
LLGL2|ENSG00000073350.14|chr17	48	46	55	51	48	65
MYO15B|ENSG00000266714.10|chr17	0	0	0	0	0	17
RECQL5|ENSG00000108469.15|chr17	32	32	29	87	25	59
SMIM5|ENSG00000204323.5|chr17	0	0	0	0	0	0
SMIM6|ENSG00000259120.3|chr17	0	0	0	0	0	0
SAP30BP|ENSG00000161526.15|chr17	470	515	569	513	468	689
ITGB4|ENSG00000132470.14|chr17	13	6	0	0	8	0
GALK1|ENSG00000108479.13|chr17	422	579	320	523	145	451
H3-3B|ENSG00000132475.10|chr17	16799	21168	17457	22850	20927	23978
UNK|ENSG00000132478.10|chr17	110	182	105	263	189	155
UNC13D|ENSG00000092929.13|chr17	0	2	0	3	0	3
WBP2|ENSG00000132471.12|chr17	1507	1791	1365	1767	1038	1709
TRIM47|ENSG00000132481.7|chr17	17	64	11	33	23	23
TRIM65|ENSG00000141569.12|chr17	537	506	473	763	610	617
MRPL38|ENSG00000204316.13|chr17	583	834	804	782	531	876
FBF1|ENSG00000188878.20|chr17	30	36	32	25	28	52
ACOX1|ENSG00000161533.12|chr17	366	565	474	733	444	589
TEN1|ENSG00000257949.7|chr17	189	123	123	134	100	108
CDK3|ENSG00000250506.9|chr17	38	18	21	53	57	80
EVPL|ENSG00000167880.8|chr17	0	0	0	0	0	0
SRP68|ENSG00000167881.15|chr17	1583	1759	1311	1816	1213	1662
ZACN|ENSG00000186919.13|chr17	0	0	0	0	0	0
GALR2|ENSG00000182687.4|chr17	24	5	19	15	20	40
EXOC7|ENSG00000182473.22|chr17	527	592	509	595	499	586
FOXJ1|ENSG00000129654.8|chr17	0	0	0	0	0	1
RNF157|ENSG00000141576.16|chr17	129	144	149	206	219	231
UBALD2|ENSG00000185262.9|chr17	957	1046	748	1085	468	991
QRICH2|ENSG00000129646.16|chr17	0	0	0	4	1	0
PRPSAP1|ENSG00000161542.17|chr17	362	494	307	520	349	520
SPHK1|ENSG00000176170.14|chr17	75	42	55	17	10	54
UBE2O|ENSG00000175931.13|chr17	544	862	490	802	603	636
AANAT|ENSG00000129673.10|chr17	0	0	0	0	6	5
RHBDF2|ENSG00000129667.13|chr17	64	86	80	141	88	90
CYGB|ENSG00000161544.10|chr17	0	3	7	11	5	17
ST6GALNAC2|ENSG00000070731.11|chr17	0	2	9	13	0	0
ST6GALNAC1|ENSG00000070526.15|chr17	0	0	0	0	0	0
MXRA7|ENSG00000182534.14|chr17	49	78	60	63	41	22
JMJD6|ENSG00000070495.15|chr17	411	517	263	382	335	351
METTL23|ENSG00000181038.14|chr17	524	680	613	645	599	725
ENSG00000267168|ENSG00000267168.1|chr17	77	43	41	38	34	25
MFSD11|ENSG00000092931.12|chr17	219	367	340	369	251	338
MGAT5B|ENSG00000167889.13|chr17	16	8	6	11	7	22
SEC14L1|ENSG00000129657.16|chr17	200	250	233	342	243	339
SEPTIN9|ENSG00000184640.20|chr17	1166	1491	1063	1537	1330	1567
TNRC6C|ENSG00000078687.18|chr17	559	590	495	801	474	688
TMC6|ENSG00000141524.19|chr17	71	85	46	96	32	54
TMC8|ENSG00000167895.16|chr17	0	0	0	0	0	0
C17orf99|ENSG00000187997.12|chr17	0	0	0	0	3	0
SYNGR2|ENSG00000108639.8|chr17	971	1261	1055	1384	947	1361
TK1|ENSG00000167900.12|chr17	750	1167	748	1020	751	953
AFMID|ENSG00000183077.16|chr17	681	925	911	1289	1018	1282
BIRC5|ENSG00000089685.15|chr17	3618	5003	3807	4976	3220	5211
TMEM235|ENSG00000204278.14|chr17	0	0	0	0	0	0
SOCS3|ENSG00000184557.4|chr17	4	28	8	19	33	23
DNAH17|ENSG00000187775.17|chr17	9	0	0	0	0	7
CYTH1|ENSG00000108669.17|chr17	224	155	176	191	191	243
TIMP2|ENSG00000035862.12|chr17	281	359	334	467	315	434
CEP295NL|ENSG00000178404.10|chr17	0	10	0	6	0	0
LGALS3BP|ENSG00000108679.13|chr17	2165	2424	2238	2043	774	1714
CANT1|ENSG00000171302.17|chr17	373	531	356	625	257	536
C1QTNF1|ENSG00000173918.15|chr17	21	48	23	47	44	88
ENGASE|ENSG00000167280.17|chr17	63	86	79	93	29	62
RBFOX3|ENSG00000167281.20|chr17	83	42	31	47	28	23
CBX2|ENSG00000173894.11|chr17	466	654	549	754	555	743
CBX8|ENSG00000141570.11|chr17	75	134	60	125	66	136
CBX4|ENSG00000141582.15|chr17	992	1303	1118	1375	627	1204
TBC1D16|ENSG00000167291.16|chr17	289	314	238	266	170	447
CCDC40|ENSG00000141519.15|chr17	0	3	0	16	0	0
GAA|ENSG00000171298.13|chr17	400	344	224	376	210	260
EIF4A3|ENSG00000141543.12|chr17	3316	4199	2991	4042	2518	4079
CARD14|ENSG00000141527.18|chr17	0	0	0	0	1	0
SGSH|ENSG00000181523.13|chr17	136	135	213	175	98	137
SLC26A11|ENSG00000181045.15|chr17	112	207	159	175	108	132
RNF213|ENSG00000173821.20|chr17	80	102	60	99	88	55
ENDOV|ENSG00000173818.17|chr17	4	22	16	9	14	17
NPTX1|ENSG00000171246.7|chr17	959	948	585	1249	1125	1189
RPTOR|ENSG00000141564.16|chr17	28	121	101	145	67	110
CHMP6|ENSG00000176108.9|chr17	135	235	199	241	106	152
BAIAP2|ENSG00000175866.16|chr17	42	60	58	58	23	42
AATK|ENSG00000181409.14|chr17	36	4	36	26	17	74
PVALEF|ENSG00000225180.8|chr17	0	0	0	0	0	0
CEP131|ENSG00000141577.14|chr17	109	109	113	96	86	94
TEPSIN|ENSG00000167302.11|chr17	126	248	203	300	122	267
NDUFAF8|ENSG00000224877.4|chr17	5983	6843	5271	9692	8766	10400
SLC38A10|ENSG00000157637.13|chr17	190	288	207	255	178	226
BAHCC1|ENSG00000266074.11|chr17	71	70	54	111	177	93
ACTG1|ENSG00000184009.13|chr17	45238	58635	49393	62192	53843	68827
FSCN2|ENSG00000186765.12|chr17	0	0	0	0	0	0
FAAP100|ENSG00000185504.17|chr17	124	145	135	164	106	232
NPLOC4|ENSG00000182446.14|chr17	885	1163	877	1017	371	1144
TSPAN10|ENSG00000182612.11|chr17	13	46	0	18	15	36
PDE6G|ENSG00000185527.12|chr17	0	0	0	0	0	0
OXLD1|ENSG00000204237.5|chr17	653	857	555	889	291	843
CCDC137|ENSG00000185298.13|chr17	791	905	799	950	514	903
ARL16|ENSG00000214087.9|chr17	866	895	837	1120	636	1202
HGS|ENSG00000185359.14|chr17	465	516	363	475	233	458
MRPL12|ENSG00000262814.8|chr17	1349	1769	1250	1777	1305	1614
ENSG00000262660|ENSG00000262660.1|chr17	4	1	0	7	6	10
SLC25A10|ENSG00000183048.12|chr17	551	574	458	483	232	445
GCGR|ENSG00000215644.10|chr17	0	0	0	0	0	0
MCRIP1|ENSG00000225663.8|chr17	0	5	0	3	0	0
PPP1R27|ENSG00000182676.5|chr17	0	0	0	0	0	0
P4HB|ENSG00000185624.16|chr17	4301	5452	3786	5080	3340	4209
ARHGDIA|ENSG00000141522.12|chr17	2505	3732	2839	3586	1334	3150
ALYREF|ENSG00000183684.8|chr17	1197	1926	1315	1538	937	1663
ANAPC11|ENSG00000141552.18|chr17	3424	3502	2441	3778	2783	3464
NPB|ENSG00000183979.8|chr17	0	8	0	2	0	3
PCYT2|ENSG00000185813.11|chr17	304	301	198	324	149	330
SIRT7|ENSG00000187531.14|chr17	206	276	235	359	142	267
MAFG|ENSG00000197063.11|chr17	657	682	522	957	702	1012
PYCR1|ENSG00000183010.17|chr17	609	690	551	705	507	686
MYADML2|ENSG00000185105.5|chr17	0	0	0	0	0	0
NOTUM|ENSG00000185269.12|chr17	0	2	0	13	1	5
ASPSCR1|ENSG00000169696.16|chr17	160	296	188	254	145	128
CENPX|ENSG00000169689.15|chr17	5227	5003	4198	5869	3141	5862
LRRC45|ENSG00000169683.8|chr17	107	58	29	95	35	55
RAC3|ENSG00000169750.9|chr17	41	58	66	42	3	66
DCXR|ENSG00000169738.8|chr17	1909	2419	1591	2065	841	2110
RFNG|ENSG00000169733.12|chr17	598	596	420	570	113	512
GPS1|ENSG00000169727.13|chr17	1776	2304	1999	2040	994	2020
DUS1L|ENSG00000169718.18|chr17	2168	2894	2054	2400	1545	2643
FASN|ENSG00000169710.9|chr17	2437	3344	2770	2832	1886	3243
CCDC57|ENSG00000176155.21|chr17	40	61	36	34	10	72
SLC16A3|ENSG00000141526.18|chr17	0	0	1	0	0	0
CSNK1D|ENSG00000141551.15|chr17	845	1120	696	1252	644	1141
CD7|ENSG00000173762.8|chr17	0	0	0	0	0	0
SECTM1|ENSG00000141574.8|chr17	13	32	27	6	10	2
TEX19|ENSG00000182459.5|chr17	3	3	39	12	12	18
UTS2R|ENSG00000181408.5|chr17	0	0	0	0	0	0
OGFOD3|ENSG00000181396.13|chr17	278	307	251	320	320	331
HEXD|ENSG00000169660.17|chr17	41	67	86	45	23	59
CYBC1|ENSG00000178927.19|chr17	145	227	206	252	99	194
NARF|ENSG00000141562.19|chr17	357	445	408	649	326	490
FOXK2|ENSG00000141568.21|chr17	589	727	629	826	492	929
WDR45B|ENSG00000141580.16|chr17	776	763	749	1114	839	1290
RAB40B|ENSG00000141542.11|chr17	95	208	135	217	296	277
FN3KRP|ENSG00000141560.15|chr17	508	626	580	739	492	650
FN3K|ENSG00000167363.14|chr17	0	0	0	0	0	0
TBCD|ENSG00000141556.22|chr17	32	23	23	44	21	42
ZNF750|ENSG00000141579.7|chr17	11	0	0	0	0	0
METRNL|ENSG00000176845.13|chr17	0	0	0	0	0	0
TUBB8B|ENSG00000173213.10|chr18	0	0	0	0	0	0
USP14|ENSG00000101557.15|chr18	2296	2725	2297	2886	2510	3040
THOC1|ENSG00000079134.13|chr18	91	88	97	125	83	152
COLEC12|ENSG00000158270.12|chr18	221	248	111	215	194	257
CETN1|ENSG00000177143.5|chr18	0	0	0	0	0	0
CLUL1|ENSG00000079101.18|chr18	11	3	0	3	5	3
TYMS|ENSG00000176890.16|chr18	3038	4001	3081	3932	3249	4032
ENOSF1|ENSG00000132199.20|chr18	177	149	159	228	176	168
YES1|ENSG00000176105.14|chr18	303	388	204	476	357	390
ADCYAP1|ENSG00000141433.13|chr18	0	0	0	0	0	0
METTL4|ENSG00000101574.15|chr18	29	57	8	47	77	28
NDC80|ENSG00000080986.13|chr18	33	72	73	132	120	94
SMCHD1|ENSG00000101596.17|chr18	74	141	58	157	150	162
EMILIN2|ENSG00000132205.11|chr18	69	84	46	56	64	51
LPIN2|ENSG00000101577.11|chr18	29	49	43	99	56	52
MYOM1|ENSG00000101605.14|chr18	0	0	0	1	0	9
MYL12A|ENSG00000101608.13|chr18	2286	2552	2233	2692	1416	2530
MYL12B|ENSG00000118680.14|chr18	2326	3017	2083	2846	1566	2946
TGIF1|ENSG00000177426.22|chr18	30	59	37	37	31	58
DLGAP1|ENSG00000170579.17|chr18	0	0	0	0	0	0
AKAIN1|ENSG00000231824.4|chr18	0	0	0	0	0	0
ZBTB14|ENSG00000198081.11|chr18	27	81	54	64	109	84
TMEM200C|ENSG00000206432.4|chr18	58	62	67	113	45	112
L3MBTL4|ENSG00000154655.16|chr18	12	9	29	14	23	31
ARHGAP28|ENSG00000088756.13|chr18	38	57	43	74	47	41
LAMA1|ENSG00000101680.16|chr18	32	33	53	71	43	89
PTPRM|ENSG00000173482.17|chr18	46	67	33	31	21	82
RAB12|ENSG00000206418.5|chr18	680	825	644	945	883	959
MTCL1|ENSG00000168502.18|chr18	20	54	30	61	81	45
NDUFV2|ENSG00000178127.13|chr18	821	726	589	939	763	907
ANKRD12|ENSG00000101745.17|chr18	24	33	20	33	11	47
TWSG1|ENSG00000128791.12|chr18	231	369	195	405	285	422
RALBP1|ENSG00000017797.13|chr18	169	104	125	168	130	194
PPP4R1|ENSG00000154845.16|chr18	187	268	214	471	204	355
RAB31|ENSG00000168461.13|chr18	1360	1867	1421	2686	2315	2684
TXNDC2|ENSG00000168454.13|chr18	0	0	0	0	0	6
VAPA|ENSG00000101558.14|chr18	1853	2050	1628	2192	1431	2020
APCDD1|ENSG00000154856.13|chr18	8	27	2	8	6	6
NAPG|ENSG00000134265.13|chr18	96	290	152	216	243	306
PIEZO2|ENSG00000154864.14|chr18	4	0	0	0	0	0
GNAL|ENSG00000141404.17|chr18	313	334	285	544	521	411
CHMP1B|ENSG00000255112.3|chr18	225	382	215	423	283	428
MPPE1|ENSG00000154889.17|chr18	67	101	31	93	88	148
IMPA2|ENSG00000141401.12|chr18	246	336	268	300	258	314
ANKRD62|ENSG00000181626.12|chr18	0	0	0	3	0	0
CIDEA|ENSG00000176194.18|chr18	0	0	0	0	0	0
TUBB6|ENSG00000176014.13|chr18	1108	1440	1087	1627	1560	1354
AFG3L2|ENSG00000141385.12|chr18	817	843	645	863	529	825
SPIRE1|ENSG00000134278.16|chr18	202	260	186	382	308	309
PSMG2|ENSG00000128789.22|chr18	962	919	836	1193	726	1080
CEP76|ENSG00000101624.11|chr18	34	16	25	36	11	27
PTPN2|ENSG00000175354.20|chr18	172	188	172	274	215	179
SEH1L|ENSG00000085415.16|chr18	408	588	475	738	785	800
CEP192|ENSG00000101639.19|chr18	6	6	22	31	39	40
LDLRAD4|ENSG00000168675.19|chr18	4	31	25	28	14	28
FAM210A|ENSG00000177150.13|chr18	221	289	166	212	223	286
RNMT|ENSG00000101654.18|chr18	187	195	151	222	207	279
MC5R|ENSG00000176136.6|chr18	0	0	0	0	0	0
MC2R|ENSG00000185231.5|chr18	0	0	0	0	0	0
ZNF519|ENSG00000175322.12|chr18	31	22	13	64	43	20
POTEC|ENSG00000183206.18|chr18	0	0	0	0	0	0
ROCK1|ENSG00000067900.8|chr18	123	85	57	177	156	182
GREB1L|ENSG00000141449.16|chr18	23	12	22	10	35	27
ESCO1|ENSG00000141446.11|chr18	100	106	56	139	76	99
SNRPD1|ENSG00000167088.11|chr18	5654	6916	5013	7733	7416	7536
ABHD3|ENSG00000158201.10|chr18	79	70	40	108	44	100
MIB1|ENSG00000101752.13|chr18	638	590	484	635	540	509
GATA6|ENSG00000141448.11|chr18	143	238	213	290	227	217
CTAGE1|ENSG00000212710.5|chr18	0	0	0	0	0	0
RBBP8|ENSG00000101773.19|chr18	143	210	147	151	151	181
CABLES1|ENSG00000134508.13|chr18	258	299	200	421	241	292
TMEM241|ENSG00000134490.14|chr18	24	56	57	72	39	104
RIOK3|ENSG00000101782.15|chr18	244	397	289	388	328	338
RMC1|ENSG00000141452.10|chr18	216	204	142	213	151	145
NPC1|ENSG00000141458.13|chr18	165	180	79	223	198	143
ANKRD29|ENSG00000154065.17|chr18	3	34	14	12	18	25
LAMA3|ENSG00000053747.17|chr18	3	23	0	47	11	18
TTC39C|ENSG00000168234.13|chr18	58	72	52	116	55	55
