Gene	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
CLEC10A|ENSG00000132514.14|chr17	0	0	0	0	0	0
ASGR2|ENSG00000161944.17|chr17	0	0	0	0	0	0
ASGR1|ENSG00000141505.12|chr17	8	0	2	17	2	7
DLG4|ENSG00000132535.22|chr17	20	33	30	32	7	8
ACADVL|ENSG00000072778.20|chr17	383	238	382	367	355	259
DVL2|ENSG00000004975.12|chr17	415	308	306	557	563	496
PHF23|ENSG00000040633.13|chr17	95	162	171	124	59	100
GABARAP|ENSG00000170296.10|chr17	1263	1239	1064	1005	969	995
CTDNEP1|ENSG00000175826.12|chr17	2388	2120	1941	2361	2169	1901
ELP5|ENSG00000170291.16|chr17	0	0	0	0	0	0
CLDN7|ENSG00000181885.18|chr17	0	0	0	0	0	0
SLC2A4|ENSG00000181856.15|chr17	0	0	0	0	0	0
GPS2|ENSG00000132522.16|chr17	0	3	0	0	0	0
NEURL4|ENSG00000215041.10|chr17	0	0	0	0	0	0
ACAP1|ENSG00000072818.12|chr17	0	0	0	0	0	0
KCTD11|ENSG00000213859.8|chr17	0	0	0	0	0	0
TMEM95|ENSG00000182896.13|chr17	0	0	0	0	0	0
TNK1|ENSG00000174292.13|chr17	0	0	0	0	0	0
PLSCR3|ENSG00000187838.17|chr17	0	0	0	0	0	0
TMEM256|ENSG00000205544.4|chr17	13	2	14	0	2	2
NLGN2|ENSG00000169992.10|chr17	0	0	0	0	0	0
SPEM1|ENSG00000181323.8|chr17	0	0	0	0	0	0
SPEM2|ENSG00000184560.8|chr17	0	0	0	0	0	0
SPEM3|ENSG00000283439.4|chr17	0	0	0	0	0	0
TMEM102|ENSG00000181284.3|chr17	0	0	0	0	0	0
FGF11|ENSG00000161958.11|chr17	0	0	0	0	0	0
CHRNB1|ENSG00000170175.11|chr17	0	0	0	0	0	0
ZBTB4|ENSG00000174282.12|chr17	0	0	0	0	0	0
SLC35G6|ENSG00000259224.3|chr17	0	0	0	0	0	0
TNFSF12|ENSG00000239697.12|chr17	0	10	1	1	1	7
TNFSF12-TNFSF13|ENSG00000248871.1|chr17	0	0	0	0	0	2
TNFSF13|ENSG00000161955.17|chr17	0	0	0	0	0	2
SENP3|ENSG00000161956.13|chr17	3	6	11	11	4	16
EIF4A1|ENSG00000161960.16|chr17	8979	7716	8094	8203	7975	7062
CD68|ENSG00000129226.14|chr17	15	12	9	18	21	14
MPDU1|ENSG00000129255.16|chr17	326	274	249	302	272	298
SOX15|ENSG00000129194.8|chr17	0	0	0	0	0	0
FXR2|ENSG00000129245.12|chr17	286	194	229	484	429	465
SHBG|ENSG00000129214.15|chr17	0	0	0	0	0	0
SAT2|ENSG00000141504.12|chr17	325	277	291	399	327	415
ATP1B2|ENSG00000129244.9|chr17	61	50	54	33	52	35
TP53|ENSG00000141510.18|chr17	1113	898	819	826	865	928
WRAP53|ENSG00000141499.18|chr17	22	27	22	28	21	20
EFNB3|ENSG00000108947.5|chr17	157	168	135	96	133	113
DNAH2|ENSG00000183914.15|chr17	0	0	0	2	0	0
KDM6B|ENSG00000132510.11|chr17	18	25	34	28	67	19
TMEM88|ENSG00000167874.7|chr17	0	2	3	0	0	1
NAA38|ENSG00000183011.14|chr17	1713	1572	1348	1504	1452	1447
CYB5D1|ENSG00000182224.12|chr17	95	127	129	180	141	151
CHD3|ENSG00000170004.19|chr17	448	301	353	475	344	318
RNF227|ENSG00000179859.10|chr17	17	7	13	8	3	6
KCNAB3|ENSG00000170049.10|chr17	13	14	34	30	23	25
TRAPPC1|ENSG00000170043.12|chr17	1010	1012	797	769	692	820
CNTROB|ENSG00000170037.14|chr17	155	153	92	171	141	144
ALOX15B|ENSG00000179593.16|chr17	0	1	0	1	0	0
ALOX12B|ENSG00000179477.11|chr17	72	79	32	51	74	34
ALOXE3|ENSG00000179148.10|chr17	1	12	1	0	3	9
HES7|ENSG00000179111.9|chr17	15	4	3	17	15	2
PER1|ENSG00000179094.16|chr17	47	57	63	180	171	122
VAMP2|ENSG00000220205.9|chr17	72	89	70	86	78	74
TMEM107|ENSG00000179029.15|chr17	206	194	187	183	249	196
BORCS6|ENSG00000196544.8|chr17	44	54	36	97	75	63
AURKB|ENSG00000178999.13|chr17	1727	1462	1474	1976	2052	1819
CTC1|ENSG00000178971.17|chr17	59	28	38	30	34	60
PFAS|ENSG00000178921.14|chr17	1049	943	1038	637	762	747
SLC25A35|ENSG00000125434.11|chr17	20	22	6	15	2	1
RANGRF|ENSG00000108961.14|chr17	1242	1342	1032	1450	1339	1255
ARHGEF15|ENSG00000198844.12|chr17	0	0	0	0	0	0
ODF4|ENSG00000184650.11|chr17	0	0	0	0	0	0
KRBA2|ENSG00000184619.8|chr17	17	25	22	30	24	21
RPL26|ENSG00000161970.15|chr17	14086	13882	12084	12813	13741	12958
RNF222|ENSG00000189051.6|chr17	6	19	30	7	8	26
NDEL1|ENSG00000166579.16|chr17	75	92	75	157	167	127
MYH10|ENSG00000133026.14|chr17	1215	1179	1202	1151	1163	1074
CCDC42|ENSG00000161973.11|chr17	0	0	0	0	0	0
MFSD6L|ENSG00000185156.6|chr17	0	0	0	0	0	0
PIK3R6|ENSG00000276231.5|chr17	0	0	0	0	0	0
PIK3R5|ENSG00000141506.15|chr17	3	1	0	0	0	0
NTN1|ENSG00000065320.9|chr17	150	69	107	97	118	61
STX8|ENSG00000170310.15|chr17	234	193	187	163	132	193
CFAP52|ENSG00000166596.15|chr17	1	0	0	0	0	0
USP43|ENSG00000154914.17|chr17	22	31	4	22	11	11
DHRS7C|ENSG00000184544.12|chr17	0	0	0	0	0	0
GSG1L2|ENSG00000214978.8|chr17	2	0	0	0	0	0
GLP2R|ENSG00000065325.13|chr17	0	0	0	0	0	0
RCVRN|ENSG00000109047.8|chr17	0	0	0	0	0	0
GAS7|ENSG00000007237.19|chr17	22	46	45	19	58	51
MYH13|ENSG00000006788.14|chr17	0	0	0	0	0	0
MYH8|ENSG00000133020.4|chr17	0	0	0	0	0	0
MYH4|ENSG00000264424.1|chr17	0	0	0	0	8	0
MYH1|ENSG00000109061.10|chr17	0	0	0	0	0	0
MYH2|ENSG00000125414.19|chr17	0	0	0	0	0	0
MYH3|ENSG00000109063.15|chr17	2	2	0	0	0	4
SCO1|ENSG00000133028.12|chr17	517	576	511	703	502	557
ADPRM|ENSG00000170222.12|chr17	13	18	27	61	50	33
TMEM220|ENSG00000187824.9|chr17	13	7	11	8	26	15
PIRT|ENSG00000233670.7|chr17	0	0	0	0	0	0
SHISA6|ENSG00000188803.15|chr17	0	0	0	0	0	0
DNAH9|ENSG00000007174.18|chr17	0	0	0	0	0	0
ZNF18|ENSG00000154957.14|chr17	18	37	31	24	31	30
MAP2K4|ENSG00000065559.15|chr17	231	255	250	244	221	167
MYOCD|ENSG00000141052.18|chr17	0	0	0	0	0	0
ARHGAP44|ENSG00000006740.18|chr17	18	30	9	16	23	7
ELAC2|ENSG00000006744.19|chr17	884	705	823	762	782	754
HS3ST3A1|ENSG00000153976.3|chr17	131	110	178	276	221	155
COX10|ENSG00000006695.12|chr17	108	163	140	237	220	243
CDRT15|ENSG00000223510.7|chr17	0	0	0	0	0	0
HS3ST3B1|ENSG00000125430.9|chr17	39	34	28	74	38	36
PMP22|ENSG00000109099.16|chr17	149	201	174	126	135	121
TEKT3|ENSG00000125409.13|chr17	2	0	0	0	0	0
CDRT4|ENSG00000239704.12|chr17	12	15	33	37	53	48
TVP23C|ENSG00000175106.17|chr17	0	0	0	0	1	0
FBXW10B|ENSG00000241322.11|chr17	8	0	0	1	0	3
ENSG00000251537|ENSG00000251537.4|chr17	0	0	0	9	7	1
TRIM16|ENSG00000221926.13|chr17	94	86	80	146	174	103
ZNF286A|ENSG00000187607.16|chr17	9	25	28	66	32	47
TBC1D26|ENSG00000214946.15|chr17	0	0	0	0	0	0
ADORA2B|ENSG00000170425.4|chr17	12	26	23	34	43	31
ZSWIM7|ENSG00000214941.8|chr17	272	215	175	231	220	225
TTC19|ENSG00000011295.16|chr17	581	547	512	642	638	477
NCOR1|ENSG00000141027.22|chr17	448	345	392	539	415	383
PIGL|ENSG00000108474.17|chr17	107	105	114	68	63	77
CENPV|ENSG00000166582.11|chr17	5968	4576	4313	4569	4454	4124
UBB|ENSG00000170315.14|chr17	10979	9822	10653	9423	9834	8761
TRPV2|ENSG00000187688.15|chr17	2	4	12	0	18	8
LRRC75A|ENSG00000181350.12|chr17	15	33	10	20	12	20
ZNF287|ENSG00000141040.15|chr17	1	28	7	54	37	28
ZNF624|ENSG00000197566.10|chr17	5	0	3	8	0	3
CCDC144A|ENSG00000170160.19|chr17	0	0	0	0	0	0
TNFRSF13B|ENSG00000240505.9|chr17	0	0	0	0	0	0
MPRIP|ENSG00000133030.22|chr17	1101	904	797	831	805	732
PLD6|ENSG00000179598.6|chr17	113	146	161	319	227	182
FLCN|ENSG00000154803.13|chr17	54	54	37	55	105	58
COPS3|ENSG00000141030.13|chr17	1828	1786	1796	1868	2126	1890
NT5M|ENSG00000205309.14|chr17	31	22	10	9	27	45
MED9|ENSG00000141026.6|chr17	61	68	36	70	35	19
RASD1|ENSG00000108551.5|chr17	1	2	0	4	0	0
PEMT|ENSG00000133027.18|chr17	368	247	212	303	271	227
RAI1|ENSG00000108557.20|chr17	84	114	99	121	102	117
SREBF1|ENSG00000072310.18|chr17	50	73	68	94	68	71
TOM1L2|ENSG00000175662.18|chr17	83	72	104	85	84	114
DRC3|ENSG00000171962.18|chr17	7	0	0	0	0	2
ATPAF2|ENSG00000171953.16|chr17	84	82	88	79	107	140
GID4|ENSG00000141034.10|chr17	49	61	44	75	60	66
DRG2|ENSG00000108591.10|chr17	367	253	271	476	356	321
MYO15A|ENSG00000091536.20|chr17	0	0	0	0	0	0
ALKBH5|ENSG00000091542.9|chr17	1021	886	938	1177	1004	1075
FLII|ENSG00000177731.16|chr17	0	2	6	0	3	0
MIEF2|ENSG00000177427.13|chr17	0	0	0	0	0	0
TOP3A|ENSG00000177302.15|chr17	3	1	2	0	0	0
SMCR8|ENSG00000176994.11|chr17	0	0	0	0	0	0
SHMT1|ENSG00000176974.21|chr17	0	0	0	0	0	0
LGALS9C|ENSG00000171916.17|chr17	0	0	0	0	0	0
TBC1D28|ENSG00000189375.12|chr17	0	0	0	0	0	0
FOXO3B|ENSG00000240445.6|chr17	64	65	125	105	128	106
FBXW10|ENSG00000171931.13|chr17	0	0	0	0	0	0
TVP23B|ENSG00000171928.14|chr17	1	2	0	0	3	0
PRPSAP2|ENSG00000141127.15|chr17	439	382	397	576	397	530
SLC5A10|ENSG00000154025.16|chr17	0	0	0	2	0	5
FAM83G|ENSG00000188522.15|chr17	51	40	56	80	40	65
GRAP|ENSG00000154016.14|chr17	3	4	0	0	0	6
GRAPL|ENSG00000189152.11|chr17	0	0	0	0	0	0
EPN2|ENSG00000072134.16|chr17	24	14	34	70	24	34
B9D1|ENSG00000108641.20|chr17	74	57	81	80	101	61
MAPK7|ENSG00000166484.20|chr17	44	73	51	67	78	58
MFAP4|ENSG00000166482.12|chr17	0	0	0	0	0	0
RNF112|ENSG00000128482.16|chr17	0	0	0	0	0	0
SLC47A1|ENSG00000142494.13|chr17	135	108	148	145	161	135
ALDH3A2|ENSG00000072210.19|chr17	743	594	775	760	772	643
SLC47A2|ENSG00000180638.19|chr17	0	0	0	0	0	0
ALDH3A1|ENSG00000108602.18|chr17	1	1	4	1	0	4
ULK2|ENSG00000083290.20|chr17	39	2	2	1	35	21
AKAP10|ENSG00000108599.15|chr17	39	62	105	79	81	70
SPECC1|ENSG00000128487.19|chr17	31	24	46	37	42	25
LGALS9B|ENSG00000170298.16|chr17	0	0	0	0	0	0
CDRT15L2|ENSG00000214819.2|chr17	0	0	0	0	0	0
USP22|ENSG00000124422.12|chr17	2447	2231	2281	2612	2641	2439
DHRS7B|ENSG00000109016.18|chr17	140	129	125	128	130	133
TMEM11|ENSG00000178307.10|chr17	161	136	176	321	254	218
NATD1|ENSG00000274180.1|chr17	57	24	26	44	61	45
MAP2K3|ENSG00000034152.19|chr17	327	265	300	360	285	352
KCNJ12|ENSG00000184185.10|chr17	7	11	11	12	27	3
KCNJ18|ENSG00000260458.3|chr17	0	0	0	0	0	0
WSB1|ENSG00000109046.15|chr17	728	794	783	1052	1072	848
KSR1|ENSG00000141068.15|chr17	58	60	61	144	70	120
LGALS9|ENSG00000168961.17|chr17	4	0	3	7	1	5
NOS2|ENSG00000007171.19|chr17	14	1	8	14	2	4
ENSG00000266202|ENSG00000266202.1|chr17	0	0	0	0	0	0
LYRM9|ENSG00000232859.10|chr17	40	70	32	74	59	63
NLK|ENSG00000087095.13|chr17	126	85	101	158	170	133
TMEM97|ENSG00000109084.14|chr17	922	864	796	926	893	827
IFT20|ENSG00000109083.14|chr17	508	471	415	481	454	499
TNFAIP1|ENSG00000109079.10|chr17	138	201	196	215	147	174
POLDIP2|ENSG00000004142.12|chr17	1720	1573	1550	1792	1654	1524
TMEM199|ENSG00000244045.13|chr17	276	275	248	318	313	368
SEBOX|ENSG00000274529.6|chr17	0	0	0	0	0	0
SARM1|ENSG00000004139.14|chr17	293	312	261	230	266	243
VTN|ENSG00000109072.14|chr17	0	0	0	5	0	0
SLC46A1|ENSG00000076351.13|chr17	158	222	164	132	66	135
RSKR|ENSG00000167524.17|chr17	29	31	47	34	50	22
SLC13A2|ENSG00000007216.16|chr17	0	0	0	0	0	0
FOXN1|ENSG00000109101.8|chr17	0	0	0	0	0	0
UNC119|ENSG00000109103.12|chr17	294	205	263	338	297	261
PIGS|ENSG00000087111.21|chr17	940	881	967	846	947	869
ALDOC|ENSG00000109107.14|chr17	29	63	24	29	32	55
SPAG5|ENSG00000076382.17|chr17	618	535	486	444	519	473
KIAA0100|ENSG00000007202.15|chr17	736	691	591	664	612	683
SDF2|ENSG00000132581.10|chr17	189	147	144	82	68	80
SUPT6H|ENSG00000109111.15|chr17	222	233	245	308	351	270
PROCA1|ENSG00000167525.15|chr17	5	10	7	8	0	0
RAB34|ENSG00000109113.20|chr17	783	672	672	636	762	681
RPL23A|ENSG00000198242.14|chr17	686	718	569	629	526	533
TLCD1|ENSG00000160606.11|chr17	152	110	133	208	133	167
NEK8|ENSG00000160602.14|chr17	149	115	88	192	172	169
TRAF4|ENSG00000076604.16|chr17	150	185	175	451	378	355
FAM222B|ENSG00000173065.14|chr17	98	139	194	125	108	115
ERAL1|ENSG00000132591.12|chr17	308	340	333	323	307	418
FLOT2|ENSG00000132589.16|chr17	600	497	539	507	620	506
DHRS13|ENSG00000167536.14|chr17	111	72	89	118	146	138
PHF12|ENSG00000109118.14|chr17	49	35	39	41	75	24
PIPOX|ENSG00000179761.12|chr17	13	0	0	0	0	2
SEZ6|ENSG00000063015.21|chr17	0	0	0	0	0	0
MYO18A|ENSG00000196535.19|chr17	115	109	64	104	137	91
CRYBA1|ENSG00000108255.8|chr17	0	4	0	0	0	0
NUFIP2|ENSG00000108256.9|chr17	349	451	476	448	327	404
TAOK1|ENSG00000160551.12|chr17	439	548	600	915	840	800
ABHD15|ENSG00000168792.5|chr17	58	65	84	68	24	38
TP53I13|ENSG00000167543.16|chr17	353	193	234	348	225	281
GIT1|ENSG00000108262.16|chr17	155	152	104	126	136	129
ANKRD13B|ENSG00000198720.13|chr17	216	174	160	151	155	120
CORO6|ENSG00000167549.19|chr17	19	33	8	24	6	26
SSH2|ENSG00000141298.19|chr17	10	22	40	24	13	9
EFCAB5|ENSG00000176927.16|chr17	0	0	0	0	0	0
NSRP1|ENSG00000126653.18|chr17	56	39	79	149	141	127
SLC6A4|ENSG00000108576.10|chr17	0	0	3	7	0	0
BLMH|ENSG00000108578.15|chr17	981	1030	874	989	1001	1008
TMIGD1|ENSG00000182271.13|chr17	1	0	0	0	0	0
CPD|ENSG00000108582.12|chr17	703	610	635	578	702	600
GOSR1|ENSG00000108587.16|chr17	230	214	309	398	489	363
CRLF3|ENSG00000176390.12|chr17	98	117	102	146	143	140
ATAD5|ENSG00000176208.9|chr17	7	4	35	31	33	46
TEFM|ENSG00000172171.11|chr17	59	54	34	34	40	33
ADAP2|ENSG00000184060.11|chr17	116	106	131	110	156	124
RNF135|ENSG00000181481.14|chr17	21	15	30	43	65	38
NF1|ENSG00000196712.20|chr17	169	205	277	257	235	169
OMG|ENSG00000126861.5|chr17	0	0	0	0	0	0
EVI2B|ENSG00000185862.7|chr17	0	0	0	0	0	0
EVI2A|ENSG00000126860.12|chr17	0	0	0	0	0	1
RAB11FIP4|ENSG00000131242.18|chr17	76	93	77	89	69	62
COPRS|ENSG00000172301.11|chr17	1321	1052	1239	1272	1056	1132
UTP6|ENSG00000108651.10|chr17	584	500	643	806	802	808
SUZ12|ENSG00000178691.11|chr17	715	731	748	1014	1025	1002
LRRC37B|ENSG00000185158.13|chr17	14	15	14	19	14	22
RHOT1|ENSG00000126858.19|chr17	202	189	219	291	256	230
RHBDL3|ENSG00000141314.13|chr17	19	9	17	17	0	22
C17orf75|ENSG00000108666.10|chr17	223	238	272	324	257	322
ZNF207|ENSG00000010244.19|chr17	1701	1730	1772	1751	1787	1703
PSMD11|ENSG00000108671.11|chr17	3590	3380	3408	3957	4021	3358
CDK5R1|ENSG00000176749.9|chr17	24	69	76	59	41	52
MYO1D|ENSG00000176658.17|chr17	177	118	164	157	186	176
TMEM98|ENSG00000006042.12|chr17	1012	854	782	799	724	636
SPACA3|ENSG00000141316.13|chr17	0	0	0	0	0	0
ASIC2|ENSG00000108684.15|chr17	0	0	0	0	0	0
CCL2|ENSG00000108691.10|chr17	0	0	1	0	0	6
CCL7|ENSG00000108688.11|chr17	0	0	0	0	0	0
CCL11|ENSG00000172156.4|chr17	0	0	0	0	0	0
CCL8|ENSG00000108700.5|chr17	0	0	0	0	0	0
CCL13|ENSG00000181374.8|chr17	0	0	0	0	0	0
CCL1|ENSG00000108702.4|chr17	0	0	0	0	0	0
TMEM132E|ENSG00000181291.8|chr17	71	98	77	55	56	80
CCT6B|ENSG00000132141.14|chr17	29	17	19	21	32	13
ZNF830|ENSG00000198783.6|chr17	23	50	68	35	36	35
LIG3|ENSG00000005156.12|chr17	532	399	410	604	547	453
RFFL|ENSG00000092871.17|chr17	80	61	136	133	111	147
ENSG00000267618|ENSG00000267618.5|chr17	4	0	23	22	17	25
RAD51D|ENSG00000185379.21|chr17	182	170	178	301	339	227
FNDC8|ENSG00000073598.6|chr17	2	0	0	0	0	0
NLE1|ENSG00000073536.18|chr17	240	234	206	377	355	365
UNC45B|ENSG00000141161.12|chr17	2	0	0	0	0	0
SLC35G3|ENSG00000164729.8|chr17	0	0	0	0	0	0
SLFN5|ENSG00000166750.10|chr17	17	17	28	38	19	49
SLFN11|ENSG00000172716.17|chr17	266	276	278	431	336	256
SLFN12|ENSG00000172123.13|chr17	2	0	7	4	14	3
SLFN13|ENSG00000154760.14|chr17	0	2	0	0	0	2
SLFN12L|ENSG00000205045.12|chr17	0	0	0	0	0	0
SLFN14|ENSG00000236320.4|chr17	0	0	0	0	0	0
PEX12|ENSG00000108733.11|chr17	12	20	35	18	1	7
AP2B1|ENSG00000006125.18|chr17	288	289	242	227	247	178
RASL10B|ENSG00000270885.2|chr17	323	271	279	204	187	211
GAS2L2|ENSG00000270765.7|chr17	0	0	7	0	9	6
MMP28|ENSG00000271447.6|chr17	0	0	0	0	0	0
C17orf50|ENSG00000270806.2|chr17	6	2	0	2	0	0
TAF15|ENSG00000270647.7|chr17	0	0	0	0	0	0
HEATR9|ENSG00000270379.6|chr17	0	0	0	0	0	0
CCL5|ENSG00000271503.6|chr17	0	0	0	0	0	0
RDM1|ENSG00000278023.7|chr17	0	0	0	0	0	0
LYZL6|ENSG00000275722.5|chr17	0	0	0	0	0	0
CCL16|ENSG00000275152.5|chr17	0	0	0	0	0	0
CCL14|ENSG00000276409.5|chr17	0	0	0	0	0	0
CCL15|ENSG00000275718.2|chr17	0	0	0	0	0	0
CCL23|ENSG00000274736.5|chr17	0	0	0	0	0	0
CCL18|ENSG00000275385.2|chr17	0	0	0	0	0	0
CCL3|ENSG00000277632.2|chr17	0	0	0	0	0	0
CCL4|ENSG00000275302.2|chr17	0	0	0	0	0	0
TBC1D3B|ENSG00000274808.6|chr17	0	0	0	0	0	0
CCL3L1|ENSG00000276085.1|chr17	0	0	0	0	0	0
CCL4L2|ENSG00000276070.5|chr17	0	0	0	0	0	0
TBC1D3I|ENSG00000274933.6|chr17	0	0	0	0	0	0
TBC1D3G|ENSG00000260287.4|chr17	0	0	0	0	0	0
TBC1D3H|ENSG00000274226.6|chr17	0	0	0	0	0	0
TBC1D3F|ENSG00000275954.5|chr17	0	0	0	0	0	0
ZNHIT3|ENSG00000273611.5|chr17	0	0	0	0	0	0
MYO19|ENSG00000278259.5|chr17	0	0	0	0	0	0
PIGW|ENSG00000277161.2|chr17	0	0	0	0	0	0
GGNBP2|ENSG00000278311.5|chr17	0	0	0	0	0	0
DHRS11|ENSG00000278535.5|chr17	0	0	0	0	0	3
MRM1|ENSG00000278619.5|chr17	0	3	6	5	0	3
LHX1|ENSG00000273706.5|chr17	2	1	0	3	1	2
AATF|ENSG00000275700.6|chr17	0	0	0	0	0	0
ACACA|ENSG00000278540.5|chr17	0	0	0	0	0	0
C17orf78|ENSG00000278505.5|chr17	0	0	0	0	0	0
TADA2A|ENSG00000276234.5|chr17	1	0	2	4	0	0
DUSP14|ENSG00000276023.5|chr17	0	4	0	0	1	0
SYNRG|ENSG00000275066.5|chr17	0	0	0	0	0	0
DDX52|ENSG00000278053.5|chr17	28	29	39	44	19	29
HNF1B|ENSG00000275410.6|chr17	0	0	0	0	0	0
TBC1D3K|ENSG00000273513.2|chr17	0	0	0	0	0	0
TBC1D3L|ENSG00000274512.6|chr17	0	0	0	0	0	0
TBC1D3D|ENSG00000274419.7|chr17	0	0	0	0	0	0
TBC1D3C|ENSG00000278299.6|chr17	0	0	0	0	0	0
TBC1D3E|ENSG00000278599.6|chr17	0	0	0	0	0	0
TBC1D3|ENSG00000274611.4|chr17	0	0	0	0	0	0
MRPL45|ENSG00000278845.5|chr17	0	0	0	0	0	0
GPR179|ENSG00000277399.6|chr17	0	0	0	0	0	0
ARHGAP23|ENSG00000275832.5|chr17	0	0	0	0	0	0
SRCIN1|ENSG00000277363.5|chr17	0	0	0	0	0	0
EPOP|ENSG00000273604.2|chr17	0	0	0	0	0	0
MLLT6|ENSG00000275023.5|chr17	0	1	0	0	0	0
CISD3|ENSG00000277972.2|chr17	0	1	0	0	0	1
PCGF2|ENSG00000277258.5|chr17	0	0	0	0	0	0
PSMB3|ENSG00000277791.5|chr17	0	2	0	2	2	0
PIP4K2B|ENSG00000276293.5|chr17	0	0	0	0	0	0
CWC25|ENSG00000273559.5|chr17	0	0	0	0	0	0
C17orf98|ENSG00000275489.2|chr17	0	0	0	0	0	0
RPL23|ENSG00000125691.14|chr17	34778	28870	25766	27799	27423	24529
LASP1|ENSG00000002834.18|chr17	1094	959	1017	915	770	689
FBXO47|ENSG00000204952.3|chr17	0	0	0	0	0	0
PLXDC1|ENSG00000161381.14|chr17	5	2	12	16	28	8
CACNB1|ENSG00000067191.16|chr17	10	23	4	12	17	13
RPL19|ENSG00000108298.12|chr17	11725	10675	10571	10379	10868	10339
STAC2|ENSG00000141750.7|chr17	0	4	0	9	0	1
FBXL20|ENSG00000108306.13|chr17	193	172	181	249	230	233
MED1|ENSG00000125686.12|chr17	760	619	715	1073	932	909
CDK12|ENSG00000167258.15|chr17	597	505	602	665	590	534
NEUROD2|ENSG00000171532.5|chr17	0	0	0	2	0	0
PPP1R1B|ENSG00000131771.14|chr17	0	0	7	0	0	0
STARD3|ENSG00000131748.16|chr17	362	238	227	314	240	225
TCAP|ENSG00000173991.6|chr17	1	0	0	1	0	0
PNMT|ENSG00000141744.4|chr17	4	10	1	10	12	7
PGAP3|ENSG00000161395.14|chr17	58	69	51	72	53	40
ERBB2|ENSG00000141736.14|chr17	129	91	63	84	76	76
MIEN1|ENSG00000141741.12|chr17	929	750	716	714	922	712
GRB7|ENSG00000141738.14|chr17	2	2	2	18	0	2
IKZF3|ENSG00000161405.17|chr17	34	25	31	24	24	14
ZPBP2|ENSG00000186075.13|chr17	0	0	0	0	0	0
GSDMB|ENSG00000073605.19|chr17	31	11	19	43	24	24
ORMDL3|ENSG00000172057.10|chr17	216	237	189	285	280	284
LRRC3C|ENSG00000204913.7|chr17	0	0	0	0	0	0
GSDMA|ENSG00000167914.12|chr17	0	0	0	0	0	0
PSMD3|ENSG00000108344.15|chr17	1080	899	846	956	1030	890
CSF3|ENSG00000108342.13|chr17	0	0	0	0	0	0
MED24|ENSG00000008838.21|chr17	760	752	743	784	614	682
THRA|ENSG00000126351.13|chr17	128	138	191	141	155	159
NR1D1|ENSG00000126368.6|chr17	9	2	10	9	0	9
MSL1|ENSG00000188895.12|chr17	101	174	144	147	138	133
RAPGEFL1|ENSG00000108352.13|chr17	11	6	9	12	10	18
WIPF2|ENSG00000171475.14|chr17	350	354	297	475	428	413
CDC6|ENSG00000094804.12|chr17	220	207	215	486	464	392
RARA|ENSG00000131759.18|chr17	17	33	20	68	11	57
GJD3|ENSG00000183153.7|chr17	0	0	0	0	0	0
TOP2A|ENSG00000131747.15|chr17	1778	1732	1895	1767	2118	1961
IGFBP4|ENSG00000141753.7|chr17	7	0	11	31	4	5
TNS4|ENSG00000131746.13|chr17	0	0	0	0	0	0
CCR7|ENSG00000126353.3|chr17	1	0	0	0	0	0
SMARCE1|ENSG00000073584.20|chr17	887	880	857	835	868	708
KRT222|ENSG00000213424.9|chr17	16	29	18	12	25	20
KRT24|ENSG00000167916.5|chr17	0	0	0	0	0	0
KRT25|ENSG00000204897.7|chr17	0	0	0	0	0	0
KRT26|ENSG00000186393.6|chr17	0	0	0	0	0	0
KRT27|ENSG00000171446.7|chr17	0	0	0	0	0	0
KRT28|ENSG00000173908.9|chr17	0	0	0	0	0	0
KRT10|ENSG00000186395.9|chr17	722	834	665	865	870	806
KRT12|ENSG00000187242.6|chr17	0	0	0	0	0	0
KRT20|ENSG00000171431.4|chr17	0	0	0	0	0	0
KRT23|ENSG00000108244.17|chr17	0	0	0	0	0	0
KRT39|ENSG00000196859.8|chr17	0	0	0	0	0	0
KRT40|ENSG00000204889.11|chr17	0	0	0	0	0	0
KRTAP3-3|ENSG00000212899.3|chr17	0	0	0	0	0	0
KRTAP3-2|ENSG00000212900.3|chr17	0	0	0	0	0	0
KRTAP3-1|ENSG00000212901.4|chr17	0	0	0	0	0	0
KRTAP1-5|ENSG00000221852.5|chr17	0	0	0	0	0	0
KRTAP1-4|ENSG00000204887.5|chr17	0	0	0	0	0	0
KRTAP1-3|ENSG00000221880.4|chr17	0	0	0	0	0	0
KRTAP1-1|ENSG00000188581.9|chr17	0	0	0	0	0	0
KRTAP2-1|ENSG00000212725.4|chr17	0	0	0	0	0	0
KRTAP2-2|ENSG00000214518.4|chr17	0	0	0	0	0	0
KRTAP2-3|ENSG00000212724.3|chr17	0	0	0	0	0	0
KRTAP2-4|ENSG00000213417.3|chr17	0	0	0	0	0	0
KRTAP4-7|ENSG00000240871.7|chr17	0	0	0	0	0	0
KRTAP4-8|ENSG00000204880.9|chr17	0	0	0	0	0	0
KRTAP4-9|ENSG00000212722.9|chr17	0	0	0	0	0	0
KRTAP4-11|ENSG00000212721.4|chr17	0	0	0	0	0	0
KRTAP4-12|ENSG00000213416.4|chr17	0	0	0	0	0	0
KRTAP4-6|ENSG00000198090.4|chr17	0	0	0	0	0	0
KRTAP4-5|ENSG00000198271.5|chr17	0	0	0	0	0	0
KRTAP4-4|ENSG00000171396.12|chr17	0	0	0	0	0	0
KRTAP4-3|ENSG00000196156.5|chr17	0	0	0	0	0	0
