rownames(nonTcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
PTPRT|ENSG00000196090.13|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SRSF6|ENSG00000124193.16|chr20	1360	865	1163	1493	1310	1177	0.346755697879021	0.61033610875849	7015	0.163666599450212	0.173946710999101	2375.95175784715	0.940900799504386
ENSG00000288000|ENSG00000288000.1|chr20	0	3	4	0	0	0	0.864353486868248	1	12512.5	-0.378024396081876	2.21280380369874	2.5898686585404	-0.170835026336272
L3MBTL1|ENSG00000185513.17|chr20	0	3	4	0	0	0	0.864353486868248	1	12512.5	-0.378024396081876	2.21280380369874	2.5898686585404	-0.170835026336272
SGK2|ENSG00000101049.18|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
IFT52|ENSG00000101052.13|chr20	105	108	92	58	62	120	0.0254309713285592	0.126213851146329	2237	-0.738757941426515	0.330571149504794	205.524109821981	-2.23479254778645
MYBL2|ENSG00000101057.16|chr20	493	135	464	432	174	208	0.00314003360232776	0.0294440673011194	1148	-0.745212007430146	0.252298997684586	2991.94445038374	-2.95368596097945
GTSF1L|ENSG00000124196.6|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TOX2|ENSG00000124191.18|chr20	204	97	156	92	105	150	0.154231268210637	0.388113634448029	4674	0.446712725826304	0.313538981929326	181.274804570901	1.42474381678957
OSER1|ENSG00000132823.11|chr20	521	446	405	442	571	475	0.000514123786458177	0.00813082931538932	675	1.08707378425853	0.312981202757544	152.383028237567	3.4732877715364
GDAP1L1|ENSG00000124194.17|chr20	0	0	0	0	0	0	0.353495642927273	1	7106.5	3.66109889311244	3.94587155549471	1.14441987712481	0.927830224989022
FITM2|ENSG00000197296.6|chr20	120	84	97	88	102	159	0.0295126169800461	0.138075000075885	2383	-0.888575019578618	0.408245429287024	107.123775682828	-2.17657065047969
R3HDML|ENSG00000101074.5|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
HNF4A|ENSG00000101076.20|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TTPAL|ENSG00000124120.11|chr20	239	187	317	245	338	216	0.8524602682085	0.938884751172339	12398	0.0510820359891107	0.2746638022011	183.949922607985	0.185980225933485
SERINC3|ENSG00000132824.14|chr20	245	232	299	169	381	241	0.41346461808288	0.6714285200316	7800	-0.134642812191155	0.16463787923176	970.675790228134	-0.817811871845236
PKIG|ENSG00000168734.14|chr20	47	23	43	14	47	30	0.921478987141027	0.967884961001821	13006	-0.0311559843075863	0.316076943399774	135.986135782731	-0.0985708858497161
ADA|ENSG00000196839.14|chr20	34	2	16	7	3	24	0.0256687887288483	0.126977817633463	2245	-0.735639239269761	0.329707666079536	148.554004616989	-2.23118633551063
CCN5|ENSG00000064205.11|chr20	0	0	0	0	0	0	0.498808008248474	1	8714	-2.69184202248623	3.97985735966791	0.604444629469293	-0.676366457191532
KCNK15|ENSG00000124249.7|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RIMS4|ENSG00000101098.13|chr20	85	66	82	57	60	72	0.0502931105540532	0.192683930591895	2935	-0.738155894700503	0.377098348246715	88.9089131478198	-1.95746255090348
YWHAB|ENSG00000166913.13|chr20	5080	4592	5277	3907	5736	4822	0.625658144400094	0.818400709617121	10085	-0.0590704151118182	0.121083869723315	16462.6562895861	-0.487847103390388
TOMM34|ENSG00000025772.8|chr20	390	283	380	267	319	336	0.924123781535503	0.969450943130759	13024	0.0158807999012882	0.166744143944802	1023.17503902886	0.0952405255476035
STK4|ENSG00000101109.13|chr20	376	251	400	246	417	306	0.00103780921435716	0.0134268943044303	826	0.649705967139661	0.198076792659217	395.299546117147	3.28007111997948
KCNS1|ENSG00000124134.9|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC5|ENSG00000175121.12|chr20	0	0	0	0	0	0	0.819760673018696	1	12084.5	-0.929747190088228	4.0804728567969	0.145228390987848	-0.227852805965744
WFDC12|ENSG00000168703.5|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SLPI|ENSG00000124107.5|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MATN4|ENSG00000124159.17|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RBPJL|ENSG00000124232.11|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SDC4|ENSG00000124145.6|chr20	191	122	189	137	157	152	0.464814064943063	0.71159498946067	8368	0.288661409285475	0.394916526778428	116.071771679093	0.730942844150535
SYS1|ENSG00000204070.10|chr20	318	231	255	182	334	267	0.64491744318644	0.829077953480396	10282	0.121765416355617	0.264228159016952	184.118306729679	0.460834366816311
TP53TG5|ENSG00000124251.11|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DBNDD2|ENSG00000244274.9|chr20	750	402	717	355	352	338	0.085428274149666	0.27056915459062	3605	-0.328649235383302	0.191072589929793	1167.39797221373	-1.72002292690993
PIGT|ENSG00000124155.19|chr20	120	82	141	99	165	165	0.25205038249145	0.51463860336144	5929	-0.203205662930883	0.177412792575033	1359.6089541229	-1.14538337389026
SPINT3|ENSG00000101446.8|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC6|ENSG00000243543.9|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
EPPIN-WFDC6|ENSG00000249139.2|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
EPPIN|ENSG00000101448.14|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC8|ENSG00000158901.12|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC9|ENSG00000180205.4|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC10A|ENSG00000180305.5|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC11|ENSG00000180083.11|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC10B|ENSG00000182931.10|chr20	0	0	0	0	0	0	0.63047879351527	1	10134	1.94059326373692	4.03405248854704	0.346760787285888	0.481053052543665
SPINT4|ENSG00000149651.4|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
WFDC3|ENSG00000124116.19|chr20	0	0	1	0	0	0	0.88923786984721	1	12709	0.281204671706462	2.01915284954248	3.63642105120521	0.139268640197388
DNTTIP1|ENSG00000101457.13|chr20	475	406	469	433	457	369	0.0199841684097795	0.107216328339253	2042	0.490689084480535	0.2108998530216	758.518060627085	2.3266449807828
UBE2C|ENSG00000175063.17|chr20	1222	701	1186	504	626	478	0.918677676920302	0.966454352884486	12987	-0.0167619425908345	0.164172579247006	1059.49384803803	-0.102099526411261
TNNC2|ENSG00000101470.10|chr20	0	0	4	2	0	0	0.777113395175551	1	11569	-0.408911639861614	1.4444950188491	6.46150271621466	-0.283082762159619
SNX21|ENSG00000124104.19|chr20	30	25	25	7	24	7	0.851026116433692	0.938408726088075	12381	-0.179883276211917	0.957797303554834	15.7709192631192	-0.187809336635513
ACOT8|ENSG00000101473.17|chr20	35	1	51	62	18	28	0.00394094630514229	0.0345967415487056	1226	-0.694021221987694	0.240741329018936	309.665355520191	-2.88285033905875
ZSWIM3|ENSG00000132801.7|chr20	40	39	27	48	82	49	0.11685162314794	1	4134	2.47927672411974	1.58104387092005	6.972219934771	1.56812645728608
ZSWIM1|ENSG00000168612.5|chr20	333	104	219	165	111	135	0.907869851819293	0.961996772742004	12890	-0.0659984686410592	0.570300348413074	50.6258143011199	-0.115725808032044
SPATA25|ENSG00000149634.5|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
NEURL2|ENSG00000124257.7|chr20	0	0	9	0	16	10	0.341110343372131	0.605423779440704	6952	0.804601306497327	0.845192829569522	15.0931362325567	0.951973654233592
CTSA|ENSG00000064601.21|chr20	84	33	43	82	43	42	0.16006039407372	0.397841880273313	4745	-0.363677816160053	0.258869655080651	380.818664534424	-1.40486846960394
PLTP|ENSG00000100979.15|chr20	3	0	3	0	0	0	0.466246393812335	1	8383	0.789185336094562	1.08315311993056	8.63376840707421	0.728599974992598
PCIF1|ENSG00000100982.12|chr20	19	12	10	3	8	17	0.860167746423003	0.941953022023371	12472	0.127880140042739	0.725929153239535	23.263540814542	0.176160634232777
ZNF335|ENSG00000198026.8|chr20	118	92	183	113	180	137	0.669901775178785	0.843126168166576	10523	-0.112550534968896	0.264027846702637	246.67562736829	-0.426282819689308
MMP9|ENSG00000100985.7|chr20	5	2	5	0	5	1	0.493252643733205	0.732413819085908	8646	0.567437416662532	0.828200894701949	15.0301045984388	0.685144655472438
SLC12A5|ENSG00000124140.15|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
NCOA5|ENSG00000124160.12|chr20	302	141	227	178	391	281	2.55693758440684e-05	0.000916988521389021	297	1.6253379974535	0.386092229194014	80.6552604757612	4.2097143494612
CD40|ENSG00000101017.15|chr20	0	0	0	0	0	0	0.199425875543638	1	5259	2.91968018499797	2.27533140371721	4.99138749178106	1.2831889808351
CDH22|ENSG00000149654.11|chr20	1	0	0	0	0	0	0.928104302760567	1	13072.5	-0.300241777581933	3.32750949754076	1.15730789704881	-0.0902301789983863
SLC35C2|ENSG00000080189.15|chr20	295	110	245	212	106	167	0.0565015519553515	0.207628438165907	3067	-0.38948194097167	0.204222294892375	549.33951006395	-1.90714701926608
ELMO2|ENSG00000062598.18|chr20	59	64	86	35	133	129	0.388925183174503	0.649177808565573	7523	-0.454987149466053	0.528091863094554	44.9216821809806	-0.861568187776808
ZNF334|ENSG00000198185.12|chr20	75	46	47	74	109	86	0.425444594436265	0.681174210130956	7924	0.515125122201557	0.646321152812887	29.9932377731668	0.797011083359496
OCSTAMP|ENSG00000149635.3|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SLC13A3|ENSG00000158296.14|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TP53RK|ENSG00000172315.6|chr20	366	306	408	261	485	369	0.000624623327766617	0.00929827159862213	716	1.07721089511619	0.314910349449957	141.913165323453	3.42069067275089
SLC2A10|ENSG00000197496.6|chr20	0	0	0	0	3	0	0.24970555501233	1	5889	4.11490583175199	3.57486879365664	1.56042354278649	1.15106485559795
EYA2|ENSG00000064655.19|chr20	30	21	23	7	29	14	0.0102472054451332	0.0679045584094008	1639	1.31220181006265	0.511106626681046	60.8872699724964	2.56737389335694
ZMYND8|ENSG00000101040.20|chr20	633	412	592	478	753	655	0.271351359471142	0.537427851393686	6140	0.356625804330995	0.324218290124559	166.817770140342	1.09995584824652
NCOA3|ENSG00000124151.19|chr20	108	97	118	111	62	98	0.570586174165769	0.783557685518467	9515	0.275653179305186	0.485999306752777	58.2746734492462	0.567188420796264
SULF2|ENSG00000196562.16|chr20	32	58	53	20	40	35	0.856233990340178	0.940320918315907	12431	0.0706246198791797	0.389824721691931	109.762662233252	0.181170192523071
PREX1|ENSG00000124126.14|chr20	38	17	35	34	14	39	0.293036229155095	0.561679346191294	6376	-0.628412728902418	0.597643488848226	32.5990920378544	-1.05148427219293
ARFGEF2|ENSG00000124198.10|chr20	93	60	104	65	105	69	0.312400446810029	0.579899337130001	6605	0.534701903969357	0.529304071563827	70.4429115307885	1.01019798013188
CSE1L|ENSG00000124207.17|chr20	844	513	679	531	848	564	0.131477279131584	0.351787886705269	4354	0.226259139863718	0.150009186496535	2996.70209375844	1.5083018923574
STAU1|ENSG00000124214.21|chr20	810	551	904	445	685	602	0.138095071277171	0.361923169738536	4452	-0.21750159349026	0.146670936168147	1404.70817917709	-1.48292224194241
DDX27|ENSG00000124228.15|chr20	314	274	274	430	405	303	0.00840685494780662	0.0588757667065162	1549	0.433917634358913	0.164657290367331	1044.50769136873	2.63527738972805
ZNFX1|ENSG00000124201.15|chr20	63	42	134	40	24	56	0.644406301328679	0.829077953480396	10275	-0.57564738836073	1.24721328107264	12.4613237721314	-0.461546871811416
KCNB1|ENSG00000158445.10|chr20	7	1	8	1	14	1	0.353495642927273	1	7106.5	3.66109889311244	3.94587155549471	1.14441987712481	0.927830224989022
PTGIS|ENSG00000124212.6|chr20	0	0	0	0	0	0	0.219141102901392	1	5522.5	4.24692475954095	3.45611347817056	1.71662981568721	1.22881519555573
B4GALT5|ENSG00000158470.5|chr20	667	543	718	215	325	243	0.00220875440549235	0.0226782574424389	1045	-1.18550693366327	0.387341435428959	91.7478072344524	-3.060625136452
SLC9A8|ENSG00000197818.12|chr20	9	14	11	5	10	21	0.975068800721511	0.991463578261986	13471	-0.0180591785987229	0.577862078472625	34.162093359355	-0.031251710869237
SPATA2|ENSG00000158480.11|chr20	227	160	148	145	156	131	0.642673845008828	0.828635337841128	10257	-0.440080504167442	0.948523830073926	13.2554071364133	-0.463963571830497
RNF114|ENSG00000124226.11|chr20	697	537	482	373	655	489	0.00176353353874391	0.0195481972067953	964	0.549586542257331	0.175732126656615	686.483094735166	3.12741075131491
SNAI1|ENSG00000124216.4|chr20	16	16	15	18	15	20	0.123672577924667	1	4221	-3.14108145099724	2.0402730240788	3.36843734274691	-1.53953976449572
UBE2V1|ENSG00000244687.13|chr20	637	486	647	349	423	448	0.0179108237394756	0.0995191863363835	1970.5	-0.393067384612253	0.166029398593171	1388.51205858337	-2.36745653446233
PEDS1-UBE2V1|ENSG00000124208.16|chr20	637	486	647	349	423	448	0.0179108237394756	0.0995191863363835	1970.5	-0.393067384612253	0.166029398593171	1388.51205858337	-2.36745653446233
PEDS1|ENSG00000240849.11|chr20	218	187	290	80	183	101	0.387792811448514	0.648115556799441	7516	-0.232872322512485	0.269644551240823	251.313305103905	-0.86362702840045
CEBPB|ENSG00000172216.6|chr20	285	133	318	719	1263	1157	0.00140936379302511	0.0165561183491064	909	1.44358587374862	0.45214830858119	56.8753766400597	3.19272647127331
PTPN1|ENSG00000196396.10|chr20	818	857	1082	550	726	654	0.309485827519236	0.57736902706325	6567	0.168021627594223	0.165326554334825	1200.82938108799	1.01630151472182
RIPOR3|ENSG00000042062.13|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PARD6B|ENSG00000124171.9|chr20	408	243	323	216	421	291	0.536368656356728	0.763297573975353	9141	-0.443389225440029	0.717094439847523	26.4087348152211	-0.618313573222388
BCAS4|ENSG00000124243.19|chr20	41	6	36	33	16	32	0.989466463340411	0.996804206650979	13605	0.00441086159240514	0.334100145503823	146.493280733939	0.0132022139222764
ADNP|ENSG00000101126.18|chr20	617	464	519	497	713	505	0.00575594840081868	0.0450443347526401	1382	0.758422854317035	0.274654589577067	177.08508745527	2.76136967339563
DPM1|ENSG00000000419.14|chr20	384	210	301	330	701	502	0.0985841569963352	0.296673995907379	3815	0.366602700263113	0.221947153722932	749.096860259787	1.65175670926045
MOCS3|ENSG00000124217.5|chr20	262	145	231	163	169	180	0.789412507289387	0.908735041585988	11678	0.114304930860341	0.427990405745476	80.5287522776973	0.267073582318379
KCNG1|ENSG00000026559.14|chr20	1	11	3	7	15	2	0.785572699270847	1	11646	0.337243792852566	1.2395745667713	8.9652842871155	0.272064143531904
ATP9A|ENSG00000054793.14|chr20	72	52	122	54	82	101	0.0075457885533807	0.0547263350524448	1495	-0.595768251668944	0.222988410917325	372.087637664243	-2.67174535760888
SALL4|ENSG00000101115.13|chr20	0	0	0	0	0	0	0.985906649426823	1	13558	-0.0694450666518796	3.93137634791029	0.863854316288084	-0.0176643140992576
ZFP64|ENSG00000020256.20|chr20	199	117	204	84	116	101	0.0506565473414966	0.193425865092071	2945	1.05501330152502	0.539820535449449	46.8270698134955	1.95437785753487
BCAS1|ENSG00000064787.14|chr20	0	0	0	0	0	0	0.227227725656995	1	5618.5	3.99084302263399	3.30496121679854	1.42675939731436	1.20753096960692
PFDN4|ENSG00000101132.10|chr20	811	728	839	490	746	587	0.0379727371834383	0.162045559080029	2621	-0.312698564950349	0.150687290662438	1769.13667635293	-2.07514889660363
DOK5|ENSG00000101134.12|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CBLN4|ENSG00000054803.4|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM210B|ENSG00000124098.10|chr20	398	234	276	166	191	165	4.64058026875142e-05	0.00138902792451102	356	-0.703887881088598	0.17281684442268	1051.50641989409	-4.07302820185173
AURKA|ENSG00000087586.18|chr20	674	429	633	153	329	360	0.00383582190271492	0.0338421056462675	1220	0.536321913618753	0.185491423332063	573.773011879107	2.89135693707325
CSTF1|ENSG00000101138.12|chr20	441	342	463	403	486	377	0.00611636728368715	0.0469630635782239	1408	1.05522269019811	0.38491030655667	84.2862366614288	2.74147683817023
CASS4|ENSG00000087589.17|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RTF2|ENSG00000022277.13|chr20	455	285	321	382	357	232	0.131251806980606	0.351489086816117	4349	-0.215762006350998	0.14296601888353	1892.3132301925	-1.50918384687463
GCNT7|ENSG00000124091.10|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FAM209A|ENSG00000124103.10|chr20	0	0	0	0	0	1	0.102654070840597	1	3888	4.6395069922813	2.84262500523816	2.25412724916057	1.63212065739659
FAM209B|ENSG00000213714.1|chr20	0	0	5	0	5	0	0.00427557037902728	1	1256	5.6957107237321	1.99354208136343	4.67428612558309	2.85708075940723
TFAP2C|ENSG00000087510.7|chr20	60	80	94	10	162	115	0.0721692957204584	0.241556703258454	3384	1.45730823613786	0.810494322033472	38.2952831725616	1.79804866798027
BMP7|ENSG00000101144.13|chr20	542	513	469	194	359	229	0.107129437887835	0.311926480329442	3970	-0.344824365431719	0.214013024135885	508.464339529248	-1.61123075020321
SPO11|ENSG00000054796.13|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RAE1|ENSG00000101146.13|chr20	745	503	809	441	688	697	8.63308831449472e-08	9.24002058387738e-06	99	0.794542505197591	0.148419117028566	1229.09693253915	5.35337038182667
RBM38|ENSG00000132819.17|chr20	582	537	599	181	453	351	0.181042548379501	0.427978339352551	5017	0.349709898407732	0.261455196346609	238.363120049232	1.3375519144172
HMGB1P1|ENSG00000124097.8|chr20	173	108	194	186	265	132	0.0819148322907218	0.263221156391295	3546	0.453183347474546	0.260497774322457	279.134293895793	1.73968222436163
CTCFL|ENSG00000124092.13|chr20	0	0	0	0	0	0	0.314981487013597	1	6635.5	-3.83570757765361	3.81729202427652	1.30705551889063	-1.00482424537079
PCK1|ENSG00000124253.11|chr20	0	3	0	0	7	0	0.557431720659029	1	9352	1.05238374687854	1.79385469365017	7.34412022542093	0.586660530868937
ZBP1|ENSG00000124256.15|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PMEPA1|ENSG00000124225.16|chr20	178	199	271	163	275	285	0.648901639814671	0.830807367747252	10325	0.18435771884103	0.404924977879722	83.9619168834393	0.455288581619165
C20orf85|ENSG00000124237.6|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ANKRD60|ENSG00000124227.6|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RAB22A|ENSG00000124209.4|chr20	232	206	169	95	159	113	0.323900345090509	0.591120919148989	6742	-0.396998104822307	0.402441343754838	106.346464067985	-0.986474453937201
VAPB|ENSG00000124164.16|chr20	399	566	488	345	611	426	0.000887966413887857	0.0120781670366569	785	0.579225638307186	0.174265563352361	738.681004526758	3.32381009285239
APCDD1L|ENSG00000198768.11|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
STX16|ENSG00000124222.22|chr20	413	390	452	240	344	333	0.0625074575720362	0.220393218742928	3204	0.303970825611295	0.163190138228457	905.557460103154	1.86267889047163
NPEPL1|ENSG00000215440.12|chr20	0	0	0	0	0	2	0.0614354715572545	1	3181	2.61530726343244	1.39829961925792	6.45519913145355	1.87034826257078
GNAS|ENSG00000087460.29|chr20	987	563	1271	684	976	795	0.00333402280553737	0.0306927069048428	1169	-0.45346776145472	0.154496374300518	10169.3215165858	-2.9351352969142
NELFCD|ENSG00000101158.15|chr20	304	180	287	183	186	151	0.0665967616683136	0.230228574895126	3274	-0.32342951356865	0.176314890921449	1311.64954127705	-1.83438569413144
CTSZ|ENSG00000101160.15|chr20	0	0	0	2	1	0	0.129399687435364	0.348353426845813	4327	1.73161016365112	1.14186648151501	15.1827156570833	1.51647341583549
TUBB1|ENSG00000101162.4|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PRELID3B|ENSG00000101166.16|chr20	467	419	479	369	419	316	0.614196122696896	0.811879006499041	9981	-0.102588089475261	0.203510299806311	711.614801841445	-0.504092861997149
ZNF831|ENSG00000124203.7|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
EDN3|ENSG00000124205.18|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PHACTR3|ENSG00000087495.17|chr20	13	4	40	0	8	2	0.655912382455989	1	10392	0.933300518002045	2.09465080037466	4.7404897927817	0.445563775038356
SYCP2|ENSG00000196074.13|chr20	0	0	0	0	0	0	0.161106952317779	1	4758	-4.26752135605092	3.04527494793983	1.76205152535372	-1.40135831049934
FAM217B|ENSG00000196227.11|chr20	770	627	706	518	612	396	0.546474449377511	0.769903372637163	9243	-0.1323052333305	0.219392937236974	318.738294981855	-0.603051470100846
PPP1R3D|ENSG00000132825.7|chr20	168	99	126	64	123	148	0.413621736031372	0.671494788984081	7802	-0.643372889468416	0.786965064584109	17.8752177760268	-0.817536785839944
CDH26|ENSG00000124215.17|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CDH4|ENSG00000179242.16|chr20	1	3	6	0	5	8	0.250244659786169	1	5899	1.24676884670414	1.08437753500221	10.1917646183626	1.14975532640632
TAF4|ENSG00000130699.20|chr20	0	0	0	0	1	0	1	1	16610.5	NA	NA	0	NA
PSMA7|ENSG00000101182.15|chr20	1173	1191	1230	493	1010	774	0.0143700173430874	0.0861108782597623	1820	-0.340962452411666	0.139288970662943	5303.80099583494	-2.44787832653844
SS18L1|ENSG00000184402.15|chr20	76	35	86	51	59	46	0.468764511945951	0.715293944508061	8400	0.554988796113542	0.766039878473197	30.1572723594368	0.724490736983167
MTG2|ENSG00000101181.18|chr20	428	273	510	454	434	311	0.0550646159477766	0.203652590081201	3044	0.421365516112445	0.219648133214153	303.162662208614	1.91836602454354
HRH3|ENSG00000101180.17|chr20	0	0	3	0	0	0	0.0863970460585404	1	3627	4.98466368105699	2.90698839903999	2.86104969281202	1.71471743151886
OSBPL2|ENSG00000130703.17|chr20	56	108	81	45	153	85	0.327795323945078	0.594237682210786	6791	0.386763273627041	0.395235436236306	103.660022286397	0.978564263645125
ADRM1|ENSG00000130706.13|chr20	827	463	800	526	566	555	0.0179216275415786	0.0995211335698608	1972	0.403691113192893	0.170532874402724	1717.06837611781	2.36723338304585
LAMA5|ENSG00000130702.15|chr20	35	40	24	16	30	12	2.35984160239396e-05	0.000865220817265272	291	-2.93952352644326	0.695283923092148	37.4334258308809	-4.22780310145856
RPS21|ENSG00000171858.18|chr20	2106	1695	2015	1180	1407	1293	0.580655861706143	0.791131478801375	9644	-0.0778068298982003	0.140845460356096	5128.3036017574	-0.55242696286755
CABLES2|ENSG00000149679.12|chr20	79	56	108	56	26	41	0.190914414904089	0.441040918235103	5159	-0.389824681729042	0.298058716294344	150.279650953845	-1.30787881856163
RBBP8NL|ENSG00000130701.4|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GATA5|ENSG00000130700.7|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SLCO4A1|ENSG00000101187.16|chr20	112	131	159	63	102	64	0.163509772271952	0.403199801487924	4794	0.517848797849236	0.371653659693069	95.1462798788771	1.39336391380325
NTSR1|ENSG00000101188.5|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MRGBP|ENSG00000101189.7|chr20	255	215	260	132	162	125	0.980274869654024	0.993665435949217	13516	-0.00621760824178725	0.251477589826617	288.421377569582	-0.0247243034501565
OGFR|ENSG00000060491.17|chr20	126	48	150	83	39	43	0.104202838019923	0.30695948614376	3916	0.734733175907729	0.452196088759859	100.269036453124	1.62481099277688
COL9A3|ENSG00000092758.18|chr20	18	4	10	24	4	18	0.379781998033661	0.640297324980778	7431	0.57571182786584	0.655485723802588	25.0203606601635	0.878298042138941
TCFL5|ENSG00000101190.13|chr20	14	51	29	19	32	4	0.367581027226765	0.630036972580848	7270	-0.486318176520293	0.539745586623183	43.1514967160661	-0.901013715670845
DIDO1|ENSG00000101191.17|chr20	31	11	30	0	29	23	0.730982065569138	1	11163	-0.439760033528069	1.27904347060856	8.43786149343994	-0.343819458551189
GID8|ENSG00000101193.8|chr20	756	515	798	448	499	452	0.331340129261243	0.597108234698187	6832	-0.183870201128906	0.189280192631062	820.412512151391	-0.971418079055416
SLC17A9|ENSG00000101194.18|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
BHLHE23|ENSG00000125533.6|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
YTHDF1|ENSG00000149658.18|chr20	1027	774	1130	789	901	836	0.368908005939835	0.631040215529594	7285	-0.206681159375283	0.23002381099805	266.748335514698	-0.898520716088104
NKAIN4|ENSG00000101198.15|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ARFGAP1|ENSG00000101199.13|chr20	63	36	34	32	59	69	0.00226080229571688	0.023034097235977	1054	0.721602823620507	0.23630876288986	320.163398213749	3.05364394784139
CHRNA4|ENSG00000101204.18|chr20	0	0	5	0	0	0	1	1	16610.5	NA	NA	0	NA
KCNQ2|ENSG00000075043.20|chr20	0	0	0	0	0	1	0.724453441816676	1	11103	0.589909688360258	1.67344012983795	7.62288712947816	0.3525131720233
EEF1A2|ENSG00000101210.13|chr20	69	7	29	24	44	43	0.48370790622407	0.726590788835318	8545	-0.182782417540015	0.260986740032828	534.972219607555	-0.700351356996237
PPDPF|ENSG00000125534.10|chr20	540	341	569	380	338	322	0.00192292098757759	0.0206894770753718	995	-0.694355113425034	0.223849345004193	2365.14115056508	-3.10188583938911
PTK6|ENSG00000101213.7|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SRMS|ENSG00000125508.4|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FNDC11|ENSG00000125531.7|chr20	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
HELZ2|ENSG00000130589.16|chr20	48	6	34	74	25	34	0.320364807381915	0.587501817067976	6695	-0.652485855439355	0.656616966524978	25.0074788036451	-0.993708491713997
GMEB2|ENSG00000101216.11|chr20	288	256	350	282	237	295	0.916992194694373	0.966330113871862	12969	0.0432973953390674	0.415429389686361	86.5711466468599	0.104223236039597
STMN3|ENSG00000197457.10|chr20	125	149	125	81	95	124	0.067857509220848	0.233242908023866	3295	-0.306587881580699	0.167905783029792	922.294274063715	-1.82595188830571
RTEL1|ENSG00000258366.12|chr20	2	1	8	0	10	2	0.210658951951945	0.465514547420816	5416	-0.899786089206096	0.718819333311495	26.4367807273598	-1.25175554900689
TNFRSF6B|ENSG00000243509.6|chr20	22	15	11	0	41	5	0.837224293707029	1	12250	0.26846471904374	1.30674600190368	9.57911203528645	0.205445219386658
ARFRP1|ENSG00000101246.20|chr20	99	23	71	180	40	61	0.0177226872097582	0.0988886749207994	1963	0.864814138288017	0.3646909743312	141.625894163797	2.37136150647541
