rownames(nonTcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
STARD3|ENSG00000131748.16|chr17	228	319	193	140	122	134	0.332851240491996	0.613563924812385	6880	-0.213065055169237	0.220020615816042	330.781436677317	-0.968386777661684
TCAP|ENSG00000173991.6|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PNMT|ENSG00000141744.4|chr17	0	3	0	15	0	0	0.940752411276713	0.97680608197244	12838	-0.0952784894985235	1.28193069121243	15.0258863809702	-0.0743242128078005
PGAP3|ENSG00000161395.14|chr17	15	27	8	13	14	0	0.231666813642672	0.505780529483501	5614	0.769228849967709	0.643126944901792	90.8069864084688	1.1960762273538
ERBB2|ENSG00000141736.14|chr17	25	51	14	44	52	45	0.0219100922361818	0.117991063380467	2122	-1.27373358418536	0.555748878348126	73.3722682656455	-2.29192290584792
MIEN1|ENSG00000141741.12|chr17	542	603	437	435	281	246	0.0350527922236837	0.161405548557671	2499	-0.285423860774089	0.135416501230906	963.709931490529	-2.10774800840112
GRB7|ENSG00000141738.14|chr17	0	0	2	0	0	0	1	1	16415.5	NA	NA	0	NA
IKZF3|ENSG00000161405.17|chr17	9	35	18	15	0	0	0.0134928511608089	0.0853892858296518	1795	2.33447544973991	0.944944728572835	32.993405486406	2.47048888591156
ZPBP2|ENSG00000186075.13|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GSDMB|ENSG00000073605.19|chr17	0	0	0	0	0	0	0.435643089846512	1	8045	2.51103088853613	3.22103954809762	2.12842823537855	0.779571579622228
ORMDL3|ENSG00000172057.10|chr17	221	232	127	144	144	69	0.373483107109345	0.650324599686815	7354	0.278169835544757	0.312561640195679	219.907794779927	0.88996792879193
LRRC3C|ENSG00000204913.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GSDMA|ENSG00000167914.12|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PSMD3|ENSG00000108344.15|chr17	243	298	233	254	219	118	0.0418168234465681	0.18195708209205	2664	0.298848099925361	0.146829678655617	1369.90614065251	2.03533851372309
CSF3|ENSG00000108342.13|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MED24|ENSG00000008838.21|chr17	106	155	107	52	99	19	0.0984520622097932	0.309431403538415	3799	-0.276275011106951	0.167195722754508	731.070775888476	-1.65240477779808
THRA|ENSG00000126351.13|chr17	77	153	123	104	53	37	0.847874022733713	0.939967387814485	11924	0.0931524233737478	0.485594472882703	119.102489822675	0.191831720861141
NR1D1|ENSG00000126368.6|chr17	10	39	9	19	63	28	0.461341877641876	0.71834163489632	8313	1.16306262750721	1.57887722440614	8.38306918963947	0.736639055607805
MSL1|ENSG00000188895.12|chr17	364	434	366	278	294	158	0.0157104111216447	0.095162849156229	1879	0.932911350784353	0.386206832654392	136.043124848382	2.41557443293396
RAPGEFL1|ENSG00000108352.13|chr17	0	0	0	8	0	0	0.0169353406043246	1	1934	-5.57350131670827	2.33385597314722	4.66968057125536	-2.38810851262273
WIPF2|ENSG00000171475.14|chr17	385	442	335	212	231	268	0.00129171611203709	0.0165062344757372	885	0.992745182206296	0.308515415075791	266.958461672032	3.21781387151243
CDC6|ENSG00000094804.12|chr17	310	398	206	517	575	418	9.18460003067905e-08	5.96946216936491e-06	174	1.55142315984484	0.290411262285674	276.890788029648	5.34215907342713
RARA|ENSG00000131759.18|chr17	76	84	44	209	47	104	0.201046231792225	0.464335289783956	5266	1.75514357658226	1.37273255415877	14.7542104712845	1.27857649420854
GJD3|ENSG00000183153.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TOP2A|ENSG00000131747.15|chr17	495	457	336	225	212	238	0.0396615571798183	0.175757268866209	2608	0.23944756632695	0.116391691442281	1321.24031075602	2.05725652200607
IGFBP4|ENSG00000141753.7|chr17	0	0	1	0	0	0	0.18782028983468	0.448136793733027	5092	2.04381289794679	1.55180562926501	7.95756844871857	1.31705470028152
TNS4|ENSG00000131746.13|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CCR7|ENSG00000126353.3|chr17	0	0	0	0	0	0	0.386307137518753	1	7512	-3.41798875245668	3.94534850742621	1.04181978239319	-0.866333796880835
SMARCE1|ENSG00000073584.20|chr17	364	511	341	330	264	243	0.249968883513767	0.527518555725101	5843	-0.187187688677772	0.162711775841263	966.198214301847	-1.15042496285202
KRT222|ENSG00000213424.9|chr17	19	17	3	3	0	0	0.375974648333541	0.652031482595309	7389	1.03637779107778	1.17060197963263	35.6733907757068	0.885337466628092
KRT24|ENSG00000167916.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT25|ENSG00000204897.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT26|ENSG00000186393.6|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT27|ENSG00000171446.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT28|ENSG00000173908.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT10|ENSG00000186395.9|chr17	817	899	537	764	609	630	0.789646823817906	0.912446707934678	11453	0.0393836789536925	0.147631998417836	825.381479356583	0.266769259887865
KRT12|ENSG00000187242.6|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT20|ENSG00000171431.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT23|ENSG00000108244.17|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT39|ENSG00000196859.8|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT40|ENSG00000204889.11|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP3-3|ENSG00000212899.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP3-2|ENSG00000212900.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP3-1|ENSG00000212901.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP1-5|ENSG00000221852.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP1-4|ENSG00000204887.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP1-3|ENSG00000221880.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP1-1|ENSG00000188581.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP2-1|ENSG00000212725.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP2-2|ENSG00000214518.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP2-3|ENSG00000212724.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP2-4|ENSG00000213417.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-7|ENSG00000240871.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-8|ENSG00000204880.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-9|ENSG00000212722.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-11|ENSG00000212721.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-12|ENSG00000213416.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-6|ENSG00000198090.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-5|ENSG00000198271.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-4|ENSG00000171396.12|chr17	0	2	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-3|ENSG00000196156.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-2|ENSG00000244537.3|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP4-1|ENSG00000198443.8|chr17	4	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP9-2|ENSG00000239886.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP9-3|ENSG00000204873.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP9-8|ENSG00000187272.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP9-4|ENSG00000241595.2|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP9-9|ENSG00000198083.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRTAP17-1|ENSG00000186860.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT33A|ENSG00000006059.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT33B|ENSG00000131738.11|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT34|ENSG00000131737.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT31|ENSG00000094796.5|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT37|ENSG00000108417.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT38|ENSG00000171360.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT32|ENSG00000108759.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT35|ENSG00000197079.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT36|ENSG00000126337.14|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT13|ENSG00000171401.15|chr17	1	0	0	0	0	0	0.0912551715742435	1	3674	5.16664068647182	3.05933166534702	2.99750249848885	1.68881352257235
KRT15|ENSG00000171346.16|chr17	2	0	0	0	0	0	0.284162365521084	1	6311	-4.09616968583755	3.82456545173179	1.67382223179193	-1.07101571081305
KRT19|ENSG00000171345.13|chr17	195	272	151	153	191	151	0.00534275751216005	0.0461936121597997	1308	0.434871450171518	0.156113702780886	872.683175266822	2.78560717236899
KRT14|ENSG00000186847.6|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT16|ENSG00000186832.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KRT17|ENSG00000128422.18|chr17	4	4	0	36	0	15	0.599100645745913	0.814526232596842	9627	-0.593429902889304	1.12884985988678	24.9201935410861	-0.5256942698729
EIF1|ENSG00000173812.11|chr17	3130	3210	2564	3227	2857	2413	0.269755441316766	0.548817322775509	6122	0.0881359895987336	0.0798603836347061	3479.39081992998	1.10362592298431
GAST|ENSG00000184502.4|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HAP1|ENSG00000173805.16|chr17	0	0	0	13	0	0	0.00789274439706806	0.0597450109681678	1494	3.61920874389326	1.36233388397864	12.6024360859132	2.65662389114446
JUP|ENSG00000173801.17|chr17	56	202	83	42	52	14	0.752997216496476	0.896195066444816	11103	0.0569476193916674	0.180964320496676	515.841957698755	0.314689764453946
P3H4|ENSG00000141696.13|chr17	443	559	422	322	312	162	2.54213945350079e-16	7.01196465357083e-14	41	-1.17817788164465	0.143798173956589	1250.69241978181	-8.19327429011945
FKBP10|ENSG00000141756.19|chr17	2	1	0	8	0	1	0.174870828118715	0.429729290568133	4933	0.684773521881085	0.504727966681172	70.3272043298417	1.35671800868059
NT5C3B|ENSG00000141698.17|chr17	334	339	237	275	170	150	0.0118287528427788	0.0781887930711444	1715	-0.324853472185736	0.129052869922304	1549.93936622226	-2.51721230516852
KLHL10|ENSG00000161594.7|chr17	0	0	4	0	0	0	0.66817348339824	1	10292.5	-1.72742752347523	4.02986767370092	0.327767392303941	-0.4286561404357
KLHL11|ENSG00000178502.6|chr17	170	260	181	173	69	130	0.122375827794146	0.352516422185439	4166	1.24416777618985	0.80535029257417	35.0670168811643	1.54487778506055
ACLY|ENSG00000131473.17|chr17	497	524	510	514	514	436	0.26269737747505	0.541828313307558	6001	0.102458757425952	0.0914778929576766	3793.23077622174	1.12003844987287
ODAD4|ENSG00000204815.10|chr17	0	3	0	0	0	0	0.00123955725448262	0.015951887386707	878	6.43032344346669	1.99104769695866	7.22334550838628	3.22961798117095
CNP|ENSG00000173786.17|chr17	435	434	454	330	344	278	0.93389343060846	0.974568681992348	12782	-0.0123726273521351	0.149162479167405	1034.79293952668	-0.0829473163840973
DNAJC7|ENSG00000168259.17|chr17	109	139	60	95	94	116	0.00782901821350076	0.0595416052296437	1487	0.472269193692274	0.177587802550007	603.234957552631	2.65935603071211
NKIRAS2|ENSG00000168256.18|chr17	547	612	572	350	397	384	0.781919047316707	0.910018248700199	11371	0.0375770680628945	0.135745957861963	1179.67027787454	0.276819057117751
ZNF385C|ENSG00000187595.18|chr17	5	11	0	0	0	0	0.467554503802371	1	8371.5	2.89325698253487	3.98265827048175	0.615298663322079	0.726463780229101
C17orf113|ENSG00000267221.3|chr17	8	5	0	6	10	0	0.202502686140391	1	5278	-4.43602349122278	3.4807256128878	2.12711342059439	-1.27445365839751
DHX58|ENSG00000108771.13|chr17	0	3	0	0	0	0	0.570925164537051	1	9390	1.68621729356564	2.97555774645909	2.71918305893859	0.566689487230498
KAT2A|ENSG00000108773.11|chr17	128	131	139	181	91	31	0.874876666602927	0.95170422868077	12277	0.025561763831935	0.162330733129387	683.679807466137	0.15746718652198
HSPB9|ENSG00000260325.2|chr17	0	2	0	0	0	0	0.274302505415602	1	6184.5	-4.29394591384702	3.92783998420611	1.92610880124896	-1.09320795427335
RAB5C|ENSG00000108774.15|chr17	383	465	299	230	132	198	0.00032489284010754	0.00565263558273257	650	-0.541538590012734	0.150653450073937	967.677860416254	-3.59459799790155
HCRT|ENSG00000161610.1|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GHDC|ENSG00000167925.16|chr17	8	14	0	1	0	0	0.603926298467073	0.817153602737052	9669	-0.252710759658874	0.487141435058318	67.9201363378153	-0.518762604598848
STAT5B|ENSG00000173757.11|chr17	41	25	18	14	26	0	0.591884459635833	0.809875541926393	9564	0.215276749207364	0.401555409961047	112.212177307018	0.536107206794318
STAT5A|ENSG00000126561.18|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
STAT3|ENSG00000168610.16|chr17	136	160	160	206	172	117	0.106524905171605	0.324379880052119	3927	0.31131707303999	0.192884034149309	565.413855884215	1.61401162316527
CAVIN1|ENSG00000177469.13|chr17	122	200	182	172	76	102	0.831086718710094	0.932231670491217	11787	-0.0487420847586999	0.228505636286245	388.371628729206	-0.213308019665833
ATP6V0A1|ENSG00000033627.17|chr17	47	64	97	66	49	105	0.0359617308043462	0.164585679346965	2519	-0.440292108473015	0.209926829944013	431.764706392207	-2.0973598686287
NAGLU|ENSG00000108784.10|chr17	78	94	49	65	99	70	0.693974176602106	0.865898288024685	10547	0.104991277394294	0.266835915147732	266.907304097972	0.393467563525571
HSD17B1|ENSG00000108786.11|chr17	14	26	0	15	0	0	0.127718338634983	0.361453126031786	4252	1.13910224031819	0.747853946669193	33.7979863287228	1.5231613677932
COASY|ENSG00000068120.15|chr17	252	274	113	397	203	130	0.551479672768244	0.783985619450029	9179	0.0782185309458515	0.13133956000426	1055.74149588455	0.595544335182137
MLX|ENSG00000108788.12|chr17	690	735	736	747	462	431	0.0208739520671932	0.11453834251717	2082	0.455703605081628	0.197252376543229	533.546054099701	2.31025660155612
PSMC3IP|ENSG00000131470.15|chr17	140	201	154	242	192	185	0.274654280210307	0.552959665025268	6191	0.424974354776555	0.38902568700994	137.002435638883	1.09240692573007
RETREG3|ENSG00000141699.11|chr17	69	28	3	10	0	1	0.00127310241512094	0.0163052267413395	883	-1.82997502454068	0.567966859656217	57.4892437164043	-3.22197500334498
TUBG1|ENSG00000131462.9|chr17	577	860	562	742	517	571	0.046155430872295	0.194547807579122	2777	0.212374089637771	0.106508214717051	2475.87729915158	1.99396910559399
TUBG2|ENSG00000037042.9|chr17	43	39	5	38	43	66	0.246933175452451	0.522975410853075	5813	0.58201436217025	0.502676613397725	92.2763385550679	1.15783059457702
PLEKHH3|ENSG00000068137.15|chr17	129	104	96	54	61	121	0.769378669416954	0.902789829250273	11256	-0.160227471951516	0.546501305050871	63.4833587879403	-0.293187720634264
CCR10|ENSG00000184451.5|chr17	0	4	0	0	13	0	0.660512972344068	1	10214	-1.1645359360351	2.6514630432023	3.52379135325919	-0.43920504154138
CNTNAP1|ENSG00000108797.12|chr17	0	2	0	0	7	0	0.65632647289881	0.846338378599814	10177	-0.557790066594491	1.25348701223763	14.0645094509911	-0.444990702854403
EZH1|ENSG00000108799.13|chr17	2	3	14	8	59	24	0.862748143814268	0.947273668460473	12165	-0.262051041471774	1.51582399734525	7.2737066488863	-0.172876957965251
RAMP2|ENSG00000131477.11|chr17	0	2	0	1	0	0	0.345574882995787	0.626450734990479	7019	1.17263288472877	1.24323983870802	10.9084020988454	0.943207294537292
VPS25|ENSG00000131475.7|chr17	303	308	183	283	247	113	0.642429299425094	0.838925820135445	10059	0.0738206213698544	0.158991684490481	1004.08221961697	0.464304920137342
WNK4|ENSG00000126562.17|chr17	0	0	0	5	0	0	0.950053734428124	0.979680649461808	12922	-0.109460004864928	1.7474653430173	10.5061473657147	-0.0626392994300685
COA3|ENSG00000183978.8|chr17	357	485	236	307	263	282	0.0170146428388068	0.100039523412149	1939	-0.325054145806978	0.136211594715081	1420.46444951632	-2.38639116212468
CNTD1|ENSG00000176563.10|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
BECN1|ENSG00000126581.13|chr17	304	304	255	353	187	156	0.0126434742867868	0.0819398571399836	1751	-0.479211157428096	0.192172060698328	773.058573623456	-2.49365675575683
PSME3|ENSG00000131467.12|chr17	905	1106	678	733	818	626	0.465929613215501	0.72210469999371	8355	-0.100238398232649	0.13747901859238	1762.95433363286	-0.729117790183326
AOC2|ENSG00000131480.9|chr17	2	0	0	0	0	0	0.0757260745917775	1	3391	-5.1829040168638	2.91823359441074	3.56859060352814	-1.77604151593298
AOC3|ENSG00000131471.7|chr17	0	0	0	0	1	0	0.267707983832925	1	6074	3.44820578053956	3.11109873349148	3.19351811748027	1.10835626764881
G6PC1|ENSG00000131482.10|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
AARSD1|ENSG00000266967.7|chr17	137	80	26	90	80	175	0.00110964689014743	0.0147461770630755	850.5	0.685057554417127	0.210066804784759	436.613417460749	3.26114140270309
PTGES3L-AARSD1|ENSG00000108825.18|chr17	137	80	26	90	80	175	0.00110964689014743	0.0147461770630755	850.5	0.685057554417127	0.210066804784759	436.613417460749	3.26114140270309
PTGES3L|ENSG00000267060.7|chr17	12	8	30	18	7	24	0.767957353604005	0.902319970068332	11244	0.281553233729647	0.954263070175742	17.4945515558429	0.295047814936184
RUNDC1|ENSG00000198863.8|chr17	232	278	333	493	300	301	0.26523724205896	0.543991289525712	6036	-0.410662411421939	0.368605359202977	139.872907301677	-1.11409777738962
RPL27|ENSG00000131469.15|chr17	1981	2892	1849	2118	1822	1299	0.958863754812746	0.983645647812803	12997	-0.00267199549037376	0.0518034399076702	15455.6240502898	-0.0515794992598192
IFI35|ENSG00000068079.8|chr17	10	8	0	0	0	0	0.118832397219289	0.346270440647498	4115	1.46539278674365	0.939539119783551	19.6592328579049	1.55969321115788
VAT1|ENSG00000108828.16|chr17	93	91	80	130	78	21	0.0338799960567375	0.157849466699316	2467	-0.334721187963927	0.157775938551818	765.126169818153	-2.12149704851222
RND2|ENSG00000108830.10|chr17	23	92	72	37	39	35	0.971924615498321	0.989518742374545	13088	0.00717235066438824	0.203791569377612	472.804017477777	0.0351945406097657
BRCA1|ENSG00000012048.24|chr17	137	171	113	93	109	80	0.00964092446727085	0.0681704846840077	1600	0.577362195573377	0.223053347206552	420.719385951581	2.58844891952565
NBR1|ENSG00000188554.15|chr17	71	159	142	225	123	104	0.173277983202478	0.427021292664376	4920	0.339778295325137	0.249516602704779	394.610660113539	1.36174623909557
TMEM106A|ENSG00000184988.8|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CCDC200|ENSG00000236383.9|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ARL4D|ENSG00000175906.5|chr17	62	129	55	90	52	3	0.548866415125231	0.78284691860687	9151	0.759585488848211	1.26711697638286	13.2152446500142	0.59945964185291
DHX8|ENSG00000067596.12|chr17	49	20	51	18	104	27	0.00155628919247472	0.0189048694594035	930	2.80883047926565	0.887753036598011	36.7180415551881	3.16397732643018
ETV4|ENSG00000175832.13|chr17	84	11	26	7	25	20	0.657069030816209	0.846390650564713	10187	-0.242851767688634	0.547008506832934	78.1231331288212	-0.44396342041314
MEOX1|ENSG00000005102.14|chr17	0	14	0	0	0	0	0.584066259803897	1	9502	1.34921975018838	2.46453141005889	4.56126924079198	0.547454881151683
SOST|ENSG00000167941.3|chr17	5	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
DUSP3|ENSG00000108861.9|chr17	377	568	268	439	271	220	0.430387298934124	0.695321423378002	7988	-0.168321492789039	0.213462633443773	438.470458425874	-0.788529074496662
CFAP97D1|ENSG00000231256.8|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MPP3|ENSG00000161647.19|chr17	7	0	0	5	0	1	0.0718129742242665	1	3316	4.62274439255936	2.56776059679567	4.17709415822881	1.80030194338527
CD300LG|ENSG00000161649.14|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MPP2|ENSG00000108852.16|chr17	82	97	42	17	116	44	0.23430452038522	0.507135469206938	5663	-0.36000926139548	0.302695779994003	221.694233649921	-1.18934350985208
PPY|ENSG00000108849.8|chr17	0	0	0	0	0	0	0.324676017040978	1	6783.5	3.8855268245105	3.9451208251371	1.23059732664416	0.984894252098217
PYY|ENSG00000131096.11|chr17	0	0	4	0	0	0	0.857221336264943	1	12046.5	-0.73412768554571	4.0804728567969	0.130227472799149	-0.179912405083853
NAGS|ENSG00000161653.11|chr17	17	20	9	18	42	0	0.614299204939908	1	9756	-1.99550485616272	3.95975795760483	0.934763049955645	-0.50394616982341
TMEM101|ENSG00000091947.10|chr17	348	301	205	344	183	274	0.0232751815461229	0.123057049137496	2163	0.556435573494837	0.245246019399585	394.291498959737	2.26888727840358
LSM12|ENSG00000161654.10|chr17	27	11	5	17	0	26	0.124344832554482	0.355422071474646	4201	1.45616945253242	0.947539871268888	21.3972067634247	1.53678963459596
G6PC3|ENSG00000141349.10|chr17	107	122	103	51	126	57	0.398176281541538	0.669786638101034	7649	-0.14509450651846	0.171733295328814	993.151313692461	-0.844882794804878
HDAC5|ENSG00000108840.16|chr17	9	27	35	52	28	0	0.517835917425298	0.760092228415006	8863	-0.292102239007841	0.451691778631262	133.952456854447	-0.646684869698058
HROB|ENSG00000125319.15|chr17	69	121	84	88	151	92	0.148949815722151	0.394289337775197	4569	1.26000236576741	0.873030736904888	34.5181460009925	1.44325086449354
ASB16|ENSG00000161664.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMUB2|ENSG00000168591.16|chr17	79	92	110	62	31	86	0.0650604024865955	0.241527724042562	3182	0.826739661423033	0.448135548546967	84.6301576823232	1.84484284744571
ATXN7L3|ENSG00000087152.16|chr17	179	257	168	160	92	76	0.594712631483856	0.811976958765052	9587	0.295424524866576	0.555289117025183	63.0290399238263	0.532019295550463
UBTF|ENSG00000108312.15|chr17	502	534	454	311	321	378	0.260796631590676	0.538989237328025	5978	0.247142544249352	0.219777941429504	481.963467545153	1.12451023356512
SLC4A1|ENSG00000004939.16|chr17	1	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
RUNDC3A|ENSG00000108309.14|chr17	0	0	0	0	0	0	0.317036671945757	1	6707	-3.93597945973163	3.9337529346377	1.50532492979875	-1.00056600532136
SLC25A39|ENSG00000013306.16|chr17	177	185	134	74	107	104	2.11196897170862e-10	2.59611490228835e-08	92	-0.619286068068363	0.0974797719197823	2039.60354654417	-6.35297001492765
GRN|ENSG00000030582.18|chr17	179	279	139	216	179	142	0.197246943993513	0.459079170533575	5226	-0.175451337642913	0.136068398033566	1010.72755523651	-1.28943487377306
FAM171A2|ENSG00000161682.15|chr17	38	21	12	28	16	26	0.240506901624636	0.514741209400645	5739	0.744837728077459	0.634595355648667	39.8236395341678	1.17372073628888
ITGA2B|ENSG00000005961.19|chr17	0	0	0	0	0	0	0.562147083796586	1	9300	1.1980388496743	2.06681250361812	4.33792562961356	0.579655313472817
GPATCH8|ENSG00000186566.13|chr17	151	173	207	180	227	137	0.0757033319910879	0.264809459167093	3390	1.39476821174474	0.785263084353523	32.5574109040659	1.77617952446217
FZD2|ENSG00000180340.7|chr17	77	127	109	100	67	16	0.343009131258109	0.623848547024439	6994	0.58319111756612	0.61502715012136	58.7180522100315	0.948236378590836
MEIOC|ENSG00000180336.18|chr17	8	0	0	0	0	0	0.269730316431986	1	6114.5	4.34271375583374	3.93474442096337	1.69207132413572	1.103683820656
CCDC43|ENSG00000180329.14|chr17	316	360	282	207	163	268	0.963721537395857	0.985486751478992	13035	-0.00941261095097949	0.206943396126326	595.642037658734	-0.0454839880236316
DBF4B|ENSG00000161692.18|chr17	0	1	7	0	0	0	0.684799183611	0.860789546513264	10471	-0.839543796381563	2.06823415368901	9.03438849107157	-0.405922992270537
ADAM11|ENSG00000073670.14|chr17	6	0	0	4	0	0	0.265842746212504	0.54434467081608	6045	-0.744318555223354	0.668937756799889	47.043989065234	-1.11268731306793
GJC1|ENSG00000182963.11|chr17	166	243	198	171	220	161	0.149931831829382	0.395424227182483	4586	0.699305923584729	0.485705917434459	77.2048563419242	1.43977229529861
HIGD1B|ENSG00000131097.7|chr17	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EFTUD2|ENSG00000108883.13|chr17	204	228	166	307	195	234	0.0517279177788156	0.208552949076872	2910	0.284048180120367	0.146010831051871	1403.74070262321	1.94539116087531
CCDC103|ENSG00000167131.17|chr17	2	79	5	17	6	1	0.0491711636665719	0.201969678992782	2852	1.55679173873668	0.791412826528028	33.9253797116543	1.96710450798026
FAM187A|ENSG00000214447.5|chr17	1	40	0	7	3	0	0.427940104857972	0.69275331317475	7971	1.33506272328178	1.68415103445933	8.61946998922535	0.792721493479582
GFAP|ENSG00000131095.14|chr17	0	0	0	0	0	0	0.386307137518753	1	7512	-3.41798875245668	3.94534850742621	1.04181978239319	-0.866333796880835
KIF18B|ENSG00000186185.14|chr17	210	159	107	142	176	94	0.00960529883110058	0.0680951123085034	1597	1.10061799629842	0.424994369184731	96.900812103587	2.5897237142453
NMT1|ENSG00000136448.13|chr17	187	323	167	266	138	231	0.986140086830006	0.995017351174354	13209	-0.00510011443911885	0.29358754698312	318.037905658955	-0.0173716988050998
C1QL1|ENSG00000131094.4|chr17	0	0	6	0	0	0	0.433176041300467	0.698135000086817	8007	-1.21383102947047	1.54871144123671	9.84517249783536	-0.78376836197528
DCAKD|ENSG00000172992.13|chr17	76	33	12	49	2	37	0.864819946772736	0.947473624245134	12190	-0.0538048450419524	0.316049476395661	215.211246698379	-0.170241842054484
PLCD3|ENSG00000161714.12|chr17	27	62	16	12	17	0	0.0128115911091738	0.0826976506013962	1758	-1.02443365598807	0.411590374743102	112.548707680664	-2.48896407411733
