rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ENSG00000286192|ENSG00000286192.1|chr7	672	1012	819	663	800	520	0.476342173928345	0.761314381565676	7666	-0.106132333055499	0.149020823891093	726.626028040431	-0.71219800216017
EIF3B|ENSG00000106263.19|chr7	363	517	304	319	327	336	0.984848258082358	0.994759734863438	12533	-0.00378394041613474	0.19924878489969	352.989329186637	-0.0189910338376203
USP42|ENSG00000106346.12|chr7	43	15	36	48	26	1	0.768783610836372	0.914101598832581	10558	-0.288673188153216	0.981993961706909	26.9575410185723	-0.293966357645868
ENSG00000283321|ENSG00000283321.1|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TWIST1|ENSG00000122691.13|chr7	281	390	308	329	294	316	0.338850603472768	0.645977337857911	6259	0.18694170830819	0.195456011942502	315.572502316751	0.956438773360336
HNRNPA2B1|ENSG00000122566.22|chr7	1179	1442	987	1060	971	898	0.584856848174533	0.826430953604133	8802	-0.0606890417483285	0.111090197558616	1062.61764673719	-0.546304202189455
SKAP2|ENSG00000005020.13|chr7	131	117	88	119	22	62	0.283309172580871	0.596468975885941	5581	-0.532106545704123	0.495944650147287	86.1955301461258	-1.07291518427731
ZNRF2|ENSG00000180233.11|chr7	76	23	49	4	12	22	0.0492881883595281	0.243186165738288	2323	-1.68746284736371	0.858283520552725	30.7281442994851	-1.96609023353612
ENSG00000281593|ENSG00000281593.1|chr7	164	91	137	6	29	24	1.20996948598738e-05	0.000531366676183422	261	-2.48683596032162	0.568317843061895	72.0908435854795	-4.37578371096609
INMT-MINDY4|ENSG00000254959.6|chr7	26	79	19	72	8	10	0.756202533239175	0.907747442593731	10465	-0.271460288447423	0.87434887962063	32.2096957809743	-0.310471363061855
NME8|ENSG00000086288.12|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
STARD3NL|ENSG00000010270.14|chr7	84	166	81	33	42	118	0.45885426714457	0.746966000569672	7518	-0.395107116497602	0.533398899936912	85.9273502522039	-0.740734779438679
TARP|ENSG00000289746.1|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
URGCP-MRPS24|ENSG00000270617.1|chr7	1040	1214	887	667	668	724	0.0145130555586171	0.112778740890081	1475	-0.354915280001682	0.145200756150622	844.358593208012	-2.44430738110974
SPDYE1|ENSG00000136206.5|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CAMK2B|ENSG00000058404.21|chr7	20	27	34	16	36	8	0.767871054494721	0.913519359627474	10553	-0.255088401432731	0.864235397672792	22.7774458591379	-0.295160788506964
IGFBP3|ENSG00000146674.16|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
DDC|ENSG00000132437.18|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NUPR2|ENSG00000185290.4|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TPST1|ENSG00000169902.15|chr7	67	68	42	3	34	0	0.0397284941839564	0.212391791201729	2144	-2.0666930765121	1.00492681629005	32.9620256376318	-2.05656077936285
ENSG00000284461|ENSG00000284461.2|chr7	29	65	82	93	56	87	0.187374108307591	0.488776064957124	4397	0.65819584046476	0.499243247648891	69.202263195955	1.31838706595318
SPDYE21|ENSG00000230358.6|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE8|ENSG00000273520.6|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE11|ENSG00000275976.6|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE9|ENSG00000262461.7|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE10|ENSG00000274570.6|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
FKBP6|ENSG00000077800.13|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
BAZ1B|ENSG00000009954.11|chr7	193	219	187	173	226	137	0.813738455963886	0.935136921761684	10958	0.0599358068505462	0.254390039132156	185.354212857733	0.2356059500404
LAT2|ENSG00000086730.17|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GTF2I|ENSG00000263001.8|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE12|ENSG00000184616.12|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE13|ENSG00000286038.2|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE14|ENSG00000286137.2|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE15|ENSG00000286014.2|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE5|ENSG00000170092.15|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE16|ENSG00000185040.14|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
POMZP3|ENSG00000146707.15|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE17|ENSG00000186645.11|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE18|ENSG00000205482.11|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CDK14|ENSG00000058091.17|chr7	45	76	38	26	7	12	0.029361590783539	0.176236792756799	1909	-1.59635472621784	0.73274425958595	31.2211141697525	-2.17859738283025
PTTG1IP2|ENSG00000251154.2|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000284292|ENSG00000284292.1|chr7	165	97	95	97	43	56	0.111475570227501	0.381982955440244	3345	-0.683168272224817	0.429234798451911	89.189185945635	-1.59159572963037
ENSG00000272647|ENSG00000272647.3|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE3|ENSG00000214300.7|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE6|ENSG00000260097.3|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPDYE2|ENSG00000205238.12|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000205236|ENSG00000205236.6|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000267645|ENSG00000267645.5|chr7	22	29	51	0	22	4	0.124455982503485	0.403773604069945	3532	-1.76991652294425	1.1520373581063	20.4796758117202	-1.53633604890523
SPDYE2B|ENSG00000173678.15|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000288640|ENSG00000288640.1|chr7	156	225	244	559	475	368	2.87392119940736e-11	4.27803698540353e-09	77	1.37160102074734	0.206166181705242	340.922663233021	6.65289044693244
ANKRD7|ENSG00000106013.15|chr7	15	12	0	0	0	0	0.036063437399724	0.200173907736386	2065	-5.34048390171393	2.54768377184914	3.97036567515099	-2.09621145321255
CCDC136|ENSG00000128596.17|chr7	0	5	6	0	24	0	0.54346400707917	0.804877497242489	8375	1.3253991398838	2.1814285530381	5.79548238338123	0.607583107884924
TNPO3|ENSG00000064419.14|chr7	357	423	242	340	396	265	0.309285497687762	0.617063598694017	5927	0.20751564851949	0.2041025600458	329.533902075196	1.01672241873362
FAM180A|ENSG00000189320.9|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NDUFB2|ENSG00000090266.13|chr7	385	440	344	290	409	375	0.521244043697376	0.790219571660348	8146	0.135736923538445	0.211616467188856	371.118415571004	0.641428927255021
ATP6V0E2|ENSG00000171130.19|chr7	156	296	275	162	188	182	0.48386208562384	0.765353626097346	7742	-0.196365094657728	0.280479717759646	205.430527721393	-0.700104436164617
ACTR3C|ENSG00000106526.11|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RARRES2|ENSG00000106538.10|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000284691|ENSG00000284691.1|chr7	0	13	1	0	8	0	0.862530019243219	0.953764658242244	11510	-0.435967293632804	2.51779420515302	3.24048049398424	-0.173154459066009
ATG9B|ENSG00000181652.20|chr7	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
KBTBD11-OT1|ENSG00000283239.1|chr8	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TUSC3|ENSG00000104723.21|chr8	221	108	153	77	48	117	0.086255344099477	0.332322270275027	2975	-0.748362264233525	0.436238081370911	119.998488424244	-1.71549045393226
ZDHHC2|ENSG00000104219.13|chr8	49	76	57	34	59	19	0.393791637281451	0.695583255743565	6838	-0.487762819468257	0.571980419424861	46.7238369747823	-0.852761393403489
SFTPC|ENSG00000168484.13|chr8	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PNOC|ENSG00000168081.9|chr8	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RBPMS|ENSG00000157110.16|chr8	26	60	3	1	3	2	0.00737041494843687	0.0744113146392058	1135	-3.53176412553603	1.31800567525005	13.5830712390541	-2.67962740362706
DDHD2|ENSG00000085788.14|chr8	68	52	21	12	46	0	0.274382497624388	0.586151256544303	5468	-1.11006577794279	1.01558978473689	30.9812898289869	-1.09302574191447
ADAM2|ENSG00000104755.16|chr8	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GOLGA7|ENSG00000147533.19|chr8	349	532	280	305	186	229	0.0549549074917755	0.256991228127733	2451	-0.436429286099813	0.227397811611592	299.570834344678	-1.91923256871644
ANK1|ENSG00000029534.21|chr8	4	13	14	0	0	0	0.0108171916070344	0.0944570165950497	1312	-5.57540577929334	2.1876779910166	4.67660997093665	-2.54854955902467
ENSG00000254673|ENSG00000254673.1|chr8	13	14	4	3	1	0	0.115314243437577	0.388859034504708	3399	-2.80444644200767	1.78088399591279	5.21284291458989	-1.5747496459309
ALKAL1|ENSG00000196711.9|chr8	8	13	3	1	0	0	0.0598103866856224	0.268316626525954	2554	-4.18962819685795	2.2259340887611	3.63262932298501	-1.88218879346504
CA8|ENSG00000178538.10|chr8	78	82	62	27	41	28	0.0594661819441412	0.267504465244798	2548	-0.971558863744323	0.515489440740056	50.7173339072722	-1.8847308731475
ENSG00000285791|ENSG00000285791.1|chr8	0	0	0	0	0	1	0.770674972968826	1	10600	1.18942566609678	4.0804728567969	0.211494054681191	0.291492115703094
RPL7|ENSG00000147604.14|chr8	12	61	13	0	11	0	0.0671861212362248	0.286490819051194	2688	-2.66011033000358	1.4532731468051	13.942207279264	-1.83042694750922
ENSG00000258677|ENSG00000258677.2|chr8	19	27	5	1	18	0	0.432956989298479	0.729580359108382	7195	-1.17967534334961	1.50441609527802	10.6615266273574	-0.784141666027317
JPH1|ENSG00000104369.5|chr8	110	108	64	152	89	37	0.752088364238414	0.906746274418923	10425	0.140106221234586	0.443532879462103	88.9871748410987	0.31588688848615
ENSG00000276418|ENSG00000276418.5|chr8	237	241	120	170	95	153	0.425939649858642	0.725103262539694	7124	-0.26026907062291	0.326905912901214	164.395899527643	-0.79615895690929
ESRP1|ENSG00000104413.18|chr8	0	0	0	1	0	0	0.770674972968826	1	10600	1.18942566609678	4.0804728567969	0.15382466583052	0.291492115703094
COX6C|ENSG00000164919.11|chr8	555	439	391	469	305	248	0.225621494231701	0.532114691929979	4888	-0.252823936171875	0.208649670620635	388.867295701637	-1.2117150025679
RGS22|ENSG00000132554.21|chr8	0	0	0	0	0	1	0.770674972968826	1	10600	1.18942566609678	4.0804728567969	0.211494054681191	0.291492115703094
PABPC1|ENSG00000070756.17|chr8	791	779	590	334	335	533	0.134319589468548	0.419961462510641	3665	-0.561376060147394	0.374929784479309	548.994652522101	-1.49728318044141
ZNF706|ENSG00000120963.12|chr8	227	368	248	104	126	171	0.00914866942801515	0.0851844427164173	1231	-0.77607740718867	0.297752874809414	199.741755573614	-2.60644807438189
DPYS|ENSG00000147647.13|chr8	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ZHX2|ENSG00000178764.8|chr8	57	56	51	37	47	87	0.50984661753545	0.783464530123518	8034	0.360163705562043	0.546467188393799	57.1724822824855	0.659076543315716
ZHX1|ENSG00000165156.15|chr8	195	279	210	116	154	60	0.00587448954217456	0.0645574296571474	1043	-0.843807199879869	0.30631479317847	159.860387485136	-2.75470600399059
TSNARE1|ENSG00000171045.16|chr8	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ARC|ENSG00000198576.4|chr8	56	56	50	126	97	45	0.0447443271070167	0.228750881936051	2242	0.894729012884171	0.445793060285066	70.279016240376	2.00705011493905
ZFP41|ENSG00000181638.20|chr8	49	64	24	87	67	1	0.705570359389887	0.886952013570487	9957.5	0.31951174084101	0.845690066891796	45.3676618854153	0.377811864357502
ENSG00000264668|ENSG00000264668.2|chr8	49	64	24	87	67	1	0.705570359389887	0.886952013570487	9957.5	0.31951174084101	0.845690066891796	45.3676618854153	0.377811864357502
SHARPIN|ENSG00000179526.17|chr8	5	20	26	13	24	7	0.983806260756868	0.994302738805681	12527	-0.0215192039876398	1.06020366917322	15.3767853584512	-0.0202972359116821
ENSG00000271698|ENSG00000271698.1|chr8	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SPATA6L|ENSG00000106686.17|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
IFNK|ENSG00000147896.4|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000288699|ENSG00000288699.1|chr9	111	140	30	126	42	23	0.520396670272413	0.790132719593932	8134	-0.378354181270644	0.588663646934119	72.5587648875685	-0.642734069347054
CD72|ENSG00000137101.14|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000285645|ENSG00000285645.1|chr9	232	387	269	265	176	129	0.0763059867089751	0.309928851757007	2822	-0.427820921607514	0.241361218169291	231.040725016841	-1.77253381820206
ENSG00000256966|ENSG00000256966.6|chr9	1282	1227	953	1197	936	570	0.265777004196188	0.577091475431884	5362	-0.16875856068786	0.151646695177848	991.129660706465	-1.11284034571241
ENSG00000255872|ENSG00000255872.3|chr9	2024	2380	1747	1865	1880	1187	0.308239651843914	0.616001827921471	5915	-0.103434127851709	0.101513220612407	1789.30075597754	-1.01892272974607
IGFBPL1|ENSG00000137142.5|chr9	1	4	0	0	0	0	0.446785836032781	1	7365.5	-2.80719467479589	3.68986872778835	0.681418957967343	-0.760784429444587
NINJ1|ENSG00000131669.10|chr9	57	84	30	55	46	78	0.472136993266773	0.758250555811091	7632	0.381187534860789	0.530158771060336	57.9992910497255	0.719006372559678
AOPEP|ENSG00000148120.18|chr9	16	3	11	12	24	15	0.394662337782644	0.696413995865087	6845	0.93908249884661	1.10325492640737	13.9577709439649	0.851192663063494
PTCH1|ENSG00000185920.18|chr9	54	91	70	22	55	53	0.434277012636137	0.730786212181283	7220	-0.427976222277283	0.547358534220783	56.308921990718	-0.781893759794114
ENSG00000285269|ENSG00000285269.2|chr9	35	33	34	9	34	0	0.309995127151678	0.617619354669308	5943.5	-1.0979736217687	1.08149993573616	22.8526553437153	-1.0152322579856
CYLC2|ENSG00000155833.15|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
DNAJC25-GNG10|ENSG00000244115.1|chr9	56	184	136	132	138	160	0.206746559805327	0.511268407440918	4643.5	0.480358110826908	0.380462927688642	133.65097127591	1.26256219954239
GNG10|ENSG00000242616.4|chr9	56	184	136	132	138	160	0.206746559805327	0.511268407440918	4643.5	0.480358110826908	0.380462927688642	133.65097127591	1.26256219954239
ENSG00000285082|ENSG00000285082.3|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ADGRD2|ENSG00000180264.12|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000257524|ENSG00000257524.6|chr9	23	31	54	53	26	33	0.729323205621821	0.89771290623253	10219	0.230950592839469	0.66743718652543	36.378582186492	0.346025959449098
LCN2|ENSG00000148346.12|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000286112|ENSG00000286112.1|chr9	299	292	258	474	229	210	0.248979559853265	0.559130821911858	5158	0.283689979768105	0.246081048469153	286.008010352613	1.15283148187524
USP20|ENSG00000136878.14|chr9	33	12	14	28	52	8	0.431809576126038	0.729069360861319	7183	0.709604136085424	0.902690715310636	24.1719111585969	0.786098853183877
NCS1|ENSG00000107130.10|chr9	296	315	241	195	99	32	0.00089055786074933	0.0163845492775423	623	-1.24934809453448	0.375970244059671	182.685993384141	-3.3229972697951
OBP2B|ENSG00000171102.16|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LCN1|ENSG00000160349.10|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
OBP2A|ENSG00000122136.14|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LCN9|ENSG00000148386.10|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000289701|ENSG00000289701.1|chr9	131	176	112	111	81	70	0.161979476883173	0.458620729547944	4048	-0.450689910245295	0.322279323908251	108.533960502586	-1.39844500348276
SNAPC4|ENSG00000165684.6|chr9	62	47	30	73	79	44	0.169207645036237	0.467921834756622	4145	0.698270087904209	0.507923569725466	55.2550592318058	1.37475425344334
ENSG00000204003|ENSG00000204003.8|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LCN6|ENSG00000267206.6|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LCN15|ENSG00000177984.7|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000272896|ENSG00000272896.1|chr9	104	151	68	93	146	119	0.237086826953305	0.545991004431933	5020	0.432190297066682	0.365550560221436	112.39418055502	1.18229964359753
ENSG00000284341|ENSG00000284341.1|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000279073|ENSG00000279073.3|chr9	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000261793|ENSG00000261793.1|chr9	0	3	0	0	0	0	0.614946421495403	1	9082	-2.0160504359983	4.00785025437837	0.390682418397447	-0.503025389682628
ANKRD16|ENSG00000134461.16|chr10	28	44	20	44	1	1	0.441240120252794	0.735835639392154	7283	-0.911414135457456	1.18349983907112	20.7217416623892	-0.770100768389445
ATP5F1C|ENSG00000165629.20|chr10	1044	1232	883	919	690	680	0.0508729441591615	0.24717697866641	2358	-0.235670206214215	0.120698681037817	879.929496877336	-1.95254997144812
FRMD4A|ENSG00000151474.23|chr10	12	22	6	23	0	1	0.690644154307651	0.881532661099588	9812	-0.616280456480825	1.54851708725126	9.54412452481255	-0.397981050099208
KIF5B|ENSG00000170759.11|chr10	511	656	569	558	414	254	0.0853037457465815	0.330345131236235	2957	-0.31178403398966	0.18119515683691	473.601710818647	-1.72070843080143
CCDC7|ENSG00000216937.14|chr10	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ANKRD30A|ENSG00000148513.20|chr10	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PLD5P1|ENSG00000283930.1|chr10	0	7	1	13	1	0	0.663217187173124	0.868181292756778	9544	1.00536068449385	2.30864943285791	3.25110441868176	0.435475681229478
ZWINT|ENSG00000122952.17|chr10	357	510	377	569	359	351	0.143367303817248	0.43242921494091	3798	0.260593506677861	0.17807816856179	410.474177606438	1.46336582851502
ANK3|ENSG00000151150.22|chr10	42	109	50	25	79	60	0.951728855081089	0.984649510547966	12247	0.034446535074874	0.569026926797858	59.4644686356361	0.0605358612266707
DNAJB12|ENSG00000148719.16|chr10	279	295	184	244	203	101	0.31146611032944	0.619116741778	5958	-0.2751045801411	0.271802055326683	207.893008923168	-1.01215047770867
ENSG00000272916|ENSG00000272916.5|chr10	54	51	24	49	28	30	0.940878641427799	0.982897465188246	12138	-0.0463146655186803	0.624476632962848	38.0364483745221	-0.0741655701334075
CAMK2G|ENSG00000148660.22|chr10	23	71	22	26	22	53	0.803931496044077	0.931150243295999	10878	0.181236266137008	0.730019395744742	35.6218972865645	0.248262261514458
RPS24|ENSG00000138326.21|chr10	1680	1977	1430	1752	1457	1506	0.210982667785422	0.51496663930079	4712	0.129954026753656	0.10389108564453	1605.68597943924	1.25086792526456
PLCE1|ENSG00000138193.17|chr10	29	20	0	0	0	3	0.0701564621154914	0.294554347533979	2730	-3.58826021867767	1.98147985879129	7.89379455637821	-1.81089916344975
ENSG00000276490|ENSG00000276490.1|chr10	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000270099|ENSG00000270099.1|chr10	7	0	0	0	0	0	0.347442748404735	1	6352	-3.51480574394171	3.74090181316369	1.12356346739523	-0.939561078981977
ARHGAP19-SLIT1|ENSG00000269891.2|chr10	0	8	0	0	0	0	0.366431320427766	1	6551	-3.41881721777458	3.78531853271167	1.04181978239319	-0.90317821029594
MARVELD1|ENSG00000155254.13|chr10	19	26	21	20	2	37	0.867490050413163	0.955614700416691	11551	0.169078537341407	1.01337177378729	21.1948509929491	0.166847490442236
ENSG00000289758|ENSG00000289758.1|chr10	94	68	46	122	35	38	0.911992838561702	0.972587539032736	11906	0.0595463218563861	0.53875770861393	64.4792461820496	0.110525234078936
ENSG00000285932|ENSG00000285932.1|chr10	263	312	302	219	156	109	0.00544730036182464	0.0617576228953848	1011	-0.667574976424237	0.240193723474839	217.01249209241	-2.77931898788424
ENSG00000255339|ENSG00000255339.6|chr10	367	372	228	399	314	170	0.797733223702278	0.928903234065086	10822	0.0615955358519881	0.240342965430146	296.991778685833	0.25628183351133
BTRC|ENSG00000166167.18|chr10	138	100	122	18	97	30	0.0430842055416338	0.22315009666435	2213	-1.10388723189498	0.545697357632224	81.4278932272158	-2.02289275631595
NPM3|ENSG00000107833.11|chr10	388	428	322	499	378	432	0.0135931101190971	0.108197380684091	1440	0.439364178226904	0.178035932747521	405.213519250912	2.46783989864554
BORCS7-ASMT|ENSG00000270316.1|chr10	355	359	229	351	170	155	0.273790095200232	0.585045128856276	5467	-0.287716573454493	0.262904675646148	258.139205886528	-1.09437602335281
ATP5MK|ENSG00000173915.16|chr10	194	188	161	233	192	95	0.688667486038989	0.88057861724441	9796	0.114889040474882	0.286746569781796	171.609557113324	0.400664044777618
SEC23IP|ENSG00000107651.14|chr10	33	138	107	113	153	34	0.551068635027161	0.808522073103158	8449	0.310219710641193	0.520363554929992	92.135384926716	0.596159565177329
NSMCE4A|ENSG00000107672.15|chr10	122	312	162	236	163	136	0.757832903310885	0.908606771731105	10479	0.0922549180802961	0.299210495146249	180.497638792903	0.308327814621621
ENSG00000286088|ENSG00000286088.1|chr10	0	11	0	2	0	0	0.490361910725708	0.768882109540092	7859.5	-2.18591143149379	3.16921247910252	1.74015153245168	-0.689733315739313
ENSG00000258539|ENSG00000258539.1|chr10	160	198	159	145	126	34	0.117133554207208	0.392522680221579	3419	-0.600137420976266	0.383004675698621	129.295112559393	-1.56691930687683
JAKMIP3|ENSG00000188385.13|chr10	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PWWP2B|ENSG00000171813.14|chr10	97	110	78	38	72	95	0.712797944660443	0.890381363138144	10018	-0.17069931769257	0.463729600712691	81.3002085710898	-0.368100973994819
INPP5A|ENSG00000068383.19|chr10	63	61	59	38	13	14	0.0366265618899888	0.202014592482522	2077	-1.32875392612362	0.635797099023373	38.9733729817109	-2.08990246757129
CALY|ENSG00000130643.9|chr10	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000254536|ENSG00000254536.2|chr10	29	78	4	14	39	2	0.493160662915864	0.770845154553612	7884	-0.73339257765614	1.07019233647667	24.7868645303605	-0.685290440474137
HRAS|ENSG00000174775.18|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LSP1|ENSG00000130592.17|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000284779|ENSG00000284779.3|chr11	0	7	0	0	0	0	0.405032372696605	1	6939.5	-3.22697155780815	3.87546313915345	0.911592309594044	-0.832667333410129
INS-IGF2|ENSG00000129965.15|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ASCL2|ENSG00000183734.5|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
C11orf21|ENSG00000110665.12|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CDKN1C|ENSG00000129757.15|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PHLDA2|ENSG00000181649.8|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NAP1L4|ENSG00000205531.13|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000239920|ENSG00000239920.2|chr11	8	4	6	6	6	10	0.701079030303821	0.885743637357089	9915	0.534337058384993	1.39199468063269	6.88161968690334	0.38386429619266
ENSG00000283977|ENSG00000283977.1|chr11	228	201	200	345	269	166	0.0446436033179586	0.22843972376359	2240	0.489143235339156	0.243597584536991	230.812388518443	2.00799706724875
OVCH2|ENSG00000183378.13|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
C11orf16|ENSG00000176029.14|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
MICAL2|ENSG00000133816.18|chr11	8	33	20	8	15	0	0.347232223068544	0.653663025087218	6343	-1.21557959625142	1.29320910846182	12.7453398902124	-0.939971415525574
ENSG00000256206|ENSG00000256206.2|chr11	511	719	425	675	681	605	0.00099491884559971	0.0177352407593528	643	0.498119790382867	0.151314063068655	596.019086934805	3.29195965187227
CALCB|ENSG00000175868.14|chr11	8	37	17	42	85	0	0.249442580696483	0.559731961617675	5162	1.23919106498102	1.07596281629353	30.0718323860905	1.15170435838088
SPTY2D1OS|ENSG00000247595.5|chr11	4	3	0	4	0	19	0.275077614346658	0.587030276604243	5474	2.15193723491222	1.97164259163189	5.66640438774514	1.09144387732622
DCDC1|ENSG00000170959.15|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CRY2|ENSG00000121671.12|chr11	14	21	8	29	31	1	0.553052940124295	0.809166825784555	8472	0.668896845395389	1.12762361507044	16.3409067920951	0.593191590221886
MYBPC3|ENSG00000134571.12|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TRIM48|ENSG00000150244.12|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TNKS1BP1|ENSG00000149115.14|chr11	27	18	17	48	34	0	0.659187481040771	0.866622026490831	9505	0.484423250922084	1.09837763681719	22.770941150888	0.441035245697294
ENSG00000288534|ENSG00000288534.1|chr11	78	151	122	57	49	135	0.660298904845272	0.866736835471428	9519	-0.208761550113054	0.474997275997933	98.3633979102703	-0.43950052065975
SELENOH|ENSG00000211450.11|chr11	599	745	620	566	650	377	0.569473567790322	0.817202302163795	8672	-0.0883170325012892	0.155261681790682	575.809112579053	-0.568826973163635
ENSG00000254732|ENSG00000254732.2|chr11	610	770	635	568	650	378	0.429185987443264	0.72717365677379	7157	-0.121828781481341	0.154099463833133	583.85841740285	-0.790585369026749
ZFP91-CNTF|ENSG00000255073.8|chr11	5	7	0	0	1	0	0.261127380576731	0.572177291523876	5310	-3.16999505888974	2.82095672182111	1.88667077120554	-1.12373048277157
STX3|ENSG00000166900.17|chr11	103	89	37	50	81	133	0.299791748521878	0.610296142092454	5791	0.530811367046625	0.511931299680148	84.1063629137425	1.03688008015582
MS4A6E|ENSG00000166926.9|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CD5|ENSG00000110448.11|chr11	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
