rownames(tcReadCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ENSG00000288643|ENSG00000288643.1|chr5	31	36	17	17	25	43	0.924559050472176	1	12811	-0.0531755713194525	0.561560353109783	28.2163771299175	-0.0946925313102665
SMN2|ENSG00000205571.14|chr5	0	3	0	0	0	0	0.516402097553284	1	7935.5	-2.58999478384208	3.99135324474711	0.5355067965697	-0.648901418898638
SMN1|ENSG00000172062.17|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TNPO1|ENSG00000083312.19|chr5	1674	1282	1421	1705	1642	1670	0.181923180580454	0.509782168832704	3885	0.111702589490023	0.0836813204588871	1551.71860911007	1.33485691761882
ENC1|ENSG00000171617.15|chr5	362	274	318	315	324	352	0.859733278520062	0.959099636855447	12127	-0.0283354011012178	0.160346373618678	322.111765519104	-0.176713700857387
S100Z|ENSG00000171643.14|chr5	0	3	0	0	0	0	0.516402097553284	1	7935.5	-2.58999478384208	3.99135324474711	0.5355067965697	-0.648901418898638
ENSG00000285000|ENSG00000285000.1|chr5	125	76	88	144	145	140	0.0558426184904562	0.282948799678997	1969	0.490337967707508	0.256417797443764	117.858658300256	1.91226183438006
JMY|ENSG00000152409.9|chr5	424	339	345	461	400	384	0.572190227219715	0.834678050607928	8703	0.0796942693004164	0.141094561119072	388.326258803999	0.564828783394145
ATG10|ENSG00000152348.16|chr5	56	35	32	40	36	56	0.936734708962569	0.979815320856476	12949	0.0343275767919795	0.432475846841742	42.1524494224532	0.0793745524580501
COX7C|ENSG00000127184.13|chr5	320	277	281	236	207	278	0.043992913862487	0.248628346090713	1737	-0.367453097933871	0.18243506176076	266.194229641127	-2.01415832234999
GLRX|ENSG00000173221.14|chr5	82	80	84	111	153	180	0.0062531145900885	0.0695091438383596	830	0.769036240768061	0.281265051202115	113.98481951406	2.73420475626542
CAST|ENSG00000153113.24|chr5	366	274	282	345	302	299	0.759628887454657	0.92289030471605	10855	-0.0486830364615684	0.159111445553434	308.560982182946	-0.305968161449575
SLCO6A1|ENSG00000205359.10|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000258864|ENSG00000258864.1|chr5	143	105	115	208	232	221	0.000230952047037034	0.0056450632001265	364	0.781239059066976	0.212148729503442	168.035637846909	3.68250642318507
YTHDC2|ENSG00000047188.16|chr5	180	100	152	188	149	173	0.512369451425276	0.798381398774456	7894	0.159043284632532	0.242757584982662	155.203839744002	0.655152689230664
FAM170A|ENSG00000164334.16|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000281938|ENSG00000281938.2|chr5	0	0	0	1	0	0	0.831080014846296	1	11784.5	0.870432657655198	4.0804728567969	0.154511686706835	0.213316615059773
ENSG00000273345|ENSG00000273345.6|chr5	1380	1217	1267	1333	1313	1259	0.350213151091969	0.680917993856622	5986	-0.0745956776865399	0.0798518517848852	1287.0930591657	-0.934175927284629
SLC25A48|ENSG00000145832.16|chr5	15	20	11	15	17	24	0.760365168508124	1	10867	0.199556734735702	0.654281605180035	16.967238473719	0.305001291730937
PKD2L2|ENSG00000078795.17|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SLC23A1|ENSG00000170482.17|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000279686|ENSG00000279686.1|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HBEGF|ENSG00000113070.8|chr5	128	69	113	145	148	186	0.0417343941624072	0.240175727420682	1692	0.553095415926929	0.271636656233069	129.925875982937	2.03615897646879
SLC4A9|ENSG00000113073.15|chr5	0	0	11	1	5	2	0.742636878190786	1	10681	-0.592790582499783	1.80528798279269	3.22802680999047	-0.328363445694003
RELL2|ENSG00000164620.9|chr5	5	6	2	20	21	20	0.00897553077485001	1	928	2.14267971821147	0.820012332740004	12.0181472620015	2.61298474749994
NDFIP1|ENSG00000131507.11|chr5	362	246	299	301	321	192	0.204570137021764	0.535721329972336	4212	-0.248045224240226	0.195520855562295	284.009803805008	-1.26863818965439
PRELID2|ENSG00000186314.12|chr5	83	49	37	35	12	80	0.409146726235041	0.726539343330681	6681	-0.453390002487182	0.54929988290167	49.3181655427943	-0.825396138976317
JAKMIP2|ENSG00000176049.16|chr5	28	18	47	31	13	44	0.782330599401359	1	11089	-0.160355422388881	0.580402476093128	30.2633370233901	-0.276283146599036
C5orf46|ENSG00000178776.5|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TCOF1|ENSG00000070814.22|chr5	171	115	142	148	174	104	0.696695431977048	0.893929999127981	10205	-0.0973345056275744	0.249713227380288	140.768717966862	-0.389785141334719
ATOX1|ENSG00000177556.12|chr5	133	78	97	88	152	116	0.65237334833122	0.874575178604735	9683	0.132592411694254	0.294343981314462	109.463933728361	0.450467548553675
CCNG1|ENSG00000113328.19|chr5	548	503	478	440	520	578	0.603893585267562	0.850623835290155	9027	-0.0750803940980337	0.144716688120914	509.387353046052	-0.51880951031233
FBXW11|ENSG00000072803.18|chr5	163	146	162	150	158	159	0.636102054784042	0.864796028241048	9456	-0.101453745987582	0.214419338570229	155.663992636055	-0.473155764139964
ATP6V0E1|ENSG00000113732.9|chr5	827	527	614	657	521	567	0.0695725626721113	0.317848262762745	2227	-0.254849189377668	0.140437266251807	613.808264242017	-1.8146834966206
BOD1|ENSG00000145919.11|chr5	427	379	447	681	638	572	7.9664682521039e-05	0.00229283934595034	305	0.499855976310429	0.126693146663268	517.454444627733	3.94540659439909
C5orf47|ENSG00000185056.10|chr5	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FAM193B|ENSG00000146067.17|chr5	81	83	66	83	44	67	0.326106695107429	0.660484957548869	5709	-0.337085981887987	0.343269605534034	70.4696128607694	-0.981986102042368
PHYKPL|ENSG00000175309.15|chr5	12	23	7	34	21	25	0.199664980230838	1	4144	0.825441054312855	0.643615427926786	20.0575415768095	1.2825066312841
ENSG00000285978|ENSG00000285978.1|chr5	1	0	0	0	0	0	0.796339065306535	1	11281	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
MYLK4|ENSG00000145949.12|chr6	0	0	6	0	0	0	0.290597688477262	1	5281	-3.57785475747928	3.3855188268729	1.06028879549378	-1.05681136051576
BLOC1S5-TXNDC5|ENSG00000259040.5|chr6	909	708	774	1041	1118	885	0.0131811003966788	0.116124408585744	1064	0.258968324567551	0.104471643994686	895.037557232011	2.47883841648672
EEF1E1-BLOC1S5|ENSG00000265818.1|chr6	93	43	59	120	56	68	0.521357597656601	0.805055104787029	8032	0.242256459484627	0.377785428429072	71.7813090456213	0.641254112134475
ENSG00000272162|ENSG00000272162.1|chr6	34	69	44	115	130	107	0.000707172000530901	0.0135920327679133	468	1.15215451017411	0.340191379247461	81.9466697108663	3.38678338270299
SYCP2L|ENSG00000153157.13|chr6	21	6	21	22	33	74	0.0276226484145226	1	1415	1.37654794996916	0.624963789788651	29.2712002823653	2.20260433078
ID4|ENSG00000172201.12|chr6	1507	1313	1348	2147	2259	1900	1.71764768318194e-11	1.64705425092809e-09	91	0.506300442161159	0.0752504099160849	1722.69423271253	6.72820842737942
ENSG00000282804|ENSG00000282804.1|chr6	3	0	3	2	0	0	0.519172893811455	1	8003.5	-1.69066638437605	2.62272974715975	1.31529864096139	-0.644620890203017
SLC17A1|ENSG00000124568.12|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SLC17A3|ENSG00000124564.17|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
BTN3A2|ENSG00000186470.14|chr6	56	44	87	34	41	2	0.0210668962002314	0.155261601556773	1283	-1.40576295806657	0.609403959266131	44.1928289763027	-2.30678343435682
ZKSCAN8P1|ENSG00000226314.9|chr6	22	18	24	37	30	34	0.260777794772523	1	4931	0.567725938986595	0.504845124838796	27.1681118467995	1.1245546625173
HLA-G|ENSG00000204632.13|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HLA-E|ENSG00000204592.9|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HCG22|ENSG00000228789.9|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HLA-B|ENSG00000234745.14|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
MICA|ENSG00000204520.14|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ATP6V1G2-DDX39B|ENSG00000254870.5|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
MSH5-SAPCD1|ENSG00000255152.8|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PPT2-EGFL8|ENSG00000258388.7|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
BTNL2|ENSG00000204290.11|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HLA-DRA|ENSG00000204287.14|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HLA-DQA1|ENSG00000196735.13|chr6	1	0	0	0	0	0	0.796339065306535	1	11281	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
HLA-DQA2|ENSG00000237541.4|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HLA-DPA1|ENSG00000231389.8|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HLA-DPB1|ENSG00000223865.11|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000285064|ENSG00000285064.2|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SMIM40|ENSG00000286920.2|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
LHFPL5|ENSG00000197753.11|chr6	1	0	0	0	0	0	0.796339065306535	1	11281	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
PI16|ENSG00000164530.15|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
APOBEC2|ENSG00000124701.6|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TREML4|ENSG00000188056.12|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000124593|ENSG00000124593.16|chr6	1189	1076	1021	1105	1051	965	0.0596436359131943	0.293707882042062	2033	-0.165155554058267	0.087689235629353	1061.66027625103	-1.88341878992252
TOMM6|ENSG00000214736.8|chr6	1185	1072	1013	1100	1050	956	0.0611294634021457	0.297498994783672	2059	-0.165119503464378	0.0881785850067079	1056.44212733804	-1.87255787163989
ENSG00000288721|ENSG00000288721.1|chr6	452	323	314	462	419	364	0.483529609133825	0.778752190716456	7566	0.107584226099218	0.153552028885323	384.206895633599	0.700636955956894
ENSG00000288564|ENSG00000288564.1|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000272442|ENSG00000272442.2|chr6	0	5	3	12	3	0	0.660337391230091	1	9774	0.726071377069071	1.65223730013506	3.75127228607518	0.43944739475965
ADGRF4|ENSG00000153294.12|chr6	4	5	1	0	2	0	0.250673152539861	1	4793	-2.4211378475821	2.10769074763033	2.02038483341963	-1.14871588742522
BEND6|ENSG00000151917.18|chr6	2	0	7	2	1	6	0.965801930913322	1	13255	-0.0711761827319265	1.6601224887382	3.0381817149183	-0.0428740549054456
ENSG00000285976|ENSG00000285976.2|chr6	1281	1183	1087	1525	1631	1352	0.00333709629548297	0.0447304182402218	679	0.252814819750268	0.0861423490146254	1329.22065196078	2.93484938177556
ENSG00000243501|ENSG00000243501.5|chr6	1	5	2	0	0	0	0.11841199514277	1	2973	-3.98297657166772	2.55078023658533	1.4046512160477	-1.56147382457363
DDX43|ENSG00000080007.8|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SNAP91|ENSG00000065609.15|chr6	8	7	14	20	1	9	0.949851201789424	1	13081	-0.0616692451909609	0.980532342807302	9.76646096539068	-0.0628936369547989
ENSG00000271793|ENSG00000271793.2|chr6	2604	2060	2264	2404	2585	2329	0.911433403634586	0.973936796487313	12663	-0.00800483899041769	0.0719660905730075	2355.96577347708	-0.111230704998447
ENSG00000213204|ENSG00000213204.8|chr6	17	46	24	63	44	45	0.155389261478496	0.472837641407497	3519	0.688351522541421	0.484498473780767	39.467872068622	1.42075065205034
SOBP|ENSG00000112320.12|chr6	336	260	353	170	218	194	2.97131326599899e-05	0.000985843329243618	265	-0.792909122416488	0.189888613104178	255.732440988169	-4.17565387125912
FOXO3|ENSG00000118689.15|chr6	784	613	840	1183	1040	1168	1.97103190889479e-05	0.000696324875992548	249	0.511830408933477	0.11991863837028	927.456980428448	4.26814726959346
ENSG00000255330|ENSG00000255330.9|chr6	102	91	116	105	73	150	0.986262189571645	0.994754324413583	13502	0.00538845351390683	0.312942986812111	106.114774848988	0.017218642823084
EPB41L2|ENSG00000079819.19|chr6	428	370	413	518	381	318	0.578013849621047	0.836165260575805	8769	-0.09084645934039	0.163308261166528	401.131096663051	-0.556288204230848
ENSG00000257065|ENSG00000257065.1|chr6	584	386	593	547	449	351	0.0697706155819693	0.318253210438193	2231	-0.308638742217017	0.170199215199466	481.381402176425	-1.81339697633333
ENSG00000280148|ENSG00000280148.1|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ZC2HC1B|ENSG00000118491.10|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PCMT1|ENSG00000120265.20|chr6	649	590	551	800	712	553	0.379880629216822	0.707090096106226	6333	0.110776860759631	0.12615284064697	635.601930678043	0.878116261128294
ENSG00000285991|ENSG00000285991.1|chr6	335	296	304	326	291	268	0.268862454233921	0.606720147341833	5015	-0.171314835159266	0.154939861824031	301.527963865382	-1.10568599418161
ULBP2|ENSG00000131015.5|chr6	24	42	32	35	42	31	0.944649882587841	1	13028	0.0326485472595615	0.470258440615595	34.2638994039804	0.069426818191339
ULBP1|ENSG00000111981.5|chr6	60	61	37	239	202	212	7.3215823815963e-14	8.75179833723415e-12	73	1.95851200241378	0.261764162195555	131.745065753362	7.48197150437518
RAET1L|ENSG00000155918.8|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ULBP3|ENSG00000131019.11|chr6	75	117	153	141	104	92	0.632827186300051	0.863669898958457	9409	-0.149152798409318	0.312197539991854	113.647550723402	-0.477751357083753
MTHFD1L|ENSG00000120254.16|chr6	167	121	190	257	276	248	0.00290748644193793	0.0404891424148956	651	0.618234188555401	0.207645550611677	207.058978946717	2.97735341178379
AKAP12|ENSG00000131016.17|chr6	293	149	190	205	253	251	0.671564730031425	0.881744483035543	9934	0.095678504545992	0.225656059827941	220.890567112559	0.424001485353176
VIP|ENSG00000146469.13|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
NOX3|ENSG00000074771.4|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FAM120B|ENSG00000112584.14|chr6	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000286192|ENSG00000286192.1|chr7	760	560	663	772	962	674	0.144137621337209	0.459434514687959	3338	0.191073266463773	0.130822375758972	723.370065637517	1.46055493454582
EIF3B|ENSG00000106263.19|chr7	363	422	361	332	407	422	0.665504177972609	0.878743698904112	9850	-0.0718953677754589	0.166298801607109	383.901470598552	-0.432326433387752
USP42|ENSG00000106346.12|chr7	109	55	68	72	67	67	0.461252759835202	0.764271109912207	7279	-0.245841744099408	0.333667968185379	72.2068903774133	-0.736785569907698
ENSG00000283321|ENSG00000283321.1|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TWIST1|ENSG00000122691.13|chr7	195	198	187	333	320	271	0.000906336250315126	0.0164421832021825	497	0.576250057977077	0.173668940466417	247.316143673852	3.31809508614184
HNRNPA2B1|ENSG00000122566.22|chr7	1403	1039	1258	1226	1182	1109	0.0892269068782025	0.362394359650007	2540	-0.160416663521278	0.0943910634302251	1194.71362474634	-1.69948994842991
SKAP2|ENSG00000005020.13|chr7	132	167	153	136	191	115	0.591659406435011	0.843268972213943	8913	-0.135683161489076	0.25293594849113	148.503277720609	-0.536432888636367
ZNRF2|ENSG00000180233.11|chr7	61	60	80	44	75	49	0.331327987097108	0.666474876765644	5763	-0.355652987043853	0.366108130041323	61.4911021582388	-0.971442472484046
ENSG00000281593|ENSG00000281593.1|chr7	302	258	241	279	226	233	0.231279618063634	0.567213588314577	4540	-0.207129504272694	0.173030531170303	254.902013179472	-1.19706911185997
INMT-MINDY4|ENSG00000254959.6|chr7	117	65	86	130	182	146	0.011083555696682	0.102984893219538	1004	0.695304929859956	0.273736347579771	118.977307857294	2.54005336159216
NME8|ENSG00000086288.12|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
STARD3NL|ENSG00000010270.14|chr7	152	89	112	133	82	81	0.243588658831994	0.579328055864808	4706	-0.340514572651493	0.292020537857831	107.045564781034	-1.16606378150454
TARP|ENSG00000289746.1|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
URGCP-MRPS24|ENSG00000270617.1|chr7	603	435	481	501	493	431	0.176296471671061	0.503283106462413	3806	-0.178444418113249	0.131961456471216	486.75723820124	-1.35224650352485
SPDYE1|ENSG00000136206.5|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CAMK2B|ENSG00000058404.21|chr7	18	31	34	41	20	23	0.855415268224571	1	12081	-0.0991549019607759	0.544169141783021	27.7936855893619	-0.182213386146604
IGFBP3|ENSG00000146674.16|chr7	1	0	0	0	0	4	0.584639150172431	1	8841	1.87485068381934	3.42989153603571	0.836427218923365	0.546620983235611
DDC|ENSG00000132437.18|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
NUPR2|ENSG00000185290.4|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TPST1|ENSG00000169902.15|chr7	58	32	35	58	65	52	0.296743643317798	0.634019212645308	5375	0.40739400431854	0.390432832435825	49.1546054641218	1.04344197125252
ENSG00000284461|ENSG00000284461.2|chr7	198	107	101	123	137	125	0.58566542159275	0.83923428753882	8852	-0.1477224226853	0.270986625439069	130.223917995031	-0.54512809422218
SPDYE21|ENSG00000230358.6|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE8|ENSG00000273520.6|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE11|ENSG00000275976.6|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE9|ENSG00000262461.7|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE10|ENSG00000274570.6|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FKBP6|ENSG00000077800.13|chr7	2	0	0	0	0	0	0.646561790382023	1	9569.5	-1.85550178483911	4.0465092261881	0.317420579867217	-0.458543816687904
BAZ1B|ENSG00000009954.11|chr7	263	148	194	222	252	210	0.642449086645525	0.869263391070257	9502	0.0973413424371166	0.209662076559152	212.179556724484	0.464277298186797
LAT2|ENSG00000086730.17|chr7	1	0	0	3	0	0	0.726766977562812	1	10513	1.33967608402659	3.83389648914546	0.622245350054114	0.349429382827494
GTF2I|ENSG00000263001.8|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE12|ENSG00000184616.12|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE13|ENSG00000286038.2|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE14|ENSG00000286137.2|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE15|ENSG00000286014.2|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE5|ENSG00000170092.15|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE16|ENSG00000185040.14|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
POMZP3|ENSG00000146707.15|chr7	2	0	0	0	0	0	0.646561790382023	1	9569.5	-1.85550178483911	4.0465092261881	0.317420579867217	-0.458543816687904
SPDYE17|ENSG00000186645.11|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE18|ENSG00000205482.11|chr7	0	0	0	2	12	0	0.0584450967021542	1	2007	4.54889647411161	2.40384163441197	2.20692865433405	1.89234449099821
CDK14|ENSG00000058091.17|chr7	65	70	60	78	13	35	0.13595644839582	0.447006770422729	3230	-0.735647079023112	0.493385375776109	53.4522141333726	-1.49101922177146
PTTG1IP2|ENSG00000251154.2|chr7	0	3	0	2	0	0	0.819507359030525	1	11605	-0.775935241384005	3.40056023530511	0.844530169983371	-0.228178649308468
ENSG00000284292|ENSG00000284292.1|chr7	80	107	110	110	62	73	0.226589762433676	0.561710871305754	4486	-0.384614849499931	0.31807637327992	90.4056569662975	-1.20919025054858
ENSG00000272647|ENSG00000272647.3|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE3|ENSG00000214300.7|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SPDYE6|ENSG00000260097.3|chr7	0	4	0	0	0	0	0.445914277218293	1	7106	-3.00621845232848	3.94390471867823	0.714009062092934	-0.762244188631409
SPDYE2|ENSG00000205238.12|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000205236|ENSG00000205236.6|chr7	7	0	2	0	5	0	0.677851054593822	1	10015	-0.892577172866303	2.14873108182593	2.25519549508334	-0.415397338650595
ENSG00000267645|ENSG00000267645.5|chr7	248	158	236	228	301	240	0.394020554426614	0.716034962010994	6502	0.175664803700817	0.206094985281237	232.765673583924	0.852348752984481
SPDYE2B|ENSG00000173678.15|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000288640|ENSG00000288640.1|chr7	366	351	284	763	731	758	9.97649185685029e-17	1.5009459990151e-14	58	1.08192813244538	0.130273290839602	532.863102664668	8.30506487916614
ANKRD7|ENSG00000106013.15|chr7	3	0	3	5	10	2	0.340487527695503	1	5858	1.41499536736093	1.48446474615473	3.69927989967708	0.953202405800647
CCDC136|ENSG00000128596.17|chr7	10	27	19	23	12	23	0.928295251991378	1	12856	-0.0590666520272552	0.656369894753135	19.1127916710624	-0.0899898860374614
TNPO3|ENSG00000064419.14|chr7	497	393	473	611	476	449	0.573953888438968	0.834845164615217	8722	0.0796714950901653	0.141704221436201	478.380446492545	0.562237979099552
FAM180A|ENSG00000189320.9|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
NDUFB2|ENSG00000090266.13|chr7	302	223	249	218	234	148	0.0214484305190186	0.156986587582349	1293	-0.459428946761752	0.199752038633814	227.506724837281	-2.29999628491391
ATP6V0E2|ENSG00000171130.19|chr7	165	157	105	96	171	159	0.768400878553985	0.925291993101075	10954	-0.0821405022749166	0.278946130030328	141.584627551649	-0.294467258843082
ACTR3C|ENSG00000106526.11|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RARRES2|ENSG00000106538.10|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ENSG00000284691|ENSG00000284691.1|chr7	12	5	4	0	7	13	0.937554973498278	1	12958	-0.0933633014942222	1.19172028043309	6.81358543690225	-0.0783433017186658
ATG9B|ENSG00000181652.20|chr7	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
KBTBD11-OT1|ENSG00000283239.1|chr8	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TUSC3|ENSG00000104723.21|chr8	144	167	118	139	119	91	0.120203035538183	0.421580260492839	3005	-0.397964706664058	0.256103407895814	129.232585026758	-1.55392194869174
ZDHHC2|ENSG00000104219.13|chr8	135	54	90	141	133	126	0.135450660064458	0.446671129229118	3220	0.446797298299312	0.299271735752512	111.138691364074	1.49294853112623
SFTPC|ENSG00000168484.13|chr8	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PNOC|ENSG00000168081.9|chr8	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RBPMS|ENSG00000157110.16|chr8	34	24	29	48	53	49	0.0974125853297228	0.380663779483727	2663	0.701314060385849	0.423108187482035	38.9059417413045	1.65752892790718
DDHD2|ENSG00000085788.14|chr8	67	47	60	58	80	42	0.905607238815082	0.972355938506831	12597	-0.0437555915500877	0.368992960402952	58.3564913162729	-0.118581101119938
ADAM2|ENSG00000104755.16|chr8	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
GOLGA7|ENSG00000147533.19|chr8	474	431	451	432	414	380	0.0683541591610028	0.316132365163081	2192	-0.23752615829588	0.130318062298833	428.471417433459	-1.82266490236179
ANK1|ENSG00000029534.21|chr8	18	6	2	24	4	8	0.681306621956761	1	10051	0.405869001935454	0.988283410375576	9.97757784302596	0.410680780102554
ENSG00000254673|ENSG00000254673.1|chr8	61	36	60	67	39	53	0.863573638892175	0.960710348805706	12156	-0.0677963966749694	0.394562246735121	52.2105216811878	-0.17182687202327
ALKAL1|ENSG00000196711.9|chr8	7	12	5	5	13	3	0.762332313430152	1	10889	-0.304870939787379	1.0081061866341	7.47348339666578	-0.302419471112754
CA8|ENSG00000178538.10|chr8	100	78	113	108	73	55	0.20526249245881	0.535883966787598	4220	-0.403900165376796	0.318860098935956	87.3144384161856	-1.26670024479269
ENSG00000285791|ENSG00000285791.1|chr8	5	5	6	7	9	2	0.959815361178546	1	13184	0.0561210267463251	1.11383760344181	5.590220804911	0.0503852864842313
RPL7|ENSG00000147604.14|chr8	30	47	44	33	17	21	0.0781205761923254	1	2372	-0.879402869112543	0.499179529359478	32.2719650310469	-1.76169657886602
ENSG00000258677|ENSG00000258677.2|chr8	77	59	100	89	40	74	0.403139229900928	0.723027071448229	6614	-0.309495478759373	0.370197565751574	73.0394601552751	-0.836027860234674
JPH1|ENSG00000104369.5|chr8	156	81	128	191	257	136	0.0301968630964607	0.196640169686356	1469	0.590919799597693	0.272627545791663	155.037895553927	2.16749851113454
ENSG00000276418|ENSG00000276418.5|chr8	179	125	161	219	158	198	0.320902656636702	0.656475494317264	5646	0.22136856834259	0.223017862960104	171.547141340178	0.992604652400379
ESRP1|ENSG00000104413.18|chr8	0	0	0	0	0	4	0.474569940256044	1	7457.5	2.83854148541156	3.96963674474471	0.677716928989757	0.715063283603827
COX6C|ENSG00000164919.11|chr8	328	215	282	279	311	232	0.61308154684151	0.855549268789224	9122	-0.0925008421834983	0.182923793139919	271.872256577059	-0.505679663622239
RGS22|ENSG00000132554.21|chr8	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PABPC1|ENSG00000070756.17|chr8	1629	1228	1332	1334	1117	1279	0.0110376499727331	0.10283680732161	1000	-0.25121694445209	0.0988457570811078	1312.6058849744	-2.54150458118252
ZNF706|ENSG00000120963.12|chr8	219	171	214	209	177	175	0.320028199631021	0.655723206823215	5634	-0.197004407607949	0.198113858032904	193.035568997817	-0.994399935289882
DPYS|ENSG00000147647.13|chr8	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ZHX2|ENSG00000178764.8|chr8	83	57	62	111	33	95	0.68666400140452	0.889655542131529	10085	0.163651477681683	0.405694103568763	72.769714563246	0.403386384574221
ZHX1|ENSG00000165156.15|chr8	368	234	267	303	278	277	0.571395916414871	0.834292200962569	8692	-0.0993250346566943	0.175486901120812	285.074845640178	-0.565996858012296
TSNARE1|ENSG00000171045.16|chr8	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ARC|ENSG00000198576.4|chr8	56	69	58	156	145	115	0.000120322684651646	0.00329133462780648	323	1.08355839565395	0.281775446616122	97.9750978930014	3.84546776046866
ZFP41|ENSG00000181638.20|chr8	75	37	60	93	60	48	0.72235582623239	0.906501617072722	10460	0.135682301258207	0.381867994087509	61.1024599405327	0.355312053796041
