rownames(tcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
TERB1|ENSG00000249961.10|chr16	0	1	0	0	0	0	0.819760673018696	1	11295	-0.929747190088229	4.0804728567969	0.201481543156431	-0.227852805965744
NAE1|ENSG00000159593.15|chr16	1207	915	873	894	1275	961	0.626741190013856	0.850868702320517	9148	0.0781578077925834	0.160713129807705	1004.43067755728	0.486318746241207
CA7|ENSG00000168748.14|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PDP2|ENSG00000172840.7|chr16	655	509	557	489	678	505	0.899663895228	0.968846216650186	12196	-0.0212424745713353	0.168476153767873	555.830658960107	-0.126085942112634
CDH16|ENSG00000166589.13|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RRAD|ENSG00000166592.12|chr16	4	0	0	0	0	0	0.502020851684578	1	7773	-2.67239058361276	3.98083857953484	0.58091356395139	-0.671313475846847
CIAO2B|ENSG00000166595.12|chr16	729	439	680	390	278	250	0.000117772755163098	0.00365228367421201	267	-0.917209719856921	0.23819196094578	451.595591633781	-3.85071652382805
CES2|ENSG00000172831.14|chr16	410	334	410	328	360	412	0.903457228090558	0.969574171416956	12244	-0.0248831235448477	0.205145176196134	371.894689878607	-0.121295192050032
CES3|ENSG00000172828.13|chr16	23	0	7	17	12	9	0.64409493964355	1	9363	0.545363916347056	1.18048990382742	10.8586813784074	0.461981008544723
CES4A|ENSG00000172824.17|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CBFB|ENSG00000067955.15|chr16	508	373	604	288	433	214	0.00381694704533479	0.0485573153406686	672	-0.641849851791152	0.221870224712695	390.952960479414	-2.89290666479605
PHAF1|ENSG00000125149.12|chr16	133	53	132	76	74	45	0.142497234409574	0.425128061222829	3384	-0.608064222332678	0.414620898852988	82.1836578075854	-1.46655468649756
B3GNT9|ENSG00000237172.4|chr16	0	0	1	0	3	0	0.748340410324068	1	10455.5	1.28650676154082	4.00995243961982	0.567880153312517	0.320828433980826
TRADD|ENSG00000102871.16|chr16	20	49	70	42	32	23	0.424875274397559	0.720114267208849	6762	-0.490241863717252	0.614344522032216	39.6138067650254	-0.797991755661076
FBXL8|ENSG00000135722.9|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HSF4|ENSG00000102878.18|chr16	0	0	0	0	1	1	0.654271050241507	1	9473.5	1.81181769588736	4.04571056879988	0.313344750917855	0.447836706327911
NOL3|ENSG00000140939.14|chr16	0	0	1	0	0	5	0.548758521155115	1	8275	2.30417325118102	3.84271292093244	1.0148890497025	0.599621491012112
KIAA0895L|ENSG00000196123.13|chr16	90	10	20	9	19	30	0.248434105502393	1	4631	-0.920077787406351	0.797183118303599	27.6224766634251	-1.15416115354308
EXOC3L1|ENSG00000179044.16|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
E2F4|ENSG00000205250.9|chr16	436	398	422	200	386	288	0.0149757822808436	0.117214202628332	1126	-0.531142391791987	0.218310814393837	348.066905549583	-2.43296418121457
ELMO3|ENSG00000102890.16|chr16	0	0	0	0	2	0	0.680082259665388	1	9776	1.6738811030643	4.05936104176412	0.279928714549823	0.412350881294575
TMEM208|ENSG00000168701.19|chr16	206	150	200	180	248	263	0.155668838001537	0.44335503878636	3555	0.353178519326128	0.248754061259063	204.379496760534	1.41978996257799
FHOD1|ENSG00000135723.14|chr16	113	141	187	43	119	113	0.0701141598230346	0.289185852190106	2318	-0.70027423744118	0.386641389957531	116.942708788327	-1.81117246013961
SLC9A5|ENSG00000135740.17|chr16	16	7	10	0	11	6	0.433574381984175	1	6863	-0.998034298699878	1.27448257138375	7.7937861646601	-0.783089797466808
PLEKHG4|ENSG00000196155.13|chr16	33	13	28	37	14	22	0.848929312387235	1	11705	0.136039945529057	0.714177717513646	24.3865608162203	0.190484724170153
KCTD19|ENSG00000168676.11|chr16	0	0	1	0	0	0	0.819760673018696	1	11360	-0.929747190088228	4.0804728567969	0.147987081487783	-0.227852805965744
LRRC36|ENSG00000159708.18|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TPPP3|ENSG00000159713.11|chr16	15	3	8	6	2	10	0.778410651052736	1	10785	-0.349708422596173	1.24278542824619	7.12491967429334	-0.281390829541412
ZDHHC1|ENSG00000159714.12|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HSD11B2|ENSG00000176387.7|chr16	13	9	16	0	12	5	0.315532921707268	1	5416	-1.22980195477048	1.22529298210889	8.61557053056808	-1.00367991388789
ATP6V0D1|ENSG00000159720.13|chr16	77	17	97	87	40	30	0.877947366814063	0.961012185356848	11982	-0.0923978608953103	0.601659001323112	56.3565935626331	-0.153571808436536
AGRP|ENSG00000159723.5|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RIPOR1|ENSG00000039523.20|chr16	112	51	101	85	113	63	0.904649621485669	0.970301074699994	12253	0.0458252306166461	0.382546852618705	84.4393858193882	0.119789851368406
CTCF|ENSG00000102974.16|chr16	434	365	527	325	637	500	0.456132839305888	0.742311932934044	7161	0.150653067136066	0.202156538402136	452.395979301402	0.745229752778918
CARMIL2|ENSG00000159753.15|chr16	17	14	22	13	14	16	0.75340177272876	1	10544	-0.247580304720549	0.78807818034507	15.7585037442876	-0.31415703529838
ACD|ENSG00000102977.18|chr16	64	50	86	85	62	76	0.565919209318603	0.81527550780111	8424	0.240537788480358	0.419002962287132	70.1628981828362	0.574071808865934
PARD6A|ENSG00000102981.10|chr16	14	27	4	38	21	20	0.358626633055865	1	5931	0.773948826661289	0.843095135958563	21.7199993957604	0.917985164012769
ENKD1|ENSG00000124074.12|chr16	34	34	68	60	71	51	0.32835842610411	0.643226942990454	5546	0.466282009306709	0.477051085565684	52.0753275156317	0.977425737861584
C16orf86|ENSG00000159761.15|chr16	9	0	0	0	0	1	0.38966253190307	1	6327	-2.87615225544509	3.34347074662354	1.48043591253357	-0.860229525964783
GFOD2|ENSG00000141098.13|chr16	43	71	76	20	44	95	0.643992054705541	0.85751258422373	9362	-0.262143920541119	0.567258240664197	58.2413306095807	-0.462124481848298
RANBP10|ENSG00000141084.12|chr16	99	35	59	60	76	77	0.604954475522813	0.838443035859405	8935	0.225690854519372	0.436295536805522	65.5924827606992	0.51728893715448
TSNAXIP1|ENSG00000102904.15|chr16	1	0	0	0	3	0	0.748340410324068	1	10452.5	1.28650676154082	4.00995243961982	0.565121462812582	0.320828433980827
CENPT|ENSG00000102901.13|chr16	0	1	1	16	0	0	0.188920163341459	1	3932	3.15342402452098	2.40026747778937	3.4012549636437	1.31378025728418
THAP11|ENSG00000168286.3|chr16	1266	896	1192	513	929	770	0.000243314126033593	0.00640296961113856	315	-0.580262670371488	0.158144348457778	902.164897299845	-3.66919637679248
NUTF2|ENSG00000102898.13|chr16	425	432	444	246	410	352	0.0812250949663192	0.314123679501719	2487	-0.371844111095523	0.213259638388449	379.804857001136	-1.74362159621698
EDC4|ENSG00000038358.15|chr16	342	202	259	143	272	224	0.224653959875539	0.542383419211075	4329	-0.303543417540017	0.24998519456176	232.878889300382	-1.21424557991183
NRN1L|ENSG00000188038.8|chr16	8	14	0	0	11	1	0.500592690573028	1	7744	-1.18020084335853	1.7521902292706	5.69555705575978	-0.673557484594481
PSKH1|ENSG00000159792.10|chr16	88	85	91	56	79	51	0.195177934324218	0.502347201323081	3999	-0.500067991309832	0.386029896545627	73.9536904776218	-1.29541259831083
CTRL|ENSG00000141086.18|chr16	0	3	5	0	0	0	0.250309496766696	1	4659	-3.86655889780158	3.36340095913443	1.34438003690821	-1.14959796491128
PSMB10|ENSG00000205220.12|chr16	115	84	78	30	97	75	0.270373100312479	0.588331243802253	4888	-0.476728817607427	0.432523311472706	77.470878509301	-1.10220375402242
LCAT|ENSG00000213398.8|chr16	6	3	1	0	0	0	0.148100917616417	1	3461	-4.14134635761581	2.86346293926309	1.62380205688416	-1.4462720298666
SLC12A4|ENSG00000124067.17|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
DPEP3|ENSG00000141096.6|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
DPEP2|ENSG00000167261.14|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
DUS2|ENSG00000167264.18|chr16	64	20	52	79	51	25	0.571894249614892	0.819497885764667	8516	0.32560024956424	0.576014538610729	47.5604632346197	0.565263943423276
DPEP2NB|ENSG00000263201.1|chr16	0	0	0	0	0	6	0.371505338155367	1	6090.5	3.52957242330499	3.94958208844143	1.04028236185766	0.893657188094505
DDX28|ENSG00000182810.7|chr16	452	490	443	572	575	412	0.409888303110001	0.707061608606105	6588	0.184612543394776	0.224019823833958	490.941055205445	0.824090208782637
NFATC3|ENSG00000072736.19|chr16	1041	784	1343	746	970	836	0.085550129674501	0.322636563258103	2553	-0.264682359168065	0.153943007492102	930.8919089891	-1.71935291820023
ESRP2|ENSG00000103067.14|chr16	96	97	171	129	163	128	0.451372220105461	0.738487231026218	7110	0.243502171506485	0.323320540156631	128.403334135709	0.753129298214463
PLA2G15|ENSG00000103066.13|chr16	117	45	108	66	72	67	0.454874808948566	0.741407290854914	7147	-0.302006150276962	0.404122848993819	76.3235347345419	-0.747312731831159
SLC7A6|ENSG00000103064.15|chr16	85	40	91	64	118	88	0.341749983754011	0.656642288502883	5699	0.373200356481249	0.392547778966244	77.8509135306291	0.950713203534241
SLC7A6OS|ENSG00000103061.13|chr16	260	328	337	189	361	212	0.232135869992433	0.549781450349577	4428	-0.312294537685165	0.261361679223126	277.049976831511	-1.19487500468099
PRMT7|ENSG00000132600.18|chr16	15	14	43	60	47	7	0.328689963324742	1	5551	0.75372301479408	0.77165946657487	30.598798291652	0.97675600111484
SMPD3|ENSG00000103056.12|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZFP90|ENSG00000184939.16|chr16	117	95	102	54	135	103	0.748998486520896	0.908287091263727	10464	-0.116666852297396	0.364629241562707	98.2802983286525	-0.319960219858922
CDH3|ENSG00000062038.15|chr16	5	0	1	16	0	3	0.299386201320227	1	5233	1.98901618209677	1.91666115749455	4.44605655635534	1.03775055612689
CDH1|ENSG00000039068.20|chr16	7	0	4	0	15	0	0.857484334547347	1	11787	0.387007401349256	2.15510060441438	3.70801242198974	0.179577417665112
TANGO6|ENSG00000103047.8|chr16	11	31	25	1	32	5	0.306147648633018	1	5323	-1.03238402264017	1.00883885750795	17.0796152231096	-1.02333887613169
HAS3|ENSG00000103044.11|chr16	10	0	16	0	3	2	0.203566719064175	1	4106	-2.29929641359571	1.80839736053454	4.58673107279363	-1.27145530278592
CHTF8|ENSG00000168802.14|chr16	239	206	222	163	275	186	0.700030454811578	0.886755408743967	9985.5	-0.0948298381541704	0.246132674118341	210.896940223354	-0.385279355915891
DERPC|ENSG00000286140.2|chr16	239	206	222	163	275	186	0.700030454811578	0.886755408743967	9985.5	-0.0948298381541704	0.246132674118341	210.896940223354	-0.385279355915891
UTP4|ENSG00000141076.18|chr16	0	9	0	0	0	0	0.202391793431911	1	4086.5	-4.28932086025771	3.36478863808705	1.81333388840788	-1.27476680457893
SNTB2|ENSG00000168807.17|chr16	364	231	415	161	251	226	0.00723115284933196	0.073460320017413	860	-0.615630377586908	0.229199078617379	265.843632281633	-2.68600720954307
VPS4A|ENSG00000132612.16|chr16	507	286	498	293	174	253	0.00791068520070035	0.0777526445610806	888	-0.729063004577922	0.274511260882588	329.056957244922	-2.65585827784949
PDF|ENSG00000258429.2|chr16	825	753	1098	832	1262	1194	0.0516995705988395	0.242450118175001	1998	0.322144683328657	0.165573717955992	976.362938553939	1.94562692259094
ENSG00000272617|ENSG00000272617.3|chr16	622	555	773	577	911	926	0.0692127531984377	0.287335682503227	2301	0.331672158385546	0.182535476320564	714.661148477296	1.81702847616905
NIP7|ENSG00000132603.15|chr16	1065	805	1245	775	1234	916	0.661047914506912	0.866653567509141	9535	-0.0634795182173143	0.144776103313468	980.45815334474	-0.438466824043946
TMED6|ENSG00000157315.5|chr16	0	0	0	0	0	4	0.458514171224524	1	7192.5	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
TERF2|ENSG00000132604.11|chr16	206	148	183	263	102	100	0.81986206157292	0.938888322115931	11403	-0.0907654649335078	0.398579442145324	168.596094596552	-0.227722394423981
CYB5B|ENSG00000103018.18|chr16	477	340	439	420	481	412	0.545649643591097	0.800331420693982	8240	0.109375526796238	0.180997860826238	421.608965376388	0.604291820339473
NQO1|ENSG00000181019.13|chr16	49	57	22	10	34	33	0.220141920080517	1	4273	-0.807272563266979	0.65837949328142	34.2440625104911	-1.22615083170872
NOB1|ENSG00000141101.13|chr16	1673	1562	1748	1400	1897	1462	0.692533543464031	0.885187218794333	9881	-0.0534565373061331	0.135189534650701	1602.38851289261	-0.39541919753073
WWP2|ENSG00000198373.13|chr16	71	25	57	41	59	27	0.701394792317826	0.887185976504787	9997	-0.200867286314837	0.523858137805017	44.542888185117	-0.383438323887603
CLEC18A|ENSG00000157322.18|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
PDPR|ENSG00000090857.14|chr16	270	231	215	237	336	249	0.376542327045409	0.680713928511414	6162	0.207180970634624	0.234292050787381	252.975451763621	0.884285104587865
CLEC18C|ENSG00000157335.21|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
EXOSC6|ENSG00000223496.3|chr16	2387	1714	2391	1487	2245	1884	0.128313657869674	0.401083502753671	3204	-0.177668710810987	0.116826931315522	1970.33068268165	-1.52078556554007
AARS1|ENSG00000090861.17|chr16	452	248	365	476	520	629	0.00112950674606151	0.0202550024962205	473	0.681691865754656	0.209357862498643	442.254317141943	3.25610826180016
DDX19B|ENSG00000157349.17|chr16	79	30	31	140	157	81	0.000701325794407841	0.0136766819812536	432	1.49922231238384	0.442371090530523	84.8264351523392	3.38906032622039
ENSG00000260537|ENSG00000260537.2|chr16	5	10	7	0	11	27	0.561806525371625	1	8393	0.732489130285379	1.26256335507976	9.99774551530154	0.580160296382991
DDX19A|ENSG00000168872.17|chr16	309	280	329	311	512	389	0.0441899589405314	0.21998465131645	1867	0.407270071474445	0.202391897510656	348.403975724689	2.01228446634334
ST3GAL2|ENSG00000157350.13|chr16	291	226	235	161	212	184	0.0901679233413366	0.331837395868241	2624	-0.408230727050696	0.240913364690306	214.856290889211	-1.69451257955521
FCSK|ENSG00000157353.17|chr16	14	6	1	0	1	3	0.190804209449357	1	3963	-2.35703029368301	1.80173026418475	4.05017935245998	-1.30820375310148
COG4|ENSG00000103051.21|chr16	54	9	33	50	18	27	0.793130922411167	1	10943	0.186422534700477	0.710865880375842	31.2767020595298	0.262247126844678
SF3B3|ENSG00000189091.13|chr16	370	248	388	321	461	340	0.309240430139817	0.623088497367697	5352	0.19632282281319	0.193075840729086	345.820280954071	1.01681713295585
IL34|ENSG00000157368.12|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MTSS2|ENSG00000132613.16|chr16	118	117	105	80	100	98	0.413403274566539	0.710143366642954	6640	-0.279268380187684	0.341437576380672	102.495580241583	-0.817919290395631
VAC14|ENSG00000103043.15|chr16	35	8	21	30	24	17	0.703164525750727	1	10019	0.280875645264745	0.737105456279473	21.8312853932215	0.381052185778762
HYDIN|ENSG00000157423.18|chr16	0	4	0	0	0	0	0.432018502762504	1	6836.5	-3.11272889936666	3.96151394458194	0.805926172625724	-0.785742254832616
CMTR2|ENSG00000180917.18|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CALB2|ENSG00000172137.19|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TLE7|ENSG00000260734.6|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZNF23|ENSG00000167377.19|chr16	155	162	215	122	196	160	0.603618725833153	0.837287713616395	8923	-0.145525063788387	0.280285126088955	165.411380957956	-0.519203661710545
ZNF19|ENSG00000157429.16|chr16	8	15	10	32	39	30	0.0262345912722671	1	1442	1.58614479403375	0.713604856955115	22.4275155111359	2.22272141027974
CHST4|ENSG00000140835.10|chr16	0	2	0	0	0	0	0.601839648621496	1	8891	-2.09571444137125	4.01664972853586	0.402963086312862	-0.521756832935285
TAT|ENSG00000198650.11|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MARVELD3|ENSG00000140832.11|chr16	100	75	77	16	49	47	0.0137100127949911	0.110639976667476	1091	-1.1766833967468	0.47740033630243	59.0878784567649	-2.46477286937095
PHLPP2|ENSG00000040199.18|chr16	70	56	75	27	66	67	0.484751007727112	0.760934550474015	7522	-0.319854573485733	0.457797304525941	58.5520082987762	-0.698681644307515
AP1G1|ENSG00000166747.13|chr16	213	211	224	156	270	167	0.594546510230018	0.832817044290534	8796	-0.138335394873765	0.259902325659776	203.095178147525	-0.532259165140571
ATXN1L|ENSG00000224470.9|chr16	108	121	158	70	114	103	0.209452913689776	0.521987034751349	4160	-0.424188959493962	0.337979995842982	110.611574331371	-1.25507120158387
IST1|ENSG00000182149.21|chr16	235	134	295	147	285	159	0.634761321863477	0.851682847113179	9288	-0.134009261248299	0.282103386632118	200.278999106138	-0.475035988926487
ZNF821|ENSG00000102984.15|chr16	33	20	50	20	54	13	0.707894217398475	1	10054	-0.246837774959014	0.658786190912507	29.8482751740696	-0.37468571497698
DHODH|ENSG00000102967.12|chr16	73	68	133	105	82	89	0.820744780067642	0.938888322115931	11415	0.0890491502512403	0.39300175510758	90.9199794950742	0.226587156657517
TXNL4B|ENSG00000140830.9|chr16	127	67	124	115	151	148	0.156809223679332	0.443865088148897	3574	0.44584852724982	0.314890388008564	119.023297670649	1.41588484192694
HP|ENSG00000257017.10|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HPR|ENSG00000261701.9|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
DHX38|ENSG00000140829.12|chr16	142	120	120	135	130	143	0.660255462162231	0.866112912229277	9525	0.135937387268374	0.309257520806149	131.296876449568	0.439560489633437
PMFBP1|ENSG00000118557.16|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZFHX3|ENSG00000140836.17|chr16	260	210	177	196	374	198	0.404303947870415	0.701698074989585	6499	0.228218267189267	0.273656377660558	230.324589357892	0.833959248968601
PSMD7|ENSG00000103035.11|chr16	729	495	573	583	767	559	0.473969861900165	0.753328977035541	7398	0.119728744454944	0.167210790130897	605.873225388631	0.716034798718535
NPIPB15|ENSG00000196436.9|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CLEC18B|ENSG00000140839.13|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
GLG1|ENSG00000090863.12|chr16	250	145	249	71	186	125	0.0161552598845015	0.121679751626313	1168	-0.737641687554211	0.306662121663368	163.618926332914	-2.40538897844039
RFWD3|ENSG00000168411.14|chr16	417	243	396	377	480	366	0.170462971278985	0.464673755892385	3730	0.266251852891422	0.194242658856669	370.670969476058	1.3707177118487
MLKL|ENSG00000168404.13|chr16	32	19	26	4	19	28	0.468911845952985	1	7338	-0.571077263978659	0.78850772910931	20.6000423452413	-0.724250686323318
FA2H|ENSG00000103089.9|chr16	28	16	15	7	8	30	0.714208089262643	1	10130	-0.316554789119709	0.864406901403677	17.1661890512793	-0.366210390738051
WDR59|ENSG00000103091.15|chr16	13	24	20	1	20	16	0.445995326781729	1	7010	-0.730774958729502	0.958885882839176	15.4473778383248	-0.762108371609083
LDHD|ENSG00000166816.15|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZFP1|ENSG00000184517.12|chr16	6	0	0	0	0	0	0.410933764274157	1	6611.5	-3.25321509722844	3.95647199441367	0.871370345927086	-0.822251516457544
CTRB2|ENSG00000168928.13|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CTRB1|ENSG00000168925.12|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
BCAR1|ENSG00000050820.17|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CFDP1|ENSG00000153774.9|chr16	135	71	95	110	158	83	0.454374013098354	0.741030295383218	7143	0.260012022112559	0.347543294298623	105.455767291227	0.748142825305518
TMEM170A|ENSG00000166822.13|chr16	438	293	387	215	603	415	0.585142623191931	0.827736722978534	8700	0.135948198678062	0.249040258099635	377.274877662183	0.545888442758007
CHST6|ENSG00000183196.10|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CHST5|ENSG00000135702.15|chr16	0	0	0	0	14	0	0.171294260613208	1	3739	4.45436802850955	3.25598150928565	1.95950100184876	1.36805691795431
TMEM231|ENSG00000205084.12|chr16	24	24	44	33	67	37	0.296153902181791	1	5200	0.577856430397997	0.553122587365312	36.9194658313196	1.04471674742212
GABARAPL2|ENSG00000034713.8|chr16	417	408	363	189	291	351	0.0431007315128331	0.216791423322781	1844	-0.51135998541028	0.252806527183305	334.119391494926	-2.02273252636196
ADAT1|ENSG00000065457.11|chr16	250	286	280	301	240	282	0.857564092391646	0.952220513950557	11789	0.0479531595916592	0.267184495138005	275.263649161997	0.179475832109534
KARS1|ENSG00000065427.15|chr16	484	357	395	237	446	402	0.417094918609714	0.712933274681212	6691	-0.176211325571707	0.217150340445176	378.001956068142	-0.811471560258481
TERF2IP|ENSG00000166848.7|chr16	1094	932	1215	859	1381	1021	0.874290706040242	0.959556151427083	11946	0.0224630870327121	0.141982021733475	1060.61990035129	0.158210784425083
CPHXL2|ENSG00000284484.1|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
DUXB|ENSG00000282757.4|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CPHXL|ENSG00000283755.2|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CNTNAP4|ENSG00000152910.19|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MON1B|ENSG00000103111.15|chr16	410	294	413	219	413	360	0.485392810630415	0.761217736671158	7529	-0.149727437687167	0.214615219154869	341.891425428516	-0.697655265440991
SYCE1L|ENSG00000205078.6|chr16	0	0	0	1	0	2	0.519378263358079	1	7972	2.5704753869189	3.98953758490429	0.537497433473356	0.644304090941549
ADAMTS18|ENSG00000140873.16|chr16	0	0	0	7	0	0	0.30172386615938	1	5265	3.88387715745639	3.76073679311305	1.33515652331228	1.03274368059175
NUDT7|ENSG00000140876.11|chr16	30	40	19	30	31	17	0.739529454797835	1	10367	-0.219484704158906	0.660150959937762	28.2363291572369	-0.332476535639059
VAT1L|ENSG00000171724.3|chr16	0	4	0	0	0	0	0.432018502762504	1	6836.5	-3.11272889936666	3.96151394458194	0.805926172625724	-0.785742254832616
CLEC3A|ENSG00000166509.12|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
WWOX|ENSG00000186153.18|chr16	7	14	0	16	12	20	0.327985475185514	1	5541	1.11773743158158	1.14267090074678	12.0363068402623	0.978179658597323
MAF|ENSG00000178573.7|chr16	2	9	9	0	0	4	0.216435136980896	1	4234	-2.31575223679556	1.87349041860227	4.1291959783454	-1.23606302642489
DYNLRB2|ENSG00000168589.15|chr16	5	4	5	0	8	8	0.921540937335527	1	12416	0.152593794642427	1.54928780551932	4.77876154234672	0.0984928649788724
CDYL2|ENSG00000166446.15|chr16	17	19	13	20	59	39	0.0661045542413727	1	2237	1.21179840392227	0.659405314997332	27.0553293811507	1.83771403772681
ENSG00000286221|ENSG00000286221.1|chr16	2	1	0	1	0	0	0.715728931764156	1	10150	-1.45487648761155	3.99501622868058	0.682674971319594	-0.364172860467213
CMC2|ENSG00000103121.9|chr16	565	343	501	248	339	301	0.00121294226958796	0.0215173350146905	480	-0.617955861791949	0.190973550275573	372.241841893382	-3.23581910112811
CENPN|ENSG00000166451.14|chr16	238	189	280	200	194	163	0.256826366761139	0.573669293098466	4745	-0.288659378353698	0.25456674401595	207.642170240879	-1.13392414814251
ATMIN|ENSG00000166454.10|chr16	166	145	162	113	158	90	0.20634846720283	0.517454614913054	4126	-0.380019699298559	0.300726988989873	136.568488759171	-1.26367008353665
C16orf46|ENSG00000166455.14|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
GCSH|ENSG00000140905.11|chr16	9	32	15	29	26	2	0.9513246741423	1	12736	-0.0578000588803249	0.94686883753511	19.4914679380833	-0.0610433637575296
BCO1|ENSG00000135697.10|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
GAN|ENSG00000261609.8|chr16	189	168	252	198	325	231	0.183123086231325	0.48364562757506	3871	0.324790522722842	0.243983195516037	221.89495267289	1.33120038056676
CMIP|ENSG00000153815.18|chr16	291	147	316	194	290	231	0.951036258714182	0.986148347280893	12731	-0.0152807567183938	0.248849899199105	236.286610273212	-0.0614055170107491
PLCG2|ENSG00000197943.12|chr16	22	0	10	0	0	15	0.628990261462353	1	9179	-0.85774977223885	1.77533341761851	7.27560132125464	-0.483148553238784
SDR42E1|ENSG00000184860.10|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HSD17B2|ENSG00000086696.11|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MPHOSPH6|ENSG00000135698.10|chr16	321	218	329	290	318	211	0.891473773897175	0.966614812591473	12105	-0.0315358089240165	0.231133849966065	275.63459579113	-0.136439595189742
CDH13|ENSG00000140945.17|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MLYCD|ENSG00000103150.7|chr16	73	48	67	75	73	80	0.388605797502299	0.689674962047433	6323	0.343002919328499	0.397846674561045	68.5809991098672	0.862148514140388
OSGIN1|ENSG00000140961.14|chr16	1	0	0	0	0	2	0.808284689746255	1	11179	0.978820260616283	4.03405182311489	0.491989178273735	0.242639485940091
NECAB2|ENSG00000103154.10|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SLC38A8|ENSG00000166558.11|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MBTPS1|ENSG00000140943.18|chr16	315	304	385	276	332	325	0.721808296691283	0.897256877547679	10209	-0.0761305184333601	0.213823890627699	319.432467550492	-0.356043088589738
HSDL1|ENSG00000103160.12|chr16	90	70	74	40	64	93	0.609629745773107	0.841839064447891	8980	-0.219615131600445	0.430110171069938	70.8368685618392	-0.51060204192366
DNAAF1|ENSG00000154099.18|chr16	0	0	0	0	7	1	0.305260274030613	1	5312	3.69036997938118	3.59959491540624	1.15313089456732	1.02521813318116
TAF1C|ENSG00000103168.17|chr16	45	37	70	29	42	41	0.430471930700118	0.725062248956941	6813	-0.39609556259777	0.502414298241679	42.8676522797295	-0.788384335366256
ADAD2|ENSG00000140955.11|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
KCNG4|ENSG00000168418.8|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ATP2C2|ENSG00000064270.13|chr16	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MEAK7|ENSG00000140950.16|chr16	35	40	62	33	48	58	0.92279609642167	0.97716906799348	12425	0.0492013328698876	0.50768961656813	45.3861157677474	0.0969122299614432
COTL1|ENSG00000103187.8|chr16	162	165	172	82	138	98	0.0300292134418574	0.177943870533072	1541	-0.657080429252625	0.302843233898141	134.17199684506	-2.16970483637626
KLHL36|ENSG00000135686.13|chr16	116	117	152	42	129	113	0.2361155961264	0.55364342025204	4479	-0.456782606939536	0.385551309549829	108.572196000026	-1.18475179729743
