rownames(readCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
SNTB2|ENSG00000168807.17|chr16	844	651	834	560	786	760	0.505221315056125	0.748990568489305	8931	-0.113269016297457	0.169997801116957	725.752078401091	-0.666296949450125
VPS4A|ENSG00000132612.16|chr16	1759	890	1617	1175	781	872	0.0381471221940714	0.179975240242063	2345	-0.478043021257453	0.230574372840832	1158.68584948122	-2.07327039587115
PDF|ENSG00000258429.2|chr16	1646	1501	1976	1560	2234	2144	0.133405873236076	0.376455981873475	4107	0.23629594331984	0.157446079329472	1815.84930703873	1.50080550958253
ENSG00000272617|ENSG00000272617.3|chr16	1071	996	1369	1063	1486	1543	0.111775044410985	0.338714230789438	3784	0.279935883545193	0.176030945979841	1237.07557548742	1.59026517744926
NIP7|ENSG00000132603.15|chr16	1564	1186	1559	1035	1727	1309	0.664643776285668	0.844226739669221	10665	-0.0641704948824676	0.148025161073611	1362.89198282439	-0.433510724913559
TMED6|ENSG00000157315.5|chr16	0	0	0	0	0	4	0.458514171224524	1	8305.5	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
TERF2|ENSG00000132604.11|chr16	418	309	448	582	378	357	0.340007225285493	0.620114949924095	6813	0.252335613667403	0.26446088694382	415.073532436338	0.954150977044132
CYB5B|ENSG00000103018.18|chr16	1793	1317	1678	1309	1787	1391	0.644111735848173	0.831675692167551	10471	-0.0628163829925171	0.135978680179451	1515.03072398173	-0.46195758709835
NQO1|ENSG00000181019.13|chr16	192	236	256	130	197	156	0.0719728055058542	0.261401081454693	3100	-0.5088466047204	0.282804095163605	192.734271911285	-1.79929008604358
NOB1|ENSG00000141101.13|chr16	2836	2438	2883	2605	3959	3358	0.0321556289106599	0.159993110051412	2212	0.297172065441091	0.138705315286355	2962.92569060893	2.14247063876091
WWP2|ENSG00000198373.13|chr16	283	117	283	219	203	135	0.54382402545731	0.774555011991405	9356	-0.192438708529114	0.317011309692001	200.143762443566	-0.607040514472754
CLEC18A|ENSG00000157322.18|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PDPR|ENSG00000090857.14|chr16	715	631	717	656	936	766	0.218543144985656	0.494457433387224	5301	0.208114503836164	0.169142231821899	726.019150553551	1.23041124380634
CLEC18C|ENSG00000157335.21|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
EXOSC6|ENSG00000223496.3|chr16	3717	2937	3811	2957	4418	3416	0.597645871026572	0.80434173034445	9973	0.0661416311488075	0.125318347449633	3470.18220700341	0.527788887220926
AARS1|ENSG00000090861.17|chr16	1600	724	1358	1415	1327	1453	0.151230675742882	0.403604100425115	4383	0.286898017364827	0.19990134601754	1286.75128790849	1.43519802682897
DDX19B|ENSG00000157349.17|chr16	462	268	433	369	589	383	0.236801654948365	0.517409375979254	5511	0.242888804041537	0.205312698674753	404.396496129865	1.18301890535427
ENSG00000260537|ENSG00000260537.2|chr16	47	43	56	83	55	50	0.359369762253223	0.637530177310121	7101	0.434392422854259	0.473934349037645	55.9749182612984	0.916566658939832
DDX19A|ENSG00000168872.17|chr16	1138	1069	1100	1114	1617	1236	0.102556489483248	0.322045967277609	3634	0.266805346904341	0.163425174029779	1196.54062432401	1.63258413820458
ST3GAL2|ENSG00000157350.13|chr16	709	461	479	314	493	465	0.105820326782122	0.328318780217012	3679	-0.347618674076897	0.214941838783886	476.251350721512	-1.61726854131183
FCSK|ENSG00000157353.17|chr16	67	39	35	12	37	8	0.0411644596068824	0.188206765808205	2424	-1.34792908158708	0.660144519365499	31.6221943539239	-2.04186968466033
COG4|ENSG00000103051.21|chr16	331	226	282	351	361	380	0.0502000540091402	0.211481825252295	2644	0.43653916196374	0.222922488553918	318.698028522249	1.95825537744324
SF3B3|ENSG00000189091.13|chr16	1511	976	1521	1137	1424	1139	0.661979009891321	0.842201521999828	10632	-0.0641975886854413	0.146843916832126	1254.83151568017	-0.437182486482112
IL34|ENSG00000157368.12|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MTSS2|ENSG00000132613.16|chr16	214	227	266	270	252	213	0.733399191809275	0.885874630989611	11362	0.0908555225005685	0.266745627179725	239.879685993501	0.340607354884032
VAC14|ENSG00000103043.15|chr16	127	76	151	125	111	64	0.676620183128202	0.851530473838786	10832	-0.157600300529324	0.377866237388515	106.577121864098	-0.417079603667481
HYDIN|ENSG00000157423.18|chr16	0	6	0	0	0	0	0.340902135457181	1	6832.5	-3.70333939226848	3.88849282803738	1.20888925893859	-0.952384267129445
CMTR2|ENSG00000180917.18|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CALB2|ENSG00000172137.19|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TLE7|ENSG00000260734.6|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZNF23|ENSG00000167377.19|chr16	202	178	250	194	287	301	0.182527848040983	0.446924488230384	4830	0.341017502664258	0.255824770360573	231.55679841813	1.3330120542417
ZNF19|ENSG00000157429.16|chr16	15	19	12	50	52	36	0.0103731877272555	0.0780081036939145	1428	1.5815343396022	0.617031367347186	30.8390932214581	2.56313442605312
CHST4|ENSG00000140835.10|chr16	0	3	3	0	0	0	0.342114005817455	1	6861	-3.50457536974763	3.68904010349091	1.04840587393264	-0.949996549625818
TAT|ENSG00000198650.11|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MARVELD3|ENSG00000140832.11|chr16	170	121	113	105	142	98	0.519203987029112	0.759492646063909	9069	-0.207747635908222	0.32230276628891	122.684198557712	-0.644572922225553
PHLPP2|ENSG00000040199.18|chr16	98	76	90	47	79	69	0.273589015573923	0.558351507534921	5974	-0.419476145048302	0.383141039547009	74.8488706874904	-1.09483480429101
AP1G1|ENSG00000166747.13|chr16	453	368	369	327	585	355	0.700609231712396	0.865169579947563	11083	0.0844164380880345	0.219549632917575	400.340974120424	0.384498197360806
ATXN1L|ENSG00000224470.9|chr16	137	141	171	119	141	127	0.527999292542291	0.766022644538182	9186	-0.190277255939408	0.301518608318707	138.062923349528	-0.631063061084058
IST1|ENSG00000182149.21|chr16	311	191	413	327	414	230	0.582562338798172	0.795420567800208	9835	0.143955246929198	0.26190547982085	304.961286747546	0.549645799804063
ZNF821|ENSG00000102984.15|chr16	50	37	64	29	84	23	0.744687010314316	0.891982038834452	11473	-0.177974575014722	0.546516227420158	45.4635276657153	-0.325652864609081
DHODH|ENSG00000102967.12|chr16	220	162	309	304	257	203	0.43046325042996	0.696270623244476	7954	0.223912505765192	0.284009054680569	239.469264358553	0.788399179797385
TXNL4B|ENSG00000140830.9|chr16	259	153	224	273	325	238	0.0628812293194019	0.241525113876766	2920	0.448130250423561	0.240926308336165	240.413989832596	1.86003036994318
HP|ENSG00000257017.10|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HPR|ENSG00000261701.9|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DHX38|ENSG00000140829.12|chr16	728	525	556	539	702	683	0.517478722441949	0.75841424718861	9053	0.121389837795692	0.187550900977297	613.26573606365	0.647236761663897
PMFBP1|ENSG00000118557.16|chr16	0	0	0	0	1	0	0.807578028220576	1	12096.5	0.99380616155426	4.0804728567969	0.139964357274911	0.243551714821203
ZFHX3|ENSG00000140836.17|chr16	400	336	278	330	603	316	0.266588545827743	0.550310336007386	5900	0.279699866481333	0.2517656878813	369.05936861911	1.11095308036258
PSMD7|ENSG00000103035.11|chr16	1645	1099	1650	1510	2044	1635	0.0379530674639877	0.179519584574721	2339	0.283168687624228	0.136443083696824	1562.08402917798	2.07536124185986
NPIPB15|ENSG00000196436.9|chr16	8	0	0	0	0	0	0.351627501556434	1	6983.5	-3.66611531931584	3.93597729325879	1.16182712790278	-0.931437111081625
CLEC18B|ENSG00000140839.13|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GLG1|ENSG00000090863.12|chr16	894	568	1031	535	730	641	0.0604933449274224	0.235803152343457	2872	-0.332856511578041	0.177317254842438	712.205297916001	-1.87718060418775
RFWD3|ENSG00000168411.14|chr16	619	397	547	778	936	760	2.87031078300353e-05	0.00112157933377965	267	0.711825325671354	0.170149896362853	662.002328540203	4.18351900816532
MLKL|ENSG00000168404.13|chr16	70	53	57	62	40	77	0.884907528502169	0.95356780829518	13055	0.067994958801061	0.469737639275497	60.05430946637	0.144750927147191
FA2H|ENSG00000103089.9|chr16	68	56	67	17	17	39	0.0154039360242671	0.100570672761452	1654	-1.33167819882725	0.549657848774322	43.4573838745505	-2.42274025886604
WDR59|ENSG00000103091.15|chr16	116	110	87	65	129	94	0.696793246103412	0.862096059992723	11060	-0.143199016636046	0.367504065820745	98.6353802843206	-0.389652877217127
LDHD|ENSG00000166816.15|chr16	0	0	1	0	0	0	0.819760673018696	1	12325.5	-0.929747190088228	4.0804728567969	0.147987081487783	-0.227852805965744
ZFP1|ENSG00000184517.12|chr16	6	0	0	0	10	0	0.807334998106083	1	12049	0.68261070635763	2.79912794983856	2.2710139186762	0.24386548903454
CTRB2|ENSG00000168928.13|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CTRB1|ENSG00000168925.12|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BCAR1|ENSG00000050820.17|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CFDP1|ENSG00000153774.9|chr16	962	432	798	704	874	588	0.793375568711749	0.916362447070776	11919	0.0542551253058016	0.207136135222234	703.39854843744	0.26192979437215
TMEM170A|ENSG00000166822.13|chr16	531	386	481	366	875	599	0.0783344426422184	0.275442556435459	3213	0.39157242077195	0.222429625461703	522.203218380837	1.76043285582643
CHST6|ENSG00000183196.10|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CHST5|ENSG00000135702.15|chr16	0	0	0	0	14	7	0.0359612215607762	1	2288.5	5.14679262758106	2.45393200142652	3.17316375734937	2.09736562569343
TMEM231|ENSG00000205084.12|chr16	105	62	67	122	141	100	0.0566980243919615	0.22736082775079	2790	0.679062566927234	0.356345151344202	97.9988557640322	1.9056315607654
GABARAPL2|ENSG00000034713.8|chr16	2310	2190	2393	1464	2105	1883	0.0335268679889185	0.164687271208327	2241	-0.328118325192663	0.154356574525197	2031.19395200658	-2.12571655079779
ADAT1|ENSG00000065457.11|chr16	620	637	603	650	799	671	0.311604208969121	0.591684771447878	6500	0.196994112650079	0.194684829752634	659.770141159169	1.01186164787662
KARS1|ENSG00000065427.15|chr16	2628	2080	2385	1828	2583	2069	0.417642366846727	0.685994747314299	7826	-0.10955948326548	0.135172132244599	2222.60956914884	-0.810518273598199
TERF2IP|ENSG00000166848.7|chr16	1886	1576	1964	1681	2709	2042	0.0701706063023457	0.257630972061668	3064	0.25755365098929	0.142231356067669	1935.91679537738	1.81080781418377
CPHXL2|ENSG00000284484.1|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DUXB|ENSG00000282757.4|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CPHXL|ENSG00000283755.2|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CNTNAP4|ENSG00000152910.19|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MON1B|ENSG00000103111.15|chr16	761	670	873	567	964	748	0.973650856543399	0.990025910825448	13893	-0.00581623617882988	0.176090786049581	747.466014841626	-0.0330297587358843
SYCE1L|ENSG00000205078.6|chr16	5	4	10	28	1	9	0.316831249331326	1	6565	1.20990630815949	1.20870870236945	10.0529529357533	1.00099081423646
ADAMTS18|ENSG00000140873.16|chr16	0	0	5	7	0	0	0.776639523072991	1	11761	0.823541959950531	2.90285173505344	2.07509193075119	0.283701006842973
NUDT7|ENSG00000140876.11|chr16	81	93	80	90	131	68	0.666310785274715	0.845287390722115	10675	0.166345820304559	0.385759192557557	89.6317454301921	0.43121673705738
VAT1L|ENSG00000171724.3|chr16	5	6	0	3	18	0	0.691274135731374	1	11000	0.702788387984173	1.76968367455336	5.02659958338863	0.397126558881516
CLEC3A|ENSG00000166509.12|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
WWOX|ENSG00000186153.18|chr16	22	46	23	55	77	61	0.0597301551143588	0.234454392846921	2853	1.02225246733264	0.542948370738734	47.710853523846	1.88278024656702
MAF|ENSG00000178573.7|chr16	10	19	46	17	9	51	0.866561393710328	1	12879	0.138118409730775	0.821997276665115	25.43244125474	0.168027819132356
DYNLRB2|ENSG00000168589.15|chr16	30	12	36	5	17	10	0.122779474992454	1	3956	-1.24985686035403	0.809906408714112	17.1690464221131	-1.54321147098765
CDYL2|ENSG00000166446.15|chr16	28	28	16	21	84	79	0.0324508797762648	0.160955871620781	2219	1.2990080834501	0.607350226538455	41.5351981386663	2.13881221524143
ENSG00000286221|ENSG00000286221.1|chr16	2	1	0	1	2	0	0.98749113801776	1	14037	-0.0506306474969475	3.22937107127222	0.962603685869417	-0.0156781758365728
CMC2|ENSG00000103121.9|chr16	1177	595	1113	624	898	798	0.171460125688681	0.43129482965344	4676	-0.251348579435115	0.183797868291234	838.590170247595	-1.36752717412829
CENPN|ENSG00000166451.14|chr16	400	306	458	295	304	311	0.170311366110429	0.430507158569799	4653	-0.298152394760977	0.217438390576169	340.260569582243	-1.37120401770328
ATMIN|ENSG00000166454.10|chr16	291	204	262	195	250	174	0.290016440624629	0.571820815896466	6224	-0.255047487432004	0.241046186595517	224.489235750331	-1.05808555212691
C16orf46|ENSG00000166455.14|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GCSH|ENSG00000140905.11|chr16	80	87	139	48	112	39	0.137777042994236	0.383517564242659	4173	-0.647198420886248	0.436082221459292	81.3105722443025	-1.4841201705506
BCO1|ENSG00000135697.10|chr16	0	0	0	0	8	0	0.35523603072372	1	7039	3.64820536050314	3.94622069413697	1.11971485819929	0.924480824380502
GAN|ENSG00000261609.8|chr16	304	333	378	372	603	438	0.0318257161575553	0.158655392681837	2208	0.471926037251229	0.219848889948465	398.475053767898	2.14659276815932
CMIP|ENSG00000153815.18|chr16	476	271	505	375	547	436	0.401654670899047	0.671084338282153	7617	0.170643173764482	0.203468860638675	422.144285834939	0.838669726801656
PLCG2|ENSG00000197943.12|chr16	78	30	58	37	44	34	0.370305729102556	0.646666288355506	7224	-0.448134854063147	0.5002058681362	45.066132530929	-0.895900833256769
SDR42E1|ENSG00000184860.10|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HSD17B2|ENSG00000086696.11|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MPHOSPH6|ENSG00000135698.10|chr16	947	632	866	892	1042	693	0.39992662825781	0.66959364918036	7600	0.149473453415069	0.177574159333513	829.156995583016	0.841752279588911
CDH13|ENSG00000140945.17|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MLYCD|ENSG00000103150.7|chr16	92	65	115	106	139	114	0.177911250822627	0.439844444648673	4763	0.448918613081106	0.333219919915092	102.914321679525	1.34721421575125
OSGIN1|ENSG00000140961.14|chr16	1	0	12	0	0	2	0.343000199111928	1	6870	-2.49215272541713	2.6281491183596	2.26783415612713	-0.948253928214182
NECAB2|ENSG00000103154.10|chr16	12	4	35	0	4	17	0.355991956628361	1	7054	-1.14617672892199	1.24175557297462	11.235538837582	-0.923029261045576
SLC38A8|ENSG00000166558.11|chr16	0	0	0	0	6	0	0.413675636102003	1	7796	3.23638536702758	3.95915999248036	0.839786143649468	0.817442430509111
MBTPS1|ENSG00000140943.18|chr16	656	636	750	598	709	564	0.575879557097803	0.792806902844314	9758	-0.103416702522859	0.184866300906362	645.484182793994	-0.559413489726509
HSDL1|ENSG00000103160.12|chr16	259	210	225	183	287	210	0.937083331822972	0.975858546334833	13541	-0.0192741029729576	0.244173033008515	224.706830118679	-0.0789362475269144
DNAAF1|ENSG00000154099.18|chr16	0	0	7	0	7	1	0.951399809027737	1	13683	0.158220888795105	2.595954565137	2.18904046498181	0.0609490208033572
TAF1C|ENSG00000103168.17|chr16	186	146	224	236	231	268	0.0779703226879705	0.274812998989069	3206	0.464670674392382	0.26363005682209	213.389452804898	1.76258610263837
ADAD2|ENSG00000140955.11|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
KCNG4|ENSG00000168418.8|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ATP2C2|ENSG00000064270.13|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
MEAK7|ENSG00000140950.16|chr16	118	85	118	83	144	113	0.745813096476079	0.892491153502252	11484	0.105382476238447	0.325088972537327	107.303350483221	0.324165029087066
COTL1|ENSG00000103187.8|chr16	1184	1017	1337	688	1116	721	0.00400329892935742	0.041321041779286	1028	-0.477235956106244	0.165827748742201	987.15017138121	-2.87790167644477
KLHL36|ENSG00000135686.13|chr16	265	274	321	132	353	214	0.243937286692351	0.525277962406071	5608	-0.332917265181699	0.285716382894999	252.8833792486	-1.1652018753998
USP10|ENSG00000103194.16|chr16	587	345	537	405	551	396	0.707479414605089	0.868317941724604	11150	-0.0719683393102959	0.191791057939843	457.256599104781	-0.375243455473662
CRISPLD2|ENSG00000103196.12|chr16	5	10	11	0	14	1	0.496111196474406	1	8744	-0.998371996716997	1.46685405591611	6.50169667836087	-0.680621219739187
ZDHHC7|ENSG00000153786.13|chr16	505	603	757	368	619	435	0.0704974771331365	0.257829267178684	3075	-0.399465774943876	0.220857835845216	539.109422843282	-1.80870093838932
KIAA0513|ENSG00000135709.14|chr16	36	23	56	6	25	13	0.0473707622704509	1	2561	-1.38417495044461	0.698031153072245	25.0470480578321	-1.9829701645155
CIBAR2|ENSG00000153789.13|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
GSE1|ENSG00000131149.19|chr16	928	667	1038	721	1094	721	0.883894750933317	0.953039939933519	13048	-0.0242709735086649	0.166201132819945	838.420119282861	-0.146033742952636
GINS2|ENSG00000131153.9|chr16	1675	1166	1454	1072	1263	1133	0.0752446035019715	0.268542692083367	3160	-0.263822072393021	0.148300422572373	1271.04290465691	-1.77897046965104
C16orf74|ENSG00000154102.11|chr16	108	92	87	99	66	51	0.401095120244572	0.670540517609416	7614	-0.352533228101253	0.419848853269604	84.05881991501	-0.839667002436411
EMC8|ENSG00000131148.9|chr16	1466	1069	1925	1196	1410	1242	0.349041928718627	0.628323832196295	6951	-0.155243698261641	0.165779082676296	1353.97294418877	-0.936449253762452
COX4I1|ENSG00000131143.10|chr16	12232	7162	11538	8865	8660	8123	0.201877057982016	0.474114538054497	5076	-0.192837374937772	0.151100182197632	9238.26007687002	-1.27622198817437
IRF8|ENSG00000140968.12|chr16	8	10	19	12	20	22	0.493656873040267	1	8711	0.573470750394711	0.83779003357902	14.8908926676276	0.684504144725686
FOXF1|ENSG00000103241.7|chr16	22	13	54	8	65	13	0.90637271663203	1	13252	-0.0936126209893308	0.795924146133443	26.6831085728338	-0.117615003193578
MTHFSD|ENSG00000103248.19|chr16	81	49	97	123	84	154	0.0522851133489992	0.216625627212728	2690	0.776083947491031	0.399882741352191	97.9090363021602	1.94077880147247
FOXC2|ENSG00000176692.8|chr16	31	24	47	7	22	51	0.678471536488626	0.85272420342092	10848	-0.298326242684885	0.719639172276984	29.5498024454539	-0.414549755179338
FOXL1|ENSG00000176678.6|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C16orf95|ENSG00000260456.7|chr16	106	54	87	44	111	84	0.954656657497896	0.982542954553236	13720	-0.0232052002080299	0.408110607723801	77.6414980203673	-0.05686007608931
FBXO31|ENSG00000103264.18|chr16	206	104	208	143	100	235	0.997347605018564	0.998998375441388	14137	0.00122776311759598	0.369330902238659	163.668610619615	0.00332429025070479
MAP1LC3B|ENSG00000140941.14|chr16	1621	1287	1438	808	1513	1314	0.156091384366386	0.410945757118595	4448	-0.251909467618641	0.177608600736978	1301.2305109363	-1.41834047773225
ZCCHC14|ENSG00000140948.13|chr16	383	204	351	203	333	242	0.337448923673826	0.618031327251075	6783	-0.22496592132516	0.234530540842012	275.953899564663	-0.959218021318192
JPH3|ENSG00000154118.13|chr16	131	50	76	60	59	57	0.29053534062599	0.571954958958742	6235	-0.454476410391414	0.429989393673658	69.9307928584168	-1.05694795517756
SLC7A5|ENSG00000103257.9|chr16	172	123	192	240	213	166	0.151019177053673	0.403371438119392	4380	0.413779772217867	0.288159345903151	182.545381233082	1.43594083655693
CA5A|ENSG00000174990.8|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
BANP|ENSG00000172530.22|chr16	248	155	254	213	315	294	0.122636155027386	0.357654375800968	3954	0.370556207830229	0.240028227462531	240.524512762683	1.54380262583105
ZNF469|ENSG00000225614.4|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZFPM1|ENSG00000179588.9|chr16	107	13	38	72	72	30	0.655208911097632	0.839319869601774	10564	0.277514796014194	0.62148127079252	52.7940910518487	0.44653766582588
ZC3H18|ENSG00000158545.16|chr16	399	290	435	296	558	386	0.453880386968813	0.714684554181766	8254	0.158129476151181	0.211131637378087	382.233146543769	0.748961539421063
IL17C|ENSG00000124391.5|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CYBA|ENSG00000051523.12|chr16	307	92	175	268	199	138	0.580856188479727	0.794723453086863	9817	0.20336900624722	0.368332347666177	191.915979862698	0.552134526157706
MVD|ENSG00000167508.12|chr16	58	97	73	93	147	71	0.347794251130757	0.627164026067504	6937	0.394519082788432	0.420203467295948	89.3932898755726	0.938876314674895
SNAI3|ENSG00000185669.6|chr16	0	0	3	0	0	0	0.568029290933681	1	9625	-2.2856996142383	4.00328319842482	0.44396124446335	-0.57095626288384
RNF166|ENSG00000158717.11|chr16	585	468	554	654	912	715	0.001727835442464	0.0232029994689545	785	0.528057857535309	0.168524582192318	637.593055965361	3.13341739623893
CTU2|ENSG00000174177.13|chr16	445	373	371	387	517	400	0.466396672992132	0.724071684849076	8414	0.148770796955049	0.204256057382729	410.211269061765	0.728354394289939
PIEZO1|ENSG00000103335.22|chr16	613	306	535	206	131	132	1.361038244213e-07	1.38692465787745e-05	102	-1.51999709735913	0.288400913134896	310.364736355883	-5.27043094571678
CDT1|ENSG00000167513.9|chr16	1152	575	1156	1818	1457	1371	0.000204824571076463	0.00487160639212689	442	0.79354054358605	0.213720057094413	1242.61987093566	3.71299050905408
APRT|ENSG00000198931.11|chr16	7900	5235	7107	4738	5496	4863	0.00333559606835002	0.0363068424507242	971	-0.371203416619184	0.126475236437619	5769.90754686636	-2.93498891225456
GALNS|ENSG00000141012.13|chr16	163	109	91	89	128	99	0.60095186672359	0.806285491509616	10004	-0.181079140457313	0.346210330769706	111.156198562983	-0.523032169648814
TRAPPC2L|ENSG00000167515.11|chr16	1739	813	1648	879	819	889	0.00326371522869471	0.0358907068961438	962	-0.599363481820782	0.203744394974417	1096.66286736143	-2.94174218582083
PABPN1L|ENSG00000205022.9|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
CBFA2T3|ENSG00000129993.15|chr16	9	9	0	12	4	15	0.531304318110747	1	9218	0.812549850422314	1.29796937421445	8.56979249529193	0.626016196194215
ACSF3|ENSG00000176715.17|chr16	156	35	101	68	67	49	0.247253428977509	0.529014438203424	5655	-0.542067385236772	0.468492373571738	75.4975214015166	-1.1570463380313
CDH15|ENSG00000129910.8|chr16	2	0	3	0	0	0	0.448263292426476	1	8163.5	-3.00719276428121	3.96563233127249	0.734418026439045	-0.75831355836164
SLC22A31|ENSG00000259803.8|chr16	0	3	6	0	8	0	0.872511565296355	1	12933	-0.385904546829256	2.40485277572802	2.61208197659528	-0.160469094293072
ZNF778|ENSG00000170100.14|chr16	108	80	118	87	97	118	0.914674404918936	0.966685270654184	13336	0.0369966321062151	0.345296850795024	99.8951826186039	0.107144423764748
ANKRD11|ENSG00000167522.17|chr16	57	118	90	82	165	108	0.397836707014051	0.667923555597488	7578	0.350889405273099	0.415012542042286	102.831284163837	0.845491086959358
SPG7|ENSG00000197912.16|chr16	135	74	128	130	132	142	0.290583713042967	0.571954958958742	6236	0.339364138148101	0.321111524315823	121.348888469329	1.05684197685265
RPL13|ENSG00000167526.14|chr16	9331	8427	9902	7888	10450	8696	0.914895596727028	0.966685270654184	13339	-0.0137912127924893	0.129051926857202	8993.25326314749	-0.106865609281058
CPNE7|ENSG00000178773.15|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DPEP1|ENSG00000015413.10|chr16	13	0	3	0	0	0	0.0884772043930047	1	3402	-4.67203485984151	2.74263221004656	2.33193032730537	-1.70348573998633
CHMP1A|ENSG00000131165.16|chr16	808	393	897	652	495	468	0.288591338780843	0.571263607468908	6200	-0.264137379566328	0.248900463677561	604.055872863408	-1.06121690439479
SPATA33|ENSG00000167523.15|chr16	66	92	76	76	70	47	0.530514953240577	0.767209508582292	9213	-0.275968071526714	0.439985996426598	71.8107625893708	-0.627220124658565
CDK10|ENSG00000185324.22|chr16	100	61	124	48	125	82	0.719408973105202	0.876378954915948	11256	-0.142203564335112	0.395835878956329	86.031707290896	-0.359248799553111
SPATA2L|ENSG00000158792.16|chr16	11	2	11	6	11	4	0.925881648005129	1	13436	-0.111992697877202	1.20386549897834	7.00588266526541	-0.0930275832077955
VPS9D1|ENSG00000075399.14|chr16	67	5	53	46	27	27	0.864634991798167	0.945665157608687	12860	-0.122689379913743	0.719682732857664	35.8152192302261	-0.170477037050169
ZNF276|ENSG00000158805.12|chr16	270	157	194	213	320	239	0.159424039323532	0.415614112046349	4501	0.349345350710684	0.2482889453574	226.407175697474	1.4070112956814
FANCA|ENSG00000187741.16|chr16	138	130	187	148	91	100	0.33146442147439	0.61270517460516	6711	-0.346502608266854	0.356789413986447	132.211522316931	-0.971168411067307
SPIRE2|ENSG00000204991.11|chr16	71	38	61	54	53	73	0.714574620585297	0.873695871822559	11210	0.164076598100355	0.4486409241011	57.3693849364648	0.365719196101203
TCF25|ENSG00000141002.20|chr16	1026	677	881	853	881	988	0.444838878118342	0.708389045374911	8122	0.136120137420732	0.178156619743508	873.090739537508	0.764047598212764
MC1R|ENSG00000258839.4|chr16	24	25	34	7	8	52	0.768769701608428	1	11694	-0.242568160386706	0.825105101883791	25.0247325841484	-0.293984560067439
ENSG00000198211|ENSG00000198211.8|chr16	185	74	109	118	95	120	0.915346972655232	0.966685270654184	13346.5	-0.0394309055479482	0.370951461756417	114.516663836887	-0.106296671163518
TUBB3|ENSG00000258947.8|chr16	185	74	109	118	95	120	0.915346972655232	0.966685270654184	13346.5	-0.0394309055479482	0.370951461756417	114.516663836887	-0.106296671163518
DEF8|ENSG00000140995.17|chr16	124	21	96	66	32	40	0.280085479857041	0.563205354543255	6089	-0.615015164674773	0.56939135174122	60.4488865384932	-1.08012733736477
DBNDD1|ENSG00000003249.15|chr16	431	130	384	281	135	131	0.109282009578068	0.334022085617528	3744	-0.61894322712446	0.386494411731888	240.818093795424	-1.60142865805217
GAS8|ENSG00000141013.17|chr16	146	102	109	118	133	132	0.64667093225773	0.833023360999615	10495	0.144498156427034	0.315228445796993	121.893450096903	0.4583918689879
PRDM7|ENSG00000126856.16|chr16	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SCGB1C2|ENSG00000268320.4|chr17	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DOC2B|ENSG00000272636.5|chr17	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RPH3AL|ENSG00000181031.16|chr17	2	3	12	3	0	0	0.266767626841839	1	5904	-2.27879189563564	2.05197267500775	3.24295632786079	-1.11053715451013
