rownames(readCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
CDIPT|ENSG00000103502.14|chr16	2268	2932	2332	3061	1616	3007	0.126052515008235	0.408777165496679	3081	-0.212109031078693	0.138646453406643	2465.56384798747	-1.52985544070564
SEZ6L2|ENSG00000174938.15|chr16	53	145	125	75	39	40	0.00338798623704978	1	453	-1.2814966483204	0.43734850818298	79.4307040888405	-2.93014981037557
ASPHD1|ENSG00000174939.11|chr16	0	21	1	11	0	0	0.563711739904866	1	8920	-1.15932525584108	2.00805596545585	4.89491678109581	-0.577337123957049
KCTD13|ENSG00000174943.11|chr16	117	146	94	135	60	185	0.64824784942016	1	9945	-0.160437538514239	0.351684266049071	117.987341367834	-0.456197657963614
TAOK2|ENSG00000149930.18|chr16	46	108	57	84	34	83	0.509840292513016	1	8196	-0.290425486099844	0.440648584047804	65.5963697377491	-0.659086393588268
HIRIP3|ENSG00000149929.16|chr16	549	718	627	651	532	692	0.143043112089701	0.43921882140435	3331	-0.227635790700398	0.155430294459067	618.982122471037	-1.46455227079524
INO80E|ENSG00000169592.15|chr16	811	1208	763	944	576	975	0.0173847350091944	0.144836161454603	999	-0.373576921655402	0.157066181162611	856.985509366756	-2.37846822842555
DOC2A|ENSG00000149927.18|chr16	34	20	18	52	1	58	0.747636242853458	1	11101	0.271907126895391	0.845067905315225	28.3652054190162	0.321757725249268
C16orf92|ENSG00000167194.8|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TLCD3B|ENSG00000149926.14|chr16	3	7	6	22	1	21	0.324865705879808	1	5804	1.14858149903315	1.16665509650567	8.94686923875268	0.98450819138694
ALDOA|ENSG00000149925.22|chr16	12756	16069	12981	14018	4397	12180	0.0286471766149801	0.189733561701225	1282	-0.724857430093355	0.331241049913035	11803.5624807823	-2.18830797174342
PPP4C|ENSG00000149923.14|chr16	1448	2471	1643	1924	323	1945	0.275653825548032	0.596932358491592	5149	-0.694067965558822	0.636680938507231	1563.17267551488	-1.0901346711999
TBX6|ENSG00000149922.12|chr16	6	0	0	0	0	0	0.338001299520331	1	5962	-3.72860600201483	3.89157793876035	1.12101714052691	-0.958121888007869
YPEL3|ENSG00000090238.12|chr16	22	81	64	50	18	62	0.278919763666302	1	5204	-0.606320619484238	0.559982519389554	47.7932159578205	-1.08274919035901
GDPD3|ENSG00000102886.15|chr16	7	9	1	8	0	14	0.945105086169554	1	13448	0.101016020482354	1.46708458043072	5.93381836094054	0.0688549398104208
CORO1A|ENSG00000102879.17|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
BOLA2B|ENSG00000169627.9|chr16	11	1	7	1	0	2	0.0913124980827124	1	2540	-3.03719485212615	1.79873774250206	3.98934955300756	-1.68851455126604
SLX1A|ENSG00000132207.18|chr16	0	0	1	0	0	4	0.692621598061679	1	10445.5	1.57277763138482	3.97869507536342	0.756538576562566	0.395299866311358
SULT1A3|ENSG00000261052.6|chr16	41	28	63	65	50	67	0.688007062675043	1	10391	0.197065604638752	0.490748741182235	51.7898283222917	0.401561100623534
NPIPB13|ENSG00000198064.15|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CD2BP2|ENSG00000169217.9|chr16	910	1271	1152	1441	921	1099	0.270213563746336	0.592860714242578	5076	-0.168025081227156	0.152393904942577	1110.44503221591	-1.1025708757215
TBC1D10B|ENSG00000169221.14|chr16	390	417	313	358	126	301	0.00257142632735457	0.0470713874924073	408	-0.776304547613016	0.257497242340314	311.972538683737	-3.0148072288364
MYLPF|ENSG00000180209.12|chr16	16	28	59	55	12	21	0.433576512352615	1	7242	-0.547382281675125	0.699006447903269	31.4631599013329	-0.783086169400935
ZNF48|ENSG00000180035.13|chr16	405	451	328	511	440	599	0.310649226762006	0.63028891759902	5602	0.17973993738209	0.177282675568532	443.917712840738	1.01386069905408
SEPTIN1|ENSG00000180096.13|chr16	65	80	68	61	16	51	0.0330873810055351	1	1390	-1.00979343230483	0.473854200890877	56.049222063264	-2.13102137831923
ZNF771|ENSG00000179965.12|chr16	398	378	396	409	264	416	0.0769952000397109	0.314434891387198	2294	-0.350842421208626	0.198396165546861	372.448173124085	-1.76839315538968
DCTPP1|ENSG00000179958.10|chr16	4881	5426	4495	5996	4449	5572	0.28288369603936	0.602738856737366	5267	-0.104152219406083	0.0969882885084606	5042.36829741333	-1.07386387581215
SEPHS2|ENSG00000179918.19|chr16	2796	3906	2638	3547	2916	3488	0.34558459600759	0.663772220253575	6058	-0.104075465196216	0.110344313031718	3147.05831675248	-0.943188301569293
ITGAL|ENSG00000005844.19|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF768|ENSG00000169957.10|chr16	367	623	352	463	202	364	0.00845236496220418	0.0990617058331121	683	-0.606245413251421	0.230210059242601	383.917424080046	-2.63344449519707
ZNF747|ENSG00000169955.8|chr16	187	320	282	348	267	367	0.646714084769634	0.863246064134472	9931	0.10324473297682	0.225261991730567	287.301755874509	0.45833179482986
ZNF764|ENSG00000169951.10|chr16	80	96	153	150	142	136	0.658868987584763	1	10058	0.154857033653011	0.350771735305973	125.356445663436	0.441475233225196
ZNF688|ENSG00000229809.9|chr16	146	157	142	185	120	100	0.249128095996687	1	4806	-0.353430199017649	0.306671998140001	140.481347326384	-1.15246974344329
ZNF785|ENSG00000197162.10|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF689|ENSG00000156853.13|chr16	704	856	716	1307	1021	1309	0.000372087501826319	0.0140922795231922	184	0.462003707093799	0.129808100861047	953.577862715833	3.55912846755497
PRR14|ENSG00000156858.12|chr16	264	497	279	402	339	435	0.985439342144793	0.995538934513499	13914	-0.00387897326128826	0.212545415966298	358.300383409055	-0.0182500913682529
FBRS|ENSG00000156860.16|chr16	641	884	605	909	600	898	0.792547994986412	0.932679459048041	11627	-0.0387006723586636	0.147148969631155	734.044899086818	-0.263003352695374
SRCAP|ENSG00000080603.17|chr16	48	103	25	54	32	41	0.225640920487116	1	4508	-0.631377279890033	0.521082691023023	48.5885414971183	-1.21166427280567
TMEM265|ENSG00000281991.2|chr16	14	27	15	32	5	23	0.834507833464868	1	12091	-0.165157220250433	0.790514678933835	18.1892141380823	-0.208923660308471
PHKG2|ENSG00000156873.16|chr16	540	648	482	624	342	489	0.014870341587244	0.135893897206267	907	-0.428088347987338	0.175768660259353	510.975784201421	-2.43552148236027
CFAP119|ENSG00000196118.12|chr16	118	159	120	170	135	135	0.85802877553416	1	12463	-0.0502655859992964	0.280995405681244	136.902932706616	-0.178884013699202
RNF40|ENSG00000103549.22|chr16	903	1524	1017	1103	585	1049	0.00104395971929422	0.0257666462552394	287	-0.554736864345573	0.169209442297804	1005.56178962704	-3.27840371561093
ZNF629|ENSG00000102870.6|chr16	310	499	352	576	360	505	0.595757875484214	0.834268577308791	9276	0.0988759471498706	0.18637879052286	419.029031004005	0.53051072427548
BCL7C|ENSG00000099385.12|chr16	685	951	735	793	214	610	0.00125465674306987	0.0290111857432646	313	-0.825053906214313	0.255739129648043	649.85888167052	-3.22615435248326
CTF1|ENSG00000150281.7|chr16	0	9	2	1	5	12	0.705112456446793	1	10607	0.625232982969448	1.65218352120101	4.50616589857734	0.378428288956032
FBXL19|ENSG00000099364.18|chr16	80	66	27	86	53	143	0.316336088315799	1	5683	0.465886961174807	0.464949836969344	71.9436496668607	1.00201553830317
ORAI3|ENSG00000175938.7|chr16	69	136	75	66	78	90	0.264368529711918	1	4999	-0.420775074688596	0.376996290126322	84.3243739432084	-1.11612523971418
SETD1A|ENSG00000099381.19|chr16	329	264	226	263	202	329	0.241948784265442	0.56460428056277	4710	-0.280253760623144	0.239506581490167	265.35962625613	-1.17012968445149
HSD3B7|ENSG00000099377.14|chr16	27	29	76	25	27	34	0.148085772152359	1	3399	-0.874395508860042	0.604563202058337	37.4717850898685	-1.44632605140871
STX1B|ENSG00000099365.11|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF668|ENSG00000167394.13|chr16	112	308	174	239	65	205	0.212320022543965	0.532062139488461	4325	-0.461974703543797	0.370406117533545	175.263542922817	-1.24721132204832
ZNF646|ENSG00000167395.10|chr16	104	123	113	227	90	120	0.744466545984173	1	11067	0.109399138152071	0.335637590668826	124.82895937441	0.325944236264093
PRSS53|ENSG00000151006.8|chr16	8	13	2	16	14	31	0.182034435433034	1	3912	1.23236317222868	0.923452491560161	13.0036699816503	1.33451713379063
VKORC1|ENSG00000167397.15|chr16	4197	4402	3494	4665	1843	4130	0.0102178879866297	0.109783830455095	754	-0.449423329010671	0.17498406921563	3695.66026233776	-2.5683671149335
BCKDK|ENSG00000103507.14|chr16	1210	1342	1145	1334	456	1122	0.00340832822019347	0.0571115468260638	454	-0.617025752237664	0.210712024175261	1078.25726805864	-2.92828923576021
KAT8|ENSG00000103510.20|chr16	413	432	372	458	228	438	0.0770265021734534	0.314434891387198	2295	-0.365839426972631	0.20689866731356	381.917810536691	-1.76820581651303
PRSS8|ENSG00000052344.16|chr16	4	24	0	0	0	0	0.00991265350343409	1	735	-5.71016051707309	2.2142176395624	4.39334719812111	-2.57886145203035
PRSS36|ENSG00000178226.11|chr16	0	13	0	10	0	18	0.593283393596445	1	9247	0.965872836167682	1.8084660273778	5.8749196158533	0.534084036717105
FUS|ENSG00000089280.19|chr16	10203	11702	9201	13570	8441	12804	0.502194299927951	0.778513393678004	8113	-0.067708509002552	0.100900677329897	10702.3335616865	-0.671041174294379
PYCARD|ENSG00000103490.14|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TRIM72|ENSG00000177238.14|chr16	0	0	0	0	0	2	0.70316722453053	1	10577	1.54263442910499	4.04839339898992	0.280829892446734	0.381048548663744
ITGAM|ENSG00000169896.18|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ITGAX|ENSG00000140678.17|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ITGAD|ENSG00000156886.12|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
COX6A2|ENSG00000156885.6|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF843|ENSG00000176723.10|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ARMC5|ENSG00000140691.18|chr16	315	322	187	256	211	304	0.203691765504885	0.518425649172778	4232	-0.303204803511709	0.238536641600889	261.152137420574	-1.27110368233917
TGFB1I1|ENSG00000140682.19|chr16	35	63	53	40	13	32	0.0449218383655185	1	1654	-1.08327684684216	0.540183812435035	38.832012122142	-2.00538561486873
SLC5A2|ENSG00000140675.13|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
RUSF1|ENSG00000140688.17|chr16	197	246	277	297	191	318	0.733738577290802	0.904279543264132	10951	-0.0817115492376164	0.240217423715407	248.984377600889	-0.340156629664061
AHSP|ENSG00000169877.10|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
KRBOX5|ENSG00000197302.11|chr16	173	233	126	126	154	142	0.0948895796116636	1	2599	-0.494813777173814	0.296268965248538	158.056112148854	-1.67015055646722
ZNF267|ENSG00000185947.15|chr16	61	133	96	246	122	196	0.0219079692768625	1	1121	0.737701880919304	0.321865119945372	134.212897906419	2.29195969120391
TP53TG3D|ENSG00000205456.12|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TP53TG3|ENSG00000183632.15|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TP53TG3C|ENSG00000205457.12|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TP53TG3E|ENSG00000275034.3|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TP53TG3B|ENSG00000261509.7|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TP53TG3F|ENSG00000278848.3|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ENSG00000284209|ENSG00000284209.3|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SHCBP1|ENSG00000171241.9|chr16	555	612	316	820	581	674	0.152328455489891	0.451726003756424	3474	0.284979730447187	0.199097848283123	573.144852731223	1.43135514976504
VPS35|ENSG00000069329.18|chr16	1979	2581	2206	2565	1894	2540	0.127104789064228	0.410047215405998	3106	-0.16905788697749	0.110812655139281	2251.57629710828	-1.52561895358432
ORC6|ENSG00000091651.9|chr16	1285	1419	1039	1432	1380	1754	0.546018183220613	0.803986709440642	8707	0.0855168806835066	0.141645800965087	1356.79918760037	0.603737492398979
MYLK3|ENSG00000140795.13|chr16	0	0	10	9	6	7	0.632358443273463	1	9725	0.792101839689231	1.65569678635839	5.27928162136034	0.478409963838495
C16orf87|ENSG00000155330.10|chr16	360	553	508	625	379	693	0.921635786163758	0.978924211052871	13172	0.0194450435202036	0.197665640177357	503.621171297169	0.098373412307553
GPT2|ENSG00000166123.14|chr16	651	872	715	907	667	875	0.547608158186159	0.804689174484546	8725	-0.0846678909171274	0.140796804339279	764.443668712039	-0.601348101005919
DNAJA2|ENSG00000069345.12|chr16	712	736	702	800	573	911	0.345086745453855	0.663202581668388	6053	-0.148265902387248	0.157034347895235	725.589224823857	-0.944162244594812
NETO2|ENSG00000171208.10|chr16	771	1141	611	1162	1091	1226	0.0815724710754806	0.323054437732823	2381	0.288461990110977	0.165627195591815	970.350677100323	1.74163421097756
ITFG1|ENSG00000129636.13|chr16	365	538	449	432	440	357	0.136622433769242	0.428938465240258	3233	-0.316988150811732	0.212959932346731	428.417933366058	-1.48848728170907
PHKB|ENSG00000102893.18|chr16	630	459	514	597	576	544	0.578366938908462	0.821159283151748	9087	-0.117578376351301	0.211558771031422	552.711957495172	-0.555771693029156
ABCC12|ENSG00000140798.17|chr16	0	0	0	2	0	0	0.708548033362949	1	10664	1.51434437831573	4.05114148076564	0.274506519341473	0.37380683580311
ABCC11|ENSG00000121270.16|chr16	0	0	0	6	2	0	0.290748140267494	1	5361	3.61423723261618	3.42101222012485	1.19428947271414	1.05648182469348
LONP2|ENSG00000102910.14|chr16	633	671	555	814	592	816	0.817194191591764	0.940223907023014	11905	0.0342797347835008	0.148297450948778	664.411833429658	0.231155252933788
SIAH1|ENSG00000196470.12|chr16	177	329	307	337	284	385	0.68411795490114	0.87942227887239	10346	0.0980711560970489	0.241049744290139	295.841842130027	0.406850280575307
N4BP1|ENSG00000102921.8|chr16	239	291	303	327	173	239	0.0792761979000079	0.317916914088618	2342	-0.417199463549113	0.237733866887018	258.422488545061	-1.75490126422494
CBLN1|ENSG00000102924.12|chr16	36	56	40	44	56	48	0.998922377208387	1	14064	0.000642899725949013	0.476010356797465	46.1892119869346	0.00135060029003226
C16orf78|ENSG00000166152.4|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ZNF423|ENSG00000102935.12|chr16	40	32	16	13	44	23	0.726153359752445	1	10876	-0.243578571277433	0.695448047882368	28.6236191159424	-0.350246969589069
CNEP1R1|ENSG00000205423.12|chr16	75	117	97	109	48	243	0.647068326996591	1	9933	0.197999735050358	0.432466135583346	108.670134121559	0.457838704025415
HEATR3|ENSG00000155393.14|chr16	456	623	538	817	793	835	0.0170243550557074	0.144761935247886	980	0.401561356214025	0.168286187181143	661.078903633774	2.38618131969313
TENT4B|ENSG00000121274.14|chr16	1454	1649	1105	2032	1446	1793	0.375031716364104	0.688583867399721	6473	0.114750509430498	0.129356451227761	1536.24090656058	0.887087643031072
ADCY7|ENSG00000121281.13|chr16	14	50	1	42	19	26	0.727780101774701	1	10898	0.303870089295466	0.872989217313291	23.3441635624499	0.348080002901589
BRD7|ENSG00000166164.16|chr16	350	584	496	465	523	528	0.646195325724233	0.863246064134472	9924	-0.0965542357251704	0.210333026856685	485.690129895201	-0.459054087549265
NKD1|ENSG00000140807.7|chr16	70	60	74	54	67	104	0.835199521128445	1	12098	-0.0868745523778177	0.417590403739488	71.0501925556408	-0.208037712552451
SNX20|ENSG00000167208.16|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NOD2|ENSG00000167207.15|chr16	0	0	6	0	0	0	0.322890960827835	1	5774	-3.78638780187276	3.83030426550394	1.16927275001458	-0.988534471262062
CYLD|ENSG00000083799.18|chr16	173	264	245	277	285	311	0.501893035181919	0.778412591633053	8111	0.160935080486637	0.23965999159026	254.696905707136	0.671514170632966
SALL1|ENSG00000103449.13|chr16	97	177	142	157	136	141	0.661069642012915	1	10076	-0.129987944043467	0.296480429171803	139.244790218784	-0.438436845246682
HNRNPA1L3|ENSG00000224578.5|chr16	694	846	735	1117	1014	904	0.179632433444389	0.489974228641774	3875	0.220981053531653	0.164679253855566	869.649162914946	1.34188762918168
TOX3|ENSG00000103460.17|chr16	28	15	19	43	20	18	0.85983826706842	1	12489	0.121258786070577	0.686707175246662	23.3499202325374	0.176580048150831
ENSG00000277639|ENSG00000277639.3|chr16	0	5	4	0	8	4	0.837849566606079	1	12133	0.38974600815452	1.90449893237587	3.58383845153081	0.204644907659943
CHD9|ENSG00000177200.18|chr16	124	132	95	144	120	158	0.84712654889357	1	12227	0.055704327980041	0.288943807434551	125.930411964449	0.192786024641343
RBL2|ENSG00000103479.17|chr16	136	156	159	231	176	169	0.611494933630499	1	9491	0.137127548591883	0.269967635381357	168.157846961219	0.507940695921478
AKTIP|ENSG00000166971.17|chr16	64	44	79	72	60	100	0.910433718355902	1	13062	0.0482087080633716	0.428554274139388	69.0841052693785	0.112491488178908
RPGRIP1L|ENSG00000103494.16|chr16	12	27	77	41	45	42	0.875903661144694	1	12649	-0.101426579560882	0.649487105756736	41.2165884504658	-0.156164115749007
FTO|ENSG00000140718.21|chr16	323	457	492	549	326	593	0.850204533151868	0.953027364087567	12262	-0.0403138762735213	0.213461917953998	444.708016749545	-0.188857463007566
IRX3|ENSG00000177508.12|chr16	1060	1184	899	1254	831	1304	0.382193823048353	0.693761813723901	6562	-0.118146278731767	0.135200273020902	1062.38342585621	-0.873861243708445
IRX5|ENSG00000176842.16|chr16	344	342	290	453	277	433	0.935829658665825	0.982620538685792	13336	0.0157876704889663	0.19608969297602	347.069065242556	0.0805124953247643
IRX6|ENSG00000159387.8|chr16	13	10	20	33	1	20	0.964454547261257	1	13671	-0.043136388227013	0.967956987625559	15.3686554378742	-0.0445643647171022
MMP2|ENSG00000087245.13|chr16	7	11	27	7	7	16	0.359070590042438	1	6218	-0.862857219696575	0.940815542910527	12.7457718150079	-0.917137505006796
LPCAT2|ENSG00000087253.13|chr16	130	91	101	194	120	146	0.399138523329807	1	6778	0.267505936554124	0.317265626219674	127.16979798599	0.843160791610321
CAPNS2|ENSG00000256812.2|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SLC6A2|ENSG00000103546.19|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CES1|ENSG00000198848.13|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CES5A|ENSG00000159398.16|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
AMFR|ENSG00000159461.15|chr16	535	780	703	706	447	681	0.0307788782161003	0.196734051837149	1330	-0.366802115750635	0.169822099284146	630.842687106684	-2.15991980606071
NUDT21|ENSG00000167005.14|chr16	1286	1674	1353	1905	1186	1950	0.969171859883161	0.990589613329629	13738	-0.00497903646890076	0.128833838314398	1513.39417983499	-0.0386469621183701
OGFOD1|ENSG00000087263.17|chr16	1224	1289	1195	1453	1087	1313	0.1993459818038	0.515344429054571	4159	-0.167072319910322	0.13017772500063	1242.69562630068	-1.28341711233249
BBS2|ENSG00000125124.14|chr16	361	404	282	385	323	459	0.781587988081336	0.92788053349955	11517	-0.0533626968848917	0.192471258659925	360.950364753663	-0.277250210012798
MT4|ENSG00000102891.4|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT3|ENSG00000087250.9|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT2A|ENSG00000125148.7|chr16	3463	4133	3501	3834	2237	3967	0.0020092581546245	0.0395429935322049	374	-0.384980915051631	0.124635258004037	3455.11761787139	-3.08886041732397
MT1E|ENSG00000169715.15|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT1M|ENSG00000205364.4|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT1A|ENSG00000205362.11|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT1B|ENSG00000169688.11|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT1F|ENSG00000198417.7|chr16	38	71	56	81	48	60	0.966476927757014	1	13704	-0.0180236006492905	0.42885449949447	57.2399668611607	-0.0420273091935296
MT1G|ENSG00000125144.14|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT1H|ENSG00000205358.4|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MT1X|ENSG00000187193.9|chr16	43	98	73	102	59	83	0.955896015206609	1	13567	-0.0220082407305331	0.397947900809925	73.7399367594819	-0.0553043267365922
NUP93|ENSG00000102900.13|chr16	1310	2141	1511	1980	1454	2046	0.641232767795452	0.861637979946079	9843	-0.0615733061753681	0.132138398667554	1693.07122613026	-0.465975876779618
SLC12A3|ENSG00000070915.10|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HERPUD1|ENSG00000051108.15|chr16	295	335	295	348	229	399	0.439357246940272	0.735928913787763	7338	-0.158243999228991	0.204640223499164	309.740890119341	-0.773279057866338
CETP|ENSG00000087237.12|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NLRC5|ENSG00000140853.17|chr16	3	2	9	4	0	27	0.609122189018542	1	9462	0.749347086566775	1.46549520922042	6.95846781848001	0.511326875620014
CPNE2|ENSG00000140848.17|chr16	289	276	252	261	104	274	0.0225803712065254	0.167761720688841	1130	-0.626406462301873	0.274684157353347	238.610974073475	-2.28046083304353
PSME3IP1|ENSG00000172775.17|chr16	982	1109	940	1151	729	1254	0.191146459264991	0.504871810243002	4040	-0.188037879858471	0.143848366518866	1004.33937716333	-1.30719510001394
RSPRY1|ENSG00000159579.14|chr16	253	325	237	420	320	410	0.128373918599281	0.412473975411635	3131	0.28838461222065	0.189658646739643	317.368462759573	1.52054555475414
ARL2BP|ENSG00000102931.8|chr16	1116	1454	980	1747	1109	1818	0.190201369291933	0.503384346840898	4031	0.175877703188284	0.134259465144901	1321.02511956959	1.30998364248261
PLLP|ENSG00000102934.10|chr16	34	24	11	45	14	50	0.563438267528372	1	8916	0.385831550933778	0.667826642969664	27.9346330082953	0.577742075725039
CCL22|ENSG00000102962.5|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CX3CL1|ENSG00000006210.7|chr16	0	0	0	1	0	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.137253259670737	0.184188018334376
CCL17|ENSG00000102970.11|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CIAPIN1|ENSG00000005194.15|chr16	822	1181	1112	1143	650	1158	0.0575966824315912	0.269639629386749	1920	-0.319603665055645	0.168322741601376	989.679473684618	-1.89875510590563
COQ9|ENSG00000088682.14|chr16	564	680	482	669	556	755	0.954293471409291	0.987427495978526	13550	-0.00892465722123623	0.155709688227327	603.520342599621	-0.0573160046933417
POLR2C|ENSG00000102978.13|chr16	1983	2160	1746	2714	2291	2439	0.275521877977664	0.596902757589144	5147	0.133183152533158	0.122137713480652	2178.58909245992	1.09043430352293
DOK4|ENSG00000125170.11|chr16	44	65	28	113	67	102	0.04121902088338	1	1572	0.839328308683462	0.411169375362805	65.8047234659078	2.04132009574609
CCDC102A|ENSG00000135736.6|chr16	76	93	65	85	42	53	0.127021257018888	1	3104	-0.60553960707208	0.39682684099524	67.8896187818589	-1.5259542564041
ADGRG5|ENSG00000159618.16|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ADGRG1|ENSG00000205336.14|chr16	0	0	0	6	0	22	0.0191519778510635	1	1037	5.3309498942895	2.27569451331489	3.9126483749385	2.342559540878
ADGRG3|ENSG00000182885.17|chr16	1	0	11	6	0	3	0.658358539035674	1	10050	-0.874883422842809	1.97856592025299	3.57526729514241	-0.442180578310447
DRC7|ENSG00000159625.15|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
KATNB1|ENSG00000140854.13|chr16	1216	1648	1339	1413	567	1382	0.00266409367642284	0.0480996639113056	415	-0.580893537525282	0.193369969897565	1231.59992566188	-3.00405247946722
CNGB1|ENSG00000070729.14|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TEPP|ENSG00000159648.13|chr16	0	0	0	12	0	0	0.225566738378816	1	4505	4.08301155739969	3.3692161354099	1.64703911604884	1.21185800889647
ZNF319|ENSG00000166188.3|chr16	89	66	59	111	91	149	0.184174388692153	1	3939	0.478072634046425	0.359991402293294	91.1797462592755	1.32801125527139
USB1|ENSG00000103005.13|chr16	715	873	656	1137	777	1242	0.0561129964737503	0.265734727863077	1887	0.268722949458111	0.140681076831153	868.548133233603	1.91015704109683
MMP15|ENSG00000102996.5|chr16	70	55	33	98	34	74	0.80073034955324	1	11716	0.119109169343738	0.47190262510257	58.0095697024367	0.252402006277988
CFAP20|ENSG00000070761.8|chr16	1134	1302	1066	1459	952	1466	0.518060551361276	0.790099290319558	8287	-0.0825861466838636	0.127775498431034	1199.99596014323	-0.646337894963792
CCDC113|ENSG00000103021.10|chr16	43	90	70	46	95	73	0.90130326704547	1	12968	-0.0570490727789393	0.460016904603946	69.5234926991715	-0.124015165981902
PRSS54|ENSG00000103023.12|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
GINS3|ENSG00000181938.14|chr16	293	445	328	491	604	585	0.0215981930325108	0.162903944407559	1113	0.486460205908437	0.211747408050812	447.772817505475	2.29736085266131
NDRG4|ENSG00000103034.15|chr16	209	292	173	327	221	258	0.800045082471542	0.935368888834247	11699	0.0579026200021039	0.228603197305008	239.201438624482	0.253288758358217
SETD6|ENSG00000103037.12|chr16	842	943	637	988	892	1032	0.65054152132858	0.865724682058834	9969	0.0688422215309237	0.151966220239516	870.589201806684	0.453010026981131
CNOT1|ENSG00000125107.19|chr16	966	1408	1099	1603	967	1452	0.929920716956705	0.982326331756499	13264	-0.0121879100830836	0.138586241840317	1211.72109227267	-0.0879445890244057
SLC38A7|ENSG00000103042.9|chr16	189	278	142	210	88	159	0.0302805817346661	0.19619484420379	1314	-0.638779303163846	0.294857413889652	172.680727141161	-2.16640068410457
GOT2|ENSG00000125166.13|chr16	4602	5573	4556	5893	3933	5546	0.0929976421798443	0.346049950290894	2573	-0.162967706596932	0.0970165543153203	4911.01385926414	-1.67979277090443
CDH8|ENSG00000150394.14|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CDH11|ENSG00000140937.14|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CDH5|ENSG00000179776.19|chr16	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
BEAN1|ENSG00000166546.15|chr16	0	0	0	0	0	5	0.471487883136336	1	7729.5	2.85467913067739	3.96450022098095	0.702074731116836	0.720060277855414
TK2|ENSG00000166548.17|chr16	91	74	87	120	117	178	0.150303797069572	1	3441	0.485805972647045	0.337726618973321	108.35268062059	1.43845923109017
CKLF|ENSG00000217555.13|chr16	987	934	791	1068	688	1085	0.264269909124782	0.585391160044476	4997	-0.170283091332195	0.152534798461563	906.92825399744	-1.11635569751714
