rownames(readCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
RNF135|ENSG00000181481.14|chr17	62	27	72	82	118	51	0.18166785935243	0.403698172496699	5317	0.545966879992678	0.408768824341657	67.3566491079	1.335637278288
NF1|ENSG00000196712.20|chr17	250	281	394	338	343	242	0.587191871359516	0.781128262325996	10057	-0.11070352221918	0.203907741808379	306.937623589954	-0.542909853433679
OMG|ENSG00000126861.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EVI2B|ENSG00000185862.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EVI2A|ENSG00000126860.12|chr17	0	0	0	0	0	6	0.317406801599098	1	6967	3.42388768748667	3.42456903384853	1.01657539348463	0.999801041720832
RAB11FIP4|ENSG00000131242.18|chr17	133	166	116	159	101	108	0.301105980574431	0.544924618178035	6785	-0.274075068653782	0.265046379082835	130.07851273443	-1.03406456485914
COPRS|ENSG00000172301.11|chr17	1886	1493	1577	1683	1463	1538	0.0404971466121809	0.147827613616458	3044	-0.167920540956023	0.0819667619238101	1596.52234107963	-2.04864187647316
UTP6|ENSG00000108651.10|chr17	825	744	937	1036	1159	1085	0.00792251512593839	0.0451672954433548	1892	0.296574124436129	0.111689097461436	956.534284439771	2.65535429309499
SUZ12|ENSG00000178691.11|chr17	2211	1874	2045	2693	2657	2385	0.000157817795960964	0.0021250126281711	791	0.244864090087726	0.0648057114176075	2287.22001325998	3.7784337943584
LRRC37B|ENSG00000185158.13|chr17	50	38	48	45	30	53	0.686220022784763	0.843922735356248	11232	-0.168327344244351	0.416662085516848	43.8784493637363	-0.403990067960106
RHOT1|ENSG00000126858.19|chr17	346	284	358	424	341	352	0.586578026336217	0.780934005591078	10050	0.0850045698750224	0.156315417445024	347.956488504373	0.543801572899351
RHBDL3|ENSG00000141314.13|chr17	36	28	35	29	6	32	0.281912000394726	0.525458159890662	6545	-0.64138079264203	0.596059906509429	27.7481788328506	-1.07603411274213
C17orf75|ENSG00000108666.10|chr17	405	327	423	453	398	452	0.565660909584853	0.767874349246677	9836	0.0856324936752762	0.149067736403631	406.921267202752	0.574453572189549
ZNF207|ENSG00000010244.19|chr17	3328	2962	3242	3113	3317	2996	0.0863092594099726	0.247810325894695	3952	-0.107032532181038	0.0624025003797609	3143.03844647679	-1.71519621056325
PSMD11|ENSG00000108671.11|chr17	5436	4669	4968	5285	5363	4502	0.123661969710739	0.316923087225271	4507	-0.0844053741192069	0.0548235204818959	5001.66550609752	-1.53958325509358
CDK5R1|ENSG00000176749.9|chr17	281	307	346	331	301	310	0.611694007823602	0.79694861688758	10297	-0.0846169660494392	0.166681419735819	311.813328620206	-0.507656859316128
MYO1D|ENSG00000176658.17|chr17	258	141	225	193	250	200	0.865548766712226	0.944307995999828	13115	-0.0377161248708633	0.222756952102809	209.123199409079	-0.169315141524545
TMEM98|ENSG00000006042.12|chr17	1201	1012	952	917	868	788	4.06390692223841e-05	0.00067436649820906	639	-0.387491380132903	0.0944222105995361	951.967106845846	-4.10381601608898
SPACA3|ENSG00000141316.13|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ASIC2|ENSG00000108684.15|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL2|ENSG00000108691.10|chr17	2	1	4	9	1	6	0.440021889644185	1	8344	1.09501293742142	1.41812351644644	3.76812138964249	0.772156250652503
CCL7|ENSG00000108688.11|chr17	0	2	0	0	0	0	0.619503544925188	1	10388	-2.00268770568795	4.0331714166679	0.357004531046467	-0.496554075884659
CCL11|ENSG00000172156.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL8|ENSG00000108700.5|chr17	0	0	2	0	0	1	0.798819006971292	1	12424.5	-1.02823733101276	4.03426775537332	0.522858830745366	-0.254875827129528
CCL13|ENSG00000181374.8|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL1|ENSG00000108702.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TMEM132E|ENSG00000181291.8|chr17	157	132	109	90	92	116	0.0591309318158121	0.191034231044859	3474	-0.496254110675572	0.262955290433955	115.852177584821	-1.88721858326791
CCT6B|ENSG00000132141.14|chr17	34	20	21	33	39	24	0.590420675399932	0.783404397851746	10087	0.27244816180998	0.506196096324975	28.0105853506909	0.538226516932818
ZNF830|ENSG00000198783.6|chr17	209	194	245	267	206	183	0.684425835780686	0.842052265030778	11223	-0.0818987692891744	0.201507117013729	215.9358930981	-0.406431149940945
LIG3|ENSG00000005156.12|chr17	744	554	621	894	755	730	0.0521628386760992	0.175875150657281	3323	0.222110193011279	0.114384401231002	707.937262525197	1.9417874344835
RFFL|ENSG00000092871.17|chr17	211	185	253	246	202	313	0.509174552958114	0.726402235839853	9123	0.144477153486462	0.218863810379906	234.208931359934	0.660123540916507
ENSG00000267618|ENSG00000267618.5|chr17	24	1	28	25	29	50	0.20283515279541	1	5636	0.916770373162835	0.719873708818106	25.8564218118346	1.27351556520656
RAD51D|ENSG00000185379.21|chr17	377	356	352	521	584	379	0.0209439913039265	0.0924585541809694	2482	0.354376848033148	0.153476822073051	422.663186634376	2.30899261039216
FNDC8|ENSG00000073598.6|chr17	2	0	0	0	0	0	0.646561790382023	1	10724.5	-1.85550178483911	4.0465092261881	0.317420579867217	-0.458543816687904
NLE1|ENSG00000073536.18|chr17	516	469	388	640	670	594	0.00227838853789929	0.0173319860709154	1402	0.383153634277428	0.125569864805848	539.672235876811	3.05131836264894
UNC45B|ENSG00000141161.12|chr17	2	0	0	0	0	0	0.646561790382023	1	10724.5	-1.85550178483911	4.0465092261881	0.317420579867217	-0.458543816687904
SLC35G3|ENSG00000164729.8|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SLFN5|ENSG00000166750.10|chr17	67	40	54	107	36	72	0.417547666007358	0.653507765313075	8097	0.332573128569266	0.410238128652663	61.7416502481333	0.810683126070045
SLFN11|ENSG00000172716.17|chr17	1208	951	1141	2011	1978	1872	3.96168639814133e-19	6.07860491262641e-17	69	0.740039825946385	0.0827967466044492	1503.84184923516	8.93803025234591
SLFN12|ENSG00000172123.13|chr17	12	6	21	17	14	12	0.955342860509902	1	13984	0.0417747875025229	0.745995962375262	13.5606201452968	0.0559986777535785
SLFN13|ENSG00000154760.14|chr17	0	2	0	0	0	2	0.983022663683804	1	14257	-0.0777795120437107	3.65513101597364	0.695862995541345	-0.0212795414730139
SLFN12L|ENSG00000205045.12|chr17	2	2	0	1	0	0	0.527789470738856	1	9351	-1.96845868485425	3.11768854470237	0.828936797620519	-0.631384006654254
SLFN14|ENSG00000236320.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PEX12|ENSG00000108733.11|chr17	112	55	92	128	91	67	0.870294538396728	0.946168131013608	13163	0.0536771425638316	0.328734109880006	89.3726414466128	0.163284371626129
AP2B1|ENSG00000006125.18|chr17	328	323	274	271	289	248	0.0760154485891184	0.227483130237245	3777	-0.286780141272678	0.161631069530871	287.73206406686	-1.77428845892716
RASL10B|ENSG00000270885.2|chr17	440	374	341	266	237	275	3.74074946533458e-05	0.000624657958824878	635	-0.654453531407639	0.158734857229601	322.028898250615	-4.12293520673287
GAS2L2|ENSG00000270765.7|chr17	0	0	7	0	9	6	0.58655486439964	1	10049	0.986097291985835	1.81322805297595	3.67700794891766	0.543835228209387
MMP28|ENSG00000271447.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
C17orf50|ENSG00000270806.2|chr17	6	2	0	3	7	0	0.885282989679966	1	13314	0.256803115334137	1.77995060338408	2.87991274463884	0.144275416882861
TAF15|ENSG00000270647.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HEATR9|ENSG00000270379.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL5|ENSG00000271503.6|chr17	0	0	0	0	0	3	0.543900676838416	1	9567.5	2.42191277776866	3.99046458979414	0.508287696742317	0.606925014185779
RDM1|ENSG00000278023.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
LYZL6|ENSG00000275722.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL16|ENSG00000275152.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL14|ENSG00000276409.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL15|ENSG00000275718.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL23|ENSG00000274736.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL18|ENSG00000275385.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL3|ENSG00000277632.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL4|ENSG00000275302.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3B|ENSG00000274808.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL3L1|ENSG00000276085.1|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCL4L2|ENSG00000276070.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3I|ENSG00000274933.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3G|ENSG00000260287.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3H|ENSG00000274226.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3F|ENSG00000275954.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ZNHIT3|ENSG00000273611.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MYO19|ENSG00000278259.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PIGW|ENSG00000277161.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GGNBP2|ENSG00000278311.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
DHRS11|ENSG00000278535.5|chr17	0	0	0	0	0	3	0.543900676838416	1	9567.5	2.42191277776866	3.99046458979414	0.508287696742317	0.606925014185779
MRM1|ENSG00000278619.5|chr17	3	11	9	12	3	5	0.746616356624375	1	11819	-0.334910466155346	1.03654023430301	7.20585170574638	-0.323104164287984
LHX1|ENSG00000273706.5|chr17	5	5	3	5	2	4	0.796688677785362	1	12404	-0.328043416228274	1.27328786631441	3.9828000843751	-0.257634918942415
AATF|ENSG00000275700.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ACACA|ENSG00000278540.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
C17orf78|ENSG00000278505.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TADA2A|ENSG00000276234.5|chr17	2	0	2	4	0	1	0.92037108514808	1	13649	0.230461810131114	2.30539516628268	1.45832615743992	0.0999662936323063
DUSP14|ENSG00000276023.5|chr17	2	5	1	0	6	0	0.782763399962634	1	12150	-0.540350240218832	1.95978137657039	2.33559934719254	-0.27571965254841
SYNRG|ENSG00000275066.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
DDX52|ENSG00000278053.5|chr17	52	71	78	52	40	44	0.0715075045387178	0.217856100878102	3701	-0.66757440580772	0.370413515399173	56.5261951341604	-1.80224094978909
HNF1B|ENSG00000275410.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3K|ENSG00000273513.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3L|ENSG00000274512.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3D|ENSG00000274419.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3C|ENSG00000278299.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3E|ENSG00000278599.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TBC1D3|ENSG00000274611.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MRPL45|ENSG00000278845.5|chr17	0	0	6	0	9	0	0.850614399897458	1	12989	0.432727139659216	2.2976513376468	2.48371775618406	0.188334553885101
GPR179|ENSG00000277399.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ARHGAP23|ENSG00000275832.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SRCIN1|ENSG00000277363.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EPOP|ENSG00000273604.2|chr17	0	0	4	0	0	0	0.44725012149977	1	8436.5	-2.99268548776172	3.93770537464996	0.706859196995854	-0.76000746704615
MLLT6|ENSG00000275023.5|chr17	0	1	0	0	0	0	0.796339065306535	1	12334.5	-1.05312069398729	4.0804728567969	0.178502265523233	-0.258087905727174
CISD3|ENSG00000277972.2|chr17	0	1	0	0	0	1	0.982141113506497	1	14236	-0.0913400145584327	4.0804728567969	0.347931497770673	-0.0223846641710375
PCGF2|ENSG00000277258.5|chr17	0	0	2	0	0	0	0.621815736184347	1	10444.5	-1.99001834187354	4.03426842282148	0.353429598497927	-0.493278615427817
PSMB3|ENSG00000277791.5|chr17	0	2	0	2	2	0	0.776095425983333	1	12091	0.827657772690151	2.91007646286666	0.9823454512802	0.284411005432771
PIP4K2B|ENSG00000276293.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CWC25|ENSG00000273559.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
C17orf98|ENSG00000275489.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RPL23|ENSG00000125691.14|chr17	41852	34755	31668	34421	34082	30112	2.43679724490836e-05	0.00042997287386408	601	-0.222165891003559	0.0526387705996923	34253.0606801091	-4.22057522378492
LASP1|ENSG00000002834.18|chr17	1440	1202	1350	1102	955	882	5.26588758903924e-09	2.59302101884458e-07	215	-0.533758750745315	0.0914198337012735	1152.41760984918	-5.83854431949026
FBXO47|ENSG00000204952.3|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PLXDC1|ENSG00000161381.14|chr17	5	7	12	24	32	8	0.0975198728950531	1	4134	1.29008615072441	0.778568305752758	14.2884399873828	1.65699803240397
CACNB1|ENSG00000067191.16|chr17	12	25	4	18	31	15	0.466046131518189	1	8622	0.534995548526152	0.733949112853752	17.2995101344256	0.728927304572893
RPL19|ENSG00000108298.12|chr17	12992	11713	11668	11426	11877	11475	0.000643184603576529	0.00668899351479834	1024	-0.153424047631856	0.044956555900814	11802.7721246706	-3.41271800202734
STAC2|ENSG00000141750.7|chr17	0	4	0	9	0	1	0.600385981186098	1	10194	1.14364620014323	2.18317448408168	2.27404347470189	0.523845532494984
FBXL20|ENSG00000108306.13|chr17	449	400	416	547	438	516	0.248177261983474	0.489648280398629	6133	0.157864460197365	0.136704281140998	457.392102098964	1.15478797649755
MED1|ENSG00000125686.12|chr17	1835	1336	1574	2121	1852	1821	0.0198814408227874	0.0890260041335828	2445	0.201344077525234	0.0864665434574778	1737.02147056824	2.32857784611513
CDK12|ENSG00000167258.15|chr17	1820	1442	1663	1845	1625	1366	0.188359353885975	0.411185829869057	5425	-0.118890758691133	0.090380426250831	1613.65210573011	-1.31544808564166
NEUROD2|ENSG00000171532.5|chr17	0	0	0	2	0	0	0.670777760413804	1	11054	1.71825635217439	4.04218745608396	0.309023373413671	0.425080818453437
PPP1R1B|ENSG00000131771.14|chr17	0	0	7	0	0	0	0.232673177464595	1	5964.5	-3.80028645748844	3.18414991300657	1.23700359474274	-1.19350111059944
STARD3|ENSG00000131748.16|chr17	525	386	366	452	397	374	0.313536556305292	0.5578002295854	6920	-0.147181663961016	0.146038328376	412.897241528047	-1.00782901035455
TCAP|ENSG00000173991.6|chr17	1	0	2	3	0	0	0.963229969735863	1	14060.5	-0.134825675629876	2.92458917771126	0.975674948552041	-0.0461007230203146
PNMT|ENSG00000141744.4|chr17	4	13	1	17	12	12	0.260973164065125	1	6299	1.07275107641331	0.954325089450052	9.68984015269128	1.12409396784434
PGAP3|ENSG00000161395.14|chr17	72	89	75	83	64	52	0.281033835646419	0.524705703938799	6534	-0.350207571689109	0.324867930956776	72.324404022236	-1.07799982182823
ERBB2|ENSG00000141736.14|chr17	204	126	142	120	127	103	0.0338447238159249	0.130343430716332	2876	-0.513256628816874	0.241883482074412	136.040463645117	-2.12191681885486
MIEN1|ENSG00000141741.12|chr17	1383	1071	1004	1071	1300	1049	0.348310295474081	0.590900999034776	7335	-0.100380014689977	0.107029568848247	1136.91360232315	-0.937871802812749
GRB7|ENSG00000141738.14|chr17	12	4	10	18	0	4	0.767842745440403	1	12005	-0.340483795033247	1.15340879598219	7.84460782349866	-0.295197848515892
IKZF3|ENSG00000161405.17|chr17	89	59	53	52	51	63	0.323148210199616	0.566888169243303	7035	-0.349319941400118	0.353559450915201	60.7974806144127	-0.988009061830736
ZPBP2|ENSG00000186075.13|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GSDMB|ENSG00000073605.19|chr17	35	18	28	43	31	30	0.572493566138393	0.772789670369396	9898	0.276147858630544	0.489291672490477	30.3457167775935	0.564382911372599
ORMDL3|ENSG00000172057.10|chr17	435	395	314	401	400	404	0.94095402187758	0.975985130755163	13834	-0.0109666393169357	0.148056105116573	388.70792352839	-0.074070834892631
LRRC3C|ENSG00000204913.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GSDMA|ENSG00000167914.12|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PSMD3|ENSG00000108344.15|chr17	1307	1053	982	1129	1170	1008	0.280754087056941	0.524500356391713	6530	-0.102050173368611	0.0946111893603162	1099.20529268885	-1.07862689454166
CSF3|ENSG00000108342.13|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MED24|ENSG00000008838.21|chr17	902	895	883	924	708	815	0.04653450881389	0.163095470813861	3178	-0.22413070792349	0.112599498038658	851.785411273324	-1.99051249630385
THRA|ENSG00000126351.13|chr17	306	272	309	227	225	228	0.00467305314341231	0.0302961504159866	1656	-0.473484264091237	0.167382999142196	261.012579762058	-2.82874764174229
NR1D1|ENSG00000126368.6|chr17	27	27	28	38	44	38	0.311238510270247	0.555403645622527	6896	0.456308172286662	0.450618357648366	33.3214943266095	1.01262668185111
MSL1|ENSG00000188895.12|chr17	590	507	500	440	440	391	0.000678763421860091	0.00697676538566289	1036	-0.419034567195445	0.123317404481624	476.31895156576	-3.3980164353677
RAPGEFL1|ENSG00000108352.13|chr17	12	12	13	15	12	27	0.501184130346824	1	9049	0.468227348129385	0.696116588232063	15.1340129079224	0.6726277696076
WIPF2|ENSG00000171475.14|chr17	905	784	728	990	1035	872	0.0815217299147225	0.238500309291376	3865	0.171761240860063	0.098604320889093	876.630153252292	1.7419240791005
CDC6|ENSG00000094804.12|chr17	526	553	545	1153	1068	985	6.62756389991708e-17	8.15883941958397e-15	86	0.885283310108989	0.105977672315883	792.456269468733	8.35348890726964
RARA|ENSG00000131759.18|chr17	120	141	64	196	100	166	0.186676529572621	0.409011676031733	5403	0.418651183537571	0.317045936504867	129.74922187136	1.32047484396995
GJD3|ENSG00000183153.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TOP2A|ENSG00000131747.15|chr17	2382	2194	2560	2154	2499	2387	0.207432054496669	0.435452974485038	5682	-0.109859351287	0.0871444453421833	2354.55629255	-1.26065810454842
IGFBP4|ENSG00000141753.7|chr17	9	3	16	32	4	5	0.659030891575891	1	10910	0.427329458069931	0.968448610429792	11.2154914234516	0.441251557870773
TNS4|ENSG00000131746.13|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCR7|ENSG00000126353.3|chr17	2	0	4	1	0	0	0.35015478914269	1	7349	-2.56934384661312	2.75005227682488	1.17879146356991	-0.934289092707576
SMARCE1|ENSG00000073584.20|chr17	1201	1169	1155	1111	1150	971	0.0131167827205841	0.0661329224597352	2154	-0.219276027168036	0.0883969826489031	1121.44665760457	-2.48058271444582
KRT222|ENSG00000213424.9|chr17	28	38	29	26	39	27	0.762529799174319	0.886150307731699	11952	-0.145672278697066	0.48210250015678	31.1117886742936	-0.302160388402246
KRT24|ENSG00000167916.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT25|ENSG00000204897.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT26|ENSG00000186393.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT27|ENSG00000171446.7|chr17	0	0	0	2	0	0	0.670777760413804	1	11054	1.71825635217439	4.04218745608396	0.309023373413671	0.425080818453437
KRT28|ENSG00000173908.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT10|ENSG00000186395.9|chr17	1622	1379	1252	1537	1369	1304	0.229654356253127	0.464618893493572	5937	-0.103152077792681	0.0858706378184773	1399.76918520595	-1.20124969853764
KRT12|ENSG00000187242.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT20|ENSG00000171431.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT23|ENSG00000108244.17|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT39|ENSG00000196859.8|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT40|ENSG00000204889.11|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP3-3|ENSG00000212899.3|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP3-2|ENSG00000212900.3|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP3-1|ENSG00000212901.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP1-5|ENSG00000221852.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP1-4|ENSG00000204887.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP1-3|ENSG00000221880.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP1-1|ENSG00000188581.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP2-1|ENSG00000212725.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP2-2|ENSG00000214518.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP2-3|ENSG00000212724.3|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP2-4|ENSG00000213417.3|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-7|ENSG00000240871.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-8|ENSG00000204880.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-9|ENSG00000212722.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-11|ENSG00000212721.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-12|ENSG00000213416.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-6|ENSG00000198090.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-5|ENSG00000198271.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-4|ENSG00000171396.12|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-3|ENSG00000196156.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP4-2|ENSG00000244537.3|chr17	0	0	0	0	5	0	0.415407438064589	1	8069.5	3.06783479046576	3.76691986043737	0.790793867050157	0.81441466878182
KRTAP4-1|ENSG00000198443.8|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP9-2|ENSG00000239886.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP9-3|ENSG00000204873.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP9-8|ENSG00000187272.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP9-4|ENSG00000241595.2|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP9-9|ENSG00000198083.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRTAP17-1|ENSG00000186860.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT33A|ENSG00000006059.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT33B|ENSG00000131738.11|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT34|ENSG00000131737.7|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT31|ENSG00000094796.5|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT37|ENSG00000108417.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT38|ENSG00000171360.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT32|ENSG00000108759.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT35|ENSG00000197079.9|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT36|ENSG00000126337.14|chr17	0	4	0	0	2	0	0.711087317836572	1	11480.5	-1.16346909377042	3.14114763846583	1.030326608913	-0.370396182440718
KRT13|ENSG00000171401.15|chr17	6	1	8	8	0	0	0.533681524707275	1	9408	-1.03233850001437	1.65865226823802	3.78057589277127	-0.622395977615621
KRT15|ENSG00000171346.16|chr17	0	7	0	4	0	1	0.771740556281183	1	12045	-0.654676701096725	2.25673602718431	2.03699183773741	-0.290098927482252
KRT19|ENSG00000171345.13|chr17	1044	743	667	965	884	878	0.556409008479173	0.761001616765687	9684	0.0714116469426345	0.121410452246514	853.864496353324	0.588183682881265
KRT14|ENSG00000186847.6|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
KRT16|ENSG00000186832.9|chr17	0	0	0	0	0	5	0.389015755599798	1	7777	3.16071730957543	3.66926380810811	0.847146161237196	0.861403669747342
KRT17|ENSG00000128422.18|chr17	26	36	15	16	37	26	0.926374060456085	1	13701	-0.052797692891714	0.571355511610831	25.9324927277586	-0.0924077773273957
EIF1|ENSG00000173812.11|chr17	5479	4581	4958	6517	5987	5893	7.88751972688116e-05	0.00117710959994964	712	0.20361828469384	0.0515777606337713	5515.740235893	3.94779226922306
GAST|ENSG00000184502.4|chr17	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HAP1|ENSG00000173805.16|chr17	8	16	17	11	18	6	0.651693135222036	1	10835	-0.351053211880161	0.777679260794444	12.6929320237134	-0.451411307434815
JUP|ENSG00000173801.17|chr17	786	709	835	615	645	647	0.000951720447077033	0.00893250387695439	1134	-0.379380199413178	0.114809809601707	705.51906095494	-3.30442320851596
P3H4|ENSG00000141696.13|chr17	1446	1377	1462	785	722	757	5.81874980906219e-28	1.40007055064867e-25	44	-1.01220054386596	0.0923370667816643	1097.38997264969	-10.9620175206492
