rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
SPATA33|ENSG00000167523.15|chr16	27	39	27	33	30	30	0.733455484335599	1	9894	-0.187354350864789	0.550180383071113	30.5344131449939	-0.340532590091589
CDK10|ENSG00000185324.22|chr16	0	6	5	8	4	34	0.156481954618039	1	2700	1.80891047778017	1.27657461537891	8.49956864612777	1.41700332748921
SPATA2L|ENSG00000158792.16|chr16	1	5	3	7	1	5	0.864915884278919	1	11586	0.277431545228832	1.63080056709982	3.37928891245401	0.170119848389684
VPS9D1|ENSG00000075399.14|chr16	6	1	0	6	0	1	0.870054875181684	1	11642	-0.378038345532684	2.31090626961185	2.2368684130151	-0.163588783545159
ZNF276|ENSG00000158805.12|chr16	26	24	36	33	25	29	0.699009382233735	1	9462	-0.225498913496115	0.583199853564891	28.7553948233741	-0.386658042037771
FANCA|ENSG00000187741.16|chr16	22	9	24	37	18	81	0.153665094076783	1	2655	0.977128970248672	0.68488533164656	29.9436485802715	1.4267044789812
SPIRE2|ENSG00000204991.11|chr16	26	13	7	28	0	23	0.848893029571636	1	11259	-0.199665153718883	1.04794034348632	15.2694455050103	-0.190531030664046
TCF25|ENSG00000141002.20|chr16	65	121	74	92	51	74	0.203645891329336	1	3315	-0.469014244443929	0.368944458192499	77.4199506311359	-1.27123265854617
MC1R|ENSG00000258839.4|chr16	0	6	0	9	6	9	0.249306772701921	1	3877	1.9341768195336	1.67892221367689	4.52282420655857	1.15203480171823
ENSG00000198211|ENSG00000198211.8|chr16	31	56	26	55	7	33	0.428135852258901	1	6062.5	-0.514225568053151	0.648958719983554	32.8464267062575	-0.792385635971087
TUBB3|ENSG00000258947.8|chr16	31	56	26	55	7	33	0.428135852258901	1	6062.5	-0.514225568053151	0.648958719983554	32.8464267062575	-0.792385635971087
DEF8|ENSG00000140995.17|chr16	15	13	10	10	7	28	0.982705794364893	1	12987	-0.0189812960575066	0.875651499653026	13.3280945475093	-0.0216767698850831
DBNDD1|ENSG00000003249.15|chr16	45	38	7	39	17	37	0.791702140994737	1	10638	-0.180502925460658	0.683461886620627	29.244391701057	-0.264100938171043
GAS8|ENSG00000141013.17|chr16	28	24	4	51	41	40	0.112651358943966	1	2104	1.05996155805162	0.668160418681773	29.8742282701867	1.58638783204613
PRDM7|ENSG00000126856.16|chr16	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SCGB1C2|ENSG00000268320.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
DOC2B|ENSG00000272636.5|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RPH3AL|ENSG00000181031.16|chr17	0	0	0	2	0	5	0.364012765357476	1	5264	3.33012050572798	3.66856235467981	0.976581250458309	0.907745373737454
C17orf97|ENSG00000187624.9|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RFLNB|ENSG00000183688.4|chr17	0	1	0	0	2	0	0.816775768949216	1	10897	0.931027198630699	4.01835005319741	0.522686682930135	0.231693900806347
VPS53|ENSG00000141252.21|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TLCD3A|ENSG00000167695.15|chr17	403	482	366	539	405	539	0.83950906884454	0.965069651016966	11164	0.0316813924876404	0.156434728386692	444.588575349749	0.202521478538493
GEMIN4|ENSG00000179409.11|chr17	508	528	477	705	601	552	0.59736217046609	0.873131586196705	8189	0.0909546078301184	0.172198059485472	553.770979569137	0.528197635338579
GLOD4|ENSG00000167699.14|chr17	180	240	172	312	231	248	0.326673083266125	0.717743920085966	4811	0.215691347239909	0.219905373513074	224.079539587918	0.980837092764746
MRM3|ENSG00000171861.11|chr17	291	266	215	413	194	262	0.755751233220799	0.935621610093304	10107	-0.0754630237811529	0.242595701263957	266.1171257558	-0.311064966889274
NXN|ENSG00000167693.17|chr17	184	229	168	309	150	318	0.47319730604115	0.817353785557828	6630	0.176064479594748	0.245459057029669	216.777389642638	0.717286547603201
TIMM22|ENSG00000177370.5|chr17	1	0	0	1	0	4	0.594328734811583	1	8125	1.88899210605705	3.54691233129705	0.885749234652023	0.532573666788734
ABR|ENSG00000159842.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
BHLHA9|ENSG00000205899.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRARG1|ENSG00000184811.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
YWHAE|ENSG00000108953.17|chr17	10	18	18	5	19	26	0.952099860472291	1	12655	-0.051062117922707	0.850043175027884	15.9700510689629	-0.0600700287029915
CRK|ENSG00000167193.8|chr17	0	9	0	9	5	3	0.625103484681654	1	8537	0.884941154901262	1.81106498003507	3.95069987659473	0.488630261562524
MYO1C|ENSG00000197879.17|chr17	95	113	79	164	71	64	0.656749221272988	1	8976	-0.170280580394979	0.383164622557251	94.9698805271492	-0.444405799414678
INPP5K|ENSG00000132376.20|chr17	28	101	54	72	27	73	0.542394767642778	1	7535	-0.305474118780629	0.501438449313806	56.2363812837817	-0.609195643450668
SLC43A2|ENSG00000167703.15|chr17	7	1	0	0	0	0	0.197045389939405	1	3233	-4.11053465689663	3.186423495022	1.45977009885513	-1.29001517322425
SCARF1|ENSG00000074660.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RILP|ENSG00000167705.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PRPF8|ENSG00000174231.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TLCD2|ENSG00000185561.10|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
WDR81|ENSG00000167716.19|chr17	16	28	38	40	7	8	0.262664109571695	1	4027	-0.876420257860486	0.782436682540774	22.5595872935927	-1.12011652497493
SERPINF2|ENSG00000167711.14|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SERPINF1|ENSG00000132386.11|chr17	8	11	28	10	18	40	0.746740599571657	1	10032	0.267308841839939	0.827735032517538	18.9484398159313	0.322940109260478
SMYD4|ENSG00000186532.12|chr17	149	176	157	246	109	182	0.730430060325236	0.923952321357376	9861	-0.0942491572364169	0.273539970152954	164.698696267689	-0.344553511443743
RPA1|ENSG00000132383.12|chr17	922	1239	976	1381	1121	1409	0.329877202504399	0.720324855752139	4845	0.111399933327155	0.114331243487347	1145.89749179748	0.974361250076697
RTN4RL1|ENSG00000185924.7|chr17	7	7	0	16	11	3	0.470028324656785	1	6577	0.961305552441827	1.33065017369289	7.02780223249297	0.722432966565479
OVCA2|ENSG00000262664.3|chr17	256	282	203	238	244	255	0.371779579291868	0.748028236978144	5356	-0.199051653936607	0.222866024685535	243.937004695844	-0.893144902716641
HIC1|ENSG00000177374.13|chr17	2	5	5	20	10	0	0.424479600853883	1	6012	1.12414845903186	1.40751894378469	6.70656494658652	0.798673768474567
SMG6|ENSG00000070366.14|chr17	49	63	42	72	18	65	0.603951749117922	1	8280	-0.260046497691596	0.501317537610437	49.2567743965704	-0.518726113056258
SRR|ENSG00000167720.13|chr17	11	8	0	2	12	0	0.804995103902939	1	10764	-0.412997117122593	1.67281338188577	5.7696582443691	-0.246887741092208
TSR1|ENSG00000167721.11|chr17	689	985	649	1166	943	1000	0.0976789119736125	0.456521529767905	1895	0.22925568304942	0.138421708919332	880.114749256206	1.65621191097289
SGSM2|ENSG00000141258.13|chr17	7	6	0	32	13	26	0.0283793973988209	1	795	2.226553773361	1.01576288171322	12.6722512968115	2.19200151279955
MNT|ENSG00000070444.15|chr17	59	110	69	146	121	93	0.228734984394141	1	3624	0.42558685384672	0.353587910686378	96.7099620962231	1.20362388244717
METTL16|ENSG00000127804.13|chr17	271	229	198	249	253	325	0.895063968125313	0.976517704552294	11992	0.0310124031544042	0.235121875763843	250.720861580192	0.131899267363591
PAFAH1B1|ENSG00000007168.14|chr17	305	485	355	616	417	620	0.063393914174313	0.376518720152373	1398	0.316446981388841	0.170461004702868	448.757443444382	1.85641860987762
CLUH|ENSG00000132361.18|chr17	305	402	276	398	279	351	0.43003283496243	0.792090203598633	6089	-0.143785832010498	0.18220677964563	327.476971882672	-0.789135466255121
CCDC92B|ENSG00000277200.2|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR1D2|ENSG00000184166.3|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR1A1|ENSG00000172146.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR3A2|ENSG00000221882.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR3A1|ENSG00000180090.5|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR1E1|ENSG00000180016.2|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR3A3|ENSG00000159961.3|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SPATA22|ENSG00000141255.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ASPA|ENSG00000108381.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRPV3|ENSG00000167723.15|chr17	0	6	0	0	6	0	0.93115963051626	1	12411	0.245234037496976	2.83881917479663	2.02381035351163	0.0863859310498507
TRPV1|ENSG00000196689.13|chr17	2	0	11	21	5	26	0.193982986164284	1	3190	1.59673777574043	1.22931306481006	9.97737093015303	1.29888620030825
SHPK|ENSG00000197417.9|chr17	59	92	79	130	59	70	0.871215508713271	1	11654	-0.0625186498064556	0.385644480036534	79.004784911336	-0.162114727534886
CTNS|ENSG00000040531.16|chr17	52	72	51	88	40	91	0.842258839191141	1	11198	0.0813265800408862	0.408666028856856	62.8637528241457	0.199004992581296
TAX1BP3|ENSG00000213977.8|chr17	217	214	144	245	137	227	0.549157993764422	0.855532486770988	7608	-0.151091667218372	0.252230442150973	192.015168221135	-0.599022330254395
EMC6|ENSG00000127774.7|chr17	2319	2667	1923	2904	2445	2988	0.501390855252883	0.829283932234834	6985	0.0669931699514526	0.099647295080602	2484.59660819792	0.672302945075063
P2RX5|ENSG00000083454.23|chr17	34	49	5	4	12	7	0.0250494795556596	1	741	-2.00254349690089	0.893737746979851	18.5272832154962	-2.24063882684596
ITGAE|ENSG00000083457.12|chr17	228	220	171	275	200	225	0.865056514153953	0.972793495022113	11588	-0.0390491121537146	0.229780368237319	215.759614507011	-0.16994102870174
HASPIN|ENSG00000177602.5|chr17	77	52	29	50	23	81	0.562641583452358	1	7745	-0.305721119284401	0.528086591905625	50.4376711902285	-0.578922328213622
NCBP3|ENSG00000074356.17|chr17	113	123	115	111	116	165	0.856794732347021	1	11501	-0.0544684863672155	0.301838340038193	122.117546017751	-0.180455824002754
CAMKK1|ENSG00000004660.15|chr17	124	142	212	199	177	286	0.450251604843909	0.802592671914092	6342	0.224046745942051	0.296752374871787	186.339383239276	0.754995629062282
P2RX1|ENSG00000108405.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ATP2A3|ENSG00000074370.18|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZZEF1|ENSG00000074755.15|chr17	16	24	10	53	53	56	0.00615961616379717	1	317	1.5293285494794	0.558320022488767	33.5472318862012	2.7391612119914
CYB5D2|ENSG00000167740.10|chr17	236	136	104	177	181	220	0.847428353022303	0.968027399531701	11245	0.0619569181295824	0.322020251422632	173.761208085288	0.192400688639509
ANKFY1|ENSG00000185722.18|chr17	72	98	62	185	126	162	0.00605900621330754	1	313	0.820713145632188	0.299031495739467	111.920113010091	2.74457091418638
SPNS3|ENSG00000182557.8|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MYBBP1A|ENSG00000132382.15|chr17	67	182	124	207	115	133	0.797847888490014	1	10698	0.087082899241981	0.339990504535309	132.737729416816	0.256133327491024
GGT6|ENSG00000167741.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SMTNL2|ENSG00000188176.12|chr17	15	9	16	0	6	12	0.229671136161459	1	3633	-1.3837081198018	1.15193199632764	10.0851435309361	-1.20120642903667
ALOX15|ENSG00000161905.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PELP1|ENSG00000141456.16|chr17	243	379	265	329	87	183	0.00679371167386957	0.132445925271596	336	-0.825302312917061	0.304900699166254	241.601278026317	-2.70679049006394
ARRB2|ENSG00000141480.18|chr17	481	503	534	599	265	469	0.0274033020742126	0.272158738288937	784	-0.451107766313925	0.204516831444738	467.543942626383	-2.20572440481907
MED11|ENSG00000161920.11|chr17	281	418	345	334	250	318	0.0267748038908089	0.268489584299541	775	-0.421661195324179	0.190384681140705	320.076142630279	-2.21478531149545
ZMYND15|ENSG00000141497.14|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TM4SF5|ENSG00000142484.7|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
VMO1|ENSG00000182853.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GLTPD2|ENSG00000182327.8|chr17	0	4	0	0	0	0	0.471888235054622	1	6612.5	-2.86542406263636	3.98301858769922	0.60766707296164	-0.719410165818877
PSMB6|ENSG00000142507.10|chr17	899	1038	809	1007	679	871	0.0101063641173897	0.163057085434207	423	-0.322329506718003	0.125314296315738	869.704119468939	-2.57216866865591
C17orf114|ENSG00000262165.2|chr17	0	0	0	0	0	4	0.524104846284139	1	7246	2.5345511369932	3.97869542933534	0.561659784893469	0.63703070064265
PLD2|ENSG00000129219.14|chr17	0	0	11	11	0	0	0.836696621425885	1	11130	-0.484994022548818	2.35296114214578	3.65345256473817	-0.206120710564106
MINK1|ENSG00000141503.17|chr17	1	19	17	6	4	2	0.143095253557115	1	2534	-1.79775701258721	1.22767311622585	8.23208352488086	-1.4643613098851
CHRNE|ENSG00000108556.10|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
C17orf107|ENSG00000205710.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GP1BA|ENSG00000185245.9|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SLC25A11|ENSG00000108528.14|chr17	209	306	317	272	240	316	0.324519744109221	0.717672993203216	4780	-0.223067190908978	0.226415327025482	273.508271168814	-0.985212414015915
RNF167|ENSG00000108523.16|chr17	178	250	117	162	140	131	0.0782700144154539	0.410875621334845	1624	-0.503334867818134	0.285853632884971	160.62013257122	-1.76081326215182
PFN1|ENSG00000108518.8|chr17	2001	2662	1786	2332	1184	2069	0.000932921140764182	0.044140796896157	118	-0.439276374180895	0.132711431540581	1956.40409012732	-3.31001157233823
ENO3|ENSG00000108515.18|chr17	0	2	0	4	0	0	0.832130789687898	1	11078	0.834727451588347	3.93795924695746	0.852846575163766	0.21196955053135
SPAG7|ENSG00000091640.8|chr17	414	575	290	394	384	506	0.388834926482291	0.761798179230198	5568	-0.175217370568315	0.203331591434373	417.532744738352	-0.86173215550161
CAMTA2|ENSG00000108509.21|chr17	11	39	53	37	33	33	0.735637651287898	1	9913	-0.210389477430134	0.623125479989956	34.138295436373	-0.337635812025413
INCA1|ENSG00000196388.9|chr17	0	6	0	0	0	0	0.384067072332683	1	5509.5	-3.44511821256752	3.95796320108631	0.91150060944246	-0.870427044804753
KIF1C|ENSG00000129250.12|chr17	285	310	265	363	166	374	0.420571121562209	0.783188929705371	5961	-0.186731937383502	0.231841067338389	285.09741818913	-0.805430804504334
SLC52A1|ENSG00000132517.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZFP3|ENSG00000180787.6|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZNF232|ENSG00000167840.14|chr17	109	63	88	125	74	72	0.616507656067097	1	8432	-0.195931901292989	0.391233127578997	88.0702552160428	-0.500806009208478
USP6|ENSG00000129204.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZNF594|ENSG00000180626.10|chr17	44	44	61	46	38	43	0.323193252480221	1	4752	-0.46398244931245	0.46965727355364	46.1888574698204	-0.987917094952556
SCIMP|ENSG00000161929.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RABEP1|ENSG00000029725.17|chr17	118	131	102	130	128	141	0.963263735098027	1	12794	-0.013271968520045	0.28815547654947	123.196109534937	-0.046058359462644
NUP88|ENSG00000108559.13|chr17	182	115	118	165	138	205	0.865252474125641	0.972793495022113	11593	0.0512948896645974	0.30228255463303	151.485288295636	0.169691862393015
RPAIN|ENSG00000129197.15|chr17	582	699	560	824	593	759	0.853875138428194	0.968921640506905	11462	0.0247284318268916	0.134264992975751	653.665516823577	0.184176316393639
C1QBP|ENSG00000108561.8|chr17	1297	1499	1157	1737	1338	2016	0.19218843544509	0.59065965301144	3157	0.146229846966742	0.112128066360497	1465.05505265922	1.30413242387153
DHX33|ENSG00000005100.13|chr17	577	587	392	767	700	877	0.0189358979758855	0.227176827283344	623	0.388824780297273	0.165683634075548	631.558739118829	2.34679051112543
DERL2|ENSG00000072849.11|chr17	349	384	219	488	294	377	0.741931370206266	0.928812273607528	9973	0.0693256542954738	0.210526359241507	340.639527625417	0.329296789937579
MIS12|ENSG00000167842.16|chr17	292	226	210	306	239	352	0.770339385446406	0.93841216262093	10286	0.0665410603044269	0.227934209418472	265.546466713779	0.291930993922294
NLRP1|ENSG00000091592.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
WSCD1|ENSG00000179314.16|chr17	81	157	97	137	127	173	0.513254809205524	1	7116	0.198955296915882	0.304316268399112	124.527278657091	0.653778051244213
AIPL1|ENSG00000129221.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PITPNM3|ENSG00000091622.16|chr17	0	0	0	0	0	2	0.70316722453053	1	9514	1.54263442910499	4.04839339898992	0.280829892446734	0.381048548663744
KIAA0753|ENSG00000198920.11|chr17	9	45	19	40	50	55	0.154404319175884	1	2665	0.866206455722722	0.608228846791565	34.7026776196794	1.42414563250658
TXNDC17|ENSG00000129235.11|chr17	790	896	576	880	778	752	0.540482642901272	0.85133687351151	7516	-0.0975698285500366	0.15940612626665	766.572603398707	-0.612083304670643
MED31|ENSG00000108590.11|chr17	451	549	342	502	473	584	0.891901623374494	0.976517704552294	11943	0.0237168023753664	0.174518665831406	472.904524017698	0.135898370884167
C17orf100|ENSG00000256806.6|chr17	85	83	35	97	85	91	0.546265168744469	1	7577	0.241246752045612	0.399834780143554	77.1599732985381	0.603366100265205
SLC13A5|ENSG00000141485.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
XAF1|ENSG00000132530.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FBXO39|ENSG00000177294.7|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TEKT1|ENSG00000167858.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ALOX12|ENSG00000108839.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RNASEK|ENSG00000219200.12|chr17	415	638	445	473	110	297	0.0257953775327217	0.264363549594267	755	-1.03837640778731	0.465790339215836	388.197355477107	-2.22927854093201
RNASEK-C17orf49|ENSG00000161939.19|chr17	90	208	187	166	88	207	0.347431191151365	0.729382706731016	5062.5	-0.313101178331867	0.333233975059854	153.020090163957	-0.939583601208816
C17orf49|ENSG00000258315.5|chr17	90	208	187	166	88	207	0.347431191151365	0.729382706731016	5062.5	-0.313101178331867	0.333233975059854	153.020090163957	-0.939583601208816
BCL6B|ENSG00000161940.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SLC16A13|ENSG00000174327.7|chr17	8	11	9	7	0	10	0.408600511340571	1	5806	-1.03396759820007	1.25123303623585	7.28460537629775	-0.826358934152359
SLC16A11|ENSG00000174326.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CLEC10A|ENSG00000132514.14|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ASGR2|ENSG00000161944.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ASGR1|ENSG00000141505.12|chr17	0	6	0	3	6	9	0.394907221412593	1	5623	1.56512797529328	1.83969979024935	3.69930464853415	0.850751836570652
DLG4|ENSG00000132535.22|chr17	18	5	5	10	5	11	0.710602240346744	1	9634	-0.395745459788126	1.06656313493123	8.94105101301697	-0.37104738278212
ACADVL|ENSG00000072778.20|chr17	3	17	6	12	14	11	0.685567963214941	1	9294	0.405507475089813	1.00155732841653	10.099359307699	0.404876948712385
DVL2|ENSG00000004975.12|chr17	162	153	64	131	62	114	0.146972636069203	1	2572	-0.53441701464178	0.368485175097616	111.464319243543	-1.45030804699322
PHF23|ENSG00000040633.13|chr17	344	318	331	427	338	521	0.478221274899717	0.819094059249756	6716	0.137212598389147	0.193484371227183	371.509506177473	0.709166314151732
GABARAP|ENSG00000170296.10|chr17	314	383	303	367	168	404	0.133310560878911	0.512199609362311	2390	-0.343412844031366	0.228762849770477	314.143217206726	-1.50117400782479
CTDNEP1|ENSG00000175826.12|chr17	948	1154	667	1228	583	1087	0.336282502633624	0.723909732083818	4918	-0.167308683496634	0.174001393148778	911.674292348492	-0.961536459386729
ELP5|ENSG00000170291.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CLDN7|ENSG00000181885.18|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SLC2A4|ENSG00000181856.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GPS2|ENSG00000132522.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
NEURL4|ENSG00000215041.10|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ACAP1|ENSG00000072818.12|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
KCTD11|ENSG00000213859.8|chr17	0	0	0	0	0	2	0.70316722453053	1	9514	1.54263442910499	4.04839339898992	0.280829892446734	0.381048548663744
TMEM95|ENSG00000182896.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TNK1|ENSG00000174292.13|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PLSCR3|ENSG00000187838.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TMEM256|ENSG00000205544.4|chr17	8	11	6	1	5	7	0.377637779629552	1	5434	-1.09593830391673	1.24219831175611	6.38212939132025	-0.882257119128904
NLGN2|ENSG00000169992.10|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SPEM1|ENSG00000181323.8|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SPEM2|ENSG00000184560.8|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SPEM3|ENSG00000283439.4|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TMEM102|ENSG00000181284.3|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FGF11|ENSG00000161958.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CHRNB1|ENSG00000170175.11|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZBTB4|ENSG00000174282.12|chr17	0	0	0	0	1	5	0.406722063924521	1	5773.5	3.18701652964035	3.84127900827878	0.887459688461698	0.829675876907573
SLC35G6|ENSG00000259224.3|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TNFSF12|ENSG00000239697.12|chr17	0	0	1	6	3	5	0.130406512358469	1	2356	3.45536837796727	2.28453988631075	2.27662795284494	1.5125007878708
TNFSF12-TNFSF13|ENSG00000248871.1|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TNFSF13|ENSG00000161955.17|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SENP3|ENSG00000161956.13|chr17	25	36	17	13	9	12	0.0525717753791671	1	1241	-1.39084109279029	0.717512075308838	18.5905842137286	-1.9384218616692
EIF4A1|ENSG00000161960.16|chr17	4097	5121	3804	5596	3992	5204	0.709775626783447	0.916993690569828	9624	-0.0293515876332125	0.0788687365864798	4523.59793544271	-0.372157446709298
CD68|ENSG00000129226.14|chr17	4	4	7	0	0	4	0.244602785173984	1	3816	-2.23823178447797	1.92360837117897	3.28082315989006	-1.16355897489995
MPDU1|ENSG00000129255.16|chr17	130	155	92	170	210	126	0.398841961172642	1	5674	0.275751379750641	0.326839209741796	145.720831032827	0.843691244904445
SOX15|ENSG00000129194.8|chr17	0	5	0	0	0	3	0.804827276101951	1	10762.5	-0.852184846413203	3.44868066628091	1.18082867987215	-0.247104597055142
FXR2|ENSG00000129245.12|chr17	312	403	305	353	360	339	0.478307359699632	0.819094059249756	6717	-0.1401911219812	0.197723086125898	341.743032445001	-0.709027583617293
SHBG|ENSG00000129214.15|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SAT2|ENSG00000141504.12|chr17	109	197	89	212	101	251	0.354299312473203	0.736046196831329	5147	0.296127941511141	0.319695144957955	150.702683765575	0.926282260401818
ATP1B2|ENSG00000129244.9|chr17	1	6	18	19	1	9	0.896739254471159	1	12011	-0.163778816922874	1.26195755439866	8.66308645667319	-0.129781557511193
TP53|ENSG00000141510.18|chr17	153	266	155	245	107	227	0.439581163051971	0.797877705867177	6225	-0.215169044934405	0.278391584930928	184.53944199203	-0.772900678688945
WRAP53|ENSG00000141499.18|chr17	25	6	3	9	12	13	0.827258509623413	1	11024	-0.222820288818506	1.02108581337697	11.4523348627239	-0.218218964458616
EFNB3|ENSG00000108947.5|chr17	44	31	30	24	10	36	0.160798596091017	1	2759	-0.867750213870576	0.618764932744526	28.9794417989771	-1.40239074315617
DNAH2|ENSG00000183914.15|chr17	0	0	0	1	0	0	0.853865958661269	1	11392	0.751574209360629	4.0804728567969	0.137253259670737	0.184188018334376
KDM6B|ENSG00000132510.11|chr17	29	38	25	31	35	53	0.742372160961735	1	9977	0.175942472337451	0.535245463726615	34.2483732041112	0.328713616949618
TMEM88|ENSG00000167874.7|chr17	2	0	1	0	0	0	0.491534864985762	1	6872	-2.74433832333072	3.98961967419521	0.568551171844733	-0.687869658624619
NAA38|ENSG00000183011.14|chr17	385	385	339	358	201	309	0.00248500725394419	0.0746735717755145	195	-0.594648117791501	0.196567421805224	326.271061103653	-3.02516109907943
CYB5D1|ENSG00000182224.12|chr17	129	159	132	210	247	266	0.0205860547442161	0.23640094141041	653	0.595194958739198	0.25704909078735	185.944279862326	2.31549139861221
CHD3|ENSG00000170004.19|chr17	70	91	52	108	44	104	0.949681126722852	1	12633	0.0247684113292916	0.39248143338272	74.6201009576613	0.0631072178773338
RNF227|ENSG00000179859.10|chr17	33	55	25	18	15	24	0.0488369640011352	1	1188	-1.17271176361925	0.595281450630933	28.014278061455	-1.97001227297828
KCNAB3|ENSG00000170049.10|chr17	0	2	0	3	0	0	0.915262433883203	1	12229	0.423427368938935	3.97945989155028	0.71559331549303	0.106403225683468
TRAPPC1|ENSG00000170043.12|chr17	134	141	127	141	49	83	0.0173302865355482	1	588.5	-0.821440340851796	0.345197459747377	111.296933395652	-2.37962452404182
CNTROB|ENSG00000170037.14|chr17	63	25	71	72	15	65	0.471443838725448	1	6583	-0.419725942658112	0.582845990355794	51.1949739510335	-0.720131818015756
ALOX15B|ENSG00000179593.16|chr17	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
