rownames(count)	DMSO.GFP.1	DMSO.GFP.2	DMSO.GFP.3	TPG.GFP.1	TPG.GFP.2	TPG.GFP.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
SPANXD	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPANXN1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPANXN2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPANXN3	0	0	0	0	7	2	0.248525897942145	1	5997.5	3.8834650837563	3.36540405413688	1.32002477350797	1.15393724536066
SPANXN4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPANXN5	0	0	0	0	0	1	0.807157515949566	1	12631.5	0.996021593726898	4.0804728567969	0.17147777373656	0.244094649978571
SPARC	72	80	81	37	138	56	0.851792782556518	0.94072411612362	13269	-0.0852654247756232	0.45637617157083	74.6217108562191	-0.186831456344758
SPARCL1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPART	975	779	956	844	1547	966	0.0633814764463733	0.240594005088813	3132	0.311969780641725	0.168041358280616	986.145690721658	1.85650594492791
SPAST	243	213	305	112	371	205	0.56348093539412	0.779259392801051	10035	-0.177712527262748	0.307632027056266	232.154025461542	-0.577678887868996
SPATA1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA12	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA13	172	78	115	48	83	123	0.251936992382868	0.531733226916157	6037	-0.46158548382546	0.402900149602431	99.822218630822	-1.14565726590307
SPATA16	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA17	73	68	50	118	123	104	0.0217416026504567	0.123521217717965	2035	0.875624863510534	0.381560480497652	89.6676940158683	2.29485208313108
SPATA18	61	38	87	80	52	37	0.964938073116363	0.987612161638725	14397	-0.0218251613729056	0.49650302614577	58.6140230243922	-0.0439577610278207
SPATA19	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA2	239	176	166	151	162	152	0.324091437048075	0.6028610938357	6958	-0.280273384340105	0.284228442416125	172.842819279955	-0.986084932097579
SPATA20	153	50	82	28	29	60	0.0193840005702596	0.115504207704942	1936	-1.1764646614197	0.503179280717961	64.3080497302495	-2.33806260810473
SPATA21	9	7	2	2	0	2	0.241628033223287	1	5909	-2.07268762600864	1.7701250705949	3.74373369658709	-1.17092721889536
SPATA22	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA24	223	115	174	47	147	95	0.0220182192240878	0.124268322187098	2047	-0.81990284865632	0.358027824145832	127.373826799015	-2.29005343540662
SPATA25	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA2L	11	2	11	6	11	4	0.925943544900535	1	14023	-0.11171962536754	1.2019367510238	7.02975877656267	-0.0929496708311632
SPATA3	0	0	0	12	0	0	0.125462822144596	1	4275.5	4.68971810813301	3.0606909868565	2.33641575692798	1.532241617423
SPATA31A1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31A3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31A5	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31A6	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31A7	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31C2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31D1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31D3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31D4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA31E1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA32	0	2	0	0	0	2	0.961511489925002	1	14368	-0.191663419879815	3.9717294955164	0.743148094645189	-0.0482569168157548
SPATA33	247	222	229	227	187	206	0.667881631709435	0.84410941554414	11158	-0.117999545475348	0.275020575414538	220.123680349954	-0.429057154351042
SPATA4	4	0	14	0	0	0	0.062882563170127	1	3125	-4.85997281705564	2.61285919318597	2.6642733580642	-1.86002094170627
SPATA45	0	0	0	0	4	0	0.505553586953698	1	9356	2.65322859252971	3.98516051373083	0.558325272019916	0.665777095649734
SPATA46	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATA48	0	5	0	0	0	0	0.385921045111961	1	7784	-3.42550680349228	3.95081387884893	1.00048136793017	-0.86703826313638
SPATA5	78	89	124	57	157	155	0.407556161097682	0.675660500044031	8040	0.328297790149525	0.396398251824576	107.210717440551	0.828201912189085
SPATA5L1	315	294	230	195	375	190	0.535932072093061	0.763545090397336	9736	-0.172719152916433	0.279040078460258	261.870545704099	-0.618976148048324
SPATA6	160	100	136	185	190	92	0.384721891333364	0.657010254386788	7761	0.298318976520243	0.343199523195327	141.887242345464	0.869228994675671
SPATA6L	0	9	6	0	31	9	0.442200940436377	1	8485	1.15172042903073	1.49869558472535	8.562830697167	0.768481899038754
SPATA7	110	56	87	113	156	137	0.0256028957931975	0.137576857075493	2164	0.739150831766903	0.331133674283251	107.456341471579	2.23218261738803
SPATA9	2	0	0	0	0	5	0.674500193000946	1	11251	1.52317610970339	3.62678401072619	1.14927489908738	0.419979823777376
SPATC1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATC1L	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPATS1	5	0	0	0	0	0	0.450109270559867	1	8609.5	-2.99524231048301	3.96598511098242	0.729715076011462	-0.755232868169052
SPATS2	758	789	733	501	954	757	0.755650570766452	0.894456206199863	12084	-0.0633922589176479	0.203704343105133	737.944478964641	-0.311197385148194
SPATS2L	448	265	394	217	371	291	0.169383082160658	0.424298126648269	4959	-0.297775908997769	0.216692140615589	320.894120180071	-1.374188782998
SPC24	921	755	845	671	806	743	0.367727856366539	0.642765476740043	7518	-0.14953836079579	0.166017675014573	781.614426844827	-0.900737591841731
SPC25	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPCS1	2402	2425	2593	1277	2431	2067	0.0332435102308165	0.161449789302002	2405	-0.372741229140739	0.17506739249878	2163.5274668441	-2.12912995287422
SPCS2	447	299	651	322	494	390	0.475306465772798	0.725667204857521	8930	-0.161177913444739	0.22577991853639	420.331949582627	-0.713871784920329
SPCS3	1966	1586	1916	1368	1857	1396	0.115396354479178	0.340970287097692	4117	-0.216479089820537	0.13749993243573	1653.94499700933	-1.5743941541333
SPDEF	2	0	0	9	0	0	0.39304304903909	1	7849	2.53617649910554	2.96937299459421	2.04419784810057	0.854111795225014
SPDL1	997	727	875	870	1329	1160	0.0105395546862222	0.0784322323603984	1538	0.396202931550953	0.154911659865432	974.814439672477	2.55760561790587
SPDYA	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYC	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE10P	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE11	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE12P	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE13	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE14	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE15	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE16	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE17	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE18	0	3	0	0	0	1	0.666084617141467	1	11125	-1.71761917968473	3.98032070316285	0.771766594494664	-0.431527836015794
SPDYE2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE21	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE2B	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE5	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE6	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE8	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPDYE9	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPECC1	498	442	615	451	766	684	0.112874145496259	0.33656191517502	4075	0.306663889523336	0.193429261803306	564.53600336497	1.58540588256588
SPECC1L	400	202	303	534	439	440	0.00279790643300957	0.030944112035861	1016	0.738987907228255	0.247226668695434	384.521565938883	2.98911080721084
SPECC1L-ADORA2A	654	322	456	699	676	660	0.00630352761941765	0.0556987122266284	1290	0.591262160051944	0.216455862589112	571.271150911859	2.73155992625762
SPEF1	0	6	16	3	0	7	0.556991727779043	1	9952	-1.01500606117377	1.72821216238229	5.36274176519559	-0.58731565676208
SPEF2	54	64	43	18	62	43	0.395127494655634	0.666162884508216	7876	-0.458275650848031	0.538922457566951	46.6094050800861	-0.850355453578586
SPEG	42	7	9	22	35	26	0.43261694972254	1	8353	0.610056517625039	0.777417998234932	22.4949428082886	0.784721371270186
SPEGNB	0	0	1	0	0	0	0.820182798196616	1	12880.5	-0.927531757915591	4.0804728567969	0.148607235518217	-0.227309870808377
SPEM1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPEM2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPEM3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPEN	1542	667	1441	1523	1591	1526	0.025940218705548	0.138776969834792	2172	0.444431015532134	0.199555432176504	1352.93042979026	2.22710557505165
SPESP1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPG11	199	99	158	113	201	188	0.539936732733489	0.765411147589924	9781	0.184668903430606	0.301299220624065	154.627049081364	0.612908666169502
SPG21	1922	1328	2010	1107	1351	1126	0.000427951138440717	0.00811135374515536	592	-0.50156660364072	0.14240076033592	1442.12355736137	-3.52221857845096
SPG7	466	341	405	370	399	375	0.867931555175155	0.947773320419756	13453	-0.0338922537719528	0.20381853464747	388.464801635793	-0.16628641664299
SPHK1	17	10	54	22	39	27	0.784437038763743	0.908618436703399	12364	0.192935151504968	0.705323290493549	26.8637848930656	0.273541444193572
SPHK2	269	117	249	181	139	90	0.142041199067363	0.386153161076426	4533	-0.51480703217747	0.350630562396946	169.748877248998	-1.46823205786226
SPHKAP	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPI1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPIB	2	0	8	0	0	0	0.213700337222532	1	5553	-4.01306241661584	3.2273492004083	1.48074391455032	-1.24345466431341
SPIC	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPICE1	87	32	133	123	109	133	0.117415597423015	0.345100566440176	4146	0.66366882025077	0.423876160419622	100.834054479292	1.56571395662771
SPIDR	683	373	512	327	571	684	0.809863566672267	0.921823594489534	12705	0.0575594870111071	0.239231081800772	511.060953209021	0.240602042919497
SPIN1	1557	1239	1628	1201	1918	1558	0.473564078009754	0.724548056144586	8911	0.101044272858975	0.140986997752387	1485.80075348771	0.716692138068202
SPIN2A	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPIN2B	83	105	134	86	149	107	0.81787727826108	0.925350201654865	12794	0.0805986296884041	0.35000875452043	108.926799644969	0.230276039234612
SPIN3	83	55	88	54	113	78	0.728855734923849	0.880988208488322	11801	0.133970537917366	0.386474217355784	75.8578282268154	0.346648060597621
SPIN4	573	453	506	508	731	601	0.103782729996312	0.319843169275539	3926	0.286580987691575	0.176164001861898	553.464573338201	1.62678518120994
SPINDOC	493	115	358	292	242	234	0.590069776459505	0.796351687034497	10358	-0.185389013387766	0.344119171120138	278.919629702786	-0.538734917860893
SPINK1	0	0	0	0	0	6	0.373749939337666	1	7598	3.51355718318366	3.9501644485355	1.02886664241936	0.889471116699026
SPINK13	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPINK14	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPINK2	51	64	26	46	41	43	0.822108659046692	0.927568339982061	12961	-0.124071037632098	0.551834734774477	46.1656821187302	-0.224833686271675
SPINK4	0	0	1	0	0	1	0.993303137698204	1	14695	0.0342489215132664	4.0804728567969	0.320085009254776	0.00839337074775965
SPINK5	0	3	13	0	3	0	0.278002696645116	1	6357	-2.53354391703961	2.33545733731998	2.95092683650986	-1.084817040566
SPINK6	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPINK7	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPINK8	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPINK9	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPINT1	9	6	2	0	0	1	0.0691328567766468	1	3245	-3.96622672575049	2.18218235747371	2.98275702310984	-1.81755054162483
SPINT2	2825	1804	3122	1725	2402	2004	0.0420893120122762	0.187820806958759	2632	-0.286469486159374	0.140934966580586	2251.99003425798	-2.03263599594762
SPINT3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPINT4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPIRE1	428	308	322	275	557	340	0.530485953886396	0.759879738175935	9681	0.143940135713509	0.229472838376394	361.536890903415	0.627264371382426
SPIRE2	144	84	127	109	95	108	0.761211592120786	0.89743946010886	12133	-0.103189292023442	0.339561174987033	109.699267980621	-0.303890137108233
SPN	0	2	0	0	0	0	0.603994748630855	1	10490.5	-2.08364220297851	4.01732210061262	0.40019254717207	-0.51866446124914
SPNS1	125	137	142	165	147	91	0.92735192505096	0.97418876681557	14033	0.0318506677456983	0.34932775488413	135.006941639679	0.0911770315996302
SPNS2	12	2	7	0	6	8	0.723817037667524	1	11760	-0.529644328167473	1.49887159094536	5.40106947614945	-0.353362043397873
SPNS3	3	0	0	0	0	1	0.744970734998766	1	11963.5	-1.30257209311608	4.00448965297212	0.609306819343437	-0.32527792702606
SPO11	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPOCD1	0	6	0	0	5	6	0.807427075761163	1	12685	0.563968713329135	2.31375001994934	2.92735087396046	0.243746605496078
SPOCK1	94	78	58	44	45	107	0.690518677582359	0.858088045637421	11442	-0.192506546511953	0.483501013301528	71.1415113042213	-0.39815127831366
SPOCK2	19	1	26	0	22	24	0.954422089489689	1	14292	0.0685950300002622	1.20016761745478	14.0230572516902	0.0571545415845606
SPOCK3	0	0	4	0	0	0	0.497483191392284	1	9195.5	-2.69977667105216	3.97930050486378	0.594428942072867	-0.678455087207488
SPON1	87	67	81	74	126	79	0.475075900569565	0.725514646999335	8927	0.259080656526883	0.36273376361394	83.6825660913774	0.714244667895389
SPON2	25	16	28	33	20	14	0.924968739714869	1	14010	0.0666301843078937	0.707501289238074	22.6285768759073	0.0941767673379781
SPOP	1972	1623	2299	2426	3198	2511	0.000208277717129363	0.00485100244984434	481	0.499887450555262	0.134785646211069	2303.51104282347	3.70875879299832
SPOPL	179	98	193	96	166	151	0.655572015268229	0.837729816840905	11014	-0.136866466288881	0.306851453540883	142.169399666128	-0.446034928984442
SPOUT1	575	308	517	654	554	399	0.233081668186852	0.508912539522581	5802	0.293290249429415	0.245954342474308	495.459167416955	1.19245810616274
SPP1	0	0	0	6	0	0	0.348191451922977	1	7282	3.68859978398935	3.93197715723342	1.16820787846399	0.938103055152205
SPP2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPPL2A	471	415	435	216	530	423	0.424697766181473	0.690343639540117	8257	-0.195197104211631	0.244516688454439	404.991941606816	-0.798297676307694
SPPL2B	149	94	152	116	60	85	0.219305353842275	0.493272529594411	5616	-0.480106645159296	0.3908462272127	108.678700945875	-1.22837733034588
SPPL2C	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPPL3	821	637	953	472	694	578	0.00939915650387952	0.0734152118766455	1463	-0.433738450961426	0.167003359896568	676.785844891934	-2.59718398019093
SPR	418	213	385	206	253	264	0.0824979491161544	0.280250567640874	3533	-0.417731764593409	0.240577241872511	281.531148518539	-1.73637273975723
SPRED1	261	109	155	72	174	170	0.400511746258003	0.669952404471029	7945	-0.297691097221072	0.354095867993123	150.392607703649	-0.840707627875662
SPRED2	231	143	237	155	235	195	0.94320435250475	0.979441928000631	14185	-0.0180925861860526	0.253955953868052	193.964997589135	-0.0712430085236471
SPRED3	1	0	6	0	7	0	0.977423178782537	1	14537	-0.0754248728070704	2.66522506151486	2.01465565434645	-0.0282996261352129
SPRING1	1284	955	1274	557	869	812	0.000104605200535251	0.00284767147633586	412	-0.621297565970839	0.160142523643996	936.793139849102	-3.87965389724974
SPRN	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR1B	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR2A	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR2B	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR2D	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR2E	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR2F	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR2G	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRR5	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRTN	496	388	506	487	602	524	0.155141067222316	0.404846500611506	4739	0.254392731568137	0.178947599558802	493.922197209551	1.42160460489744
SPRY1	45	29	75	23	130	75	0.272479018510194	0.55388441775123	6296	0.596023515966394	0.543137402202758	59.0003048536323	1.09737151878908
SPRY2	156	103	82	132	280	125	0.070548977254657	0.257166882299795	3274	0.637983847235085	0.352795028525928	141.780883948085	1.80836972080007
SPRY3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPRY4	30	27	97	59	69	82	0.305707160420937	0.584615655799091	6748	0.534222940672623	0.521563918045519	59.3754575484627	1.02427127757331
SPRYD3	228	133	264	208	250	190	0.650555986347257	0.834861391144885	10968	0.119546133151185	0.263904610010272	207.094101661151	0.452989938851509
SPRYD4	575	444	518	493	465	329	0.370516303075316	0.644833058329291	7553	-0.202079175180678	0.225659040256053	467.047774990722	-0.895506667720385
SPRYD7	709	619	708	524	794	685	0.962583468282764	0.98665693818906	14378	-0.00808163732976714	0.172272763231113	662.860443433097	-0.0469118691671835
SPSB1	84	51	72	40	83	45	0.503793138604361	0.742717068022118	9330	-0.288435067610249	0.431444482773336	60.2536459228437	-0.66853344781739
SPSB2	49	52	63	57	87	108	0.13194462002502	0.370846293399056	4366	0.637221848230522	0.422987941866615	68.6796188844233	1.50647757337599
SPSB3	270	108	183	350	220	206	0.0750047489812245	0.264385194203256	3388	0.599318232823545	0.336613317385814	222.387906679637	1.7804353002963
SPSB4	28	25	52	29	25	43	0.956511597551602	0.984978148897242	14310	-0.0324489986241447	0.595048966825052	33.3258028123015	-0.0545316443405991
SPTA1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPTAN1	134	47	108	67	75	85	0.539397883661471	0.765401491312173	9774	-0.248302701846858	0.404583816624864	83.0996679257804	-0.613723761662687
SPTB	33	16	37	64	49	54	0.0439357463470772	0.192578664039852	2680	1.06767296208115	0.529940543915229	42.0762959941936	2.01470329896468
SPTBN1	218	146	150	151	316	310	0.0375451304300401	0.174848538233314	2520	0.606489726665972	0.291611547692658	209.986423207977	2.07978638522634
SPTBN2	33	63	56	50	82	17	0.881086216100056	0.953482561787107	13588	-0.0875660655407692	0.585364457344654	49.8400458104124	-0.149592385465269
SPTBN4	68	51	60	32	60	35	0.289470030414133	0.570769328565557	6523	-0.490207272339978	0.462771868774327	49.6525122972896	-1.059284942359
SPTBN5	5	0	0	1	0	0	0.606456980543584	1	10524	-2.03356212299425	3.9476107911244	0.924416389088794	-0.515137441504213
SPTLC1	552	499	535	492	737	607	0.222010684899542	0.495055747275491	5662	0.222308062806974	0.182040817118564	562.664941975151	1.22119899441115
SPTLC2	569	396	462	376	538	482	0.99785742721689	0.99936369087027	14737	0.000507411106726357	0.188957408898234	461.890972544367	0.00268531998657768
SPTLC3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SPTSSA	1428	1328	1387	904	1582	1124	0.217274852555351	0.490901502712019	5591	-0.204657321380618	0.165874671843519	1269.82136248057	-1.23380694054174
SPTSSB	6	0	0	0	0	8	0.822859792483223	1	12968	0.630181788866442	2.81496676582799	2.24748028110623	0.223868287368956
SPTY2D1	227	157	180	158	261	228	0.392211171808766	0.663539258739477	7843	0.220999629255169	0.258293527734614	197.58394567466	0.855614274168871
SPTY2D1OS	26	50	74	57	61	22	0.885052803186777	0.955171633961183	13625	-0.083281041503163	0.576072531385463	48.1812137688253	-0.144566937261999
SPX	23	27	10	25	26	26	0.625966245411757	1	10704	0.347406648146634	0.712757382669933	23.2004303038711	0.487412205883124
SPZ1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SQLE	775	626	693	567	1073	816	0.202433995398101	0.472430317455228	5386	0.231204046454238	0.181386638429259	741.443180363981	1.27464761713641
SQOR	95	64	69	65	134	132	0.144927471851179	0.390138010143248	4585	0.550991696942504	0.37799100037457	90.9191953004006	1.45768469724544
SQSTM1	0	0	3	1	0	0	0.740430934569287	1	11911.5	-1.32610185356172	4.00293082418189	0.640523019631982	-0.331282730531009
SRA1	1520	847	1425	958	902	914	0.0485134500118098	0.205001660743562	2781	-0.364425800209904	0.18472113409654	1072.23712941211	-1.97284302087191
SRARP	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SRBD1	112	96	70	121	157	124	0.116109450455418	0.342621590384785	4127	0.542290147411789	0.345118627196113	112.693736205663	1.57131520781008
SRC	69	9	28	9	46	16	0.476917031900671	0.727126626399555	8945	-0.551162570839851	0.774899388412694	26.9486339314525	-0.711269848810765
SRCAP	350	231	338	240	460	341	0.364095259353742	0.638298235093295	7492	0.200650444010776	0.221080667315646	316.94118238935	0.907589281537219
SRCIN1	0	4	0	0	0	0	0.433930364153282	1	8383.5	-3.10009683720376	3.9618676506405	0.80038509434414	-0.782483694704587
SRD5A1	526	359	493	321	530	423	0.653053570659157	0.836423663435338	10992	-0.0853288868054104	0.189820461261848	430.8762736553	-0.449524177942562
SRD5A2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SRD5A3	541	561	600	312	617	440	0.120027116681176	0.349538852904516	4193	-0.331179556944896	0.21302381382125	502.692225350422	-1.55465978664147
SREBF1	118	55	126	96	107	160	0.318050955009076	0.596117441323963	6898	0.372911999844299	0.373483005257924	108.014053396204	0.998471134146438
SREBF2	590	490	683	268	359	428	0.000927840652861393	0.0144133232606035	724	-0.701552016444731	0.211850702252982	461.334427113212	-3.31153972577807
SREK1	2973	2859	2872	2478	4952	4247	0.0204901398431036	0.120097088779605	1972	0.409422989433616	0.176684890583051	3334.70645641266	2.31724958530716
SREK1IP1	914	788	835	487	793	672	0.0352230906118825	0.167627060429585	2455	-0.370357865532374	0.175876446732962	735.895409735979	-2.10578432992053
SRF	2109	1811	2728	1062	1363	1602	9.62391934416719e-05	0.00269251567142733	400	-0.679387619800738	0.174207181068962	1747.29823347452	-3.89988297630391
SRFBP1	273	238	289	175	321	231	0.571131539545267	0.784511255222518	10121	-0.134714463170444	0.237849291126805	248.902545929743	-0.566385808981133
SRGAP1	141	112	135	136	142	105	0.930969691163102	0.974950932208899	14066	0.0270399002257826	0.31214936323737	127.355816557681	0.0866248770952017
SRGAP2	156	211	304	227	331	268	0.271967447807111	0.553452261413262	6290	0.309897864717458	0.282098982081956	246.518681385349	1.09854300937331
SRGAP2B	12	23	16	4	22	14	0.602780800166295	1	10458	-0.46135598606319	0.886531292415118	14.9815293239285	-0.520405754439133
SRGAP2C	404	248	291	345	325	302	0.641449861506908	0.828439954855491	10891	0.111451259322665	0.239333938045434	316.151728558602	0.465672608878009
SRGAP3	23	5	8	7	24	36	0.281560443640934	1	6405	0.964832864616338	0.896001535636439	16.4320892799056	1.07682054800387
SRGN	3	2	0	0	0	0	0.421654291462589	1	8216	-3.18117567979172	3.95887964766351	0.838021592778947	-0.803554531310193
SRI	2972	2344	2847	1717	2568	2011	0.00588248942115872	0.0531193577242357	1258	-0.353165043026908	0.128224988240648	2363.44188816203	-2.75426067783373
SRL	9	7	0	0	0	8	0.635776796485748	1	10830	-0.982850065522953	2.07522315480865	4.08598324181535	-0.473611747847705
SRM	8818	3478	7405	4605	3278	3576	0.0828183381079794	0.281045915479782	3538	-0.648430654307465	0.373829526941448	5050.64855262181	-1.73456243441419
SRMS	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SRP14	6420	5499	6867	5073	6494	4971	0.224762335218385	0.498290470513093	5697	-0.154767324943435	0.127489458719812	5804.34630596199	-1.21396173846477
SRP19	2317	2150	2720	2216	3664	3008	0.0314662754877601	0.155955342187662	2352	0.31570991128545	0.146764972319344	2631.25783739242	2.15112575089444
SRP54	739	579	856	751	908	648	0.461303262289125	0.715830122180698	8776	0.12961951510029	0.175945525071237	734.993544495289	0.736702539310449
SRP68	1960	1308	1794	1753	2163	1870	0.0730079871480951	0.26141189982395	3333	0.242523796448916	0.135278000459606	1778.26484572341	1.79278075980531
SRP72	2295	2011	2224	1906	2349	1967	0.762974690496864	0.898183347890691	12151	-0.0429679062242491	0.142477489011803	2104.10931752219	-0.301576807131192
SRP9	3404	2526	3736	2607	3691	2891	0.768712923596774	0.900885029645448	12208	-0.0365580387419736	0.124322179020689	3075.95305454436	-0.29405886407356
SRPK1	4129	3346	3863	3372	4706	3869	0.426738322429495	0.691369158402731	8286	0.0989705726094844	0.124524894062513	3823.04060881095	0.794785439125127
SRPK2	710	655	759	770	973	791	0.0972756781370306	0.308547235073068	3801	0.279159363061547	0.168350122255193	768.847044264816	1.65820707060957
SRPK3	11	0	0	0	0	0	0.235233589036601	1	5833	-4.12880119485403	3.47839412601711	1.60537316722522	-1.18698486867032
SRPRA	878	511	724	597	758	637	0.860455643989371	0.943909218547155	13385	-0.0304430329934397	0.17317429624377	669.249466490395	-0.175794177621985
SRPRB	2254	1864	2337	1607	2747	2241	0.762294941952965	0.897952173808985	12143	0.043290527121236	0.143124083801344	2129.82670125499	0.302468501257435
SRPX	87	71	70	71	89	51	0.821834169989065	0.927370936306873	12957	-0.0907453948081375	0.402978792327544	72.2982812249813	-0.22518652727109
SRPX2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SRR	81	26	48	40	50	25	0.520050925777592	0.754369287268084	9523	-0.348518768454234	0.541794960730709	43.2110974162532	-0.643266906698788
SRRD	581	486	525	549	656	517	0.440960673512995	0.702187084041973	8469	0.143339632662053	0.186017187174768	547.168853954931	0.770571982294204
SRRM1	3943	3044	4178	3252	4784	4027	0.242736493045859	0.520724599795889	5916	0.141632777878991	0.121242854225618	3796.89408603407	1.16817423000807
SRRM2	2627	1685	3008	2595	2840	2533	0.21141884686023	0.483362905127992	5519	0.193530550780108	0.154864893142501	2503.57913781221	1.24967348540401
SRRM3	3	19	15	16	17	7	0.951905258817581	1	14276	0.0593008194720262	0.983195571746502	13.1572146079927	0.0603143679407414
SRRM4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
SRRM5	0	0	1	0	0	8	0.368187537054415	1	7525	2.96667605313206	3.29676985009621	1.52042942541069	0.89987356959282
