RIBO-DMSO-1	RIBO-DMSO-2	RIBO-DMSO-3	RIBO-TPG-1	RIBO-TPG-2	RIBO-TPG-3
KRT23|ENSG00000108244.17|chr17	0	0	0	0	0	0
KRT39|ENSG00000196859.8|chr17	0	0	0	0	0	0
KRT40|ENSG00000204889.11|chr17	0	0	0	0	0	0
KRTAP3-3|ENSG00000212899.3|chr17	0	0	0	0	0	0
KRTAP3-2|ENSG00000212900.3|chr17	0	0	0	0	0	0
KRTAP3-1|ENSG00000212901.4|chr17	0	0	0	0	0	0
KRTAP1-5|ENSG00000221852.5|chr17	0	0	0	0	0	0
KRTAP1-4|ENSG00000204887.5|chr17	0	0	0	0	0	0
KRTAP1-3|ENSG00000221880.4|chr17	0	0	0	0	0	0
KRTAP1-1|ENSG00000188581.9|chr17	0	0	0	0	0	0
KRTAP2-1|ENSG00000212725.4|chr17	0	0	0	0	0	0
KRTAP2-2|ENSG00000214518.4|chr17	0	0	0	0	0	0
KRTAP2-3|ENSG00000212724.3|chr17	0	0	0	0	0	0
KRTAP2-4|ENSG00000213417.3|chr17	0	0	0	0	0	0
KRTAP4-7|ENSG00000240871.7|chr17	0	0	0	0	0	0
KRTAP4-8|ENSG00000204880.9|chr17	0	0	0	0	0	0
KRTAP4-9|ENSG00000212722.9|chr17	0	0	0	0	0	0
KRTAP4-11|ENSG00000212721.4|chr17	0	0	0	0	0	0
KRTAP4-12|ENSG00000213416.4|chr17	0	0	0	0	0	0
KRTAP4-6|ENSG00000198090.4|chr17	0	0	0	0	0	0
KRTAP4-5|ENSG00000198271.5|chr17	0	0	0	0	0	0
KRTAP4-4|ENSG00000171396.12|chr17	0	2	0	0	0	0
KRTAP4-3|ENSG00000196156.5|chr17	0	0	0	0	0	0
KRTAP4-2|ENSG00000244537.3|chr17	0	0	0	0	0	0
KRTAP4-1|ENSG00000198443.8|chr17	4	0	0	0	0	0
KRTAP9-2|ENSG00000239886.5|chr17	0	0	0	0	0	0
KRTAP9-3|ENSG00000204873.5|chr17	0	0	0	0	0	0
KRTAP9-8|ENSG00000187272.7|chr17	0	0	0	0	0	0
KRTAP9-4|ENSG00000241595.2|chr17	0	0	0	0	0	0
KRTAP9-9|ENSG00000198083.9|chr17	0	0	0	0	0	0
KRTAP17-1|ENSG00000186860.5|chr17	0	0	0	0	0	0
KRT33A|ENSG00000006059.4|chr17	0	0	0	0	0	0
KRT33B|ENSG00000131738.11|chr17	0	0	0	0	0	0
KRT34|ENSG00000131737.7|chr17	0	0	0	0	0	0
KRT31|ENSG00000094796.5|chr17	0	0	0	0	0	0
KRT37|ENSG00000108417.4|chr17	0	0	0	0	0	0
KRT38|ENSG00000171360.4|chr17	0	0	0	0	0	0
KRT32|ENSG00000108759.4|chr17	0	0	0	0	0	0
KRT35|ENSG00000197079.9|chr17	0	0	0	0	0	0
KRT36|ENSG00000126337.14|chr17	0	0	0	0	0	0
KRT13|ENSG00000171401.15|chr17	1	0	0	15	4	0
KRT15|ENSG00000171346.16|chr17	2	9	3	0	0	0
KRT19|ENSG00000171345.13|chr17	929	1197	945	1323	1012	1002
KRT14|ENSG00000186847.6|chr17	0	0	0	0	0	0
KRT16|ENSG00000186832.9|chr17	0	0	0	0	0	0
KRT17|ENSG00000128422.18|chr17	30	61	20	50	0	52
EIF1|ENSG00000173812.11|chr17	6657	7362	6033	7338	6284	5102
GAST|ENSG00000184502.4|chr17	0	0	0	0	0	0
HAP1|ENSG00000173805.16|chr17	0	1	5	36	31	13
JUP|ENSG00000173801.17|chr17	548	876	598	644	565	401
P3H4|ENSG00000141696.13|chr17	2259	2911	2031	1060	991	886
FKBP10|ENSG00000141756.19|chr17	79	57	44	122	82	56
NT5C3B|ENSG00000141698.17|chr17	2262	2564	1806	1810	1310	1358
KLHL10|ENSG00000161594.7|chr17	1	0	5	0	0	0
KLHL11|ENSG00000178502.6|chr17	175	290	215	218	102	187
ACLY|ENSG00000131473.17|chr17	4153	5421	4128	5280	4261	3197
ODAD4|ENSG00000204815.10|chr17	0	3	0	17	12	12
CNP|ENSG00000173786.17|chr17	1558	1668	1521	1331	1268	1233
DNAJC7|ENSG00000168259.17|chr17	594	821	574	777	861	652
NKIRAS2|ENSG00000168256.18|chr17	1813	2033	1730	1546	1470	1465
ZNF385C|ENSG00000187595.18|chr17	5	11	0	4	0	0
C17orf113|ENSG00000267221.3|chr17	15	5	6	6	10	0
DHX58|ENSG00000108771.13|chr17	3	3	1	0	12	0
KAT2A|ENSG00000108773.11|chr17	850	936	846	938	806	527
HSPB9|ENSG00000260325.2|chr17	12	2	0	0	0	0
RAB5C|ENSG00000108774.15|chr17	1430	2127	1430	1148	901	766
HCRT|ENSG00000161610.1|chr17	0	0	0	0	0	0
GHDC|ENSG00000167925.16|chr17	78	129	64	74	57	47
STAT5B|ENSG00000173757.11|chr17	187	136	102	137	148	96
STAT5A|ENSG00000126561.18|chr17	0	0	0	0	0	0
STAT3|ENSG00000168610.16|chr17	755	783	589	855	738	664
CAVIN1|ENSG00000177469.13|chr17	515	714	586	604	511	335
ATP6V0A1|ENSG00000033627.17|chr17	539	693	621	400	459	394
NAGLU|ENSG00000108784.10|chr17	353	449	278	410	383	241
HSD17B1|ENSG00000108786.11|chr17	27	50	32	80	24	43
COASY|ENSG00000068120.15|chr17	1309	1669	1083	1649	1213	959
MLX|ENSG00000108788.12|chr17	1069	1379	1216	1433	1097	873
PSMC3IP|ENSG00000131470.15|chr17	286	360	240	473	322	282
RETREG3|ENSG00000141699.11|chr17	145	127	121	35	18	28
TUBG1|ENSG00000131462.9|chr17	2853	3738	2993	3526	2820	2952
TUBG2|ENSG00000037042.9|chr17	152	127	53	144	204	119
PLEKHH3|ENSG00000068137.15|chr17	190	181	178	106	149	153
CCR10|ENSG00000184451.5|chr17	12	8	0	7	13	0
CNTNAP1|ENSG00000108797.12|chr17	17	25	16	20	22	0
EZH1|ENSG00000108799.13|chr17	12	12	21	12	60	36
RAMP2|ENSG00000131477.11|chr17	6	5	12	9	17	16
VPS25|ENSG00000131475.7|chr17	1228	1715	1125	1608	1129	864
WNK4|ENSG00000126562.17|chr17	3	38	0	16	0	16
COA3|ENSG00000183978.8|chr17	1902	2571	1853	1637	1695	1127
CNTD1|ENSG00000176563.10|chr17	0	0	0	0	0	0
BECN1|ENSG00000126581.13|chr17	1204	1601	1074	1249	756	566
PSME3|ENSG00000131467.12|chr17	2404	3749	2635	2653	2536	1851
AOC2|ENSG00000131480.9|chr17	2	3	19	0	0	0
AOC3|ENSG00000131471.7|chr17	0	2	0	0	18	0
G6PC1|ENSG00000131482.10|chr17	0	0	0	0	0	0
AARSD1|ENSG00000266967.7|chr17	486	468	390	674	525	660
PTGES3L-AARSD1|ENSG00000108825.18|chr17	486	468	390	674	525	660
PTGES3L|ENSG00000267060.7|chr17	38	20	43	40	27	37
RUNDC1|ENSG00000198863.8|chr17	435	419	506	634	408	394
RPL27|ENSG00000131469.15|chr17	18086	23003	16976	17799	17102	13938
IFI35|ENSG00000068079.8|chr17	18	24	11	26	14	38
VAT1|ENSG00000108828.16|chr17	971	1177	942	788	711	627
RND2|ENSG00000108830.10|chr17	553	683	513	478	577	396
BRCA1|ENSG00000012048.24|chr17	487	605	448	645	489	560
NBR1|ENSG00000188554.15|chr17	482	544	489	565	638	479
TMEM106A|ENSG00000184988.8|chr17	0	0	0	0	0	0
CCDC200|ENSG00000236383.9|chr17	0	0	0	0	0	0
ARL4D|ENSG00000175906.5|chr17	72	130	74	102	60	27
DHX8|ENSG00000067596.12|chr17	65	34	52	45	156	117
ETV4|ENSG00000175832.13|chr17	164	103	131	61	146	51
MEOX1|ENSG00000005102.14|chr17	0	20	3	0	19	0
SOST|ENSG00000167941.3|chr17	5	0	0	0	0	0
DUSP3|ENSG00000108861.9|chr17	835	1164	751	796	727	565
CFAP97D1|ENSG00000231256.8|chr17	0	0	0	0	0	0
MPP3|ENSG00000161647.19|chr17	7	0	1	12	17	1
CD300LG|ENSG00000161649.14|chr17	0	0	0	0	0	0
MPP2|ENSG00000108852.16|chr17	312	483	266	243	336	159
PPY|ENSG00000108849.8|chr17	0	0	0	8	0	0
PYY|ENSG00000131096.11|chr17	0	1	4	0	0	0
NAGS|ENSG00000161653.11|chr17	17	22	12	18	43	0
TMEM101|ENSG00000091947.10|chr17	757	688	466	919	677	562
LSM12|ENSG00000161654.10|chr17	32	37	14	46	48	40
G6PC3|ENSG00000141349.10|chr17	1092	1538	1175	1259	1092	619
HDAC5|ENSG00000108840.16|chr17	115	236	212	239	157	43
HROB|ENSG00000125319.15|chr17	87	151	104	138	157	166
ASB16|ENSG00000161664.7|chr17	0	0	0	0	0	0
TMUB2|ENSG00000168591.16|chr17	145	174	165	170	115	195
ATXN7L3|ENSG00000087152.16|chr17	258	313	218	225	191	112
UBTF|ENSG00000108312.15|chr17	901	1181	885	838	948	720
SLC4A1|ENSG00000004939.16|chr17	1	0	0	0	0	0
RUNDC3A|ENSG00000108309.14|chr17	0	0	9	0	0	0
SLC25A39|ENSG00000013306.16|chr17	2893	3248	2528	1767	1644	1422
GRN|ENSG00000030582.18|chr17	1203	1742	1221	1189	1093	934
FAM171A2|ENSG00000161682.15|chr17	74	50	44	92	58	63
ITGA2B|ENSG00000005961.19|chr17	0	5	4	16	2	1
GPATCH8|ENSG00000186566.13|chr17	165	194	231	273	250	162
FZD2|ENSG00000180340.7|chr17	133	193	144	147	107	116
MEIOC|ENSG00000180336.18|chr17	8	0	0	11	0	0
CCDC43|ENSG00000180329.14|chr17	867	1084	976	930	599	790
DBF4B|ENSG00000161692.18|chr17	0	43	9	21	0	0
ADAM11|ENSG00000073670.14|chr17	36	65	97	58	29	20
GJC1|ENSG00000182963.11|chr17	226	338	242	245	321	251
HIGD1B|ENSG00000131097.7|chr17	0	0	0	0	0	0
EFTUD2|ENSG00000108883.13|chr17	1684	1663	1412	1727	1643	1665
CCDC103|ENSG00000167131.17|chr17	22	106	16	38	46	73
FAM187A|ENSG00000214447.5|chr17	10	40	6	13	4	24
GFAP|ENSG00000131095.14|chr17	0	8	0	0	0	0
KIF18B|ENSG00000186185.14|chr17	267	232	180	311	310	174
NMT1|ENSG00000136448.13|chr17	513	745	477	572	340	595
C1QL1|ENSG00000131094.4|chr17	13	28	13	18	1	0
DCAKD|ENSG00000172992.13|chr17	386	260	193	265	185	230
PLCD3|ENSG00000161714.12|chr17	197	249	159	113	96	37
ACBD4|ENSG00000181513.15|chr17	38	15	13	11	13	40
HEXIM1|ENSG00000186834.4|chr17	703	1009	726	568	523	363
HEXIM2|ENSG00000168517.11|chr17	44	110	90	61	33	54
SPATA32|ENSG00000184361.13|chr17	0	0	0	0	0	0
MAP3K14|ENSG00000006062.18|chr17	0	18	17	54	43	2
ARHGAP27|ENSG00000159314.12|chr17	0	0	0	0	0	0
PLEKHM1|ENSG00000225190.12|chr17	0	0	0	0	0	0
LINC02210-CRHR1|ENSG00000263715.7|chr17	0	0	0	0	0	0
CRHR1|ENSG00000120088.15|chr17	0	0	0	0	0	0
SPPL2C|ENSG00000185294.7|chr17	0	0	0	0	0	0
MAPT|ENSG00000186868.17|chr17	0	0	0	0	0	0
STH|ENSG00000256762.1|chr17	0	0	0	0	0	0
KANSL1|ENSG00000120071.15|chr17	0	4	0	0	0	0
ARL17B|ENSG00000228696.10|chr17	10	5	0	0	21	52
LRRC37A|ENSG00000176681.14|chr17	0	0	0	0	0	0
LRRC37A2|ENSG00000238083.9|chr17	0	0	0	0	0	0
ARL17A|ENSG00000185829.18|chr17	0	0	0	0	0	0
NSF|ENSG00000073969.18|chr17	0	0	0	0	0	0
WNT9B|ENSG00000158955.11|chr17	0	0	0	0	0	0
GOSR2|ENSG00000108433.17|chr17	354	473	469	408	411	556
RPRML|ENSG00000179673.5|chr17	403	559	537	472	531	501
CDC27|ENSG00000004897.12|chr17	405	382	407	467	627	369
ITGB3|ENSG00000259207.10|chr17	4	4	0	0	2	0
EFCAB13|ENSG00000178852.16|chr17	0	0	0	0	0	0
NPEPPS|ENSG00000141279.18|chr17	1610	2088	1766	1716	1520	1192
KPNB1|ENSG00000108424.11|chr17	14846	18328	14351	18800	17212	14421
TBKBP1|ENSG00000198933.10|chr17	6	4	22	19	25	1
TBX21|ENSG00000073861.3|chr17	4	0	0	0	8	0
OSBPL7|ENSG00000006025.12|chr17	29	52	69	114	90	37
MRPL10|ENSG00000159111.13|chr17	946	1242	1058	1165	851	723
LRRC46|ENSG00000141294.10|chr17	6	9	21	1	0	31
SCRN2|ENSG00000141295.14|chr17	144	210	169	212	336	118
SP6|ENSG00000189120.5|chr17	13	0	4	11	26	0
SP2|ENSG00000167182.16|chr17	247	356	296	333	286	300
PNPO|ENSG00000108439.11|chr17	699	1090	784	770	653	542
PRR15L|ENSG00000167183.3|chr17	0	0	0	0	0	0
CDK5RAP3|ENSG00000108465.15|chr17	312	424	366	576	798	309
COPZ2|ENSG00000005243.10|chr17	0	0	6	11	0	0
NFE2L1|ENSG00000082641.16|chr17	419	598	423	587	560	345
CBX1|ENSG00000108468.15|chr17	1123	1167	991	840	752	594
SNX11|ENSG00000002919.15|chr17	195	262	165	295	200	68
HOXB1|ENSG00000120094.9|chr17	0	0	0	0	0	0
HOXB2|ENSG00000173917.11|chr17	557	717	573	908	697	872
HOXB3|ENSG00000120093.12|chr17	119	145	115	163	102	111
HOXB4|ENSG00000182742.6|chr17	129	76	77	40	136	132
HOXB5|ENSG00000120075.6|chr17	437	568	544	578	521	199
HOXB6|ENSG00000108511.10|chr17	1122	1259	1014	1430	1346	1196
HOXB7|ENSG00000260027.5|chr17	301	412	272	357	236	218
HOXB8|ENSG00000120068.7|chr17	60	37	33	41	55	68
HOXB9|ENSG00000170689.10|chr17	201	228	181	283	264	102
PRAC1|ENSG00000159182.5|chr17	0	0	1	0	10	0
PRAC2|ENSG00000229637.4|chr17	0	0	0	0	0	0
HOXB13|ENSG00000159184.8|chr17	126	143	96	183	52	137
TTLL6|ENSG00000170703.16|chr17	0	0	0	0	0	0
CALCOCO2|ENSG00000136436.15|chr17	471	486	511	413	386	358
ATP5MC1|ENSG00000159199.14|chr17	7754	9317	6809	5188	4429	3840
UBE2Z|ENSG00000159202.18|chr17	636	905	625	468	440	188
SNF8|ENSG00000159210.10|chr17	2058	2795	2402	1922	1333	1699
GIP|ENSG00000159224.4|chr17	16	14	48	23	26	12
IGF2BP1|ENSG00000159217.10|chr17	2063	2522	1944	2001	1580	1187
B4GALNT2|ENSG00000167080.9|chr17	0	0	0	0	0	0
GNGT2|ENSG00000167083.7|chr17	0	0	0	0	0	0
ABI3|ENSG00000108798.9|chr17	1	0	0	0	0	0
PHOSPHO1|ENSG00000173868.12|chr17	0	0	0	0	0	20
ZNF652|ENSG00000198740.9|chr17	348	234	197	88	176	87
PHB1|ENSG00000167085.14|chr17	5579	7631	5771	5913	5488	4292
NGFR|ENSG00000064300.9|chr17	5	11	6	13	0	15
NXPH3|ENSG00000182575.8|chr17	5	0	7	0	0	0
SPOP|ENSG00000121067.19|chr17	1441	1930	1400	1932	2595	1165
SLC35B1|ENSG00000121073.15|chr17	1704	2117	1735	1721	1528	1216
FAM117A|ENSG00000121104.8|chr17	82	202	104	185	85	127
KAT7|ENSG00000136504.13|chr17	235	287	185	494	586	320
TAC4|ENSG00000176358.16|chr17	0	0	0	0	0	0
DLX4|ENSG00000108813.11|chr17	49	134	53	56	22	26
DLX3|ENSG00000064195.7|chr17	2	32	26	75	38	34
PDK2|ENSG00000005882.12|chr17	168	227	125	146	82	78
SAMD14|ENSG00000167100.15|chr17	35	14	0	0	0	0
PPP1R9B|ENSG00000108819.11|chr17	45	79	66	96	48	50
COL1A1|ENSG00000108821.14|chr17	105	93	86	17	1	18
TMEM92|ENSG00000167105.8|chr17	0	0	0	0	14	0
XYLT2|ENSG00000015532.10|chr17	158	174	102	18	36	67
MRPL27|ENSG00000108826.16|chr17	2119	2326	1985	1689	1674	1479
EME1|ENSG00000154920.15|chr17	131	130	83	59	180	166
LRRC59|ENSG00000108829.10|chr17	2358	3263	2498	2345	2046	1718
ACSF2|ENSG00000167107.13|chr17	36	44	35	25	22	1
RSAD1|ENSG00000136444.10|chr17	224	313	212	332	180	254
MYCBPAP|ENSG00000136449.15|chr17	0	0	0	0	0	0
EPN3|ENSG00000049283.19|chr17	0	0	0	0	0	0
SPATA20|ENSG00000006282.21|chr17	54	195	114	81	134	9
CACNA1G|ENSG00000006283.18|chr17	7	0	0	0	0	0
ABCC3|ENSG00000108846.16|chr17	0	0	0	0	0	0
ANKRD40|ENSG00000154945.7|chr17	450	475	364	336	497	216
LUC7L3|ENSG00000108848.16|chr17	1482	1876	1757	2288	2214	1394
ANKRD40CL|ENSG00000167117.10|chr17	0	0	0	0	0	0
WFIKKN2|ENSG00000173714.8|chr17	0	0	0	0	0	0
TOB1|ENSG00000141232.5|chr17	359	343	151	122	267	150
SPAG9|ENSG00000008294.22|chr17	361	412	363	508	461	509
NME1|ENSG00000239672.8|chr17	7091	8606	6664	6986	6852	5415
NME1-NME2|ENSG00000011052.21|chr17	15829	18181	13127	12922	11354	10678
NME2|ENSG00000243678.12|chr17	15829	18181	13127	12922	11354	10678
MBTD1|ENSG00000011258.16|chr17	18	43	23	17	41	39
CA10|ENSG00000154975.14|chr17	0	0	0	0	0	0
KIF2B|ENSG00000141200.8|chr17	0	0	0	0	0	0
COX11|ENSG00000166260.13|chr17	904	1042	785	650	624	405
STXBP4|ENSG00000166263.13|chr17	100	128	90	41	57	33
HLF|ENSG00000108924.14|chr17	21	37	21	35	0	1
MMD|ENSG00000108960.9|chr17	24	40	40	28	26	40
TMEM100|ENSG00000166292.12|chr17	18	27	15	85	51	16
PCTP|ENSG00000141179.14|chr17	79	116	109	198	116	136
ANKFN1|ENSG00000153930.13|chr17	0	0	0	0	0	0
NOG|ENSG00000183691.6|chr17	62	65	50	96	87	89
DGKE|ENSG00000153933.10|chr17	259	243	185	230	159	121
TRIM25|ENSG00000121060.19|chr17	543	732	455	534	392	299
COIL|ENSG00000121058.5|chr17	383	351	340	233	352	365
SCPEP1|ENSG00000121064.13|chr17	309	348	278	294	255	290
AKAP1|ENSG00000121057.13|chr17	593	665	560	539	421	369
CCDC182|ENSG00000166329.3|chr17	0	0	0	0	0	0
MRPS23|ENSG00000181610.13|chr17	1970	2436	1965	2127	1980	1676
VEZF1|ENSG00000136451.9|chr17	474	637	254	339	470	243
SRSF1|ENSG00000136450.13|chr17	3604	4841	4017	3279	3165	2761
DYNLL2|ENSG00000264364.3|chr17	1600	2047	1613	1862	1901	1123
OR4D1|ENSG00000141194.7|chr17	13	30	15	25	37	67
OR4D2|ENSG00000255713.2|chr17	0	0	0	0	0	0
MKS1|ENSG00000011143.19|chr17	150	204	166	201	208	184
LPO|ENSG00000167419.11|chr17	0	0	0	0	0	0
MPO|ENSG00000005381.9|chr17	0	0	0	0	0	0
SUPT4H1|ENSG00000213246.7|chr17	2559	3324	2237	2476	2567	1777
RNF43|ENSG00000108375.13|chr17	102	107	136	40	70	3
HSF5|ENSG00000176160.11|chr17	0	0	0	0	0	0
MTMR4|ENSG00000108389.10|chr17	344	437	357	326	438	280
SEPTIN4|ENSG00000108387.16|chr17	6	5	20	28	32	0
TEX14|ENSG00000121101.16|chr17	5	9	0	26	0	2
IGBP1P2|ENSG00000266826.3|chr17	0	0	0	0	0	0
RAD51C|ENSG00000108384.16|chr17	842	958	789	786	819	620
PPM1E|ENSG00000175175.6|chr17	74	114	80	64	56	93
TRIM37|ENSG00000108395.14|chr17	326	199	202	336	145	83
SKA2|ENSG00000182628.13|chr17	1553	1921	1352	1254	1293	1092
PRR11|ENSG00000068489.13|chr17	1700	2374	1526	1008	1247	828
ENSG00000265303|ENSG00000265303.1|chr17	301	506	541	368	376	331
SMG8|ENSG00000167447.13|chr17	301	506	541	368	376	331
GDPD1|ENSG00000153982.11|chr17	211	215	180	299	291	182
YPEL2|ENSG00000175155.11|chr17	15	36	20	64	48	120
DHX40|ENSG00000108406.10|chr17	1120	1393	1072	1074	1053	795
CLTC|ENSG00000141367.13|chr17	2365	2813	2525	2460	2303	2321
PTRH2|ENSG00000141378.15|chr17	787	775	668	877	804	698
VMP1|ENSG00000062716.13|chr17	764	1108	726	812	586	502
TUBD1|ENSG00000108423.15|chr17	354	404	414	310	116	273
RPS6KB1|ENSG00000108443.14|chr17	309	402	229	404	332	312
RNFT1|ENSG00000189050.16|chr17	73	114	68	25	34	93
HEATR6|ENSG00000068097.16|chr17	337	347	277	500	355	186
CA4|ENSG00000167434.10|chr17	0	0	9	0	0	0
USP32|ENSG00000170832.13|chr17	134	93	52	155	124	33
C17orf64|ENSG00000141371.13|chr17	0	0	0	0	0	0
APPBP2|ENSG00000062725.10|chr17	250	273	204	186	298	384
PPM1D|ENSG00000170836.13|chr17	327	565	353	527	470	364
BCAS3|ENSG00000141376.23|chr17	179	192	177	127	191	45
TBX2|ENSG00000121068.14|chr17	147	203	109	106	173	160
TBX4|ENSG00000121075.11|chr17	0	0	0	0	0	0
NACA2|ENSG00000253506.3|chr17	9681	11596	9400	9336	8388	7653
BRIP1|ENSG00000136492.10|chr17	71	137	72	108	153	0
INTS2|ENSG00000108506.13|chr17	54	78	67	71	127	17
MED13|ENSG00000108510.10|chr17	348	492	406	298	312	195
EFCAB3|ENSG00000172421.10|chr17	0	0	0	0	0	0
METTL2A|ENSG00000087995.16|chr17	662	735	528	957	679	468
TLK2|ENSG00000146872.19|chr17	256	305	259	459	317	325
MRC2|ENSG00000011028.14|chr17	55	76	34	3	0	1
MARCHF10|ENSG00000173838.12|chr17	15	8	5	0	0	0
TANC2|ENSG00000170921.16|chr17	141	84	95	80	63	48
CYB561|ENSG00000008283.16|chr17	146	101	121	154	109	68
ACE|ENSG00000159640.17|chr17	9	9	10	13	21	0
KCNH6|ENSG00000173826.15|chr17	0	0	0	0	0	0
DCAF7|ENSG00000136485.16|chr17	1595	2178	1624	1726	1525	1463
TACO1|ENSG00000136463.9|chr17	565	776	699	918	912	753
MAP3K3|ENSG00000198909.8|chr17	455	536	366	334	293	204
STRADA|ENSG00000266173.7|chr17	283	293	302	462	192	162
LIMD2|ENSG00000136490.9|chr17	217	400	218	256	354	262
CCDC47|ENSG00000108588.15|chr17	655	905	514	1029	706	495
DDX42|ENSG00000198231.14|chr17	642	862	709	1265	1180	794
FTSJ3|ENSG00000108592.17|chr17	366	479	370	426	525	380
PSMC5|ENSG00000087191.13|chr17	2176	2803	1937	2265	1820	1700
SMARCD2|ENSG00000108604.18|chr17	383	565	335	486	214	330
CSH2|ENSG00000213218.11|chr17	0	0	0	0	0	0
GH2|ENSG00000136487.18|chr17	0	0	0	0	0	0
CSH1|ENSG00000136488.15|chr17	0	0	0	0	0	0
CSHL1|ENSG00000204414.14|chr17	0	0	0	0	0	0
GH1|ENSG00000259384.7|chr17	0	0	0	0	0	0
ENSG00000285947|ENSG00000285947.1|chr17	0	0	0	0	0	0
CD79B|ENSG00000007312.14|chr17	0	0	4	0	15	0
SCN4A|ENSG00000007314.12|chr17	0	0	0	0	0	0
PRR29|ENSG00000224383.8|chr17	11	0	0	0	0	4
ICAM2|ENSG00000108622.11|chr17	0	0	0	0	0	0
ERN1|ENSG00000178607.17|chr17	0	28	0	69	9	19
TEX2|ENSG00000136478.9|chr17	125	139	136	127	51	23
PECAM1|ENSG00000261371.6|chr17	0	0	0	0	0	0
POLG2|ENSG00000256525.8|chr17	36	34	77	96	127	97
DDX5|ENSG00000108654.16|chr17	1925	2480	2112	1663	1493	1277
CEP95|ENSG00000258890.8|chr17	59	97	38	175	88	114
SMURF2|ENSG00000108854.16|chr17	195	246	170	151	64	28
LRRC37A3|ENSG00000176809.11|chr17	0	6	0	0	0	0
GNA13|ENSG00000120063.10|chr17	198	194	272	157	341	221
RGS9|ENSG00000108370.17|chr17	0	0	0	0	0	0
AXIN2|ENSG00000168646.14|chr17	72	33	37	43	26	0
CEP112|ENSG00000154240.17|chr17	68	57	26	29	42	30
APOH|ENSG00000091583.11|chr17	0	0	0	0	0	0
PRKCA|ENSG00000154229.12|chr17	116	203	169	164	363	25
CACNG5|ENSG00000075429.9|chr17	1	1	0	0	0	0
CACNG4|ENSG00000075461.6|chr17	2	5	0	1	0	0
CACNG1|ENSG00000108878.5|chr17	0	0	0	0	0	0
HELZ|ENSG00000198265.12|chr17	299	351	386	371	303	252
PSMD12|ENSG00000197170.10|chr17	1384	1697	1362	1623	1520	1189
PITPNC1|ENSG00000154217.16|chr17	149	198	136	68	218	149
NOL11|ENSG00000130935.10|chr17	853	1045	896	1441	1201	894
BPTF|ENSG00000171634.19|chr17	252	406	279	295	280	257
C17orf58|ENSG00000186665.10|chr17	460	639	601	624	561	609
KPNA2|ENSG00000182481.10|chr17	3322	3704	3162	2760	2541	2037
AMZ2|ENSG00000196704.14|chr17	872	853	686	463	467	447
ARSG|ENSG00000141337.13|chr17	0	5	15	0	0	0
SLC16A6|ENSG00000108932.13|chr17	22	19	53	96	20	18
WIPI1|ENSG00000070540.13|chr17	41	35	20	38	11	17
PRKAR1A|ENSG00000108946.16|chr17	1441	1601	1466	1731	1250	1082
FAM20A|ENSG00000108950.12|chr17	0	0	0	0	0	0
ABCA8|ENSG00000141338.15|chr17	0	0	0	0	0	0
ABCA9|ENSG00000154258.17|chr17	0	0	0	0	0	0
ABCA6|ENSG00000154262.13|chr17	0	0	0	0	0	0
ABCA10|ENSG00000154263.18|chr17	0	0	0	0	0	0
ABCA5|ENSG00000154265.16|chr17	33	33	19	39	30	8
MAP2K6|ENSG00000108984.15|chr17	156	129	149	108	79	218
KCNJ16|ENSG00000153822.15|chr17	0	0	0	0	0	0
KCNJ2|ENSG00000123700.5|chr17	0	0	0	4	0	0
SOX9|ENSG00000125398.8|chr17	170	267	179	204	231	77
SLC39A11|ENSG00000133195.12|chr17	63	180	49	119	126	75
SSTR2|ENSG00000180616.9|chr17	54	59	84	47	95	71
COG1|ENSG00000166685.13|chr17	292	348	269	381	257	199
FAM104A|ENSG00000133193.13|chr17	435	502	469	421	427	313
C17orf80|ENSG00000141219.16|chr17	282	316	175	241	183	147
CPSF4L|ENSG00000187959.9|chr17	0	0	0	0	0	0
CDC42EP4|ENSG00000179604.10|chr17	386	474	269	353	269	250
SDK2|ENSG00000069188.17|chr17	116	65	48	70	43	24
RPL38|ENSG00000172809.13|chr17	14503	17423	11605	13238	11338	9820
TTYH2|ENSG00000141540.11|chr17	13	18	0	39	0	12
KIF19|ENSG00000196169.15|chr17	0	0	0	0	0	0
BTBD17|ENSG00000204347.4|chr17	2	0	0	2	0	0
GPRC5C|ENSG00000170412.18|chr17	137	195	175	308	128	60
CD300A|ENSG00000167851.15|chr17	0	0	0	0	0	0
CD300LB|ENSG00000178789.9|chr17	0	0	0	0	0	0
CD300C|ENSG00000167850.4|chr17	0	0	0	0	0	0
CD300LD|ENSG00000204345.1|chr17	0	0	0	0	0	0
CD300E|ENSG00000186407.7|chr17	0	0	0	0	0	0
RAB37|ENSG00000172794.20|chr17	0	0	0	0	0	0
CD300LF|ENSG00000186074.19|chr17	0	0	0	0	0	0
SLC9A3R1|ENSG00000109062.12|chr17	667	1006	599	469	664	419
NAT9|ENSG00000109065.12|chr17	207	212	139	455	329	348
TMEM104|ENSG00000109066.14|chr17	148	105	109	62	68	42
GRIN2C|ENSG00000161509.14|chr17	0	0	0	0	0	0
FDXR|ENSG00000161513.12|chr17	317	344	264	355	199	276
FADS6|ENSG00000172782.13|chr17	0	0	0	0	0	0
USH1G|ENSG00000182040.9|chr17	6	8	8	12	0	50
OTOP2|ENSG00000183034.13|chr17	0	0	1	0	1	0
OTOP3|ENSG00000182938.7|chr17	0	0	0	0	0	0
HID1|ENSG00000167861.16|chr17	34	25	28	20	0	17
