gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
ENSG00000262560	78	115	112	84	75	74
ENSG00000262633	0	0	0	0	0	0
ENSG00000262660	4	1	0	0	0	0
ENSG00000262730	1774	2400	1831	1572	1199	1356
ENSG00000263020	0	0	0	0	0	0
ENSG00000263809	10	13	22	0	60	0
ENSG00000264058	3175	4118	3105	3079	2793	2521
ENSG00000264187	98	216	181	223	124	182
ENSG00000264324	1054	1315	864	1118	931	619
ENSG00000264545	0	0	0	0	11	0
ENSG00000264668	81	103	71	187	78	2
ENSG00000264813	0	0	0	0	0	0
ENSG00000265118	0	0	0	0	0	0
ENSG00000265303	301	506	541	368	376	331
ENSG00000265690	7	0	0	0	1	0
ENSG00000266076	70	57	29	36	45	30
ENSG00000266086	3640	4882	4031	3341	3194	2769
ENSG00000266202	0	0	0	0	0	0
ENSG00000266302	0	0	0	0	0	0
ENSG00000266728	37	105	70	179	72	51
ENSG00000266997	170	197	156	53	98	138
ENSG00000267022	20	39	43	37	8	25
ENSG00000267059	9348	9637	7549	7934	6559	5602
ENSG00000267110	0	6	0	0	0	0
ENSG00000267120	656	922	723	852	792	572
ENSG00000267127	0	1	0	0	19	0
ENSG00000267140	13	3	2	0	0	0
ENSG00000267157	0	0	0	0	0	0
ENSG00000267168	77	43	41	41	34	40
ENSG00000267179	80	94	40	49	109	52
ENSG00000267228	791	957	688	584	698	537
ENSG00000267261	1430	2139	1430	1165	901	766
ENSG00000267303	129	264	170	112	156	218
ENSG00000267314	0	0	0	0	0	0
ENSG00000267318	14	11	4	0	10	5
ENSG00000267360	706	1063	774	863	822	750
ENSG00000267385	0	0	0	0	0	0
ENSG00000267426	606	852	821	1016	644	634
ENSG00000267477	0	0	0	0	0	0
ENSG00000267552	0	0	0	0	0	1
ENSG00000267561	0	0	13	0	0	0
ENSG00000267618	37	24	19	1	19	13
ENSG00000267645	187	225	230	103	157	189
ENSG00000267699	21	49	96	51	64	95
ENSG00000267706	0	3	0	0	0	0
ENSG00000267740	0	0	0	0	0	0
ENSG00000267748	0	0	1	6	0	0
ENSG00000267952	0	0	0	0	0	0
ENSG00000268107	265	271	202	505	561	437
ENSG00000268163	0	0	0	0	0	0
ENSG00000268173	978	1371	1401	1064	817	757
ENSG00000268193	39	71	37	84	26	62
ENSG00000268279	0	0	0	0	0	0
ENSG00000268400	8	4	0	18	0	0
ENSG00000268434	0	0	0	0	0	0
ENSG00000268533	361	334	294	453	375	390
ENSG00000268614	75	52	33	39	13	98
ENSG00000268655	0	0	0	0	0	0
ENSG00000268750	0	0	0	0	0	0
ENSG00000268790	1221	1512	1288	1333	1367	945
ENSG00000268797	0	0	0	0	0	0
ENSG00000269179	38	124	46	79	36	56
ENSG00000269237	0	0	0	0	0	0
ENSG00000269242	379	504	446	381	312	201
ENSG00000269307	2891	3104	2487	2529	2043	1920
ENSG00000269403	0	10	2	5	0	0
ENSG00000269469	308	351	245	240	351	180
ENSG00000269476	0	0	0	0	5	11
ENSG00000269547	0	0	0	0	0	0
ENSG00000269693	50	59	61	39	192	30
ENSG00000269711	2755	3469	2679	2683	2133	2056
ENSG00000269741	0	0	0	0	0	0
ENSG00000269755	8	0	7	0	0	0
ENSG00000269825	0	5	0	0	0	0
ENSG00000270099	7	0	0	0	0	0
ENSG00000270149	153	127	92	100	124	92
ENSG00000270299	473	671	499	310	294	396
ENSG00000271698	0	0	0	0	0	0
ENSG00000271741	592	649	538	598	482	449
ENSG00000271793	4367	5611	4160	5236	4089	3292
ENSG00000271810	80	51	52	55	25	36
ENSG00000271949	54	75	37	29	56	25
ENSG00000272104	0	0	0	0	0	0
ENSG00000272162	60	70	51	24	47	12
ENSG00000272297	0	0	0	0	0	0
ENSG00000272305	38	45	29	4	56	1
ENSG00000272410	591	785	616	620	623	308
ENSG00000272442	0	0	0	13	19	13
ENSG00000272617	921	1062	910	1132	1089	948
ENSG00000272647	0	0	0	0	0	0
ENSG00000272741	0	3	16	2	15	1
ENSG00000272822	951	1148	626	1082	908	405
ENSG00000272896	1572	1510	1004	1166	1028	1058
ENSG00000272897	1512	1868	1470	1236	918	885
ENSG00000272916	96	110	59	70	54	55
ENSG00000272921	1	4	0	0	0	0
ENSG00000273025	10	2	5	0	0	0
ENSG00000273049	0	0	0	0	0	0
ENSG00000273154	160	201	291	202	247	154
ENSG00000273155	58	107	73	26	18	17
ENSG00000273167	0	0	0	0	0	0
ENSG00000273171	0	0	0	0	0	0
ENSG00000273217	33	81	71	38	89	34
ENSG00000273259	0	0	2	0	0	0
ENSG00000273269	0	6	1	0	0	0
ENSG00000273291	0	0	0	0	0	0
ENSG00000273398	18	109	60	63	6	31
ENSG00000273734	0	0	0	0	0	0
ENSG00000273756	0	0	0	0	0	0
ENSG00000274322	0	0	0	0	0	0
ENSG00000274559	0	0	0	0	0	0
ENSG00000274944	643	968	617	831	513	349
ENSG00000275163	0	0	0	0	0	0
ENSG00000275464	0	3	0	1	0	0
ENSG00000275674	18	12	6	0	0	18
ENSG00000275740	0	0	0	0	0	0
ENSG00000275778	0	0	2	0	0	0
ENSG00000276087	0	0	11	0	0	0
ENSG00000276302	0	0	0	0	0	0
ENSG00000276418	563	674	366	518	413	448
ENSG00000276490	0	0	0	0	0	0
ENSG00000276612	7	0	7	3	0	1
ENSG00000277117	19	0	2	0	0	0
ENSG00000277535	0	0	0	0	0	0
ENSG00000277611	0	0	0	0	0	0
ENSG00000277639	0	5	4	0	0	0
ENSG00000277758	0	0	0	0	0	0
ENSG00000277971	0	0	0	0	0	0
ENSG00000278646	0	0	0	0	0	0
ENSG00000279073	0	0	0	0	0	0
ENSG00000279493	0	0	0	0	0	0
ENSG00000279686	0	0	0	0	0	0
ENSG00000279956	0	0	0	0	0	0
ENSG00000279983	0	0	0	0	0	0
ENSG00000280148	0	0	0	0	0	0
ENSG00000280433	2	12	2	9	17	0
ENSG00000280537	59	48	46	32	68	129
ENSG00000280571	7	4	1	33	15	21
ENSG00000280893	2147	3114	2532	2345	2024	1495
ENSG00000281039	0	15	33	3	0	1
ENSG00000281348	2384	3527	2804	2577	2323	1708
ENSG00000281593	180	138	231	50	140	89
ENSG00000281883	42	82	55	42	48	8
ENSG00000281938	0	0	0	0	0	0
ENSG00000282034	66	133	41	50	46	18
ENSG00000282246	228	296	177	296	204	205
ENSG00000282804	0	1	0	0	2	0
ENSG00000282936	0	5	0	15	1	0
ENSG00000282988	18	10	20	135	113	113
ENSG00000283128	99	118	73	86	74	78
ENSG00000283189	46	42	97	42	21	15
ENSG00000283205	0	0	0	0	0	0
ENSG00000283208	0	0	0	5	0	0
ENSG00000283228	558	626	437	439	241	492
ENSG00000283321	0	0	0	0	0	0
ENSG00000283515	1459	1647	1422	1976	1322	1066
ENSG00000283536	0	0	0	0	0	0
ENSG00000283563	139	152	132	120	61	77
ENSG00000283580	393	440	393	562	297	456
ENSG00000283599	0	0	0	0	0	0
ENSG00000283663	0	0	0	0	0	0
ENSG00000283761	471	679	458	298	357	265
ENSG00000283765	109	88	104	49	104	32
ENSG00000283782	268	385	258	343	398	400
ENSG00000283809	0	0	0	0	0	0
ENSG00000283877	0	0	0	0	0	0
ENSG00000283886	0	1	0	5	12	0
ENSG00000283977	363	420	329	617	404	299
ENSG00000284024	484	412	416	583	505	491
ENSG00000284057	64	101	130	79	65	56
ENSG00000284188	0	0	0	0	0	0
ENSG00000284292	1166	1306	865	1189	782	730
ENSG00000284299	0	22	29	13	43	0
ENSG00000284337	0	0	0	0	0	0
ENSG00000284341	0	0	0	0	0	0
ENSG00000284393	0	0	0	0	0	0
ENSG00000284431	1958	2354	1669	1798	1889	1352
ENSG00000284461	54	104	97	171	133	186
ENSG00000284484	0	0	0	0	0	0
ENSG00000284512	0	0	0	0	0	0
ENSG00000284526	0	2	9	0	0	0
ENSG00000284554	6	12	13	21	21	0
ENSG00000284626	24	26	10	26	0	0
ENSG00000284686	7	13	4	5	8	0
ENSG00000284691	0	0	0	0	0	0
ENSG00000284695	0	0	0	0	0	0
ENSG00000284732	0	0	0	0	0	0
ENSG00000284762	37	10	28	0	16	19
ENSG00000284772	0	0	0	0	0	0
ENSG00000284773	0	32	26	15	0	0
ENSG00000284779	5	17	14	0	17	17
ENSG00000284797	0	0	0	0	0	0
ENSG00000284800	0	0	0	0	0	0
ENSG00000284820	717	764	566	422	549	259
ENSG00000284874	4	62	20	35	23	18
ENSG00000284906	0	3	0	0	0	0
ENSG00000284931	0	0	0	0	0	0
ENSG00000284934	1054	1229	1009	1405	1184	1016
ENSG00000284946	1925	2257	1910	2974	2663	2106
ENSG00000284952	268	471	319	280	243	312
ENSG00000284969	1102	1391	1082	613	550	377
ENSG00000284976	51	70	20	73	74	164
ENSG00000284987	0	0	0	0	0	0
ENSG00000284989	581	739	487	971	638	454
ENSG00000285000	52	109	49	92	234	107
ENSG00000285043	12839	16237	13090	15747	12344	10882
ENSG00000285064	0	0	0	0	0	0
ENSG00000285082	0	0	0	0	0	0
ENSG00000285130	1126	1477	1203	1413	1095	693
ENSG00000285162	15	45	18	5	22	15
ENSG00000285171	0	0	0	0	0	0
ENSG00000285188	4	0	8	9	0	0
ENSG00000285218	0	0	0	0	0	4
ENSG00000285238	2853	3837	2873	3745	3517	2903
ENSG00000285245	0	0	0	0	0	0
ENSG00000285253	2	9	0	0	0	0
ENSG00000285269	99	156	147	52	94	18
ENSG00000285283	16	7	8	8	16	26
ENSG00000285304	895	1377	970	932	601	526
ENSG00000285329	13	18	2	0	0	0
ENSG00000285330	295	414	306	211	195	234
ENSG00000285382	0	0	0	0	0	0
ENSG00000285404	390	658	395	374	424	313
ENSG00000285444	65	68	63	35	61	23
ENSG00000285446	0	0	0	0	0	0
ENSG00000285458	12	5	0	0	0	18
ENSG00000285472	0	0	0	0	0	0
ENSG00000285476	0	0	0	0	0	0
ENSG00000285505	217	373	306	222	246	186
ENSG00000285526	0	1	0	13	0	0
ENSG00000285528	8	6	0	1	0	0
ENSG00000285542	0	1	0	0	0	0
ENSG00000285547	726	903	582	763	593	486
ENSG00000285558	21	13	0	1	0	4
ENSG00000285566	0	0	0	0	0	0
ENSG00000285585	309	365	114	227	192	207
ENSG00000285589	2871	3241	2451	2806	2331	1725
ENSG00000285602	0	0	0	0	0	0
ENSG00000285629	7	0	2	0	0	0
ENSG00000285635	457	732	737	609	425	702
ENSG00000285641	387	484	576	468	414	314
ENSG00000285645	1040	1411	1215	1201	1063	785
ENSG00000285708	562	701	500	664	540	468
ENSG00000285713	0	0	0	0	0	0
ENSG00000285733	70	132	47	113	55	124
ENSG00000285749	0	0	0	0	0	0
ENSG00000285762	0	0	0	0	0	0
ENSG00000285777	0	0	0	15	0	0
ENSG00000285779	979	1164	931	665	705	752
ENSG00000285791	0	0	0	1	0	1
ENSG00000285816	69	26	8	20	65	94
ENSG00000285827	782	970	822	1100	1113	1010
ENSG00000285837	0	0	0	0	0	0
ENSG00000285839	3109	3455	2856	2297	2034	1772
ENSG00000285854	0	11	0	24	5	0
ENSG00000285868	0	8	0	0	0	0
ENSG00000285880	0	0	0	0	0	0
ENSG00000285897	2559	3324	2237	2476	2567	1777
ENSG00000285901	582	629	586	660	556	378
ENSG00000285920	869	1226	897	909	805	997
ENSG00000285932	836	1012	912	818	773	548
ENSG00000285938	0	0	0	0	0	0
ENSG00000285942	0	2	8	0	0	0
ENSG00000285943	71	95	72	67	142	26
ENSG00000285947	0	0	0	0	0	0
ENSG00000285953	0	0	0	0	0	0
ENSG00000285976	2568	2922	2657	2450	2236	1935
ENSG00000285978	0	0	0	0	0	0
ENSG00000285982	202	268	203	261	321	408
ENSG00000285991	551	732	592	450	370	374
ENSG00000286001	2894	3223	2607	2654	2609	1730
ENSG00000286007	0	0	0	0	0	0
ENSG00000286015	0	0	0	0	0	0
ENSG00000286022	0	0	0	0	0	0
ENSG00000286070	6589	8432	6446	6190	5428	5451
ENSG00000286088	15	30	0	2	12	0
ENSG00000286098	0	0	0	0	0	0
ENSG00000286105	0	0	0	11	3	0
ENSG00000286112	669	718	642	1048	832	700
ENSG00000286132	0	0	0	0	0	0
ENSG00000286135	0	0	0	0	0	0
ENSG00000286143	0	0	0	0	0	0
ENSG00000286185	45	57	34	38	67	22
ENSG00000286190	311	268	306	309	161	103
ENSG00000286192	953	1330	1135	1114	1194	888
ENSG00000286221	0	8	3	0	0	0
ENSG00000286231	0	0	0	0	0	0
ENSG00000286235	767	837	742	722	765	473
ENSG00000286239	205	231	166	158	190	54
ENSG00000286264	944	1347	939	1259	956	1085
ENSG00000286268	0	0	0	9	0	1
ENSG00000286905	1014	1412	1055	787	969	791
ENSG00000287542	12	20	23	18	41	0
ENSG00000287585	0	0	0	0	0	0
ENSG00000287694	0	0	0	0	0	0
ENSG00000287725	41	95	83	140	57	32
ENSG00000287856	481	515	360	335	362	372
ENSG00000287908	22	54	49	69	1	21
ENSG00000288000	15	0	0	3	0	13
ENSG00000288053	8	42	7	5	8	0
ENSG00000288208	131	119	68	168	208	108
ENSG00000288258	299	314	244	236	208	187
ENSG00000288534	467	503	454	356	280	283
ENSG00000288550	114	124	129	147	119	181
ENSG00000288564	0	0	0	0	0	0
ENSG00000288591	31	96	21	65	91	82
ENSG00000288637	382	558	336	477	443	264
ENSG00000288640	270	376	329	935	998	764
ENSG00000288643	2	7	0	0	1	0
ENSG00000288656	2031	2507	2012	2862	2863	1742
ENSG00000288658	80	77	56	55	77	39
ENSG00000288669	0	0	0	0	0	0
ENSG00000288674	674	776	759	1123	960	966
ENSG00000288675	0	1	9	29	6	17
ENSG00000288681	157	153	144	129	118	78
ENSG00000288683	20	12	6	22	10	14
ENSG00000288684	32	45	36	41	57	2
ENSG00000288695	491	656	590	352	351	299
ENSG00000288698	1917	2053	1900	1926	1768	1565
ENSG00000288699	384	485	266	449	380	148
ENSG00000288710	324	577	406	554	413	606
ENSG00000288711	0	0	0	0	0	0
ENSG00000288721	362	337	334	385	286	239
ENSG00000288725	1055	1238	848	950	636	827
ENSG00000288796	16	8	43	0	13	31
ENSG00000288894	2230	3086	2418	2745	2512	2254
ENSG00000289027	793	820	762	685	614	379
ENSG00000289258	0	6	0	0	0	0
ENSG00000289346	0	0	0	0	0	0
ENSG00000289503	5	8	0	20	2	0
ENSG00000289517	4057	4635	3710	4043	3608	2726
ENSG00000289565	5421	7207	5211	5847	4774	3970
ENTHD1	0	0	0	0	0	0
ENTPD1	16	2	0	10	0	0
ENTPD2	0	2	2	1	0	0
ENTPD3	0	0	0	0	0	0
ENTPD4	114	181	86	133	95	53
ENTPD5	48	44	30	21	1	3
ENTPD6	317	472	298	169	235	137
ENTPD7	200	278	252	174	128	170
ENTPD8	0	0	0	0	0	0
ENTR1	1228	1712	1426	1391	1327	937
ENY2	2842	3314	2944	2298	1895	1701
EOGT	39	59	36	20	12	0
EOLA1	10	39	34	35	41	32
EOLA2	51	94	13	64	16	24
EOMES	74	136	70	65	62	41
EP300	434	646	495	828	478	279
EP400	257	296	287	371	245	180
EPAS1	4	31	0	23	11	19
EPB41	899	1245	957	1117	801	478
EPB41L1	163	163	119	80	128	26
EPB41L2	1233	1448	1421	1509	1192	1243
EPB41L3	592	672	522	603	648	332
EPB41L4A	57	21	42	18	25	4
EPB41L4B	85	119	55	49	28	22
EPB41L5	69	103	116	109	43	34
EPB42	0	0	0	0	0	0
EPC1	826	1037	710	1144	866	718
EPC2	194	290	98	203	218	258
EPCAM	1206	1300	1182	1211	934	967
EPDR1	295	363	329	256	166	140
EPG5	33	31	5	43	72	0
EPGN	0	6	0	0	0	0
EPHA1	0	0	0	0	0	0
EPHA10	6	34	6	29	1	0
EPHA2	211	500	337	510	459	326
EPHA3	43	90	72	8	31	38
EPHA4	186	247	107	183	182	116
EPHA5	10	0	0	0	0	0
EPHA6	2	15	0	1	0	0
EPHA7	332	473	308	311	157	250
EPHA8	84	91	75	62	34	68
EPHB1	52	108	57	12	42	62
EPHB2	77	90	72	59	206	12
EPHB3	21	12	45	34	94	22
EPHB4	287	263	246	183	165	206
EPHB6	0	6	0	0	0	0
EPHX1	135	210	169	130	183	227
EPHX2	92	87	109	132	138	112
EPHX3	0	0	0	0	0	0
EPHX4	101	171	112	43	22	38
EPM2A	108	108	96	111	111	22
EPM2AIP1	411	399	380	317	261	361
EPN1	653	923	633	418	466	358
EPN2	95	93	95	64	88	77
EPN3	0	0	0	0	0	0
EPO	0	0	0	0	0	0
EPOP	0	0	0	0	0	0
EPOR	47	53	16	86	14	13
EPPIN	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0
EPPK1	138	193	155	87	56	49
EPRS1	4451	5094	4163	5195	5265	3662
EPS15	457	599	523	575	280	327
EPS15L1	313	462	341	486	443	527
EPS8	523	573	533	642	769	486
EPS8L1	19	10	27	34	25	0
EPS8L2	15	8	0	0	1	0
EPS8L3	0	0	0	0	0	0
EPSTI1	33	40	65	35	103	77
EPX	0	0	0	0	0	0
EPYC	0	0	0	0	0	0
EQTN	0	0	7	25	0	0
ERAL1	709	849	741	826	483	547
ERAP1	41	102	74	8	6	35
ERAP2	139	222	156	93	228	100
ERAS	0	0	0	0	0	0
ERBB2	176	203	148	144	99	98
ERBB3	76	68	60	60	35	9
ERBB4	0	9	27	4	0	0
ERBIN	193	264	215	239	391	208
ERC1	2457	2979	1937	2331	2152	1662
ERC2	12	49	55	21	15	24
ERCC1	534	741	569	554	440	399
ERCC2	134	204	163	179	206	125
ERCC3	612	1066	808	838	852	549
ERCC4	639	665	595	510	598	493
ERCC5	379	289	241	366	465	354
ERCC6	184	233	212	310	229	132
ERCC6L	132	146	95	136	87	83
ERCC6L2	316	517	370	496	388	335
ERCC8	344	328	312	288	285	230
EREG	16	0	0	0	0	0
ERF	17	43	19	36	15	7
ERFE	384	405	250	210	450	172
ERFL	0	0	0	0	0	0
ERG	0	0	0	0	0	0
ERG28	639	735	578	424	239	382
ERGIC1	972	1056	752	484	426	383
ERGIC2	2028	2621	2321	1574	1539	926
ERGIC3	1520	1920	1524	1459	1146	1187
ERH	4830	5851	4863	4187	4139	3402
ERI1	14	8	28	0	24	18
ERI2	203	285	217	234	97	127
ERI3	367	485	383	393	402	237
ERICH1	184	160	144	181	295	117
ERICH2	11	11	10	28	0	0
ERICH3	0	0	0	0	0	0
ERICH4	0	0	0	0	0	0
ERICH5	37	102	49	49	76	34
ERICH6	0	0	0	0	0	0
ERICH6B	0	0	0	0	0	0
ERLEC1	472	507	396	369	362	432
ERLIN1	141	225	126	259	233	183
ERLIN2	255	340	322	279	140	138
ERMAP	3	0	50	1	0	0
ERMARD	0	0	0	0	0	0
ERMN	0	0	0	0	0	0
ERMP1	184	240	189	238	157	126
ERN1	26	57	13	77	32	43
ERN2	3	3	0	0	0	11
ERO1A	504	760	626	464	428	282
ERO1B	95	97	108	93	90	23
ERP27	0	0	0	0	0	0
ERP29	1534	2000	1450	2580	1971	1594
ERP44	715	1079	818	979	891	754
ERRFI1	183	305	184	242	224	160
ERV3-1	0	7	0	12	0	0
ERVFRD-1	0	0	0	0	0	0
ERVH48-1	6	2	0	0	0	0
ERVK3-1	942	1121	1018	1199	920	879
ERVMER34-1	21	57	31	54	44	70
ERVV-1	0	0	0	0	0	0
ERVV-2	0	0	0	0	0	0
ERVW-1	0	0	0	0	0	0
ESAM	16	23	6	1	7	30
ESCO1	103	109	65	70	121	42
ESCO2	289	462	347	390	414	427
ESD	5412	5875	4572	4947	4862	3459
ESF1	76	89	76	67	74	69
ESM1	0	8	0	0	0	0
ESPL1	567	587	478	519	600	382
ESPN	0	3	0	0	20	8
ESPNL	0	0	0	0	0	0
ESR1	0	0	0	0	0	0
ESR2	1	0	0	0	0	0
ESRP1	0	0	0	1	0	0
ESRP2	246	319	167	240	177	147
ESRRA	327	365	345	365	452	225
ESRRB	0	15	6	8	0	0
ESRRG	0	0	0	0	0	0
ESS2	233	401	337	409	338	249
ESX1	24	33	10	23	30	12
ESYT1	672	879	625	523	644	346
ESYT2	382	726	390	489	474	419
ESYT3	0	0	0	0	0	0
ETAA1	175	188	168	184	113	36
ETDA	0	0	0	0	0	0
ETDB	0	0	0	0	0	0
ETF1	1195	1772	1329	1396	1204	844
ETFA	6104	7903	6350	7198	5771	5529
ETFB	739	961	626	861	907	749
ETFBKMT	35	41	19	28	25	1
ETFDH	260	338	277	165	263	146
ETFRF1	314	354	240	299	258	124
ETHE1	416	344	324	390	310	157
ETNK1	278	483	322	466	409	234
ETNK2	219	339	238	154	147	105
ETNPPL	45	7	5	12	30	27
ETS1	31	17	45	17	29	22
ETS2	315	456	291	441	219	188
ETV1	46	102	131	116	97	127
ETV2	62	121	81	82	78	46
ETV3	96	141	125	163	176	112
ETV3L	0	0	0	0	0	0
ETV4	164	103	131	61	146	51
ETV5	369	409	324	397	445	179
ETV6	57	136	99	127	118	49
ETV7	21	33	52	31	36	150
EVA1A	0	1	7	0	5	0
EVA1B	46	74	63	59	19	42
EVA1C	29	26	13	42	29	0
EVC	17	42	32	7	16	0
EVC2	0	0	0	0	0	0
EVI2A	0	0	0	0	0	0
EVI2B	0	0	0	0	0	0
EVI5	240	222	197	114	92	127
EVI5L	104	171	124	94	133	42
EVL	536	629	483	591	368	162
EVPL	0	0	0	0	0	0
EVPLL	0	0	0	0	0	0
EVX1	0	13	0	0	0	0
EVX2	0	0	0	0	0	0
EWSR1	2550	3044	2452	3167	2683	2712
EXD1	0	0	0	0	0	0
EXD2	102	215	97	84	75	101
EXD3	177	245	152	130	93	106
EXO1	290	451	311	486	652	452
EXO5	97	119	99	97	71	111
EXOC1	108	97	156	93	61	190
EXOC1L	8	6	0	0	0	0
EXOC2	268	362	215	370	276	184
EXOC3	277	337	316	405	323	251
EXOC3L1	0	0	0	0	0	0
EXOC3L2	0	0	0	0	0	0
EXOC3L4	0	2	0	0	0	0
EXOC4	373	531	400	403	397	276
EXOC5	467	576	412	336	329	236
EXOC6	367	451	342	427	429	299
EXOC6B	245	359	216	176	367	109
EXOC7	605	637	570	602	493	298
EXOC8	229	316	268	336	222	319
EXOG	245	374	190	407	368	238
EXOSC1	1030	1381	1058	1388	1324	1154
EXOSC10	1155	1308	1168	1488	1463	957
EXOSC2	1030	1163	944	1316	1079	974
EXOSC3	850	1307	892	1003	1032	1154
EXOSC4	951	1032	702	1120	893	705
EXOSC5	1088	1557	1224	1380	1512	904
EXOSC6	2558	3581	3040	3390	2849	1994
EXOSC7	599	657	528	908	734	462
EXOSC8	1533	2024	1472	1820	2008	1546
EXOSC9	1084	1599	1016	2046	1589	1861
EXPH5	54	55	40	41	80	0
EXT1	316	535	330	415	406	124
EXT2	419	493	356	428	428	257
EXTL1	0	10	0	0	0	0
EXTL2	366	441	301	182	202	149
EXTL3	227	317	237	186	157	138
EYA1	47	39	47	37	50	0
EYA2	79	30	18	91	126	27
EYA3	285	316	251	251	254	176
EYA4	139	206	157	202	182	181
EYS	1	12	0	26	17	4
EZH1	50	87	110	109	170	48
EZH2	658	764	721	1546	1335	993
EZHIP	0	0	1	0	0	0
EZR	1416	1929	1661	1768	1461	1110
F10	0	3	0	0	0	0
F11	0	0	0	0	0	0
F11R	304	392	249	392	259	253
F12	146	274	210	107	27	204
F13A1	0	6	0	0	0	0
F13B	0	0	0	0	0	0
F2	0	0	0	0	0	0
F2R	352	471	404	237	228	234
F2RL1	139	215	109	117	186	97
F2RL2	4	8	5	0	0	0
F2RL3	0	0	0	0	0	0
F3	33	7	1	0	49	0
F5	0	0	2	0	0	0
F7	8	4	0	0	0	0
F8	69	99	95	98	92	35
F8A1	38	50	73	59	11	47
F8A2	0	0	0	0	0	0
F8A3	0	0	7	0	2	0
F9	0	0	0	0	0	0
FA2H	64	85	91	23	58	40
FAAH	57	79	67	45	68	66
FAAH2	4	27	9	11	18	0
FAAP100	124	155	135	165	92	24
FAAP20	356	505	394	324	110	272
FAAP24	503	675	422	396	449	370
FABP1	0	0	0	0	0	0
FABP12	0	0	0	0	0	0
FABP2	0	0	0	0	0	0
FABP3	0	0	3	0	0	0
FABP4	0	0	0	0	0	0
FABP5	3	14	4	9	0	38
FABP6	0	0	0	0	1	0
FABP7	0	0	0	0	0	0
FABP9	0	0	0	0	0	0
FADD	325	394	402	290	255	340
FADS1	1261	1548	1157	1130	1177	1185
FADS2	549	788	570	578	465	381
FADS3	43	83	111	62	76	76
FADS6	0	0	0	0	0	0
FAF1	1090	1321	1026	1116	1166	650
FAF2	864	1078	756	927	1208	840
FAH	252	261	122	202	104	207
FAHD1	1261	1818	1428	1649	1374	1381
FAHD2A	171	147	86	218	188	65
FAHD2B	178	209	126	106	121	182
FAIM	503	662	525	577	553	373
FAIM2	0	5	0	4	0	0
FAM102A	40	50	43	36	11	33
FAM102B	7	38	57	28	23	0
FAM104A	435	502	469	421	431	313
FAM104B	368	578	286	412	442	415
FAM107A	0	0	0	0	0	0
FAM107B	616	818	576	429	280	191
FAM110A	68	50	45	81	44	98
FAM110B	52	117	40	112	80	35
FAM110C	0	0	2	0	2	0
FAM110D	0	3	0	0	0	0
FAM111A	33	29	44	15	15	48
FAM111B	647	600	561	367	534	432
FAM114A1	22	23	17	2	1	0
FAM114A2	155	192	305	230	294	185
FAM117A	82	203	110	185	85	127
FAM117B	192	107	86	146	66	134
FAM118A	93	193	154	190	163	93
FAM118B	124	218	128	274	287	106
FAM120A	1980	2500	1962	1668	1459	1316
FAM120AOS	729	744	542	509	466	186
FAM120B	0	0	0	14	0	0
FAM120C	140	210	149	188	93	191
FAM124A	44	87	96	62	24	23
FAM124B	0	0	0	0	0	0
FAM126A	230	552	326	374	438	392
FAM126B	178	138	96	107	23	123
FAM131A	116	118	88	88	65	103
FAM131B	14	0	0	0	0	0
FAM131C	12	66	48	31	34	30
FAM133A	0	0	0	0	0	0
FAM133B	150	141	125	67	106	75
FAM135A	187	155	192	95	134	17
FAM135B	0	0	0	0	0	0
FAM136A	1690	1753	1377	1300	1067	1202
FAM13A	297	388	313	309	259	222
FAM13B	24	81	52	100	34	20
FAM13C	80	98	59	65	74	76
FAM149A	3	7	12	5	0	15
FAM149B1	85	147	83	88	84	24
FAM151A	0	0	0	0	0	0
FAM151B	1	25	31	16	0	49
FAM153A	0	0	0	0	0	0
FAM153B	0	0	0	0	0	0
FAM156A	1	6	0	8	0	17
FAM156B	0	0	0	0	0	0
FAM161A	311	441	265	488	339	432
FAM161B	2	7	8	39	53	0
FAM162A	1863	2086	1590	1641	1609	1239
FAM162B	0	0	0	0	0	0
FAM163A	0	10	4	7	0	11
FAM163B	0	23	3	0	0	0
FAM166A	0	0	0	0	0	0
FAM166B	0	0	0	0	0	0
FAM166C	0	0	0	0	0	0
FAM167A	0	0	0	0	0	0
FAM167B	0	0	0	0	0	0
FAM168A	31	115	108	174	83	82
FAM168B	639	800	576	1069	876	628
FAM169A	275	330	298	299	305	299
FAM170A	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0
FAM171A1	842	979	712	452	299	475
FAM171A2	74	53	44	92	60	63
FAM171B	79	84	82	99	38	2
FAM172A	6684	8287	6026	6355	5532	5807
FAM174A	262	247	201	193	190	175
FAM174B	87	94	121	240	163	109
FAM174C	1932	2376	1640	1469	1136	1016
FAM177A1	1861	2215	1722	1228	1389	919
FAM177B	0	0	0	0	0	0
FAM178B	5	0	0	4	0	0
FAM180A	0	0	0	0	0	0
FAM180B	0	0	0	0	0	0
FAM181A	0	0	0	0	0	0
FAM181B	31	25	24	50	0	57
FAM183A	13	10	0	15	0	0
FAM184A	144	144	69	140	147	95
FAM184B	13	18	28	27	27	37
FAM185A	156	274	120	184	120	168
FAM186A	0	0	0	0	0	0
FAM186B	0	0	8	0	0	0
FAM187A	10	40	6	13	4	24
FAM187B	0	0	0	0	0	0
