gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
S100A13	18	25	18	0	14	27
S100A14	0	0	0	0	0	0
S100A16	0	13	3	0	0	0
S100A2	0	0	12	0	0	0
S100A3	0	0	0	0	0	0
S100A4	0	14	2	11	15	0
S100A5	0	0	0	0	0	0
S100A6	0	0	0	0	0	0
S100A7	0	0	0	0	0	0
S100A7A	0	0	0	0	0	0
S100A8	0	0	0	0	0	0
S100A9	0	0	0	0	0	0
S100B	3	0	3	0	0	0
S100G	0	0	0	0	0	0
S100P	0	1	0	0	75	0
S100PBP	113	160	114	219	216	152
S100Z	0	0	0	0	0	0
S1PR1	11	11	18	0	0	39
S1PR2	28	41	45	25	0	41
S1PR3	33	24	43	10	5	39
S1PR4	0	0	7	0	0	0
S1PR5	4	2	0	0	0	0
SAA1	0	0	0	0	0	0
SAA2	0	0	0	0	0	0
SAA2-SAA4	0	0	0	0	0	0
SAA4	0	0	0	0	0	0
SAAL1	99	144	88	111	150	131
SAC3D1	565	774	668	536	507	470
SACM1L	91	163	98	113	64	110
SACS	199	123	130	144	63	122
SAE1	453	391	329	448	342	255
SAFB	197	219	82	138	119	178
SAFB2	132	153	57	81	102	47
SAG	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0
SALL1	112	165	107	100	48	10
SALL2	180	366	199	206	103	182
SALL3	0	0	0	0	0	0
SALL4	0	0	0	0	0	0
SAMD1	0	0	0	0	0	0
SAMD10	43	54	32	36	58	40
SAMD11	682	809	730	693	608	581
SAMD12	9	34	23	43	0	0
SAMD13	3	5	0	12	0	2
SAMD14	6	6	0	0	0	0
SAMD15	0	8	0	4	2	0
SAMD3	0	0	0	0	0	12
SAMD4A	20	4	29	18	23	25
SAMD4B	754	797	676	358	212	267
SAMD5	46	78	40	42	63	15
SAMD7	0	0	0	0	0	0
SAMD8	107	206	47	179	64	64
SAMD9	36	24	15	0	6	5
SAMD9L	0	0	0	0	0	0
SAMHD1	118	203	88	106	177	29
SAMM50	188	201	198	239	241	129
SAMSN1	0	0	0	0	0	0
SANBR	68	81	46	37	15	26
SAP130	82	123	79	69	87	102
SAP18	890	1007	778	960	666	644
SAP25	0	1	0	0	0	0
SAP30	167	245	132	201	110	91
SAP30BP	319	362	365	284	296	142
SAP30L	223	310	190	182	148	32
SAPCD1	0	0	0	0	0	0
SAPCD2	392	581	424	291	306	242
SAR1A	463	645	386	520	404	212
SAR1B	230	295	155	209	164	130
SARAF	207	268	314	361	188	122
SARDH	0	0	0	0	0	0
SARM1	12	46	92	38	50	1
SARNP	405	445	281	586	521	391
SARS1	140	96	166	425	306	135
SARS2	0	0	0	0	0	0
SART1	87	68	71	113	49	72
SART3	374	458	350	431	347	222
SASH1	66	140	88	98	106	109
SASH3	0	0	0	0	0	0
SASS6	61	55	22	22	106	71
SAT1	3278	3971	2529	9188	8089	6923
SAT2	109	202	89	145	126	60
SATB1	344	401	282	262	191	161
SATB2	157	277	134	175	77	92
SATL1	0	0	0	0	0	0
SAV1	292	435	255	271	285	220
SAXO1	0	0	0	0	0	0
SAXO2	20	4	2	0	0	0
SAYSD1	127	178	194	213	168	132
SBDS	615	736	580	822	425	580
SBF1	176	159	154	72	24	46
SBF2	62	161	86	123	125	114
SBK1	47	41	15	0	26	33
SBK2	0	0	0	0	0	0
SBK3	0	0	0	0	0	0
SBNO1	138	234	196	72	119	118
SBNO2	0	0	0	0	0	0
SBSN	0	0	0	0	0	0
SBSPON	0	0	0	0	0	0
SC5D	255	313	280	403	359	181
SCAF1	5	1	8	11	0	7
SCAF11	576	744	577	625	549	322
SCAF4	347	382	354	240	250	180
SCAF8	193	232	191	431	212	155
SCAI	23	17	9	0	35	22
SCAMP1	107	196	209	189	199	114
SCAMP2	511	685	542	650	401	462
SCAMP3	0	0	4	0	0	0
SCAMP4	17	23	10	6	8	4
SCAMP5	6	13	32	23	30	0
SCAND1	106	122	64	112	34	174
SCAP	130	73	38	91	81	59
SCAPER	179	157	152	176	134	65
SCARA3	45	56	54	43	32	33
SCARA5	23	10	16	27	7	0
SCARB1	238	222	205	200	205	97
SCARB2	156	256	153	123	110	38
SCARF1	0	0	0	0	0	0
SCARF2	17	38	51	30	20	9
SCART1	0	0	0	0	6	0
SCCPDH	109	99	93	54	112	30
SCD	473	660	383	609	449	488
SCD5	103	75	98	74	110	109
SCEL	0	0	0	0	0	0
SCFD1	205	264	143	269	231	416
SCFD2	126	120	69	141	116	77
SCG2	0	0	0	0	0	0
SCG3	0	9	11	0	0	0
SCG5	0	0	0	0	0	0
SCGB1A1	0	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0
SCGB2B2	0	3	0	0	0	6
SCGB3A1	0	0	0	0	0	0
SCGB3A2	0	0	0	0	0	0
SCGN	0	0	10	0	0	0
SCHIP1	230	294	154	316	194	114
SCIMP	0	0	0	0	0	0
SCIN	34	37	11	22	18	1
SCLT1	129	139	99	56	166	23
SCLY	89	103	63	41	39	34
SCMH1	108	99	47	42	95	119
SCML1	162	192	143	174	53	28
SCML2	159	136	63	119	59	71
SCML4	0	0	0	0	0	0
SCN10A	0	0	0	0	0	0
SCN11A	0	0	0	0	0	0
SCN1A	0	0	0	0	0	0
SCN1B	0	11	19	2	3	0
SCN2A	0	8	0	21	14	6
SCN2B	0	0	0	0	9	0
SCN3A	0	0	0	0	0	0
SCN3B	0	8	10	0	5	0
SCN4A	0	0	0	0	0	0
SCN4B	1	0	0	0	0	0
SCN5A	0	0	6	0	0	0
SCN7A	0	0	0	0	0	0
SCN8A	7	34	21	25	6	28
SCN9A	11	28	21	29	8	60
SCNM1	201	210	149	418	189	179
SCNN1A	0	0	0	0	0	0
SCNN1B	0	0	0	0	0	0
SCNN1D	0	0	0	0	0	0
SCNN1G	0	0	0	0	0	0
SCO1	378	601	377	593	587	414
SCO2	551	705	561	702	656	387
SCOC	208	364	202	205	240	140
SCP2	298	352	281	192	176	117
SCP2D1	0	0	0	0	0	0
SCPEP1	54	35	36	73	48	65
SCRG1	0	0	0	0	0	0
SCRIB	0	0	0	0	0	0
SCRN1	153	229	120	184	105	137
SCRN2	7	15	52	25	39	1
SCRN3	92	110	81	97	50	78
SCRT1	0	0	0	0	0	0
SCRT2	0	0	0	0	0	0
SCT	0	0	0	0	0	0
SCTR	0	0	0	0	0	0
SCUBE1	0	11	0	0	0	0
SCUBE2	0	0	9	0	0	0
SCUBE3	1	0	16	0	12	0
SCX	0	0	0	0	0	0
SCYGR4	0	0	0	0	0	0
SCYGR8	0	0	0	0	0	0
SCYL1	208	334	219	213	247	237
SCYL2	113	132	57	107	53	1
SCYL3	19	62	27	67	30	26
SDAD1	163	177	151	199	228	204
SDC1	82	124	110	93	60	154
SDC2	103	269	160	54	92	61
SDC3	24	17	8	18	28	0
SDC4	139	170	99	115	76	136
SDCBP	241	292	329	333	268	219
SDCBP2	2	0	0	0	0	0
SDCCAG8	0	0	0	0	0	0
SDE2	344	382	375	607	462	393
SDF2	218	282	197	256	176	131
SDF2L1	129	176	119	1258	1196	949
SDF4	648	805	593	638	719	363
SDHA	299	258	263	289	294	6
SDHAF1	450	515	283	393	314	295
SDHAF2	59	197	98	47	64	71
SDHAF3	221	369	209	159	114	185
SDHAF4	71	59	40	36	30	46
SDHB	485	518	371	414	229	236
SDHC	160	225	146	259	110	142
SDHD	130	261	70	217	129	199
SDK1	26	24	8	22	35	3
SDK2	23	17	36	45	0	15
SDR16C5	0	0	0	0	0	0
SDR39U1	341	566	385	556	537	254
SDR42E1	0	0	0	0	0	0
SDR42E2	0	0	0	0	0	0
SDR9C7	0	0	0	0	0	0
SDS	0	0	0	0	0	0
SDSL	18	24	9	23	3	43
SEBOX	0	0	0	0	0	0
SEC11A	587	734	644	738	630	631
SEC11C	284	339	282	287	206	222
SEC13	705	789	578	851	630	711
SEC14L1	119	121	148	152	39	97
SEC14L2	5	1	0	0	0	34
SEC14L3	0	0	0	0	0	0
SEC14L4	0	0	0	0	0	0
SEC14L5	0	0	0	0	0	0
SEC14L6	0	0	0	0	0	0
SEC16A	150	143	90	143	67	144
SEC16B	0	1	0	0	0	0
SEC22A	118	189	98	162	38	59
SEC22B	151	184	142	103	114	111
SEC22C	188	310	150	119	175	154
SEC23A	102	31	24	29	41	35
SEC23B	228	348	278	300	259	223
SEC23IP	187	360	251	329	369	158
SEC24A	144	129	106	175	117	84
SEC24B	65	101	82	82	55	44
SEC24C	262	357	213	154	370	218
SEC24D	41	36	42	116	56	15
SEC31A	459	416	326	710	544	497
SEC31B	0	2	4	17	0	0
SEC61A1	161	332	149	210	288	222
SEC61A2	36	35	9	49	27	17
SEC61B	325	409	327	543	381	335
SEC61G	365	471	389	373	439	310
SEC62	760	926	629	897	714	633
SEC63	286	296	265	393	438	224
SECISBP2	69	52	70	55	74	27
SECISBP2L	48	38	48	32	54	14
SECTM1	4	6	0	0	0	0
SEH1L	231	272	189	167	180	200
SEL1L	93	74	63	144	152	120
SEL1L2	0	0	0	2	0	0
SEL1L3	0	56	26	7	44	0
SELE	0	0	0	0	0	0
SELENBP1	45	27	20	26	8	15
SELENOF	657	759	528	479	538	407
SELENOH	599	745	630	566	650	396
SELENOI	38	116	53	119	23	49
SELENOK	372	373	228	784	703	513
SELENOM	12	24	46	95	66	13
SELENON	33	27	32	30	30	20
SELENOO	17	45	42	0	29	0
SELENOP	18	1	0	9	0	0
SELENOS	339	475	328	726	431	670
SELENOT	400	487	302	308	309	202
SELENOV	0	0	1	0	0	0
SELENOW	42	41	34	40	3	20
SELL	0	0	0	0	0	0
SELP	0	0	0	0	0	0
SELPLG	0	0	0	0	0	0
SEM1	489	762	549	537	458	431
SEMA3A	30	26	19	35	17	0
SEMA3B	0	0	4	0	0	0
SEMA3C	69	89	92	52	32	1
SEMA3D	10	18	5	11	0	0
SEMA3E	42	43	49	58	58	11
SEMA3F	1	1	0	0	0	0
SEMA3G	0	6	0	0	4	0
SEMA4A	0	0	0	0	0	0
SEMA4B	36	24	38	68	33	12
SEMA4C	53	41	36	10	50	1
SEMA4D	56	63	37	50	25	13
SEMA4F	6	29	8	2	0	0
SEMA4G	10	0	0	0	10	0
SEMA5A	0	0	0	0	0	0
SEMA5B	1	0	15	0	0	0
SEMA6A	495	660	527	377	414	362
SEMA6B	0	0	0	0	0	0
SEMA6C	0	5	0	0	0	0
SEMA6D	17	31	10	0	11	0
SEMA7A	0	0	0	0	0	0
SEMG1	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0
SENP1	305	439	350	281	236	249
SENP2	163	174	112	149	209	91
SENP3	42	54	23	37	21	3
SENP3-EIF4A1	2309	3133	2104	2628	2413	1748
SENP5	192	270	169	157	135	168
SENP6	379	541	460	311	325	325
SENP7	0	9	28	0	20	0
SENP8	82	117	73	85	163	28
SEPHS1	329	525	364	275	338	170
SEPHS2	1950	2792	1857	2371	1921	1840
SEPSECS	57	65	49	94	59	24
SEPTIN1	6	7	9	7	6	0
SEPTIN10	57	28	64	36	82	97
SEPTIN11	253	253	125	140	113	100
SEPTIN12	0	0	0	0	0	0
SEPTIN14	0	0	0	0	0	0
SEPTIN2	393	564	384	446	380	253
SEPTIN3	19	34	35	0	0	0
SEPTIN4	0	0	0	18	0	0
SEPTIN5	3	4	5	3	8	0
SEPTIN6	175	175	132	176	200	174
SEPTIN7	87	224	165	130	122	103
SEPTIN8	110	194	143	124	139	90
SEPTIN9	319	300	229	195	227	129
SERAC1	30	20	30	79	36	16
SERBP1	7316	8280	5527	5695	5598	3963
SERF1A	0	5	0	0	0	0
SERF1B	0	0	0	0	0	0
SERF2	2018	2700	1793	2188	1385	1258
SERGEF	41	47	28	31	95	20
SERHL2	0	3	0	21	0	0
SERINC1	208	276	150	272	271	227
SERINC2	32	23	28	20	18	36
SERINC3	342	356	268	241	212	85
SERINC4	0	0	0	0	0	0
SERINC5	19	20	4	32	9	0
SERP1	400	438	351	576	302	419
SERP2	86	18	40	50	104	76
SERPINA1	0	0	0	0	0	0
SERPINA10	0	0	0	0	0	0
SERPINA11	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0
SERPINA3	0	0	0	0	0	0
SERPINA4	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0
SERPINB1	85	107	56	30	64	6
SERPINB10	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0
SERPINB2	0	0	0	0	0	0
SERPINB3	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0
SERPINB5	6	12	1	1	1	4
SERPINB6	105	73	50	55	55	30
SERPINB7	0	0	0	0	0	0
SERPINB8	9	0	0	0	10	0
SERPINB9	0	0	0	0	0	0
SERPINC1	0	0	0	0	0	0
SERPIND1	0	0	0	0	0	0
SERPINE1	0	0	16	0	0	0
SERPINE2	167	131	125	96	45	49
SERPINE3	0	0	0	0	0	0
SERPINF1	8	11	28	0	5	7
SERPINF2	0	0	0	0	0	0
SERPING1	0	5	0	0	0	0
SERPINH1	87	119	73	115	95	48
SERPINI1	0	4	0	12	0	0
SERPINI2	0	0	0	0	0	0
SERTAD1	280	309	221	284	214	279
SERTAD2	156	219	244	287	173	64
SERTAD3	21	15	14	3	25	22
SERTAD4	0	0	0	0	0	0
SERTM1	32	54	68	4	63	67
SERTM2	0	0	0	0	0	0
SESN1	193	161	181	237	131	185
SESN2	4	5	0	41	62	30
SESN3	78	120	84	81	73	72
SESTD1	137	130	60	67	56	45
SET	5128	5684	4773	3846	3674	3036
SETBP1	240	171	151	161	80	94
SETD1A	249	203	163	200	227	90
SETD1B	273	455	264	217	168	258
SETD2	187	346	164	242	298	172
SETD3	333	540	450	254	462	238
SETD4	143	294	191	389	312	204
SETD5	1256	1472	1011	1105	1185	864
SETD6	491	420	296	509	359	305
SETD7	208	181	225	245	171	126
SETD9	27	43	85	61	0	32
SETDB1	252	391	289	342	451	298
SETDB2	0	36	31	12	13	0
SETMAR	72	140	94	81	158	163
SETX	84	149	93	224	220	77
SEZ6	0	0	0	0	0	0
SEZ6L	0	0	0	0	0	0
SEZ6L2	18	25	25	1	14	10
SF1	799	1116	722	619	488	441
SF3A1	760	910	662	729	773	779
SF3A2	10	38	42	41	56	30
SF3A3	440	575	341	501	459	387
SF3B1	549	762	507	378	445	346
SF3B2	595	705	547	662	529	591
SF3B3	325	473	366	409	384	244
SF3B4	390	477	344	209	498	361
SF3B5	870	891	637	1106	1031	1160
SF3B6	491	711	532	480	412	363
SFI1	45	48	30	41	8	22
SFMBT1	63	48	43	51	43	46
SFMBT2	147	216	158	184	217	225
SFN	0	16	0	0	4	0
SFPQ	1087	1313	1005	1020	823	761
SFR1	49	92	70	75	127	127
SFRP1	30	29	6	15	0	1
SFRP2	0	0	0	0	0	0
SFRP4	7	7	0	0	0	0
SFRP5	2	6	4	0	0	0
SFSWAP	768	1057	787	1141	687	747
SFT2D1	375	375	252	249	193	245
SFT2D2	232	273	204	147	124	169
SFT2D3	124	164	152	179	113	128
SFTA2	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0
SFTPB	0	0	0	0	0	0
SFTPC	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0
SFXN1	472	476	299	281	359	297
SFXN2	93	91	76	49	123	80
SFXN3	0	11	11	11	31	0
SFXN4	84	226	97	141	149	80
SFXN5	34	59	56	42	38	20
SGCA	0	0	0	0	0	0
SGCB	72	137	92	83	92	105
SGCD	13	0	0	0	0	0
SGCE	92	84	133	90	115	14
SGCG	0	0	0	0	0	0
SGCZ	0	0	0	0	0	0
SGF29	63	75	55	87	131	91
SGIP1	2	10	0	0	17	1
SGK1	13	30	34	92	62	20
SGK2	0	0	0	0	0	0
SGK3	73	78	109	41	41	93
SGMS1	93	124	82	97	69	72
SGMS2	153	140	105	210	94	169
SGO1	483	584	396	311	410	354
SGO2	493	505	432	320	301	250
SGPL1	106	119	108	76	107	99
SGPP1	4	0	0	13	0	0
SGPP2	125	136	122	129	82	145
SGSH	49	46	131	65	123	92
SGSM1	0	12	0	1	17	0
SGSM2	12	19	0	22	2	0
SGSM3	7	0	0	0	0	0
SGTA	169	193	202	162	193	155
SGTB	119	123	86	52	82	85
SH2B1	83	88	42	53	9	8
SH2B2	3	4	3	2	3	22
SH2B3	24	24	10	48	21	0
SH2D1A	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0
SH2D2A	1	0	0	0	0	0
SH2D3A	5	4	25	0	12	0
SH2D3C	0	8	2	20	5	0
SH2D4A	32	40	37	19	48	81
SH2D4B	0	0	0	0	0	0
SH2D5	23	12	28	0	16	15
SH2D6	0	0	0	0	0	0
SH2D7	0	0	0	0	0	0
SH3BGR	58	28	10	36	27	31
SH3BGRL	46	17	11	20	2	21
SH3BGRL2	94	107	96	57	74	71
SH3BGRL3	96	179	71	39	120	40
SH3BP1	36	66	8	20	30	51
SH3BP2	16	20	26	25	9	9
SH3BP4	127	136	103	128	115	105
SH3BP5	334	403	280	268	228	226
SH3BP5L	8	8	0	23	0	0
SH3D19	31	116	24	45	67	11
SH3D21	0	0	0	0	8	0
SH3GL1	99	147	101	140	63	59
SH3GL2	10	56	32	39	31	1
SH3GL3	108	144	119	93	89	118
SH3GLB1	254	399	262	219	323	48
SH3GLB2	23	60	29	54	35	2
SH3KBP1	106	122	106	19	74	49
SH3PXD2A	9	16	8	29	0	38
SH3PXD2B	13	23	43	21	31	1
SH3RF1	226	279	169	251	125	191
SH3RF2	5	11	9	0	0	0
SH3RF3	40	29	35	48	19	46
SH3TC1	0	0	0	0	0	0
SH3TC2	0	0	0	0	0	0
SH3YL1	11	19	5	6	0	18
SHANK1	0	0	0	0	0	0
SHANK2	0	0	0	0	0	0
SHANK3	0	0	1	0	0	0
SHARPIN	5	20	26	13	24	7
SHB	151	206	163	149	199	65
SHBG	0	12	0	9	0	0
SHC1	122	164	107	48	128	70
SHC2	0	0	0	0	1	0
SHC3	10	0	0	11	20	0
SHC4	0	0	0	0	10	0
SHCBP1	351	435	217	453	475	356
SHCBP1L	0	0	0	0	0	0
SHD	0	0	0	0	0	0
SHE	0	0	0	0	0	0
SHF	0	14	0	15	7	0
SHFL	0	0	0	0	0	0
SHH	0	0	5	0	0	0
SHISA2	107	94	127	237	130	139
SHISA3	6	4	1	0	0	0
SHISA4	11	0	0	0	11	0
SHISA5	220	215	129	175	96	165
SHISA6	0	0	0	0	0	0
SHISA7	0	0	0	0	0	0
SHISA8	5	24	11	1	6	0
SHISA9	0	0	0	0	0	0
SHISAL1	3	3	14	0	0	0
SHISAL2A	0	0	0	0	0	0
SHISAL2B	7	21	4	1	7	47
SHKBP1	64	89	59	97	67	78
SHLD1	61	54	7	21	19	1
SHLD2	73	118	81	33	13	29
SHLD3	39	76	65	83	159	36
SHMT1	0	0	0	0	0	0
SHMT2	240	344	340	1084	984	616
SHOC1	0	0	0	0	0	0
SHOC2	127	222	141	118	113	45
SHOX	0	0	0	0	0	0
SHOX2	96	143	101	28	87	12
SHPK	59	92	79	77	37	76
SHPRH	143	180	89	119	151	57
SHQ1	235	275	127	192	109	38
SHROOM1	11	33	30	23	23	30
SHROOM2	0	0	0	0	0	0
SHROOM3	87	97	146	84	81	24
SHROOM4	0	0	0	0	0	0
SHTN1	32	88	46	48	32	54
SI	0	0	0	0	0	0
SIAE	14	25	0	10	10	0
SIAH1	165	304	261	296	354	252
SIAH2	210	308	255	299	270	296
SIAH3	0	0	0	0	0	0
SIDT1	0	0	0	1	5	0
SIDT2	19	5	11	14	1	0
SIGIRR	40	18	24	35	50	26
SIGLEC1	0	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0
SIGLEC15	0	0	0	0	0	0
SIGLEC16	0	0	0	0	0	0
SIGLEC5	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0
SIGMAR1	1078	1517	1181	1280	1195	843
SIK1	0	0	0	0	0	0
SIK1B	0	0	0	0	0	0
SIK2	84	62	38	51	83	23
SIK3	97	83	102	58	54	1
SIKE1	158	233	138	86	110	64
SIL1	20	28	23	22	64	101
SIM1	45	79	15	11	46	21
SIM2	231	308	249	98	85	121
SIMC1	120	95	107	133	115	38
SIN3A	505	768	500	430	518	453
SIN3B	230	274	200	179	200	120
SINHCAF	7	0	0	2	0	0
SIPA1	9	2	18	0	0	0
SIPA1L1	142	127	95	66	51	0
SIPA1L2	153	188	188	158	235	56
SIPA1L3	61	111	83	73	43	11
SIRPA	47	67	47	14	35	1
SIRPB1	0	0	0	0	0	0
SIRPB2	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0
SIRT1	259	163	236	133	231	147
SIRT2	0	0	0	0	0	0
SIRT3	26	26	40	31	33	46
SIRT4	7	17	5	0	1	0
SIRT5	27	59	35	28	26	12
SIRT6	43	55	17	55	38	0
SIRT7	166	169	121	153	126	177
SIT1	0	0	0	0	0	0
SIVA1	1001	1137	715	647	671	657
SIX1	879	1164	1057	803	715	1015
SIX2	30	37	25	11	36	13
SIX3	17	8	18	8	0	0
SIX4	87	50	70	35	19	10
SIX5	222	264	252	258	178	145
SIX6	2	8	0	7	4	0
SKA1	0	1	0	0	0	0
SKA2	521	488	398	445	502	312
SKA3	243	279	263	271	356	293
SKAP1	0	0	12	1	0	0
SKAP2	131	117	88	157	22	62
SKI	883	1099	792	795	510	260
SKIDA1	144	181	175	197	148	37
SKIL	276	428	274	308	367	307
SKIV2L	0	0	0	0	0	0
SKOR1	19	2	23	11	2	9
SKOR2	0	0	0	0	0	0
SKP1	1237	1279	893	953	892	739
SKP2	610	679	557	371	307	178
SLA	0	0	0	0	0	0
SLA2	0	0	0	0	0	0
SLAIN1	322	294	170	178	136	221
SLAIN2	213	418	226	300	240	254
SLAMF1	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0
SLAMF7	0	0	0	0	0	0
SLAMF8	0	0	0	0	0	0
SLAMF9	0	0	0	0	0	0
SLBP	656	609	648	711	518	651
SLC10A1	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0
SLC10A3	120	149	105	84	53	24
SLC10A4	19	39	22	2	15	9
SLC10A5	0	0	0	0	0	0
SLC10A6	0	0	0	0	0	0
SLC10A7	91	74	47	84	106	58
SLC11A1	0	7	2	3	29	0
SLC11A2	165	186	185	118	198	72
SLC12A1	0	0	0	0	0	0
SLC12A2	216	302	177	217	204	85
SLC12A3	0	0	0	0	0	0
SLC12A4	0	2	5	0	0	6
SLC12A5	0	0	18	0	0	0
SLC12A6	12	54	42	36	34	21
SLC12A7	0	0	0	0	0	0
SLC12A8	0	2	0	0	0	0
SLC12A9	79	61	37	26	99	76
SLC13A1	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0
SLC13A3	0	0	0	0	4	0
SLC13A4	43	15	7	26	0	0
SLC13A5	0	0	0	0	0	0
SLC14A1	0	0	0	0	0	0
SLC14A2	0	0	0	0	0	0
SLC15A1	0	0	0	0	0	0
SLC15A2	0	0	0	0	0	0
SLC15A3	0	0	0	0	0	0
SLC15A4	159	236	212	190	141	178
SLC15A5	0	0	0	0	0	0
SLC16A1	0	0	0	1	0	0
SLC16A10	178	219	163	112	168	193
SLC16A11	0	0	0	0	0	0
SLC16A12	0	0	0	0	0	0
SLC16A13	8	11	9	14	0	0
SLC16A14	39	54	68	28	0	0
SLC16A2	38	23	14	4	0	0
SLC16A3	0	0	0	0	0	0
SLC16A4	8	10	0	0	24	0
SLC16A5	2	0	0	0	0	0
SLC16A6	22	11	53	95	12	18
SLC16A7	5	5	0	0	3	0
SLC16A8	0	0	0	0	0	0
SLC16A9	93	126	104	45	47	11
SLC17A1	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0
SLC17A5	88	122	91	90	57	37
SLC17A6	0	0	0	0	0	0
SLC17A7	0	0	0	0	0	0
SLC17A8	0	0	0	0	0	0
SLC17A9	0	0	0	0	0	0
SLC18A1	0	0	0	0	0	0
SLC18A2	0	0	0	0	0	0
SLC18A3	0	0	0	0	0	0
SLC18B1	22	39	35	8	2	0
SLC19A1	303	490	351	290	410	134
SLC19A2	90	61	80	106	66	97
SLC19A3	2	2	4	0	0	8
SLC1A1	15	20	6	7	0	33
SLC1A2	0	0	0	0	0	0
SLC1A3	90	112	131	60	115	59
SLC1A4	33	56	28	115	146	70
SLC1A5	819	1032	742	1006	987	770
SLC1A6	0	0	0	0	0	0
SLC1A7	0	0	0	0	0	0
SLC20A1	382	448	285	687	401	321
SLC20A2	75	101	47	50	5	100
SLC22A1	0	0	0	0	0	0
SLC22A10	0	0	0	0	0	0
SLC22A11	0	0	0	1	0	0
SLC22A12	0	0	0	0	0	0
SLC22A13	0	0	0	0	0	0
SLC22A14	0	0	0	0	0	0
SLC22A15	25	43	17	21	16	13
SLC22A16	0	0	0	0	0	0
SLC22A17	7	12	8	8	0	2
SLC22A18	0	0	0	0	0	0
SLC22A18AS	0	0	0	0	0	0
SLC22A2	0	0	0	0	0	0
SLC22A23	114	151	128	54	60	23
SLC22A24	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0
SLC22A3	0	0	0	0	0	0
SLC22A31	0	0	0	0	0	0
SLC22A4	0	0	0	1	0	0
SLC22A5	44	11	58	46	31	92
SLC22A6	0	0	0	0	0	0
SLC22A7	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
SLC23A1	0	0	0	0	0	0
SLC23A2	52	142	104	72	44	130
SLC23A3	0	0	0	0	0	0
SLC24A1	44	14	0	16	0	45
SLC24A2	0	0	0	0	0	0
SLC24A3	0	0	0	0	0	0
SLC24A4	0	2	1	13	0	0
SLC24A5	0	0	0	0	0	0
SLC25A1	435	372	255	354	250	146
SLC25A10	56	112	44	40	54	58
SLC25A11	209	306	317	182	246	380
SLC25A12	36	49	49	16	13	31
SLC25A13	159	201	132	121	140	155
SLC25A14	116	78	80	113	95	15
SLC25A15	98	141	94	69	47	53
SLC25A16	63	79	46	36	39	1
SLC25A17	267	346	254	277	312	295
SLC25A18	0	0	0	0	0	0
SLC25A19	291	279	284	337	297	200
SLC25A2	0	0	0	0	0	0
SLC25A20	45	30	27	48	88	0
SLC25A21	14	24	18	0	0	0
SLC25A22	117	86	92	43	93	28
SLC25A23	37	10	58	20	21	0
SLC25A24	0	0	0	0	0	0
SLC25A25	136	265	160	256	406	411
SLC25A26	0	0	0	0	0	0
SLC25A27	0	21	12	6	1	0
SLC25A28	243	273	192	236	245	188
SLC25A29	23	35	27	18	30	0
SLC25A3	965	985	794	1265	1120	613
SLC25A30	97	54	52	29	22	13
SLC25A31	0	0	0	0	0	0
SLC25A32	149	179	140	119	221	136
SLC25A33	330	465	461	248	216	257
SLC25A34	0	0	0	0	0	0
SLC25A35	2	17	4	15	22	20
SLC25A36	275	304	248	235	174	195
SLC25A37	156	216	206	231	262	136
SLC25A38	275	355	276	384	292	262
SLC25A39	177	185	134	74	107	104
SLC25A4	265	345	261	301	294	185
SLC25A40	15	61	1	26	13	17
