gene_name	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
GPR179	0	0	0	0	0	0
GPR18	0	0	0	0	0	0
GPR180	433	384	446	283	540	393
GPR182	0	0	0	0	0	0
GPR183	0	0	0	0	0	0
GPR19	5	15	4	18	17	16
GPR20	0	0	0	0	0	0
GPR21	0	0	0	0	0	0
GPR22	0	0	0	0	0	0
GPR25	0	0	0	0	0	0
GPR26	0	0	0	0	0	0
GPR27	503	335	490	294	523	471
GPR3	13	12	15	28	34	0
GPR31	0	0	0	0	0	0
GPR32	0	0	0	0	0	0
GPR33	0	0	0	0	0	0
GPR34	0	0	0	0	0	0
GPR35	0	0	0	0	0	0
GPR37	168	152	220	171	239	120
GPR37L1	0	0	0	0	0	0
GPR39	0	0	0	0	0	0
GPR4	0	0	0	0	0	0
GPR42	0	0	0	0	0	0
GPR45	0	0	0	0	0	0
GPR50	0	0	0	0	0	0
GPR52	0	0	0	0	0	0
GPR55	0	0	0	0	0	0
GPR6	0	0	0	0	0	0
GPR61	0	0	0	0	0	0
GPR62	0	0	0	0	0	0
GPR63	126	115	113	86	115	180
GPR65	0	0	0	0	0	0
GPR68	0	0	13	0	0	0
GPR75	0	0	0	0	0	0
GPR78	0	0	0	0	1	0
GPR82	0	0	0	0	0	0
GPR83	8	10	0	0	2	4
GPR84	0	0	0	0	0	0
GPR85	21	2	28	0	32	48
GPR87	0	0	0	3	0	0
GPR88	0	17	0	0	11	0
GPR89A	159	206	207	189	223	182
GPR89B	113	52	71	210	127	102
GPRASP1	2	0	0	4	2	3
GPRASP2	175	133	182	164	211	178
GPRC5A	121	77	153	64	181	210
GPRC5B	156	86	119	26	109	41
GPRC5C	160	92	231	163	79	175
GPRC6A	0	0	0	0	0	0
GPRIN1	74	25	34	61	16	31
GPRIN2	0	0	0	0	0	0
GPRIN3	93	114	58	76	95	74
GPS1	2056	997	2041	1562	1342	1202
GPS2	0	1	0	0	0	0
GPSM1	425	279	354	471	380	338
GPSM2	214	129	181	143	164	214
GPSM3	0	0	0	0	0	0
GPT	0	0	0	0	0	0
GPT2	907	667	875	858	1398	1018
GPX1	4082	2131	4126	2464	2098	2350
GPX2	0	0	0	0	0	0
GPX3	714	148	618	443	258	227
GPX4	4871	2443	5101	3280	2578	2863
GPX5	0	0	0	0	0	0
GPX6	0	0	0	0	0	0
GPX7	1	0	0	0	0	0
GPX8	363	326	453	404	593	455
GRAMD1A	923	539	952	519	610	632
GRAMD1B	151	102	112	80	98	128
GRAMD1C	33	21	22	17	29	36
GRAMD2A	0	0	0	0	0	0
GRAMD2B	54	41	25	15	41	26
GRAMD4	85	23	94	17	41	35
GRAP	0	0	2	1	0	0
GRAP2	0	0	0	0	0	0
GRAPL	0	0	0	0	0	3
GRB10	549	496	574	685	683	590
GRB14	91	50	81	63	128	74
GRB2	2980	2046	2639	2234	2863	2325
GRB7	5	23	1	0	0	2
GREB1	14	20	40	19	17	23
GREB1L	191	129	133	85	175	98
GREM1	0	0	0	0	0	0
GREM2	22	3	7	0	6	28
GREP1	0	0	0	0	0	0
GRHL1	76	74	62	95	146	114
GRHL2	0	0	0	0	0	0
GRHL3	1	0	10	6	1	0
GRHPR	646	518	537	509	758	588
GRIA1	0	0	0	0	0	0
GRIA2	0	0	0	0	0	0
GRIA3	0	0	0	0	1	0
GRIA4	24	21	17	5	1	21
GRID1	29	29	14	10	22	17
GRID2	0	7	0	0	1	0
GRID2IP	0	0	0	0	0	0
GRIFIN	0	0	0	0	0	0
GRIK1	0	0	0	0	0	0
GRIK2	3	0	0	1	0	0
GRIK3	51	18	83	54	110	81
GRIK4	22	4	9	0	15	5
GRIK5	14	10	2	0	15	8
GRIN1	0	0	8	0	0	0
GRIN2A	0	0	0	0	0	0
GRIN2B	0	0	0	0	0	0
GRIN2C	13	0	0	0	0	2
GRIN2D	1	0	4	30	0	1
GRIN3A	0	0	0	0	0	0
GRIN3B	4	17	0	0	2	6
GRINA	1152	1069	1133	809	917	769
GRIP1	131	153	169	69	237	155
GRIP2	10	0	0	0	5	2
GRIPAP1	898	819	1034	849	1237	1181
GRK1	0	0	0	0	0	0
GRK2	252	169	306	49	162	189
GRK3	178	107	173	119	176	109
GRK4	162	153	228	139	242	150
GRK5	91	48	83	66	90	82
GRK6	710	393	730	731	445	463
GRK7	0	0	0	0	0	7
GRM1	0	0	0	0	0	0
GRM2	0	5	0	0	0	0
GRM3	0	0	0	0	0	0
GRM4	4	3	4	1	7	5
GRM5	4	0	0	0	0	0
GRM6	0	0	0	0	0	0
GRM7	5	2	0	0	8	6
GRM8	3	4	0	0	9	3
GRN	1408	588	1448	888	581	726
GRP	0	0	6	0	5	1
GRPEL1	1540	1202	1498	1226	1909	1503
GRPEL2	575	455	521	527	1163	912
GRPR	0	0	0	0	0	0
GRSF1	1757	1603	1857	1609	2698	2037
GRTP1	122	74	118	72	97	73
GRWD1	895	383	845	683	469	538
GRXCR1	0	0	0	0	0	0
GRXCR2	0	0	0	0	0	0
GSAP	5	0	0	0	0	0
GSC	17	7	52	39	21	57
GSC2	0	0	0	0	0	0
GSDMA	0	0	0	0	0	0
GSDMB	2	16	6	10	6	18
GSDMC	0	0	0	0	0	0
GSDMD	0	0	0	0	0	0
GSDME	90	54	78	11	47	76
GSE1	928	667	1038	721	1094	728
GSG1	3	3	0	0	0	0
GSG1L	3	7	5	0	0	5
GSG1L2	0	0	0	0	0	0
GSK3A	674	376	559	385	353	360
GSK3B	768	598	743	494	726	510
GSKIP	333	330	308	354	510	404
GSN	31	30	14	7	31	34
GSPT1	3573	2857	3269	2698	3698	2680
GSPT2	109	93	121	75	143	108
GSR	2637	1743	2205	1605	2229	1871
GSS	471	319	433	362	410	436
GSTA1	0	0	0	0	0	0
GSTA2	0	0	0	0	0	0
GSTA3	0	0	0	0	4	0
GSTA4	725	333	627	541	450	541
GSTA5	0	0	0	0	0	0
GSTCD	212	145	199	128	262	165
GSTK1	862	393	787	531	550	342
GSTM1	0	0	0	0	0	0
GSTM2	0	0	0	0	0	0
GSTM3	589	399	587	380	508	489
GSTM4	0	3	0	0	0	0
GSTM5	0	0	0	0	0	0
GSTO1	2469	2188	2544	1935	2299	2194
GSTO2	48	24	47	36	20	44
GSTP1	2040	956	1334	843	953	949
GSTT2	0	0	0	0	0	0
GSTT2B	0	0	0	0	0	0
GSTT4	0	0	0	0	0	0
GSTZ1	282	131	203	176	234	237
GSX1	0	0	0	0	0	0
GSX2	0	0	0	0	0	0
GTDC1	69	85	88	43	90	66
GTF2A1	407	463	463	446	647	484
GTF2A1L	2	0	1	0	5	4
GTF2A2	2985	2475	2955	1518	2549	1929
GTF2B	325	305	471	386	521	452
GTF2E1	92	97	118	56	109	74
GTF2E2	544	527	593	588	550	536
GTF2F1	752	456	658	515	671	547
GTF2F2	972	717	805	726	1303	1004
GTF2H1	0	0	0	0	0	0
GTF2H2	357	289	314	258	369	299
GTF2H2C	10	14	3	1	9	5
GTF2H3	1694	1269	1640	1456	2172	1611
GTF2H4	0	0	0	0	0	0
GTF2H5	5351	4038	5128	2703	3922	3213
GTF2I	175	115	154	167	211	170
GTF2IRD1	121	98	145	138	218	138
GTF2IRD2	9	2	7	29	12	18
GTF2IRD2B	59	16	24	30	54	21
GTF3A	1536	1572	1865	639	989	991
GTF3C1	1059	647	1075	590	978	704
GTF3C2	700	468	820	468	472	475
GTF3C3	444	418	602	354	420	471
GTF3C4	1283	1049	1404	1232	1479	1386
GTF3C5	1330	656	1348	1201	1088	1123
GTF3C6	3967	3702	3960	2683	3439	2830
GTPBP1	702	408	778	513	518	465
GTPBP10	252	251	327	418	675	399
GTPBP2	434	97	407	453	709	639
GTPBP3	1018	777	999	706	1209	1102
GTPBP4	2481	1872	2401	2496	3649	3000
GTPBP6	0	0	0	0	0	0
GTPBP8	675	483	592	651	767	712
GTSE1	1003	1052	952	718	916	959
GTSF1	0	0	0	0	3	0
GTSF1L	0	0	0	0	0	0
GUCA1A	0	0	0	0	0	0
GUCA1ANB	0	0	1	0	0	0
GUCA1B	9	14	7	15	4	8
GUCA1C	0	0	7	0	0	0
GUCA2A	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0
GUCD1	1535	1551	1616	1034	1325	1232
GUCY1A1	113	86	91	82	112	56
GUCY1A2	21	31	77	75	71	12
GUCY1B1	88	27	95	93	179	120
GUCY2C	2	0	0	0	0	0
GUCY2D	0	0	5	0	0	0
GUCY2F	0	0	0	0	0	0
GUF1	511	466	489	388	554	453
